,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Theme,Genre,Demographics
20,不機嫌なモノノケ庵 續,The Morose Mononokean II,The Morose Mononokean II,The Morose Mononokean II,The Morose Mononokean II,['TV'],13,Finished Airing,"Jan 5, 2019 to Mar 30, 2019",['Winter 2019'],Saturdays at 21:00 (JST),"['Pierrot', 'VAP', 'Square Enix', 'AT-X', 'Nippon Columbia', 'Age Global Networks', 'Yomiuri TV Enterprise', 'Kanon Sound', 'RAY']",['Funimation'],['Pierrot Plus'],['Web manga'],"['Comedy', 'Supernatural']",,,23 min. per ep.,PG-13 - Teens 13 or older,7.57,#1697,#3119,"55,967",167,23641,"Despite being burdened with crippling debt to the morose Haruitsuki Abeno, Hanae Ashiya has come to enjoy his job as an exorcist. His ability to communicate with youkai has given him a sense of responsibility regarding the magical creatures, and he continues to work hard to send them to their true home in the Underworld. As Ashiya’s life finally stabilizes, the youkai threaten to upset it once again. Knowledge of his existence has begun to spread, and not everyone is happy to have a human working for the Mononokean, the interdimensional tea room. But one day, a simple visit to the Underworld draws the attention of those in power, and Ashiya soon learns that not every youkai is willing to go along with Abeno's plans. [Written by MAL Rewrite]","['Prequel (TV) Fukigen na Mononokean', 'Adaptation (Manga) Fukigen na Mononokean']",Fukigen na Mononokean Tsuzuki,Fukigen na Mononokean 2nd Season,['Mythology'],,
21,ピアノの森 第2シリーズ,Forest of Piano Second Season,,El Bosque del Piano Temporada 2,,['TV'],12,Finished Airing,"Jan 28, 2019 to Apr 15, 2019",['Winter 2019'],Mondays at 00:10 (JST),['NHK'],"None found,",['Gaina'],['Manga'],,"['Music', 'School']",['Seinen'],25 min. per ep.,PG-13 - Teens 13 or older,7.44,#2198,#3177,"53,906",89,25120,"With the start of the Chopin piano competition, Kai Ichinose, Shuuhei Amamiya, and many other hopeful musicians from around the world strive to reach the top. The stakes have never been higher, and the judges are rigorous when it comes to selecting the winner out of the plethora of talented pianists. This competition is so harsh that even famous prodigies can be easily eliminated. Some play for the money, some play to fulfill their duty to their families, and yet others play for their music to be heard. However, the only one who can reach the top is the one who embodies the spirit of the music Frédéric Chopin crafted for future generations. With the stakes higher than ever before, rivalries, friendships, and family ties will be tested, and each pianist will find their own sound. [Written by MAL Rewrite]","['Prequel (TV) Piano no Mori (TV)', 'Adaptation (Manga) Piano no Mori']",Piano no Mori (TV) 2nd Season,,,['Drama'],
22,BanG Dream!（バンドリ！）第2期,BanG Dream! 2nd Season,BanG Dream! Staffel 2,BanG Dream! Temporada 2,BanG Dream! Saison 2,['TV'],13,Finished Airing,"Jan 3, 2019 to Mar 28, 2019",['Winter 2019'],Thursdays at 23:00 (JST),"['Ultra Super Pictures', 'Bushiroad', 'Tokyo MX', 'Good Smile Company', 'HoriPro International', 'Cloud22']",['Sentai Filmworks'],['SANZIGEN'],Mixed media,,"['CGDCT', 'Music', 'School']",,24 min. per ep.,PG-13 - Teens 13 or older,7.57,#1691,#3384,"48,077",438,24139,"Kasumi Toyama and the members of Poppin'Party—their high school band—are now second-year students, but with the new school year comes their latest set of challenges: student council duties, cram school, and part-time jobs, among other things. Furthermore, they are now separated into different classes, and as a result, their free time together is shortened. Looking back, their joyful times together seem like nothing more than an unachievable fantasy when their members are too occupied to even gather in Arisa Ichigaya's basement for practice sessions. As the band ponders over the situation, an unfamiliar girl suddenly emerges, unknowingly pulling them into the spotlight once more. In this rising era of girl bands, Afterglow, Pastel*Palettes, Roselia, and Hello, Happy World! begin to make their appearance as well. Each band, comprised of musicians with their unique personalities, illuminates the stage with its performances. As Poppin'Party returns to the music scene and encounters new friends, the sparkling, heart-pounding music starts to play once again! [Written by MAL Rewrite]","['Prequel (TV) BanG Dream!', 'Sequel (TV) BanG Dream! 3rd Season']",BanG Dream! 2nd Season,,,,
23,グリムノーツ,,Grimms Notes the Animation,Grimms Notes the Animation,,['TV'],12,Finished Airing,"Jan 11, 2019 to Mar 29, 2019",['Winter 2019'],Fridays at 01:58 (JST),"['Square Enix', 'Pony Canyon', 'Avex Pictures']",['Sentai Filmworks'],"[""Brain's Base""]",Game,"['Action', 'Adventure', 'Fantasy']",,,24 min. per ep.,PG-13 - Teens 13 or older,5.94,#10216,#3482,"45,940",63,13299,"Within one's Book of Fate is their destiny. Written by the mysterious Story Tellers, these books decide every small detail of one's life. Some Story Tellers, however, choose to interfere with the stories of others rather than write their own. These malevolent beings are known as Chaos Tellers, who seek to ruin stories by overwriting the Books of Fate. Ex, Reina, Tao, and Shane were born with blank books. Ostracized by society due to this abnormality, they abandon their respective stories in search of better lives. In the vast unknown, they encounter famous fairy tale characters such as Cinderella, Momotarou, and Snow White. All the while, they work to subdue the Chaos Tellers and return peace and order to the stories. [Written by MAL Rewrite]","['Adaptation (Light Novel) Grimms Notes', '']",Grimms Notes The Animation,,,,
24,エガオノダイカ,The Price of Smiles,The Price of Smiles,The Price of Smiles (Egao no Daika),The Price of Smiles,['TV'],12,Finished Airing,"Jan 4, 2019 to Mar 22, 2019",['Winter 2019'],Fridays at 21:30 (JST),"['VAP', 'WOWOW', 'Yomiuri Telecasting', 'MediaNet', 'Asmik Ace', 'Nippon Television Network', 'Tokyo MX', 'Dynamo Pictures', 'Rakuten', 'Happinet']",['Sentai Filmworks'],['Tatsunoko Production'],Original,"['Action', 'Drama', 'Fantasy', 'Sci-Fi']","['Mecha', 'Military']",,23 min. per ep.,PG-13 - Teens 13 or older,6.03,#9752,#3802,"39,089",44,13974,"On a world far removed from the Earth, there is a certain kingdom that's brimming with smiles. Fate thrusts young Princess Yuki, filled with idealism, joy, and innocence, into a station in life for which her most endearing qualities are ill-matched. Her kingdom faces grave danger as the Empire threatens the realm's security. Meanwhile, on the opposite side of the conflict, an imperial soldier known as Stella Shining hides behind a facade. However, a time may come where her mask cracks, potentially costing her everything. Princess Yuki and Stella's paths will cross, and the fate of nations will follow. (Source: Sentai Filmworks)",[],Egao no Daika,The Cost of Smiles,,,
25,荒野のコトブキ飛行隊,The Magnificent Kotobuki,The Magnificent Kotobuki,The Magnificent Kotobuki,The Magnificent Kotobuki,['TV'],12,Finished Airing,"Jan 13, 2019 to Mar 31, 2019",['Winter 2019'],Sundays at 22:30 (JST),"['Digital Frontier', 'Bandai Namco Entertainment', 'Bandai Namco Arts', 'Bandai Spirits']",['Sentai Filmworks'],"['WAO World', 'GEMBA']",Original,"['Action', 'Adventure']",,,24 min. per ep.,PG-13 - Teens 13 or older,6.84,#5142,#3984,"35,258",96,11314,"Across the desolate wilderness, resources are scant and survival is the utmost priority. Essential supplies are delivered through the network of zeppelins, relying on protection from mercenary crews piloting single-engine fighter planes. At odds with pirates and political conflict, these brave aviators provide the strongest guard to stability in such dismal lands. Kylie—a talented, hotshot pilot—serves with one such crew: the Kotobuki Squadron. Recruited to the group by her childhood friend Emma, her natural aptitude for flight makes her a key member. Armed with their Hayabusa fighter planes, the six-member squadron is hired to protect people, goods, and society as they continue to engage hardships in their complex world. [Written by MAL Rewrite]","['Adaptation (Manga) Kouya no Kotobuki Hikoutai', '']",Kouya no Kotobuki Hikoutai,The Kotobuki Squadron in the Wilderness,['Military'],,
26,ケムリクサ,,Kemurikusa,Kemurikusa,Kemurikusa,['TV'],12,Finished Airing,"Jan 9, 2019 to Mar 27, 2019",['Winter 2019'],Wednesdays at 22:30 (JST),"['flying DOG', 'BS Fuji', 'Tokyo MX']","None found,",['Yaoyorozu'],Original,"['Fantasy', 'Sci-Fi']",,,23 min. per ep.,PG-13 - Teens 13 or older,7.04,#4209,#4130,"32,989",130,10788,"A few young girls with strange powers and a tree that has grown through a railcar cling onto life in a desolate land, searching for its last reservoirs of water. Their routine struggle to survive is interrupted by the arrival of Wakaba, a boy with no memory beyond his own name. The girls and their new companion commit to a perilous journey across seas of burning red fog—all in order to find what they need to sustain themselves on the more distant, dangerous islands swarming with robotic bugs. Their ultimate fate will be decided by their own strength, along with Wakaba's curious ability to understand the Kemurikusa: mysterious glowing leaves with wondrous powers. Besides the girls, Wakaba, and the hordes of ravenous bugs, the Kemurikusa are the last sparks of life surviving in this land. How did things end up this way? Why are there so many empty buildings with no one to live in them? Wakaba and the girls lack the answers to these questions, which means the truth can only be found within the Kemurikusa. [Written by MAL Rewrite]","['Prequel (ONA) Kemurikusa (2018)', '']",Kemurikusa (TV),,,,
27,ウィズ,,,,,['TV'],13,Finished Airing,"Jan 6, 2019 to Mar 31, 2019",['Winter 2019'],Sundays at 01:30 (JST),"['Frontier Works', 'Mainichi Broadcasting System', 'Movic', 'Sony Music Communications', 'Glovision', 'Hakuhodo DY Music & Pictures', 'Medicos Entertainment', 'Kadokawa Media House', 'Sega Interactive', 'GOON TRAX', 'Fabtone']",['Sentai Filmworks'],['GoHands'],Original,,,,23 min. per ep.,PG-13 - Teens 13 or older,5.52,#12064,#4536,"26,960",40,7714,"Inspired by house music from a young age, Yukiya spends his free time as a DJ for a crowd of one and uploads his videos online. Like any young teenager, he yearns for something greater than his current life. He wants recognition and importance, but breaking out of his comfort zone means he runs the risk of getting hurt, so the cycle continues. That is, until the day he finally crosses the line of no return and live streams a performance that will change his world forever. (Source: Sentai Filmworks)","['Prequel (TV) Hand Shakers', '']",W'z,,['Music'],['Action'],
28,ぱすてるメモリーズ,,,,,['TV'],12,Finished Airing,"Jan 8, 2019 to Mar 26, 2019",['Winter 2019'],Tuesdays at 00:30 (JST),"['MAGES.', 'FuRyu']",['Sentai Filmworks'],['Project No.9'],Game,"['Action', 'Adventure', 'Sci-Fi']",,,24 min. per ep.,PG-13 - Teens 13 or older,5.15,#13011,#5018,"21,220",17,5824,"The story takes place in the future, the city of Akihabara. It was once called a ""Holy land of otaku"" but now has become an office town. Otaku culture has declined, people are losing memories of anime and manga, and only a few specialty shops remain open. What supports the world of creative works are ""memories"" of manga and anime in people's minds, but when the world of the creative work is destroyed by a virus, it disappears from everyone's memory and is erased from the material world. 12 girls working in a small shop in a corner of Akihabara are fighting the virus to protect everyone's important memories about their favorite manga and anime, and return Akihabara to the way it was before!","['Adaptation (Manga) Pastel Memories', '']",Pastel Memories,,['Otaku Culture'],,
29,けものフレンズ2,,,,,['TV'],12,Finished Airing,"Jan 15, 2019 to Apr 2, 2019",['Winter 2019'],Tuesdays at 02:05 (JST),"['TV Tokyo', 'Shochiku', 'Victor Entertainment', 'AT-X', 'Bushiroad', 'Age Global Networks', 'Docomo Anime Store', 'Kadokawa', 'Crunchyroll SC Anime Fund', 'Sega Games']",['Crunchyroll'],['Tomason'],Game,"['Adventure', 'Comedy']","['Anthropomorphic', 'Iyashikei']",,22 min. per ep.,PG-13 - Teens 13 or older,5.82,#10836,#5300,"18,528",42,6827,"Serval and Caracal find a ""human"" child in the forest. As they travel with the child, they meet new Friends, uncover the secrets of Japari Park, and become involved in an event that will ""shake the earth."" (Source: ANN)","['Prequel (TV) Kemono Friends', 'Adaptation (Manga) Kemono Friends 2']",Kemono Friends 2,,,,
30,CIRCLET PRINCESS（サークレット・プリンセス）,,,,,['TV'],12,Finished Airing,"Jan 8, 2019 to Mar 26, 2019",['Winter 2019'],Tuesdays at 23:00 (JST),['Lantis'],"None found,",['SILVER LINK.'],Game,"['Sci-Fi', 'Sports']",,,24 min. per ep.,PG-13 - Teens 13 or older,5.96,#10105,#5307,"18,483",26,5225,"Virtual Reality and the arrival of Circlet Technology has changed people's lives. A new competitive electronic sport called Circlet Bout emerges, and schools duel to determine the strongest Circlet Bout Club and player. One day, Yuuka Sasaki gets mistaken for a challenger and battles against Chikage Fujimura, the best player in Japan, tying the intense fight despite her inexperience. These events lead to her passion for the sport, deciding to become a Circlet Bout player. Two years later, Yuuka moves to Tokyo and enrolls in Union School, a place where she can practice and pursue her dream of fighting Chikage again. After her arrival at the Union School, she discovers the club closed. Now her first goal is to help the athletic Miyuki Kasahara and club manager Ayumu Aizawa reopen Union's Circle Bout Club and return it to its former glory. [Written by MAL Rewrite]","['Adaptation (Manga) Circlet Princess: First Bout', '']",Circlet Princess,,['School'],,
31,B-PROJECT～絶頂＊エモーション～,,,,,['TV'],12,Finished Airing,"Jan 12, 2019 to Mar 30, 2019",['Winter 2019'],Saturdays at 00:00 (JST),"['Aniplex', 'AT-X', 'Dwango', 'MAGES.', 'Asahi Broadcasting', 'ABC Animation', 'Tochigi TV']","None found,",['Bandai Namco Pictures'],Mixed media,,"['Idols (Male)', 'Music']",,24 min. per ep.,PG-13 - Teens 13 or older,6.69,#5942,#5692,"15,309",57,4758,"Tsubasa continues her job at the A&R department of the major recording company Gandala Music. The idol group ""B-PROJECT"" that she has been in charge of, now made up of four idol units instead of three: Kitakore, Thrive, MooNs, and KiLLER KiNG. Tsubasa must deals with not only the various challenges of her job but also a group of young men with different personalities. (Source: ANN)","['Prequel (TV) B-Project: Kodou*Ambitious', 'Sequel (TV) B-Project: Netsuretsu*Love Call', 'Adaptation (Manga) B-Project: Mousou*Scandal', '']",B-Project: Zecchou*Emotion,B-Project 2nd Season,,,
