,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Theme,Genre,Synonyms,Demographics
190,ロボットガールズNEO,,,,,['ONA'],3,Finished Airing,"Aug 18, 2018 to Sep 1, 2018",,,"None found,","None found,",['Toei Animation'],Original,,"['Mecha', 'Parody']",,7 min. per ep.,PG-13 - Teens 13 or older,5.75,#11176,#12299,"1,754",0,214,"In a ruined future Nerima, a photon energy disaster is said to have devastated the area. No one knows whether that is true or not, and details are hard to come by. All that is left is the photon research facility tower that stands as a monument at the center of the devastation. Z-chan and Gre-chan live together in the Shutter District, which spreads from the base of the tower. Their home is made from salvaged materials that they have named Photon House. The advanced photon energy that flowed through the place is now gone, and the world is now ruled by the Getter Rays that rain down from space. But even now, Z-chan and Gre-chan use the highly efficient photon energy to power their home. (Source: ANN)",[],Robot Girls Neo,,['Comedy'],,
191,花咲ク絆ノ浪漫譚,The Sprites of Floria,The Sprites of Floria,The Sprites of Floria,The Sprites of Floria,['ONA'],1,Finished Airing,"Sep 1, 2018",,,['XFLAG'],"None found,","['Yokohama Animation Laboratory', 'Arvo Animation']",Game,"['Action', 'Adventure', 'Drama', 'Fantasy']",,,21 min.,G - All Ages,5.20,#12929,#12374,"1,713",0,615,"After an invasion by the Vivolian army, the Sprite Himawari and her childhood friend Tsubaki flee their homeland of Floria for the town of Romton. There, they live out their lives in peace... for a time. One day, Himawari's friend and fellow Sprite Ajisai is kidnapped by mysterious strangers. Now Himawari and detective Tsubaki set out to rescue her, but find the dreaded Vivolians standing in their way! A 2D animated special episode aired on the Monster Strike anime channel, promoting the Monster Strike game debut of the Flower 4 series. Despite this, the storyline is standalone and unrelated to previous Monster Strike anime installments. (Source: Crunchyroll, edited)",[],Hanasaku Kizuna no Romantan,,,"Hanasaki Ku-han no Romantan, Hanasaki Kurodino Romantan",
192,ているず おぶ ざ れいず劇場,,,,,['ONA'],8,Finished Airing,"Jul 20, 2018",,,['Bandai Namco Entertainment'],"None found,",['Bandai Namco Pictures'],Game,"['Comedy', 'Fantasy']",,,3 min. per ep.,PG-13 - Teens 13 or older,6.06,#9639,#12510,"1,646",0,351,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Tales of the Rays Gekijou,['Parody'],,,
193,交響性ミリオンアーサー,Kou-Kyou-Sei Million Arthur,,,,['ONA'],1,Finished Airing,"Sep 25, 2018",,,"None found,","None found,","None found,",Game,,"['Music', 'Strategy Game']",,1 min.,G - All Ages,5.50,#12102,#12821,"1,488",0,349,"The animated opening for Square Enix's Koukyousei Million Arthur RPG mobile game launched for iOS and Android on October 4, 2018. It is said to be a ""brand new"" Million Arthur story where legends and myths intersect. The plan is for the game to be an action hunting RPG, unlike the previous ones which were mobile RPG card games.",[],Koukyousei Million Arthur,,['Fantasy'],,
194,세미와 매직큐브,,,,,['ONA'],26,Finished Airing,"Aug 1, 2018 to Feb 7, 2019",,,"None found,","None found,",['Durufix'],Original,"['Action', 'Comedy', 'Fantasy']",,,15 min. per ep.,PG-13 - Teens 13 or older,[],#13970,#12836,"1,480",3,,"The story tells the tale of Semi, a bright girl who goes in a magical time journey with the genius teacher Wai, in order to prevent the evil X from utilizing the powers of the magic cube for evil. Along the way, Semi and her math school friends run into history and math problems that they must solve with logic and wit. (Source: hobbykr)","['Sequel (ONA) Semi wa Magic Cube 2nd Season', '']",Semi wa Magic Cube,,,Semi and the Magic Cube,
195,CHAINSAW BUNNY Deleted Scene,Chainsaw Bunny Deleted Scene,,,,['ONA'],1,Finished Airing,"Aug 1, 2018",,,"None found,","None found,","None found,",Original,"['Horror', 'Supernatural', 'Suspense']",,,58 sec.,R - 17+ (violence & profanity),4.22,#13728,#13022,"1,400",2,739,"A ""deleted scene"" from Chainsaw Bunny, where the monster becomes a giant pink faceless looming creature.",[],Chainsaw Bunny: Deleted Scene,,,Chainsaw Bunny Special,
196,ホリデイラブ 〜夫婦間恋愛〜,Holiday Love,,,,['ONA'],20,Finished Airing,"Aug 3, 2018",,,['Anime Beans'],"None found,",['Acca effe'],['Manga'],"['Drama', 'Romance']",,,1 min. per ep.,None,[],#18608,#13141,"1,356",4,,"Can a relationship survive after an affair? Azu is 30-year-old stay at home mom and she runs a nail salon in her apartment. While carrying the frustration of thinking that her husband Junpei (32) doesn't love her as a woman anymore, she raises the child they were blessed with and continues through the motions of everyday life. One day, while Azu is running her salon, a customer asks to borrow her cellphone, and shows her something dangerously entrancing. A few days afterward, she receives a notification from an unknown man, sending Junpei and Azu's relationship into the deep-end... From Yukari Koyama of the TV drama ""Rose-Colored Crusade"" comes a challenging original work! You are invited to the story of 4 married people that could take place anywhere, filled with temptation, betrayal, and broken hearts - a true love story! (Source: Manga Box)","['Adaptation (Manga) Holiday Love: Fuufukan Renai', '']",Holiday Love: Fuufukan Renai,,,,
197,ギフト±,,,,,['ONA'],20,Finished Airing,"Sep 21, 2018 to Sep 28, 2018",,,"['Production I.G', 'Anime Beans']","None found,",['Acca effe'],['Manga'],,,['Seinen'],1 min. per ep.,PG-13 - Teens 13 or older,[],#18184,#13160,"1,348",1,,"With the growing demand for high-quality organ transplants in Japan, many underground organizations have carried out kidnapping and murder operations to obtain organs for sale; surgeon doctors also started practicing. It even began to intervene in outside countries like China. Our protagonist, Tamaki Suzuhara, a beautiful but mysterious high school girl, tries to find someone very important to her who is currently missing. She joined an illegal organ trafficking network, which kidnapped those who were judged ""morally cure"" for morphological, surgical removal of organs. Let's see where this bloody journey and Tamaki Suzuhara's moral dilemma will lead. Can she find what she wants?","['Adaptation (Manga) Gift±', '']",Gift±,,['Horror'],Gift Plus Minus,
198,"キスまで, あと1秒.",A Second Away From A Kiss,,,,['ONA'],30,Finished Airing,"Aug 10, 2018 to Sep 7, 2018",,,['Anime Beans'],"None found,","None found,",['Web manga'],,,['Shoujo'],1 min. per ep.,PG-13 - Teens 13 or older,[],#19447,#13682,"1,170",2,,"He said he'd stop one second before we kiss... So why are we really kissing right now!? My first kiss is on stage performing a play......! We've been friends since we were kids, and Izuru's always bossing me around. I have to write the script for our school festival play, which is a relief because at least I can steer clear of Izuru, who's playing the leading role of the prince...... But on performance day, the princess gets sick, and I have to take her place! I'm dreading the final kissing scene. We're just supposed to pretend, but now... our lips are... touching...! I know it's Izuru... but he looks like a handsome prince, and... he's actually kinda hot...... (Source: Ebook Renta)","['Adaptation (Manga) Kiss made, Ato 1-byou.', '']","Kiss made, Ato 1-byou.",['School'],['Romance'],One second remaining until the kiss.,
199,教え子に脅迫されるのは犯罪ですか？,,,,,['ONA'],1,Finished Airing,"Jul 23, 2018",,,"None found,","None found,","None found,",['Light novel'],,,,1 min.,PG-13 - Teens 13 or older,5.65,#11598,#13889,"1,102",3,243,"A special anime promotional video for the Oshiego ni Kyouhaku Sareru no ga Hanzai desu ka? light novel, mainly to announce the 2nd volume's release on Wednesday. The series' story centers on Tenjin, a 27-year-old teacher who works at a cram school for students taking entrance exams for high school and middle school. While he is talented at teaching elementary school students, he holds no love for children. He coldly contents himself with grinding through his job while training his colleague JD and being tossed about by the cruel currents of life. But one day, while teaching a fifth-grade class, one of his students hugs him close and tells him that she loves him. And a 14-year old middle-school student named Seika sees the entire thing. Seika blackmails him into giving her ""personal lessons"" at night. (Source: ANN)","['Adaptation (Manga) Oshiego ni Kyouhaku sareru no wa Hanzai desu ka?', 'Adaptation (Light Novel) Oshiego ni Kyouhaku sareru no wa Hanzai desu ka?']",Oshiego ni Kyouhaku Sareru no wa Hanzai desu ka?,['School'],,Is it a Crime if You're Threatened by Your Student?,
200,请吃红小豆吧！,Little Bean,,,,['ONA'],12,Finished Airing,"Jul 5, 2018 to Sep 20, 2018",,,"None found,","None found,",['Making Animation'],Original,,,,3 min. per ep.,G - All Ages,6.34,#8032,#14092,"1,050",5,472,The main character of this show is a little red bean who dreams of being eaten.,"['Prequel (ONA) Qing Chi Hong Xiaodou Ba! Season 0.5', 'Sequel (ONA) Qing Chi Hong Xiaodou Ba! 2nd Season']",Qing Chi Hong Xiaodou Ba!,['Anthropomorphic'],['Slice of Life'],"Qing Chi Hong Xiao Dou Ba!, Please Eat Little Red Bean!, Little Red Bean's Working Life, 红小豆的工作日常",
201,四海鲸骑,,,,,['ONA'],12,Finished Airing,"Aug 16, 2018 to Nov 8, 2018",,,"['iQIYI', 'Daysview Animation', 'Horgos Huotian Dayou']","None found,",['Chosen'],Novel,"['Action', 'Adventure', 'Fantasy', 'Mystery']","['Historical', 'Martial Arts', 'Military']",,13 min. per ep.,PG-13 - Teens 13 or older,6.19,#8891,#14284,994,2,221,"When the emperor patrols the ocean, Crown Prince Jianwen witnesses a shocking scene: Admiral Zheng, whom he has been treating as both his teacher and a dear friend, suddenly kills the emperor. He is devastated when he finds out he is being framed by the imperial court for killing his own father in an attempted coup. Admiral Zheng accepts the order of Prince Regent Yan to return to Quanzhou and seize Jianwen. Jianwen sees through their plan and sets foot on an escape journey. At the time, all the forces inside and outside the imperial court were eager to move. How can Admiral Zheng continue to protect Jianwen, whose misunderstanding about him only deepens, and investigate the truth about the late emperor being enchanted? (Source: iQIYI)","['Sequel (ONA) Si Hai Jing Qi 2nd Season', '']",Si Hai Jing Qi,,,Beyond the Ocean,
202,珈琲いかがでしょう,,,,,['ONA'],30,Finished Airing,"Aug 24, 2018",,,"['Half H.P Studio', 'Anime Beans']","None found,",['Asura Film'],['Manga'],"['Gourmet', 'Slice of Life']",,['Seinen'],53 sec. per ep.,PG-13 - Teens 13 or older,5.84,#10734,#14405,959,1,129,"The anime follows a coffee food truck shop, where the barista makes an individual cup for each customer. The coffee brewed conscientiously, sincerely, and wholeheartedly helps customers unwind. (Source: ANN)","['Adaptation (Manga) Coffee Ikaga deshou', '']",Coffee Ikaga deshou,,,"Kohi Ikaga Deshou, Would You Like Some Coffee?",
203,むすんでひらいて,,,,,['ONA'],30,Finished Airing,"Sep 7, 2018 to Nov 23, 2018",,,"['Anime Beans', 'Cloud22']","None found,",['Creators in Pack'],['Manga'],"['Comedy', 'Romance', 'Slice of Life']",,,1 min. per ep.,PG-13 - Teens 13 or older,[],#20480,#14652,901,2,,"A collection of high school love stories, each chapter featuring a different student. For example, Hiro has a crush on a cute upperclassman girl, but she has rejected his advances 15 times! Will Hiro be able to find a way into her heart? His friend Akechi keeps a notebook of information on all the girls at school, but when he goes after the secrets of an incredibly quiet and shy girl, will his interest become more than professional curiosity? (Source: MangaHelpers)","['Adaptation (Manga) Musunde Hiraite', '']",Musunde Hiraite,['School'],,,
204,『Boogiepop and Others』 Promotional Trailer,,,,,['ONA'],1,Finished Airing,"Sep 4, 2018",,,"None found,","None found,",['Madhouse'],['Light novel'],"['Action', 'Supernatural']",,,1 min.,R - 17+ (violence & profanity),6.23,#8680,#15019,812,0,321,"Promotional video posted on Kadokawa's official anime channel. Promotes the 2019 remake of Boogiepop Phantom, but uses animation not reused in the tv series.","['Adaptation (Light Novel) Boogiepop Series', '']",Boogiepop and Others: Promotional Trailer,['Super Power'],,,
205,安菟！安菟！,And2 Girls,,,,['ONA'],1,Finished Airing,"Aug 15, 2018",,,"None found,","None found,",['Seven Stone Entertainment'],Other,,"['Idols (Female)', 'Music']",,34 min.,PG-13 - Teens 13 or older,5.56,#11941,#15370,723,0,247,"The animation And2 Girls is based on the five members of the virtual idol group And2girls. The story takes place after the era of Big Power Outages in which Shang Jing City has become an international metropolis due to energy reserves and development. Idols have also become recognized by everyone and sought after. Studying at Music&Art Private High School, the five girls encounter acquaintances and companions for their common purpose. They make unremitting efforts for the goal, boarding the summit of Star List through the match, to prove their strength! (Source: Guodong Subs)",[],And2! And2!,,['Slice of Life'],An Tu! An Tu!,
206,Readyyy!,Readyyy!,,,,['ONA'],1,Finished Airing,"Aug 26, 2018",,,['Sega'],"None found,","None found,",Game,,"['Idols (Male)', 'Music']",,1 min.,G - All Ages,5.59,#11834,#15501,704,2,293,"The opening animation to Readyyy!, Sega's male idol training smartphone game. The game is set in Kamakura, and the story's protagonist is a newly-minted producer of the Dia Production talent agency. But the protagonist is also the manager of the dormitory where 18 idols are all living together. Pre-registration opened the day after the video was posted to the official YouTube channel but there has been no release date listed as to when the app will launch. (Source: ANN)",[],Readyyy!,,,"Feel the moment, now or never!",
207,メガネの魔法,,,,,['ONA'],1,Finished Airing,"Sep 24, 2018",,,"None found,","None found,",['Tatsunoko Production'],Original,,,,6 min.,G - All Ages,6.26,#8528,#15940,634,0,247,Chugai Pharmaceutical's promotion anime bringing awareness to rheumatoid arthritis.,[],Megane no Mahou,,['Drama'],,
208,#コンパス,,,,,['ONA'],10,Finished Airing,"Aug 10, 2018 to Sep 13, 2019",,,"None found,","None found,","['TMS Entertainment', 'Echoes']",Game,,,,4 min. per ep.,G - All Ages,5.93,#10272,#16021,622,1,133,"NHN PlayArt and Nico Nico's #Compass [COMbat Providence AnalysiS System] smartphone game has been inspiring a series shorts in which TMS Entertainment is overseeing the production, but different staff members and studios are participating in the project. Each short highlights a different hero from the game. The shorts are posted to #Compass's official YouTube channel. (Source: ANN)",[],#Compass,['Strategy Game'],,,
209,百鬼幼儿园,Hundred Spirits Kindergarten,,,,['ONA'],10,Finished Airing,"Jul 14, 2018 to Sep 15, 2018",,,"None found,","None found,",['Painting Dream'],['Manga'],,,,4 min. per ep.,PG-13 - Teens 13 or older,5.90,#10440,#16078,614,0,183,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (ONA) Bai Gui Youeryuan 2nd Season', '']",Bai Gui Youeryuan,,['Comedy'],,
210,IDOL FANTASY,Idol Fantasy,,,,['ONA'],1,Finished Airing,"Jul 13, 2018",,,"None found,","None found,","None found,",Game,,"['Idols (Male)', 'Music', 'Strategy Game']",,1 min.,G - All Ages,5.35,#12568,#16167,603,0,240,"An animated promotional video for Square Enix's mobile game Idol Fantasy. Within the game you the female manager Aoi Nishizono, and your job is to raise male idols to stardom in a heart-throbbing setting.",[],Idol Fantasy,,,I-Fan,
211,【新幹線変形ロボ シンカリオン】総集編『団らん!!速杉家とシンカリオン』,Bullet Train Transforming Robot Shinkalion The Animation Recap,,,,['ONA'],1,Finished Airing,"Aug 2, 2018",,,['TBS'],"None found,",['OLM'],Other,"['Action', 'Sci-Fi']",,['Kids'],17 min.,PG - Children,[],#14265,#17024,503,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Shinkansen Henkei Robo Shinkalion The Animation Recap,['Mecha'],,Shinkansen Henkei Robo Shinkalion: Soushuuhen - Danran!! Hayasugi-ke to Shinkalion,
