,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Demographic,Theme,Demographics
10,Hitsugi Hime no Chaika,棺姫のチャイカ,Chaika -The Coffin Princess-,Chaika: Die Sargprinzessin,,,['TV'],12,Finished Airing,"Apr 10, 2014 to Jun 26, 2014",['Spring 2014'],Thursdays at 01:05 (JST),"['Kadokawa Shoten', 'flying DOG', 'Fujimi Shobo']",['Sentai Filmworks'],['Bones'],['Light novel'],"['Action', 'Adventure', 'Fantasy', 'Romance']",,24 min. per ep.,R - 17+ (violence & profanity),7.21,#3340,#638,"392,206",880,177968,"For 500 years, the Taboo Emperor, Arthur Gaz, ruled the Gaz Empire with an iron fist and conducted inhumane experiments on his own people. But his reign came to an end five years ago, when mighty warriors—later known as the Eight Heroes—defeated him in a battle for the capital. His death ended the 300-yearlong war between the Gaz Empire and the alliance of six nations. In the present day, Tooru Acura is a former saboteur from the war who has difficulty settling into the peaceful world, as he cannot find a job where he can put his fighting skills to use. An opportunity appears before him, however, when he meets a white-haired Wizard named Chaika Trabant. With a coffin on her back, she is searching for the scattered remains of her father in order to give him a proper burial, and she hires Tooru and his adoptive sister Akari to help her. However, the six nations alliance, which have now formed the Council of Six Nations, dispatches Albéric Gillette and his men from the Kleeman Agency to pursue and apprehend the late Emperor Gaz's daughter—Chaika. With the shocking revelation of Chaika's identity, the Acura siblings must choose between helping her gather the remains of the tyrannical emperor and upholding the peace the continent strives to maintain. [Written by MAL Rewrite]","['Sequel (TV) Hitsugi no Chaika: Avenging Battle', 'Adaptation (Manga) Hitsugi no Chaika', 'Adaptation (Light Novel) Hitsugi no Chaika', '']",Hitsugi no Chaika,,,,
11,Gokukoku no Brynhildr,極黒のブリュンヒルデ,Brynhildr in the Darkness,Brynhildr in the Darkness,Gokukoku no Buryunhirude: Brynhildr in the Darkness,Brynhildr in the Darkness,['TV'],13,Finished Airing,"Apr 6, 2014 to Jun 29, 2014",['Spring 2014'],Sundays at 22:00 (JST),"['VAP', 'Genco', 'YTV', 'DAX Production', 'Yomiuri TV Enterprise', 'NichiNare']",['Sentai Filmworks'],['Arms'],['Manga'],"['Drama', 'Mystery', 'Sci-Fi']","['Gore', 'Harem', 'Super Power']",23 min. per ep.,R+ - Mild Nudity,6.85,#5112,#732,"346,650","1,170",170753,"Venturing into the wilderness, the skeptical Ryouta Murakami and the ambitious Kuroneko were on a quest to prove the existence of extraterrestrial life when a tragic accident occurred, reaping Kuroneko of her life and leaving Ryouta in a critically injured state. Ten years have passed since the disaster, and Ryouta is now living a normal life in high school. He vows to prove that aliens are real in honor of his late friend. A transfer student named Neko Kuroha unexpectedly arrives one day, bearing a striking resemblance to the late Kuroneko—even sharing a similar name. Most mysteriously, she seems to possess supernatural powers. As Ryouta takes more interest in Neko, he is drawn into a deadly world where dangerous scientists hunt magic-wielding witches that have escaped from their secret research laboratory. Neko is one of these escapees, but there are many others who are in similar situations, and it's up to Ryouta to protect them from their would-be captors. [Written by MAL Rewrite]","['Adaptation (Manga) Gokukoku no Brynhildr', '']",Gokukoku no Brynhildr,,['Seinen'],,
12,Still world is Beautiful,それでも世界は美しい,The World is Still Beautiful,The World is Still Beautiful,,The World is Still Beautiful,['TV'],12,Finished Airing,"Apr 6, 2014 to Jun 29, 2014",['Spring 2014'],Sundays at 02:20 (JST),"['VAP', 'Hakusensha', 'Nippon Television Network']",['Sentai Filmworks'],['Pierrot'],['Manga'],"['Adventure', 'Fantasy', 'Romance']",,22 min. per ep.,PG-13 - Teens 13 or older,7.58,#1658,#786,"327,990","2,013",147775,"In the Sun Kingdom, sunshine is part of its citizens' everyday lives, and rain is something that they have never even heard of. However, in a faraway land called the Rain Dukedom, the weather is reversed, and everybody has the power to create rain with their voices. Livius Orvinus Ifrikia has conquered the entire world and expanded the Sun Kingdom's influence in the three short years since he was crowned king. Upon learning about the powers to create rain, Livius decides to marry Nike Remercier, one of the princesses of the Rain Dukedom. However, those outside the Sun Kingdom have spread a rumor that Livius is a cruel, ruthless, and tyrannical ruler, and as word reaches the princess, she begins to prepare herself for the worst. But when she finally meets her fiancé, Nike discovers that he is an entirely different person from what she originally expected. [Written by MAL Rewrite]","['Adaptation (Manga) Soredemo Sekai wa Utsukushii', '']",Soredemo Sekai wa Utsukushii,,['Shoujo'],,
13,,一週間フレンズ。,One Week Friends,One Week Friends,,One Week Friends,['TV'],12,Finished Airing,"Apr 7, 2014 to Jun 23, 2014",['Spring 2014'],Mondays at 00:00 (JST),"['Nihon Ad Systems', 'Pony Canyon', 'DAX Production', 'TOHO animation']",['Sentai Filmworks'],"[""Brain's Base""]",['4-koma manga'],,,23 min. per ep.,PG-13 - Teens 13 or older,7.52,#1870,#792,"324,979","1,244",150591,"Sixteen-year-old Yuuki Hase finally finds the courage to speak to his crush and ask her if she wants to become friends. The object of his affection, Kaori Fujimiya, is a quiet and reserved girl who cuts herself off from everyone and does not spare him the same blunt rejection she gives everybody else. Some time after, Yuuki finds her eating lunch on the roof where she secludes herself during break. He decides to start meeting with Kaori every day in the hopes of beginning to understand her better. The more time they spend together, the more she begins to open up to him. However, nearing the end of the week, she starts to push him away once more. It is then revealed to him the reason for Kaori's cold front: at the end of the week, her memories of those close to her, excluding her family, are forgotten, as they are reset every Monday. The result of an accident in middle school, the once popular and kind Kaori is now unable to make friends in fear of hurting the people dear to her. Determined to become more than just one week friends, Yuuki asks her the exact same question each Monday: ""Would you like to be friends?"" Because he knows that deep down, Kaori wishes for that more than anything. [Written by MAL Rewrite]","['Adaptation (Manga) Isshuukan Friends.', '']",Isshuukan Friends.,['Drama'],['Shounen'],['School'],
14,"Mushi-shi Zoku Shou, Mushishi: The Next Chapter",蟲師 続章,Mushi-shi: Next Passage Part 1,Mushi-Shi -The Next Passage-,Mushi-Shi -The Next Passage-,Mushishi Zoku Shô,['TV'],10,Finished Airing,"Apr 5, 2014 to Jun 21, 2014",['Spring 2014'],Saturdays at 00:00 (JST),"['Aniplex', 'Kodansha', 'Delfi Sound']",['Aniplex of America'],['Artland'],['Manga'],"['Adventure', 'Mystery', 'Slice of Life', 'Supernatural']","['Adult Cast', 'Historical', 'Iyashikei']",24 min. per ep.,PG-13 - Teens 13 or older,8.69,#66,#838,"310,981","1,613",123069,"Perceived as strange and feared by man, over time the misshapen ones came to be known as Mushi. Although they harbor no ill intentions towards humans, many suffer from the side effects of their existence and strange nature; exploiting the Mushi without understanding them, even unintentionally, can lead to disaster and strife for any involved. Mushishi Zoku Shou continues the story of Mushishi Ginko on his journey to help the visible world to coexist with the Mushi. During his travels, Ginko discovers various gifted individuals—those cursed by circumstance and those maintaining a fragile symbiosis with the Mushi—inevitably confronting the question of whether humanity, talented and tortured alike, can manage the responsibility of the unseen. Moreover, as a Mushishi, Ginko must learn more about these strange beings and decide if he has the right to interfere with the complex relationships between Mushi and mankind. [Written by MAL Rewrite]","['Prequel (TV) Mushishi', 'Prequel (TV Special) Mushishi: Hihamukage', 'Sequel (TV Special) Mushishi Zoku Shou: Odoro no Michi', 'Sequel (TV) Mushishi Zoku Shou 2nd Season']",Mushishi Zoku Shou,,['Seinen'],,
15,"Mangaka-san to Assistant-san to, ManAshi",マンガ家さんとアシスタントさんと THE ANIMATION,The Comic Artist and His Assistants,The Comic Artist and His Assistants,Mangada-san To Assistant-san To The Animation,The Comic Artist and His Assistants,['TV'],12,Finished Airing,"Apr 8, 2014 to Jun 24, 2014",['Spring 2014'],Tuesdays at 01:05 (JST),"['Lantis', 'Magic Capsule', 'Showgate']",['Sentai Filmworks'],['Zexcs'],['Manga'],"['Comedy', 'Ecchi']",,13 min. per ep.,PG-13 - Teens 13 or older,7.08,#4027,#905,"285,398",483,133604,"Yuuki Aito is a perverted manga artist who appreciates panties, wishing to draw as many as he can. Being surrounded by numerous female assistants, he is constantly asking to use them as references for the manga he draws. Although Aito has an extremely degenerate mind, he can also be a very kind, generous, and helpful person. The duality of his behavior confuses his assistants—do they love the considerate side of him that he rarely displays, or do they hate him for the perverted thoughts he has most of the time? [Written by MAL Rewrite]","['Adaptation (Manga) Mangaka-san to Assistant-san to', '']",Mangaka-san to Assistant-san to The Animation,,['Seinen'],['Harem'],
16,Akuma no Riddle,悪魔のリドル,Riddle Story of Devil,,,,['TV'],12,Finished Airing,"Apr 4, 2014 to Jun 20, 2014",['Spring 2014'],Fridays at 02:19 (JST),"['Mainichi Broadcasting System', 'Pony Canyon', 'DAX Production']",['Funimation'],['Diomedéa'],['Manga'],"['Action', 'Girls Love', 'Suspense']","['High Stakes Game', 'School']",23 min. per ep.,R - 17+ (violence & profanity),6.59,#6535,#940,"274,074","1,055",130078,"Tokaku Azuma has just transferred to the elite Myoujou Academy, a private girls' boarding school. But there's a catch: she, along with 11 of her fellow students in Class Black, is an assassin taking part in the challenge to kill their sweet-natured classmate, Haru Ichinose. Whoever succeeds will be granted their deepest desire, no matter the difficulty or cost. However, each assassin only gets one chance; if they fail to kill her, they will be expelled. Despite the extraordinary reward, Tokaku decides to take a different course of action. Though Haru is her target, the young assassin soon finds herself drawn to the very girl she is supposed to kill. With the entire class out for Haru, Tokaku refuses to let her friend die, vowing to protect her from a growing bloodlust. [Written by MAL Rewrite]","['Sequel (Special) Akuma no Riddle: Shousha wa Dare? Nukiuchi Test', 'Adaptation (Manga) Akuma no Riddle']",Akuma no Riddle,,,,
17,,ラブライブ! School idol project 2期,Love Live! School Idol Project 2,Love Live! School Idol Project Zweite Staffel,Love Live! School Idol Project Temporada 2,Love Live! School Idol Project Deuxième Saison,['TV'],13,Finished Airing,"Apr 6, 2014 to Jun 29, 2014",['Spring 2014'],Sundays at 22:30 (JST),"['Bandai Visual', 'Lantis', 'Bushiroad']","['NIS America, Inc.']",['Sunrise'],Other,"['Award Winning', 'Slice of Life']","['Idols (Female)', 'Music', 'School']",23 min. per ep.,PG-13 - Teens 13 or older,7.76,#1118,#982,"265,205","2,755",153617,"Otonokizaka High School has been saved! Despite having to withdraw from the Love Live!, the efforts of μ's were able to garner enough interest in their school to prevent it from being shut down. What more, following the conclusion of the first, a second Love Live! is announced, this time on an even larger stage than before. Given a chance for redemption, the nine girls come together once more to sing their hearts out and claim victory. However, with the end of the school year approaching, the graduation of the third years draws near. As they attempt to reach the top of the Love Live!, they must also consider their future and choose what path the group will take. Though the question of whether to continue without the third years or disband weighs heavily on the minds of its members, μ's must quickly come to an answer with graduation right around the corner. Love Live! School Idol Project 2nd Season continues the story of the girls as they laugh, cry, sing, and dance in their journey to determine the future of their group and conquer the Love Live! in their last chance to win with all nine girls together. [Written by MAL Rewrite]","['Prequel (TV) Love Live! School Idol Project', 'Sequel (Movie) Love Live! The School Idol Movie']",Love Live! School Idol Project 2nd Season,,,,
18,Ryuugajou Nanana no Maizoukin,龍ヶ嬢七々々の埋蔵金,Nanana's Buried Treasure,Nanana's Buried Treasure,Ryūgajō Nanana no Maizōkin: Nanana's Buried Treasure,Nanana's Buried Treasure,['TV'],11,Finished Airing,"Apr 11, 2014 to Jun 20, 2014",['Spring 2014'],Fridays at 01:20 (JST),"['Aniplex', 'Dentsu', 'Movic', 'Fuji TV', 'BIGLOBE', 'Kyoraku Industrial Holdings', 'Kadokawa']",['Aniplex of America'],['A-1 Pictures'],['Light novel'],"['Adventure', 'Mystery', 'Supernatural']",,23 min. per ep.,PG-13 - Teens 13 or older,7.11,#3881,#1063,"243,100",366,101306,"Nanae Island is a man-made island in the Pacific Ocean that holds everything necessary for the proper education and training of children. It was created by the Great Seven, a group of adventurers headed by Nanana Ryuugajou, as a place for the young to chase their dreams. After being disowned and exiled by his family, high school student Juugo Yama arrives on this island, happy to finally be free of his father. Upon moving into his new room, he discovers the ghost of Nanana Ryuugajou, bound to the island after her unsolved murder 10 years ago. Nanana tells Juugo that, just before her death, she hid items with unique and mysterious powers all across the island—items known as the Nanana Collection. Hoping to uncover clues that will help him find the culprit behind her death, Juugo, with the help of self-proclaimed ""Master Detective"" Tensai Ikkyuu and her cross-dressing maid Daruku Hoshino, sets out on his search. [Written by MAL Rewrite]","['Adaptation (Manga) Ryuugajou Nanana no Maizoukin', 'Adaptation (Manga) Ryuugajou Nanana no Maizoukin', 'Adaptation (Manga) Ryuugajou Nanana no Maizoukin: The Animation', 'Adaptation (Light Novel) Ryuugajou Nanana no Maizoukin']",Ryuugajou Nanana no Maizoukin,,,,
19,GochiUsa,ご注文はうさぎですか？,Is the Order a Rabbit?,Is the Order a Rabbit?,,Is the Order a Rabbit?,['TV'],12,Finished Airing,"Apr 10, 2014 to Jun 26, 2014",['Spring 2014'],Unknown,"['Frontier Works', 'Sotsu', 'Magic Capsule', 'Showgate', 'Houbunsha', 'NBCUniversal Entertainment Japan', 'RAY']",['Sentai Filmworks'],['White Fox'],['4-koma manga'],,"['CGDCT', 'Iyashikei', 'Workplace']",23 min. per ep.,PG-13 - Teens 13 or older,7.49,#2001,#1075,"241,273","2,225",94297,"Kokoa Hoto is a positive and energetic girl who becomes friends with anyone in just three seconds. After moving in with the Kafuu family in order to attend high school away from home, she immediately befriends the shy and precocious granddaughter of Rabbit House cafe's founder, Chino Kafuu, who is often seen with the talking rabbit, Tippy, on her head. After beginning to work as a waitress in return for room and board, Kokoa also befriends another part-timer, Rize Tedeza, who has unusual behavior and significant physical capabilities due to her military upbringing; Chiya Ujimatsu, a waitress from a rival cafe who does everything at her own pace; and Sharo Kirima, another waitress at a different cafe who has the air of a noblewoman despite being impoverished. With fluffy silliness and caffeinated fun, Gochuumon wa Usagi Desu ka? is a heartwarming comedy about five young waitresses and their amusing adventures in the town they call home. [Written by MAL Rewrite]","['Sequel (TV) Gochuumon wa Usagi desu ka??', 'Adaptation (Manga) Gochuumon wa Usagi desu ka?']",Gochuumon wa Usagi desu ka?,['Slice of Life'],,,
20,Sidonia no Kishi,シドニアの騎士,Knights of Sidonia,,Knights of Sidonia,Knights of Sidonia,['TV'],12,Finished Airing,"Apr 11, 2014 to Jun 27, 2014",['Spring 2014'],Unknown,"['Starchild Records', 'Mainichi Broadcasting System', 'Kodansha', 'KlockWorx']","['Funimation', 'Sentai Filmworks']",['Polygon Pictures'],['Manga'],"['Action', 'Sci-Fi']","['Mecha', 'Space']",25 min. per ep.,R+ - Mild Nudity,7.63,#1466,#1094,"237,752","1,512",111994,"After destroying Earth many years ago, the alien race Gauna has been pursuing the remnants of humanity—which, having narrowly escaped, fled across the galaxy in a number of giant seed ships. In the year 3394, Nagate Tanikaze surfaces from his lifelong seclusion deep beneath the seed ship Sidonia in search of food on the upper levels, only to find himself dragged into events unfolding without his knowledge. When the Gauna begin their assault on Sidonia, it's up to Tanikaze—with the help of his fellow soldiers and friends Shizuka Hoshijiro, Izana Shinatose, and Yuhata Midorikawa—to defend humanity's last hope for survival, and defeat their alien foes. Sidonia no Kishi follows Tanikaze as he discovers the world that has been above him his entire life, and becomes the hero Sidonia needs. [Written by MAL Rewrite]","['Sequel (TV) Sidonia no Kishi: Daikyuu Wakusei Seneki', 'Adaptation (Manga) Sidonia no Kishi']",Sidonia no Kishi,,['Seinen'],,
21,Seikoku no Ryuukishi,星刻の竜騎士,Dragonar Academy,Dragonar Academy,Dragonar Academy,Dragonar Academy,['TV'],12,Finished Airing,"Apr 5, 2014 to Jun 21, 2014",['Spring 2014'],Saturdays at 20:30 (JST),"['Media Factory', 'AT-X', 'Sony Music Communications', 'Tsukuru no Mori']",['Funimation'],['C-Station'],['Light novel'],"['Comedy', 'Fantasy', 'Romance', 'Ecchi']","['Harem', 'School']",24 min. per ep.,R+ - Mild Nudity,6.40,#7674,#1120,"232,489",298,111484,"Learning to ride and tame dragons comes easy to most students at Ansarivan Dragonar Academy—except for first-year student Ash Blake, who is known by his fellow classmates as the ""number one problem child."" Poor Ash is the laughing stock at school because, despite his unfashionably large star-shaped brand that marks him as a future dragon master, he has nothing to show for it. His dragon has never appeared. Until now, that is. One fateful day, Ash's dragon awakes in full glory, but appears different than any dragon ever seen before—in the form of a beautiful girl! What's worse, Ash soon discovers that this new dragon has attitude to spare, as she promptly informs him that she is the master, and he, the servant. Ash's problems with dragon riding have only just begun. (Source: ANN)","['Adaptation (Manga) Seikoku no Dragonar', 'Adaptation (Light Novel) Seikoku no Dragonar']",Seikoku no Dragonar,,,,
22,SEN!,ソウルイーターノット！,,Soul Eater Not!,Soul Eater Not!,Soul Eater Not!,['TV'],12,Finished Airing,"Apr 9, 2014 to Jul 2, 2014",['Spring 2014'],Wednesdays at 01:40 (JST),"['TV Tokyo', 'Dentsu', 'Square Enix', 'Media Factory', 'Sony Music Communications']",['Funimation'],['Bones'],['Manga'],"['Action', 'Comedy', 'Fantasy']",,23 min. per ep.,PG-13 - Teens 13 or older,5.86,#10618,#1203,"215,603",215,108025,"Soul Eater NOT! is a spin-off and side story that takes place one year prior to the events of the original Soul Eater. At the Death Weapon Meister Academy, humans born with the power to transform into weapons and those with the power to wield these weapons (Meisters) train to hone their natural talent. The characters of the main series are enrolled in the Especially Advantaged Talent class, where they train to become warriors of justice capable of defeating what threats prey on innocent lives—or even the entire world. Other students at the DWMA are less talented. Members of the Normally Overcome Target class focus less on being warriors of justice and more on controlling their powers so they don't hurt themselves or anyone around them. Tsugumi Harudori, a new halberd-transforming student, meets Meisters Meme Tatane and Anya Hepburn and quickly grows indecisive about which of the two new friends should be her partner. As they learn to use these powers and settle in, their lives as everyday students will be far from normal.","['Adaptation (Manga) Soul Eater NOT!', '']",Soul Eater NOT!,,['Shounen'],['School'],
23,Gaworare,彼女がフラグをおられたら,If Her Flag Breaks,,,,['TV'],13,Finished Airing,"Apr 7, 2014 to Jun 30, 2014",['Spring 2014'],Mondays at 00:30 (JST),['KlockWorx'],"['NIS America, Inc.']",['Hoods Entertainment'],['Light novel'],"['Comedy', 'Romance']","['Harem', 'School']",24 min. per ep.,PG-13 - Teens 13 or older,6.35,#7959,#1257,"204,053",270,93239,"In visual novels, an imaginary flag is defined as an event that serves as a turning point for the whole story. A player triggering the romance flag for a heroine will proceed to her route, or a death flag will signify that a certain character will die afterwards. High school student Souta Hatate can see these flags above a person's head, and has the ability to bring them down to stop certain events from happening. Using this power, he has prevented other people's deaths. But, after a past accident with him as a sole survivor, he ended up believing that only misfortune will befall those who are near him, and has refrained from making friends or having relationships ever since. However, everything starts to change after transferring to a new school. After toppling another death flag, his classmate Nanami Knight Bladefield notices his powers and tries to learn more about him, promising that she will remain at his side no matter what may happen. Thus begins Souta's journey as he meets new friends and acquaintances while uncovering the mysteries of his ability—which might run deeper than what anyone expects. [Written by MAL Rewrite]","['Adaptation (Manga) Atarashii Kanojo ga Flag wo Oraretara', 'Adaptation (Light Novel) Kanojo ga Flag wo Oraretara']",Kanojo ga Flag wo Oraretara,,,,
24,"Dragonball Kai, DBK, DB Kai, DBZ Kai",ドラゴンボール改,Dragon Ball Z Kai: The Final Chapters,,,Dragon Ball Z Kai: The Final Chapters,['TV'],61,Finished Airing,"Apr 6, 2014 to Jun 28, 2015",['Spring 2014'],Sundays at 09:00 (JST),['Fuji TV'],['Funimation'],['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Comedy', 'Fantasy']",,23 min. per ep.,PG-13 - Teens 13 or older,7.71,#1261,#1263,"203,318",862,117030,Remastered version of the Majin Buu saga that adheres more to the manga's story.,"['Prequel (TV Special) Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni', 'Adaptation (Manga) Dragon Ball']",Dragon Ball Kai (2014),,['Shounen'],['Martial Arts'],
25,,頭文字 D Final Stage,,,,,['TV'],4,Finished Airing,"May 16, 2014 to Jun 22, 2014",['Spring 2014'],Unknown,['Avex Entertainment'],"None found,",['SynergySP'],['Manga'],,,27 min. per ep.,PG-13 - Teens 13 or older,8.29,#296,#1613,"154,164","1,014",79550,"In the final match against the Kanagawa street racing team Sidewinder, Project D street racer Takumi Fujiwara is faced with a surprising challenger: Shinji Inui, a 17-year-old high school student. Beginning to drive at a very young age, Shinji is not only familiar with the mountain pass where the race is taking place, but he also drives a Toyota AE86—the same car model Takumi uses. Initially reluctant to participate due to a lack of enthusiasm, Shinji becomes motivated after witnessing the fiery battle between Keisuke Takahashi and Gou Houjou. Undefeated in his home course known as the Tsubaki Line, Shinji might prove to be Takumi's most formidable opponent yet. [Written by MAL Rewrite]","['Prequel (TV) Initial D Fifth Stage', 'Adaptation (Manga) Initial D']",Initial D Final Stage,,['Seinen'],['Racing'],
26,,selector infected WIXOSS,selector infected WIXOSS,Selector Infected Wixoss,Selector Infected Wixoss,Selector Infected Wixoss,['TV'],12,Finished Airing,"Apr 4, 2014 to Jun 20, 2014",['Spring 2014'],Fridays at 02:49 (JST),"['Magic Capsule', 'Warner Bros. Japan', 'Showgate']",['Funimation'],['J.C.Staff'],Card game,,"['High Stakes Game', 'Psychological', 'Strategy Game']",24 min. per ep.,R - 17+ (violence & profanity),7.21,#3287,#1619,"153,350",646,64714,"Things are not always what they seem. This is especially true for Ruuko Kominato, when she receives a deck of cards for the popular card game WIXOSS, only to find a girl trapped inside her LRIG, or avatar card. Upon meeting others in the same situation, Ruuko discovers that she has now become a ""Selector,"" a player in a special version of WIXOSS where girls can battle each other for a chance to have their deepest desires come true. However, there is a catch. In contrast to the glory that awaits them after their victories, there is a cruel fate: if they lose three times, their lives will be destroyed. In an ominous game filled with lies and deceit, Ruuko and her newfound friends must uncover the secrets behind WIXOSS and realize what is truly most important to them before it is too late. [Written by MAL Rewrite]","['Sequel (TV) Selector Spread WIXOSS', '']",Selector Infected WIXOSS,['Suspense'],,,
27,Baby Steps,ベイビーステップ,,,,,['TV'],25,Finished Airing,"Apr 6, 2014 to Sep 21, 2014",['Spring 2014'],Unknown,['NHK'],"None found,",['Pierrot'],['Manga'],,,24 min. per ep.,PG-13 - Teens 13 or older,7.80,#1024,#1641,"150,421",850,76002,"Diligent and methodical honor student Eiichirou Maruo decides to exercise more during the little free time he has available because he is worried about his health. For this reason, after seeing a flyer, he joins the Southern Tennis Club at the beginning of his freshman year. During his free trial at the club, he meets Natsu Takasaki, another first year student, who is determined on becoming a professional tennis player due to her love for the sport. In contrast, Eiichirou's study-oriented life exists because he believes that it is what he has to do, not because he enjoys it. However, his monotonous days come to an end as the more he plays tennis, the more he becomes fascinated by it. Baby Steps is the story of a boy who makes the most of his hard-working and perfectionist nature to develop his own unique playing style. Little by little, Eiichirou's skills begin to improve, and he hopes to stand on equal footing with tennis' best players. [Written by MAL Rewrite]","['Sequel (TV) Baby Steps 2nd Season', 'Adaptation (Manga) Baby Steps']",Baby Steps,['Sports'],['Shounen'],['School'],
28,"Kamigami no Asobi: Ludere deorum, Kamiaso",神々の悪戯,Kamigami no Asobi,,,,['TV'],12,Finished Airing,"Apr 6, 2014 to Jun 22, 2014",['Spring 2014'],Unknown,"['Frontier Works', 'Broccoli', 'Movic', 'Showgate']",['Sentai Filmworks'],"[""Brain's Base""]",Visual novel,"['Fantasy', 'Romance']","['Isekai', 'Mythology', 'Reverse Harem']",23 min. per ep.,PG-13 - Teens 13 or older,6.99,#4436,#1643,"150,272",776,67104,"After discovering a mysterious sword in the storehouse of her home, third-year high school student Yui Kusanagi finds herself suddenly transported to a different world. While exploring her new surroundings, she meets five strange yet handsome men before coming face to face with Zeus: the king of the gods. In order to restore the deteriorating relationship between the gods and humans, Zeus has created the Academy of the gods and has chosen Yui to be its one and only instructor. She has one year to educate the young and reluctant deities—including the five strangers she met earlier—on what it means to be human while learning about the gods herself; otherwise, they will all be trapped in Zeus' realm forever. [Written by MAL Rewrite]","['Adaptation (Manga) Kamigami no Asobi', '']",Kamigami no Asobi,,['Josei'],,
29,Blade and Soul,ブレイドアンドソウル,Blade & Soul,,,,['TV'],13,Finished Airing,"Apr 4, 2014 to Jun 27, 2014",['Spring 2014'],Unknown,['TBS'],['Sentai Filmworks'],['Gonzo'],Game,"['Action', 'Adventure', 'Fantasy']",,24 min. per ep.,R - 17+ (violence & profanity),6.03,#9746,#1900,"124,445",131,55543,"Alka is an assassin for the Clan of the Sword. She's on a journey to find the woman Jin Valel, who killed her master Hon without feeling—not unlike how Alka has learned to kill in her work as an assassin. On her journey, Alka encounters three strange women, each a great warrior in her own right and grapples with her slain master's wish that she leaves the life of an assassin behind. (Source: ANN)",[],Blade & Soul,,,['Martial Arts'],
