,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Genres,Theme,Demographics
20,逆転裁判 ～その「真実」、異議あり！～,Ace Attorney,Ace Attorney,Ace Attorney,Ace Attorney,['TV'],24,Finished Airing,"Apr 2, 2016 to Sep 24, 2016",['Spring 2016'],Saturdays at 17:30 (JST),"['Aniplex', 'Yomiuri Telecasting', 'Capcom', 'Trinity Sound']","['Funimation', 'Crunchyroll']",['A-1 Pictures'],Game,,"['Adult Cast', 'Detective', 'Workplace']",,23 min. per ep.,PG-13 - Teens 13 or older,6.53,#6889,#1705,"143,025",525,61014,"Since he was a child, Ryuuichi Naruhodou's dream was to become a defense attorney, protecting the innocent when no one else would. However, when the rookie lawyer finally takes on his first case under the guidance of his mentor Chihiro Ayasato, he realizes that the courtroom is a battlefield. In these fast paced trials, Ryuuichi is forced to think outside the box to uncover the truth of the crimes that have taken place in order to prove the innocence of his clients. Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! follows Ryuuichi as he tackles cases to absolve the falsely accused of the charges they face. It will not be easy—standing in his path is the ruthless Reiji Mitsurugi, a prosecutor who will stop at nothing to hand out guilty verdicts. With his back against the wall, the defense attorney must carefully examine both evidence and witness testimony, sifting through lies to solve the mystery behind each case. With a shout of ""objection!,"" the battle in the courtroom begins! [Written by MAL Rewrite]","['Sequel (TV) Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2', 'Adaptation (Manga) Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!']","Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",Phoenix Wright: Ace Attorney,"['Comedy', 'Drama', 'Mystery']",,
21,うしおととら,Ushio & Tora (2016),,Ushio & Tora Temporada 2,Ushio & Tora Saison 2,['TV'],13,Finished Airing,"Apr 1, 2016 to Jun 24, 2016",['Spring 2016'],Fridays at 22:30 (JST),"['Sotsu', 'Showgate', 'Tokuma Japan Communications', 'Daiichi Shokai']",['Sentai Filmworks'],"['MAPPA', 'Studio VOLN']",['Manga'],,,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.89,#850,#1766,"136,475",322,68100,Continuation of Ushio to Tora TV series.,"['Prequel (TV) Ushio to Tora (TV)', 'Adaptation (Manga) Ushio to Tora']",Ushio to Tora (TV) 2nd Season,Ushio and Tora,"['Action', 'Adventure', 'Supernatural']",['Mythology'],
22,アグレッシブ烈子,Aggretsuko,,,,['TV'],100,Finished Airing,"Apr 2, 2016 to Mar 31, 2018",['Spring 2016'],Saturdays at 12:00 (JST),['Sanrio'],"None found,",['Fanworks'],Other,['Comedy'],"['Anthropomorphic', 'Music', 'Workplace']",,1 min. per ep.,PG-13 - Teens 13 or older,7.62,#1489,#2075,"110,792",679,52931,"Whether it be facing misogynistic remarks from her boss or being pressured by condescending co-workers, stress is just another part of the job for 25-year-old red panda Retsuko. Despite being one of the most diligent workers at her office, her diminutiveness and modesty often lead her to be exploited by her colleagues. However, when her irritation hits the limit, Retsuko brings forth her unique brand of letting off steam: aggressive death metal karaoke bashing the idiocy and hypocrisy of her co-workers' actions and work life. Although this venting only takes place in her mind, it gives her an outlet to counter her frustration in a world where hierarchy and appearances reign supreme. [Written by MAL Rewrite]",[],Aggressive Retsuko,,,,
23,ハイスクール・フリート,High School Fleet,,,,['TV'],12,Finished Airing,"Apr 10, 2016 to Jun 26, 2016",['Spring 2016'],Sundays at 00:00 (JST),"['Aniplex', 'Half H.P Studio', 'Asmik Ace', 'Graphinica', 'BS11', 'Contents Seed', 'Cromea', 'Akatsuki']",['Aniplex of America'],['Production IMS'],Original,['Action'],"['Military', 'School']",,24 min. per ep.,PG-13 - Teens 13 or older,7.30,#2847,#2099,"108,701",892,45642,"A hundred years after catastrophic shifts in tectonic plates caused most of its area to submerge, Japan now thrives as a maritime nation. High functioning cities line the coasts of Japan, and well developed sea routes are defended by specialized naval ships. The marine industry is flourishing, and young girls are eager to join the Blue Mermaids—highly skilled women who devote their lives to protecting the seas. After some time apart, childhood friends Akeno Misaki and Moeka China are reunited at Yokosuka Girls' Marine High School. Here they are joined by others who share their dream of becoming Blue Mermaids. Soon, training exercises commence, with Akeno and Moeka being put in charge of their own ships and crew. Everything is progressing smoothly for Akeno as she settles into her role as captain and builds camaraderie between her fellow crew members aboard the Harekaze, a destroyer ship. However, unexpected engine and navigation failures soon leave their ship stranded and the crew in danger. High School Fleet follows the Harekaze's valiant crew as they navigate treacherous waters and other obstacles on their quest to become fully fledged Blue Mermaids. [Written by MAL Rewrite]","['Sequel (OVA) High School Fleet OVA', 'Adaptation (Manga) Haifuri']",High School Fleet,Haifuri,,,
24,聖戦ケルベロス　竜刻のファタリテ,Cerberus,Cerbeus,Cerberus,Cerbeus,['TV'],13,Finished Airing,"Apr 5, 2016 to Jun 28, 2016",['Spring 2016'],Tuesdays at 01:35 (JST),"['TV Tokyo', 'Genco', 'Pony Canyon', 'Tohokushinsha Film Corporation', ""Children's Playground Entertainment"", 'GREE']","None found,",['Bridge'],Game,,,,24 min. per ep.,R - 17+ (violence & profanity),5.58,#11884,#2145,"105,214",109,41413,"Maintaining a delicate balance of power, the kingdoms of Amoria, Ishilfen, and Vanrodis rule over the continent of Kuna'anh. Even the slightest hint of trouble in one country could spark a continent-wide war. However, their one common fear is the evil dragon Daganzord, whose only meaning of existence is to devour and destroy all life. Ten years ago, a group of mages worked together in an effort to seal away the malevolent beast. But the ritual—later known as the ""Balbagoa Tragedy""—was a failure, and many lost their lives. Though his parents died in this tragedy, Hiiro was saved by the swordsman Giruu. Under the latter's tutelage, Hiiro learned swordsmanship with the sole purpose of seeking revenge. Now a budding master himself, he sets out in search of Daganzord in order to realize his long-awaited vengeance, or to be consumed by the dragon and meet the same fate as his parents. [Written by MAL Rewrite]",[],Seisen Cerberus: Ryuukoku no Fatalités,Seisen Cerberus: Ryuukoku no Fatalite,"['Adventure', 'Fantasy']",,
25,テラフォーマーズ リベンジ,,,,,['TV'],13,Finished Airing,"Apr 2, 2016 to Jun 25, 2016",['Spring 2016'],Saturdays at 01:05 (JST),"['Warner Bros. Japan', 'Ultra Super Pictures', 'MAGES.', 'Good Smile Company', 'Shueisha', 'Kyoraku Industrial Holdings', 'Animatic']",['VIZ Media'],"['TYO Animations', 'LIDENFILMS']",['Manga'],,"['Gore', 'Space', 'Survival']",['Seinen'],24 min. per ep.,R - 17+ (violence & profanity),6.63,#6348,#2287,"95,639",103,51131,"In Terra Formars Revenge, the crew members of the Annex I continue to fight against Terraformars—the large humanoid cockroaches that evolved from the ones sent to Mars centuries ago. However, far from discovering the cure for the lethal Alien Engine Virus that has been plaguing Earth, the Annex I team have learned that some squadrons have agendas from their own countries. Now, the squadrons must not only fight against the Terraformars for their survival, but also each other in the never-ending battle for international dominance. [Written by MAL Rewrite]","['Prequel (TV) Terra Formars', 'Sequel (OVA) Terra Formars: Earth-hen', 'Adaptation (Manga) Terra Formars', '']",Terra Formars: Revenge,"Terra Formars 2nd Season, Terraformars 2","['Action', 'Horror', 'Sci-Fi', 'Suspense']",,
26,少年メイド,Shonen Maid,Shonen Maid,Shonen Maid,Shonen Maid,['TV'],12,Finished Airing,"Apr 8, 2016 to Jul 1, 2016",['Spring 2016'],Fridays at 01:58 (JST),"['Kadokawa Shoten', 'TBS', 'DAX Production', 'Nippon Columbia', 'Sony Music Communications', 'Lawson', 'NichiNare']",['Funimation'],['8bit'],['Manga'],['Slice of Life'],,['Shoujo'],24 min. per ep.,PG-13 - Teens 13 or older,7.27,#2986,#2407,"87,787",398,37839,"After the sudden death of his mother, elementary school student Chihiro Komiya is left with no home and no family. But this changes when he encounters a rich and frivolous stranger who turns out to be his long-lost uncle, Madoka Takatori. Madoka offers to take Chihiro in, but upon arriving at his uncle's high-class mansion, the young boy is greeted by a plethora of dust and garbage. As Chihiro's neatfreak instincts kick in, he sets about cleaning the entire residence. Shounen Maid is a lighthearted comedy that follows Chihiro as he finds himself dressed in a frilly uniform (handmade by his uncle), receiving a salary, and working as maid of the house. [Written by MAL Rewrite]","['Adaptation (Manga) Shounen Maid', '']",Shounen Maid,Boy Maid,,['Iyashikei'],
27,ほのぼのログ,,,,,['TV'],10,Finished Airing,"Jun 7, 2016 to Jun 18, 2016",['Spring 2016'],Not scheduled once per week,['NHK'],"None found,",['Fanworks'],Picture book,,,,2 min. per ep.,G - All Ages,7.33,#2699,#2478,"83,932",347,36036,"Some of us are fortunate enough to have a partner to confide in on our bad days. In even the most devastating times, we can depend on our comrades for support. Others are incredibly lucky to have a special someone that they can just randomly embrace. No matter the situation, there always tends to be a close ally to help us get by. Honobono Log showcases the best and worst of couples and families, enticing romantic-comedy lovers with various relatable situations. [Written by MAL Rewrite]",[],Honobono Log,,"['Romance', 'Slice of Life']",['Iyashikei'],
28,あんハピ♪,Anne-Happy,Anne-Happy♪,Anne-Happy♪,Anne-Happy♪,['TV'],12,Finished Airing,"Apr 7, 2016 to Jun 23, 2016",['Spring 2016'],Thursdays at 21:30 (JST),"['Sotsu', 'AT-X', 'KlockWorx', 'Asmik Ace', 'Houbunsha', 'BS Fuji', 'DIVE II Entertainment', 'Grooove', 'Avex Pictures', 'Crunchyroll', 'Contents Seed', 'FuRyu']","None found,",['SILVER LINK.'],['Manga'],['Slice of Life'],"['CGDCT', 'School']",,23 min. per ep.,PG-13 - Teens 13 or older,6.94,#4642,#2514,"81,866",263,34722,"Tennomifune Academy is an elite institution for the best and the brightest, with the exception of Class 1-7, the so-called ""Happiness Class."" Each member of the classroom copes with personal misfortunes, and the special class is geared to help them move past their issues and find true happiness. After being accepted into the academy, An Hanakoizumi, Ruri Hibarigaoka, and Botan Kumegawa find themselves placed into the Happiness Class, plagued by dreadful luck, love problems, and bad health respectively. Alongside their classmates, they do their best to overcome the difficulties they are faced with in pursuit of a life filled with joy. [Written by MAL Rewrite]","['Adaptation (Manga) Anne Happy♪', '']",Anne Happy♪,Unhappy Go Lucky!,,,
29,マクロスΔ（デルタ）,Macross Delta,,,,['TV'],26,Finished Airing,"Apr 3, 2016 to Sep 25, 2016",['Spring 2016'],Sundays at 22:30 (JST),"['Bandai Visual', 'Big West', 'flying DOG', 'Techno Sound']",['Nozomi Entertainment'],['Satelight'],Original,,"['Mecha', 'Military', 'Music', 'Space']",,23 min. per ep.,PG-13 - Teens 13 or older,7.28,#2948,#2540,"80,739",547,27936,"Eight years after the events of Macross F, a mysterious phenomenon known as the Var Syndrome is gradually consuming the galaxy. It's up to a new generation of highly capable Valkyrie pilots to deal with this universal menace. And if they didn't have enough on their plate already, the Aerial Knights Valkyrie fighter team from the Kingdom of Wind have come to challenge the Delta Squadron.","['Prequel (TV) Macross F', 'Sequel (Movie) Macross Δ Movie 2: Zettai Live!!!', 'Adaptation (Manga) Macross Δ', 'Adaptation (Manga) Macross Δ: Ginga wo Michibiku Utahime']",Macross Δ,,"['Action', 'Romance', 'Sci-Fi']",,
30,くまみこ,Kumamiko: Girl Meets Bear,Kumamiko: Girl Meets Bear,Kumamiko: Girl Meets Bear,Kumamiko: Girl Meets Bear,['TV'],12,Finished Airing,"Apr 3, 2016 to Jun 19, 2016",['Spring 2016'],Sundays at 23:30 (JST),"['AT-X', 'Sony Music Communications', 'Kadokawa']",['Funimation'],"['Kinema Citrus', 'EMT Squared']",['Manga'],,,['Seinen'],24 min. per ep.,PG-13 - Teens 13 or older,6.31,#8188,#2595,"77,660",88,31908,"What does a bear know about life in the big city? For Machi Amayadori's sake, hopefully a lot! The young shrine maiden has spent her whole life in the rural mountains with Natsu, her talking guardian bear. Now, at fourteen, she wants to take a chance and attend high school in the big city. Can Natsu really prepare her for city life? Or will his wacky trials be too much for even Machi to bear? (Source: FUNimation)","['Adaptation (Manga) Kuma Miko', '']",Kuma Miko,,"['Comedy', 'Slice of Life']",,
31,エンドライド,Endride,,,,['TV'],24,Finished Airing,"Apr 3, 2016 to Sep 25, 2016",['Spring 2016'],Sundays at 01:55 (JST),"['VAP', 'Nippon Television Network', 'Nippon Television Music', 'Takara Tomy A.R.T.S', 'CyberAgent', 'Forecast Communications']",['Funimation'],"[""Brain's Base"", 'Lapin Track']",Original,,,,23 min. per ep.,PG-13 - Teens 13 or older,5.58,#11869,#2616,"76,597",69,25360,"Shun Asanaga is a 15-year-old junior high school student with an optimistic and bright personality. One day, he finds a mysterious crystal in the office of his father, who is a scientist and businessman. When Shun touches it, the world becomes distorted, and he is sent into the world of Endra. Emilio, a prince of the kingdom of Endra, is nearing his 16th birthday and despises the reigning king, Delzain. Since Emilio is now at the age when he can inherit the throne, he takes up a weapon and attempts revenge. However, because Emilio is too weak, he is captured by Delzain and put in prison. When Emilio is in grief, the wall of his cell becomes distorted and Shun appears from there with two goals: return to his own world, and complete Emilio's revenge. What future lies ahead for the two boys trying to survive in Endra, yet raised in two different worlds? (Source: MAL News)",[],Endride,,"['Action', 'Adventure', 'Fantasy']",['Isekai'],
