,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Themes,Theme,Genre,Demographics
140,,メジャー ワールドシリーズ編,,,,,['OVA'],2,Finished Airing,"Dec 16, 2011 to Jan 18, 2012",,,"None found,","None found,",['SynergySP'],['Manga'],,['Shounen'],28 min. per ep.,PG-13 - Teens 13 or older,8.28,#302,#3855,"37,923",102,21407,"Gorou Shigeno's journey with the Indiana Hornets continues as they seek to win the prestigious World Series. However, after an unexpected accident during the match with his fated rival, his quest in becoming the world's best becomes more challenging. Undaunted, Gorou continues to put the weight of his dreams into every pitch he makes, and forges a path towards his desired future through high-speed pitching. [Written by MAL Rewrite]","['Prequel (TV) Major S6', 'Sequel (OVA) Major: Message', 'Adaptation (Manga) Major', '']",Major: World Series,,['Team Sports'],['Sports'],
141,,HHH トリプルエッチ,,,,,['OVA'],4,Finished Airing,"Nov 26, 2010 to Feb 3, 2012",,,['Mary Jane'],"None found,",['Studio Eromatick'],['Manga'],,,16 min. per ep.,Rx - Hentai,7.28,N/A,#4025,"34,674",313,15492,"HHH Triple Ecchi is a collection of three short stories, depicting the unexpected lavish sexual lives of mundane individuals. Each revels in the truly mesmerizing physique of young women and their wild erotic adventures. Shigure Hen and Shigure Hen Okawari Shigure Takashima is the role model of a perfect high schooler. A charming student council president, she excels in sports and prides herself on countless academic achievements. Being born into a wealthy family, what else could she wish for? When Komatsu Kita catches her ferociously masturbating in an empty classroom after school hours, she instantly turns to him for sexual gratification. A relationship soon blooms between the two—one devoted purely to the seemingly insatiable desires of young adults. Konami Hen When Konami invites her neighbor over for dinner, little does she realize that the person she views as an older brother is actually haunted by sexual fantasies about her. He simply can not get his eyes off her well-endowed chest, and when Konami falls asleep, he decides to take advantage of her. Miyuki Hen Despite being an adult, Miyuki continues to bathe with her step-father. Oblivious as she may be, her parent's true intentions are crystal clear. After all, how can anyone resist such a scrumptious young body, displayed in its glorious entirety? The bath soon turns into something few families use it for. [Written by MAL Rewrite]","['Adaptation (Manga) HHH Triple H♥', '']",HHH Triple Ecchi,,,['Hentai'],
142,Oni Chichi 4,鬼父 Re-born,,,,,['OVA'],2,Finished Airing,"Dec 22, 2011 to Dec 28, 2012",,,"None found,","None found,",['PoRO'],Visual novel,,,30 min. per ep.,Rx - Hentai,7.25,N/A,#4089,"33,679",133,17214,"When Kouzou Akizuki, the stepfather of two adolescent girls, announces a family holiday, his daughter Airi is quick to express her disdain for the idea. Eventually, though, she is brought around by her sister, Marina, who is looking forward to this opportunity to spend some romantic moments with their father. However, Marina will only join them a couple of days later, leaving Airi and Kouzou to their own devices. Airi is aware of her father's sexual inclinations and tries to avoid being alone with him in the same room. Unfortunately, she falls victim to a potent aphrodisiac during the train journey to the hot springs that Kouzou disguises as candy. Airi finds herself unable to control her sexual urges—which is exactly what her father has been waiting for. [Written by MAL Rewrite]","['Prequel (OVA) Oni Chichi: Re-birth', 'Sequel (OVA) Oni Chichi: Rebuild', 'Adaptation (Light Novel) Oni Chichi', '']",Oni Chichi: Re-born,,,['Hentai'],
143,,姉SUMMER!,,,,,['OVA'],2,Finished Airing,"Dec 30, 2011 to Apr 6, 2012",,,['Mary Jane'],"None found,",['Rabbit Gate'],Visual novel,,,14 min. per ep.,Rx - Hentai,7.12,N/A,#4286,"30,322",241,12896,"Yuuta Yamauchi is an average high school student preparing for exams through his summer vacation. His older cousin Kei Higashide, who takes pity on him as her ""little brother,"" devotes her time and patience to tutor this relative in need. One day, Yuuta manages to take a photo of his classmate and crush, Youko Kaji, as a gust of wind lifts her skirt. When Kei finds out about it, she laughs at Yuuta's juvenile infatuation and starts teasing him about his sexual preferences. From words to deeds, she offers him her own grown-up body—and Yuuta quickly takes advantage of the opportunity. As summer passes on and the relatives start enjoying more time together, their initially bland tutoring sessions soon turn into a passionate and fiery relationship. [Written by MAL Rewrite]","['Adaptation (Light Novel) Nee♥Summer! Nee♥Sama!', '']",Nee Summer!,,,['Hentai'],
144,Rurouni Kenshin: Shin Kyoto Hen,るろうに剣心-明治剣客浪漫譚- 新京都編,Rurouni Kenshin: New Kyoto Arc,Rurouni Kenshin: New Kyoto Arc,,,['OVA'],2,Finished Airing,"Dec 17, 2011 to Jun 23, 2012",,,['Aniplex'],['Sentai Filmworks'],['Studio Deen'],['Manga'],"['Action', 'Drama']",['Shounen'],46 min. per ep.,R - 17+ (violence & profanity),7.12,#3802,#4315,"29,868",48,13272,A large scale remake of the time after Kenshin leaves Tokyo up until before the inferno of Kyoto.,"['Adaptation (Manga) Rurouni Kenshin: Meiji Kenkaku Romantan', '']",Rurouni Kenshin: Meiji Kenkaku Romantan - Shin Kyoto-hen,"['Historical', 'Samurai']",,,
145,Hakuouki Hekketsuroku OVA,薄桜鬼 雪華録,Hakuoki: Demon of the Fleeting Blossom - A Memory of Snow Flowers,,,,['OVA'],6,Finished Airing,"Aug 5, 2011 to Jun 27, 2012",,,"None found,",['Sentai Filmworks'],['Studio Deen'],Visual novel,"['Action', 'Drama', 'Fantasy']",['Josei'],23 min. per ep.,PG-13 - Teens 13 or older,7.58,#1654,#4413,"28,553",76,11738,"Rumors about a potential plot to dismantle the Shinsengumi by setting fire to their headquarters have spread amok. As most of the talk stems from an inn in Shimabara, the Shinsengumi place trust in Chizuru Yukimura for help with the investigation. Disguised as a geisha, Chizuru infiltrates the inn to provide intel for the Shinsengumi but quickly finds that the operation is more intricate than they could ever imagine. At the same time, each member of the Shinsengumi has their own reservations and concerns about using their sole female colleague to gather intelligence. Knowing what dangers await her, they all resolve to protect her at any cost. [Written by MAL Rewrite]","['Adaptation (Light Novel) Hakuouki Sekkaroku', '']",Hakuouki: Sekkaroku,,['Historical'],,
146,"Konodan, Kono Danshi, Uchujin to Tatakaemasu., This Boy Can Fight With Aliens.",この男子、宇宙人と戦えます。,This Boy Can Fight Aliens,,,,['OVA'],1,Finished Airing,"Oct 10, 2011",,,"None found,",['Sentai Filmworks'],['CoMix Wave Films'],Original,"['Action', 'Boys Love', 'Fantasy', 'Supernatural']",,28 min.,G - All Ages,6.73,#5692,#4486,"27,651",72,12495,"All hope seems lost when the world is suddenly invaded by aliens. Earth's only defense is a small three-person team known as the Special Counter-Aliens Task Force, consisting of an anonymous director, the tyrannical Shiro, and the easygoing Arikawa. The luck of the Task Force improves when Arikawa finds a teenage boy lying alone on a hill. The boy, Kakashi, is humanity's only hope—he has power previously unbeknownst capable of defeating the aliens! However, without any memories and with no knowledge on how to use his power, Kakashi is left clinging to Arikawa and Shiro as well as the only remnant of his previous life: his broken cellphone. Kakashi is conflicted by the fears and emotions clouding his mind and he calls his own motivations into question. Can he overcome his doubts and internal struggles and save the world? [Written by MAL Rewrite]",[],"Kono Danshi, Uchuujin to Tatakaemasu.",,['Super Power'],,
147,Tales of Symphonia The Animation: United World Episode,テイルズ オブ シンフォニア THE ANIMATION 世界統合編,,,,,['OVA'],3,Finished Airing,"Nov 23, 2011 to Oct 24, 2012",,,"None found,",['Discotek Media'],['ufotable'],Game,"['Action', 'Adventure', 'Fantasy']",,39 min. per ep.,PG-13 - Teens 13 or older,7.41,#2332,#4677,"25,089",56,10016,The third and final OVA series concluding the story of Tales of Symphonia: The Animation.,"[""Prequel (OVA) Tales of Symphonia The Animation: Tethe'alla-hen"", '']",Tales of Symphonia The Animation: Sekai Tougou-hen,,['Martial Arts'],,
148,Ikki Tousen in Kyoto,一騎当千 集鍔闘士血風録,,Ikki Tousen in Kyoto,,,['OVA'],1,Finished Airing,"Nov 12, 2011",,,"['Genco', 'Media Factory', 'AT-X', 'Bushiroad', 'Showgate']",['Funimation'],['Arms'],['Manga'],"['Action', 'Ecchi']",['Seinen'],43 min.,R+ - Mild Nudity,6.56,#6712,#5033,"21,058",7,7337,"Nanyo Academy along with the other Kanto schools hold class trips to Kyoto. Old rivalries break out, between the schools, but as if that wasn't bad enough, Kyoto's fighters also show up in full force to challenge the Kanto schools' fighters. (Source: ANN)","['Prequel (TV) Ikkitousen: Xtreme Xecutor', 'Sequel (OVA) Ikkitousen: Extravaganza Epoch']",Ikkitousen: Shuugaku Toushi Keppuuroku,"['Martial Arts', 'School', 'Super Power']",,,
149,"Itsuka Tenma no Kuro Usagi OVA, Itsuka Tenma no Kuro Usagi Episode 13, Itsuka Tenma no Kuro-Usagi OVA, A Dark Rabbit has Seven Lives OVA, Itsuten, Itsu-ten",いつか天魔の黒ウサギ 心移りの登校日 ~すくーる·あてんだんす·でぃ~,,,,,['OVA'],1,Finished Airing,"Dec 5, 2011",,,"None found,","None found,",['Zexcs'],['Light novel'],"['Action', 'Comedy', 'Romance', 'Supernatural', 'Ecchi']",,24 min.,PG-13 - Teens 13 or older,6.86,#5045,#5051,"20,941",4,9879,"Episode bundled with the ninth volume of the Itsuka Tenma no Kuro Usagi novel. Includes Mirai's chibi-style dream, body-swapping and a crossover with Densetsu no Yuusha no Densetsu.",[],Itsuka Tenma no Kuro Usagi: Kokoro Utsuri no Toukoubi - School Attendance Day,"['Mythology', 'School', 'Vampire']",,,
150,,妹ぱらだいす!,,,,,['OVA'],2,Finished Airing,"Dec 9, 2011 to Apr 20, 2012",,,"['Moonstone Cherry', 'Mediabank', 'Gold Bear']","None found,",['Anime Antenna Iinkai'],Visual novel,,,28 min. per ep.,Rx - Hentai,6.58,N/A,#5054,"20,916",105,8418,"While their parents are away on a business trip, the one entrusted with watching over his younger sisters is the big brother, Souichirou Nanase. Summer vacation has just started, and the siblings are bound to spend a lot of time together. However, Souichirou soon realizes that taking care of five adolescent girls—Michika, Koharu, Hiyori, Rio, and Aya—may be more troublesome than he expected. On top of having distinctive and quirky personalities, the girls are at that age when young women tend to experiment with their bodies and ask ""those"" questions. To make matters worse, Souichirou has a sister complex, and the five temptations walking around might be enough to finally break his moral barriers. [Written by MAL Rewrite]","['Sequel (OVA) Imouto Paradise! 2', 'Adaptation (Light Novel) Imouto Paradise! Oniichan to 5-nin no Imouto no Ecchi Shimakuri na Mainichi']",Imouto Paradise!,,,['Hentai'],
151,R-15 OVA,あーるじゅうご R15少年漂流記,,,,,['OVA'],1,Finished Airing,"Dec 13, 2011",,,"None found,","None found,",['AIC'],Unknown,"['Adventure', 'Comedy', 'Romance', 'Ecchi']",,29 min.,R+ - Mild Nudity,6.64,#6236,#5236,"19,093",2,9311,"According to Kadokawa, an OVA of R-15 will be bundled with the tenth volume of the novel.","['Prequel (TV) R-15', 'Adaptation (Manga) R-15', 'Adaptation (Light Novel) R-15', '']",R-15: R15 Shounen Hyouryuuki,"['Harem', 'Parody']",,,
152,Takumi ga Seitenkan Shite Fuck Sare Makuru,TSF物語,,,,,['OVA'],2,Finished Airing,"Nov 25, 2011 to Feb 24, 2012",,,['Pink Pineapple'],"None found,",['Office TakeOut'],['Manga'],,,26 min. per ep.,Rx - Hentai,6.60,N/A,#5255,"18,915",151,8764,"Takumi Musashino was once an ordinary high school boy, but that changed when his body transformed into that of an alluring high school girl thanks to an experimental gene therapy treatment he received after being diagnosed with a terminal illness. She astonishes her classmates with her new body, receiving mixed reactions from them. While girls like Anri Sogahara offer her important adjustment advice, her male peers begin to see her as an object of their desires... Although Takumi is both confused and nervous about her new being and appearance, she will soon discover the wonderful pleasures of being a young, adolescent woman. [Written by MAL Rewrite]","['Adaptation (Manga) TSF Monogatari', '']",TSF Monogatari,,,['Hentai'],
153,,英雄伝説 空の軌跡 THE ANIMATION,The Legend of Heroes: Trails in the Sky,,,,['OVA'],2,Finished Airing,"Oct 10, 2011 to Jan 28, 2012",,,"['Nihon Falcom', 'Bushiroad', 'Showgate']",['Sentai Filmworks'],['Kinema Citrus'],Game,"['Action', 'Adventure', 'Fantasy']",,42 min. per ep.,PG-13 - Teens 13 or older,6.42,#7565,#5336,"18,219",41,6144,"Ten years ago, a massive invasion by the Erebonian Empire almost shattered the Kingdom of Liberl, piercing to the heart of Capital City before being driven back by a determined counteroffensive led by Cassius Bright. Now, as the invaders pace behind the northern borders, coveting the small kingdom's magic and high technology, Liberl slowly rebuilds with the aid of the Bracer's Guild, whose mystical use of ""Craft"" is even more intrinsic to the nation's defense than its own army. For young Estelle Bright, daughter of Cassius, this is all just ancient history that she and her adopted brother Joshua learned as kids. But history has a way of repeating itself, and as they prepare to join the Bracers Guild themselves, sinister forces are preparing to thrust them into the familiar family situation of being in the worst possible place when mayhem breaks out. Because when their father's airship goes suddenly missing, of course it only makes sense to two green, but extraordinarily capable, young teenagers to strike out on a rescue mission of their own! (Source: Sentai Filmworks)","['Adaptation (Manga) Eiyuu Densetsu: Sora no Kiseki', '']",Eiyuu Densetsu: Sora no Kiseki The Animation,,,,
154,"Queen's Blade OVA, Queen's Blade: Rebellion OVA",クイーンズブレイド,,,,,['OVA'],2,Finished Airing,"Oct 29, 2011 to Jan 28, 2012",,,"['Genco', 'Media Factory', 'Hobby Japan']","None found,",['Arms'],Other,"['Action', 'Adventure', 'Fantasy', 'Ecchi']",,21 min. per ep.,R+ - Mild Nudity,6.29,#8364,#5356,"17,948",18,6012,"OVAs bundled with the Queen's Blade Premium Visual Book and the Queen's Blade Rebellion Premium Visual Book. Both of the episodes will be based on Queen's Blade Rebellion, a sequel to Queen's Blade: Utsukushiki Toushitachi.","[""Prequel (OVA) Queen's Blade: Utsukushiki Toushi-tachi"", ""Sequel (TV) Queen's Blade: Rebellion""]",Queen's Blade OVA,,,,
155,,スウィング アウト シスターズ,,,,,['OVA'],1,Finished Airing,"Nov 25, 2011",,,['BreakBottle'],"None found,",['Tryforce'],['Manga'],,,30 min.,Rx - Hentai,7.25,N/A,#5421,"17,414",71,7088,"It's finals time, but tests aren't the only things stressing out Yuuta, who's literally being smothered with affection from his beautiful sisters: Chiyoko, who is feminine, caring, and coddles him; and Chinatsu, a strong-willed tomboy who desperately seeks his attention by picking on him. Who will triumph in this sibling love triangle? (Source: icaruscomics)","['Sequel (OVA) Swing Out Sisters (2014)', 'Adaptation (Manga) Swing Out Sisters']",Swing Out Sisters,,,['Hentai'],
