,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Themes,Synonyms,Genre,Demographics
132,MILPOM★ (みるぽん),,,,,['ONA'],1,Finished Airing,"Mar 20, 2015",,,"None found,","None found,",['Bandai Namco Pictures'],Original,,,,3 min.,PG-13 - Teens 13 or older,3.89,#13774,#13513,"1,225",1,676,MILPOM★ will be stop motion shorts that feature dolls in a surreal world for girls. (Source: ANN),[],MILPOM★ Pilot,,,['Comedy'],
133,マスター・オブ・トルク2,,,,,['ONA'],1,Finished Airing,"Mar 27, 2015",,,"None found,","None found,",['Shimogumi'],Original,"['Action', 'Sci-Fi']",,,23 min.,G - All Ages,4.76,#13461,#14170,"1,028",0,419,"A continuation of the first season. Makina lost consciousness when the Marishi Machina suit developed by the Hyuga Corporation seized control of her body and sent her charging onto the new Shutoko expressway on an MT-07. Luckily, Dan was able to stop her before it was too late. With Makina on the back of his MT-09 Street Rally, Dan began riding back towards the Genesis Café only to be intercepted by Hyuga Corporation chairman Mitsukuni Hyuga. He was waiting for them with an unsettling expression on his face. Dan was sure that he would be forced to resign his job for getting the heir to the company’s presidency, Kotaro Hyuga, involved in this mess. But when Makina confronts Mitsukuni about the truth behind the incident that claimed their parents’ lives, Dan is given an order he would never have expected. Dan keeps trying to avoid facing the trauma he experienced as a child, but is encouraged to find the truth by Makina. Sanae, the owner of the Genesis Café, seems to notice their troubled state and takes matters into her own hands. Can Dan face his past and free himself of the curse he has borne and reclaim his future with his own hands? The interlocked gears of fate driving the destinies Dan, Makina and Kotaro begin to move again, and the next part of their story is about to unfold... (Source: Yamaha site)","['Prequel (ONA) Master of Torque', 'Sequel (ONA) Master of Torque 3']",Master of Torque 2,,Master of Torque 2nd Season,,
134,新幹線変形ロボ シンカリオン,Shinkalion,,,,['ONA'],11,Finished Airing,"Mar 16, 2015 to May 31, 2017",,,"None found,","None found,","None found,",Other,,['Mecha'],['Kids'],1 min. per ep.,G - All Ages,6.02,#9798,#14158,"1,032",1,166,ShoPro's new transforming train toy line comes with animated promotional videos on the official YouTube page. Featuring shinkansen which transform into Shinkalions who fight a mysterious shakouki-doguu monster.,[],Shinkansen Henkei Robo Shinkalion,,,,
135,勇者大冒险,,,,,['ONA'],26,Finished Airing,"Mar 31, 2015 to Oct 30, 2015",,,['Tencent Animation & Comics'],"None found,",['CG Year'],Original,"['Adventure', 'Fantasy']",,,15 min. per ep.,PG-13 - Teens 13 or older,[],#16078,#15205,762,0,,Scattered throughout the world is proof of an advanced prehistoric civilization. There exist those who desperately want to learn more about these ancient people. The series follows people who set out on an adventure to uncover the truth.,"['Sequel (ONA) Yong Zhe Da Maoxian 2nd Season', '']",Yong Zhe Da Maoxian,,Brave Adventure,,
136,秦时明月特别篇《帝子降兮》,Qin's Moon: Lady Xiang Descends,,,,['ONA'],1,Finished Airing,"Feb 13, 2015",,,['Chukong Technologies'],"None found,",['Sparkly Key Animation Studio'],Novel,"['Action', 'Fantasy']",,,15 min.,PG-13 - Teens 13 or older,6.24,#8637,#15293,739,0,190,"This special is about a wounded man who finds himself caught up in the lives of twin sisters, and the man that they both fell in love with. (Source: Wikipedia)",[],Qin Shi Mingyue Tebie Pian: Di Zi Jiang Xi,"['Historical', 'Martial Arts']",,,
137,Fast Week,,,,,['ONA'],1,Finished Airing,"Feb 15, 2015",,,"None found,","None found,","None found,",Original,,,,1 min.,PG-13 - Teens 13 or older,5.16,#12986,#16332,579,0,327,The genesis of fast food.,[],Fast Week,,,['Avant Garde'],
138,失われた朝食,The Lost Breakfast,,,,['ONA'],1,Finished Airing,"Jan 13, 2015",,,"None found,","None found,","None found,",Original,,['Psychological'],,6 min.,PG-13 - Teens 13 or older,5.79,#11009,#16342,578,2,284,"A businessman happily goes about his carefully prepared morning routine. One day, this routine is suddenly interrupted.",[],Ushinawareta Choushoku,,,['Avant Garde'],
139,あぐかる PLAY WITH IBARAKI編 第0話,Agriculture Angel BARAKI: Play with Ibaraki Episode 0,,,,['ONA'],1,Finished Airing,"Mar 28, 2015",,,"None found,","None found,",['Studio PuYUKAI'],Unknown,"['Slice of Life', 'Supernatural']",,,14 min.,G - All Ages,5.40,#12411,#16797,525,1,151,The first half of the episode recaps the first episode of the first season and the second half is all new animation setting up for the second season as the characters go to cities rather than being out in the countryside.,"['Prequel (ONA) Agukaru', 'Sequel (ONA) Agukaru: Play with Ibaraki-hen']",Agukaru: Play with Ibaraki-hen Episode 0,,"Agriculture Angel Baraki Prologue, Agukaru Dai 0-wa",,
140,たんさくえすと！,,,,,['ONA'],1,Finished Airing,"Mar 26, 2015",,,['Aniplex'],"None found,",['A-1 Pictures'],Game,,['School'],,1 min.,PG-13 - Teens 13 or older,5.37,#12519,#17247,482,0,183,"Commercial animated by A-1 Pictures for Tansa Quest!, a smartphone RPG.",[],Tansa Quest!,,,['Fantasy'],
141,かなかなかぞく　新年のごあいさつ,,,,,['ONA'],1,Finished Airing,"Jan 7, 2015",,,"None found,","None found,",['DLE'],Original,,,,50 sec.,G - All Ages,5.05,#13157,#17577,452,0,146,"A New Year's special for Kana Kana Kazoku, welcoming the 2015 year.",[],Kana Kana Kazoku: Shinnen no Goaisatsu,,Kana Kana Kazoku New Year's Greeting,['Comedy'],
142,纳米核心 - NG镜头 - 纳米的日,,,,,['ONA'],2,Finished Airing,"Feb 8, 2015 to Mar 1, 2015",,,['Coastline Animation Studio'],"None found,","None found,",Original,"['Comedy', 'Sci-Fi']",,,3 min. per ep.,PG-13 - Teens 13 or older,5.81,#10919,#18141,408,0,125,Comedy episodes focusing on the strange daily life of characters from Nanocore.,[],Nanocore: NG Scenes - Nano's Daily Life,,,,
143,ラララ ララちゃん,,,,,['ONA'],24,Finished Airing,"Mar 21, 2015 to Feb 26, 2016",,,"None found,","None found,",['Usagi Ou'],Original,"['Adventure', 'Fantasy']",,['Kids'],2 min. per ep.,G - All Ages,[],#19711,#19450,316,0,,Lala-chan is a slightly selfish squirrel girl. On her birthday the gifts given to her by her friends go awry. The group gets teleported into a new world (Earth) where they try to retrieve the elemental magic crystal balls that bring balance in their world.,"['Sequel (TV) Lalala Lala-chan: Patapata Daisensou', '']",Lalala Lala-chan,,,,
144,ベイウォーリアーズ サイボーグ,BeyWarriors: Cyborg,,,,['ONA'],26,Finished Airing,"Feb 27, 2015",,,['d-rights'],"None found,",['SynergySP'],Original,"['Action', 'Sci-Fi']",,,24 min. per ep.,PG - Children,[],#16926,#19465,315,1,,"The show takes place on the abandoned planet of Teslandia, where groups of teenage Beybattlers use the Beyraiderz to summon Cyborg Warriors. Now a war ensues for the Cyborg Warriors to collect tokens and restore Teslandia's beauty. (Source: IMDB)",[],BeyWarriors: Cyborg,,,,
145,超神学院 神与神,,,,,['ONA'],10,Finished Airing,"Jan 30, 2015 to Oct 23, 2015",,,['Tencent Penguin Pictures'],"None found,",['Transcendence Picture'],Original,"['Action', 'Sci-Fi']",,,19 min. per ep.,R - 17+ (violence & profanity),[],#17199,#19593,307,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Chao Shen Xueyuan', 'Sequel (ONA) Chao Shen Xueyuan: Zhi Hei Jia']",Chao Shen Xueyuan: Shen yu Shen,,Super Seminary Third Season,,
146,ゆめある動く絵本,,,,,['ONA'],Unknown,Currently Airing,"Mar 19, 2015 to ?",,,['Yumearu'],"None found,","None found,",Other,,,['Kids'],3 min.,G - All Ages,[],#16179,#19630,305,0,,Short animations for the Ugoku Ehon (Moving Picture Book) line by the Yumearu company. Yumearu specializes in children's education.,[],Yumearu Ugoku Ehon,,,['Fantasy'],
147,ラララ ララちゃんミニ,,,,,['ONA'],24,Finished Airing,"Mar 26, 2015 to Feb 11, 2016",,,"None found,","None found,",['Usagi Ou'],Original,,['Parody'],['Kids'],54 sec. per ep.,G - All Ages,[],#19713,#19904,290,0,,Lalala Lala-chan video letter style episodes. Characters break the 4th wall to talk to the viewer as if it was a reality show studio being filmed on camera. The episodes are meant to complement each episode of Lalala Lala-chan.,[],Lalala Lala-chan Mini,,Lalala Lala-chan Mini (wo Tegami Video),,
148,サラ毛ぷっちょ,,,,,['ONA'],1,Finished Airing,"Jan 20, 2015",,,"None found,","None found,","None found,",Original,,['Parody'],,4 min.,G - All Ages,5.40,#12431,#20029,283,0,113,UHA Mikakutou is a candy company that makes a chewy confectionery called Puccho. The candy has mascots and the company collaborated with Ryou Inoue for an anime short with these mascots in a Revolutionary Girl Utena inspired feature. Special LINE stamps were also available in honor of the collaboration.,[],Sara Ke Puccho,,UHA Mikakutou x Inoue Ryou Collab Kikaku,,
149,ふなっしーとゆかいな兄弟,,,,,['ONA'],4,Finished Airing,"Jan 19, 2015 to Sep 28, 2015",,,['Bandai'],"None found,","None found,",Unknown,,,['Kids'],3 min. per ep.,G - All Ages,[],#18036,#20122,279,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Funassyi to Yukaina Kyoudai,,Funassyi's Amusing Brother,['Comedy'],
150,フェットとチーネとグミ星人,,,,,['ONA'],1,Finished Airing,Mar 2015,,,"None found,","None found,",['Pops Inc.'],Original,,,,3 min.,G - All Ages,[],#17987,#20198,274,1,,A promotional web anime created for the company Bourbon.,[],Fettu to Ccine to Gummi Seijin,,Bourbon: Fettuccine Gummi,['Comedy'],
151,那年那兔那些事儿,Year Hare Affair,,,,['ONA'],12,Finished Airing,"Mar 5, 2015 to Aug 6, 2015",,,"None found,","None found,","None found,",Other,,,,7 min. per ep.,PG-13 - Teens 13 or older,[],#20505,#21600,197,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (ONA) Na Nian Na Tu Naxie Shi Er 2nd Season', '']",Na Nian Na Tu Naxie Shi Er,"['Anthropomorphic', 'Military']","那年那兔那些事 第一季, 那年那兔的那些事, 小白兔的光荣往事, 那些年那些兔那些事, Year Hare Affair Season 1",['Comedy'],
152,暴走撸啊撸,,,,,['ONA'],12,Finished Airing,"Jan 25, 2015 to 2015",,,"None found,","None found,","None found,",Game,"['Comedy', 'Fantasy']",['Parody'],,3 min. per ep.,PG-13 - Teens 13 or older,[],#16869,#23825,115,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (ONA) Baozou LOL 2nd Season', '']",Baozou LOL,,,,
153,爆蛋晶英,Boom Hero,,,,['ONA'],12,Finished Airing,"Feb 13, 2015 to Mar 24, 2016",,,"None found,","None found,",['2:10 Animation'],Game,"['Comedy', 'Sci-Fi']",['Parody'],,12 min. per ep.,G - All Ages,[],#16818,#24116,109,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Bao Dan Jing Ying,,,,
154,ノンティ,,,,,['ONA'],33,Finished Airing,"Mar 1, 2015 to Aug 17, 2015",,,"None found,","None found,","None found,",Original,,,,1 min. per ep.,PG-13 - Teens 13 or older,[],#20723,#25726,84,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Nonty,,,['Comedy'],
155,黒執事 Book of Murder,Black Butler: Book of Murder,Black Butler: Book of Murder,,Black Butler: Book of Murder,['OVA'],2,Finished Airing,"Jan 28, 2015 to Feb 25, 2015",,,"['Aniplex', 'Square Enix', 'Mainichi Broadcasting System', 'Movic', 'Asmik Ace', 'Hakuhodo DY Media Partners', 'DeNA']",['Funimation'],['A-1 Pictures'],['Manga'],"['Action', 'Mystery', 'Supernatural']",,['Shounen'],58 min. per ep.,R - 17+ (violence & profanity),8.05,#594,#1004,"259,597","1,170",128396,"At the behest of the Queen, Earl Ciel Phantomhive hosts a lavish dinner party attended by several of the finest members of polite society—as well as struggling author, Arthur. But as the party reaches its high, a terrible murder takes place and none other than the Earl himself is suspected of the crime. As a violent storm rages on outside, the death count continues to climb. The Phantomhive household and their eminent guests find they must cooperate in order to solve this mystery before they too fall prey to the mysterious murderer. However, it seems that not even the perfect butler, Sebastian Michaelis, is safe from this horror. [Written by MAL Rewrite]","['Prequel (TV) Kuroshitsuji: Book of Circus', 'Sequel (Movie) Kuroshitsuji Movie: Book of the Atlantic', 'Adaptation (Manga) Kuroshitsuji', '']",Kuroshitsuji: Book of Murder,"['Historical', 'Mythology']",,,
156,ハイスクールD×D NEW OVA おっぱい、包みます！,High School DxD New OVA,,,,['OVA'],1,Finished Airing,"Mar 10, 2015",,,['Genco'],"None found,",['TNK'],['Light novel'],"['Action', 'Comedy', 'Romance', 'Supernatural', 'Ecchi']",,,24 min.,R+ - Mild Nudity,7.26,#3037,#1476,"171,130",286,93033,Unaired anime episode bundled with the limited edition of High School DxD DX.1.,"['Prequel (TV) High School DxD New', 'Sequel (TV) High School DxD BorN']","High School DxD New: Oppai, Tsutsumimasu!","['Harem', 'Mythology', 'School']","High School DxD New OVA, High School DxD New Episode 13",,
157,ニセコイ OAD,,,,,['OVA'],3,Finished Airing,"Oct 3, 2014 to Apr 3, 2015",,,"None found,",['Aniplex of America'],['Shaft'],['Manga'],"['Comedy', 'Romance']",,['Shounen'],26 min. per ep.,PG-13 - Teens 13 or older,7.36,#2519,#1490,"169,935",136,93876,1. Funshitsu / Miko-san 2. Oshigoto / Henbou 3. Sentou / Service,"['Adaptation (Manga) Nisekoi', '']",Nisekoi OVA,"['Harem', 'School']",,,
158,トリニティセブン 七つの大罪と七魔道士,Trinity Seven OVA,,,,['OVA'],1,Finished Airing,"Mar 25, 2015",,,['Avex Pictures'],"None found,",['Seven Arcs Pictures'],['Manga'],"['Action', 'Comedy', 'Fantasy', 'Romance', 'Ecchi']",,['Shounen'],26 min.,PG-13 - Teens 13 or older,7.33,#2687,#1691,"144,831",139,76314,Arata is set to be expelled! The only way to save himself is to be taught more about the magic archives from the Trinity Seven themselves.,"['Prequel (TV) Trinity Seven', '']",Trinity Seven: Nanatsu no Taizai to Nana Madoushi,"['Harem', 'School']","Trinity Seven (2015), Trinity Seven: The Seven Deadly Sins and The Seven Mages",,
159,ハイキュー!! リエーフ見参！,Haikyu!!: Lev Appears!,,,,['OVA'],1,Finished Airing,"Mar 4, 2015",,,"None found,","None found,",['Production I.G'],['Manga'],,['Team Sports'],['Shounen'],24 min.,PG-13 - Teens 13 or older,7.70,#1294,#1738,"139,679",200,76621,"Nekoma High School's volleyball team recruits a new member: the half-Japanese, half-Russian Lev Haiba. Though the self-proclaimed ace is blessed with great height, he lacks basic volleyball techniques. This gives the team's setter, Kenma Kozume, a hard time when matching up with him. To everyone's surprise, Nekoma's coach suggests that Lev play in the Kunihira Senior High School's practice match, leaving Kenma no choice but to cooperate with the tall player. Will Kenma be able to overcome this new challenge? [Written by MAL Rewrite]",[],Haikyuu!! Lev Genzan!,,"Haikyuu!!: Jump Festa 2014 Special, Haikyuu!! OVA, Haikyuu!! The Arrival of Haiba Lev",['Sports'],
160,堀さんと宮村くん,,,,,['OVA'],6,Finished Airing,"Sep 26, 2012 to May 25, 2021",,,"None found,","None found,","['Gonzo', 'Hoods Entertainment', 'Studio Kai', 'Marone']",['Web manga'],,['School'],,23 min. per ep.,PG-13 - Teens 13 or older,7.41,#2308,#1846,"128,830",706,47703,"Within everyone there exists a side preferably kept hidden, even from close friends. For the smart and popular Kyouko Hori, it's the fact that she has to do all the housework and care for her little brother, Souta, because of her parents' busy work schedules. For the gentle Izumi Miyamura, whom everybody sees as an otaku, it's his nine hidden piercings and large body tattoo. So what happens when they accidentally discover each other's hidden sides? Sharing parts of themselves that they couldn't with anyone else, strong bonds of friendship soon begin to form between Miyamura and Hori, as well as those around them. As their hidden personas start to dissipate, they slowly learn how to open up to others. [Written by MAL Rewrite]","['Adaptation (Manga) Hori-san to Miyamura-kun', '']",Hori-san to Miyamura-kun,,Horimiya,['Romance'],
