,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,German,Spanish,French,Genre,Theme,Demographics
64,포텐독,PotenDogs,['TV'],18,Finished Airing,"Mar 29, 2021 to May 5, 2021",['Spring 2021'],Unknown,"None found,","None found,","None found,",Original,"['Action', 'Sci-Fi']",,['Kids'],9 min. per ep.,PG - Children,[],#18649,#23979,111,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Poten Dogs Season 2', '']",Poten Dogs,,,,,,['Super Power'],
65,포텐독 시즌2,PotenDogs 2,['TV'],18,Finished Airing,"May 27, 2021 to Jul 2, 2021",['Spring 2021'],Unknown,"None found,","None found,","None found,",Original,"['Action', 'Sci-Fi']",,['Kids'],9 min. per ep.,PG - Children,[],#18650,#24052,109,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Poten Dogs', '']",Poten Dogs Season 2,,,,,,['Super Power'],
66,마카앤로니,,['TV'],18,Finished Airing,"Mar 11, 2021 to Jul 15, 2021",['Spring 2021'],Unknown,"['Studio BAZOOKA', 'CJ ENM']","None found,",['Brick Studio'],Original,,,['Kids'],Unknown,G - All Ages,[],#17444,#24352,103,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Maca and Roni 2', '']",Maca and Roni,,,,,['Comedy'],,
67,마법소녀 디디 2,,['TV'],13,Finished Airing,"Apr 29, 2021 to Dec 23, 2021",['Spring 2021'],Unknown,"None found,","None found,","None found,",Original,,"['Anthropomorphic', 'Mahou Shoujo']",['Kids'],12 min. per ep.,PG - Children,[],#17442,#24614,99,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Mabeobsonyeo Dee Dee', '']",Mabeobsonyeo Dee Dee 2,"Mabeobsonyeo Deedee, Mabeobsonyeo Didi",,,,['Fantasy'],,
68,onちゃんのきょうはどんなかんじ？,,['TV'],12,Finished Airing,"May 8, 2021 to Jul 24, 2021",['Spring 2021'],Saturdays at Unknown,['Taiyo Kikaku'],"None found,",['Tecarat'],Original,,,['Kids'],1 min. per ep.,G - All Ages,[],#18346,#26185,77,0,,"On-chan no Kyou wa Donna Kanji? selects kanji related to Hokkaido that are compulsory for elementary school students in the lower grades, and aims to help with local education. On-chan, a popular mascot character of Hokkaido Television Broadcasting (HTB) that is loved by all generations, takes a single kanji character as a theme and freely imagines its meaning and shape, and performs a cute dance according to the stroke order. (Source: Taiyo Kikaku, translated)",[],On-chan no Kyou wa Donna Kanji?,How is On-chan Today?,,,,['Slice of Life'],['Educational'],
69,또봇V 우주수호대,Tobot: Galaxy Detectives Season 3,['TV'],32,Finished Airing,"May 26, 2021 to Dec 15, 2021",['Spring 2021'],Unknown,"None found,","None found,","None found,",Original,"['Action', 'Sci-Fi']",,['Kids'],11 min. per ep.,PG - Children,[],#14912,#26019,78,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Tobot V Season 2', '']",Tobot V: Ujusuhodae,Tobot V Season 3,,,,,['Mecha'],
70,ONE PIECE,One Piece,['TV'],Unknown,Currently Airing,"Oct 20, 1999 to ?",['Fall 1999'],Sundays at 09:30 (JST),"['Fuji TV', 'TAP', 'Shueisha']","['Funimation', '4Kids Entertainment']",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],24 min.,PG-13 - Teens 13 or older,8.73,#51,#17,"2,493,019","234,344",1417444,"Barely surviving in a barrel after passing through a terrible whirlpool at sea, carefree Monkey D. Luffy ends up aboard a ship under attack by fearsome pirates. Despite being a naive-looking teenager, he is not to be underestimated. Unmatched in battle, Luffy is a pirate himself who resolutely pursues the coveted One Piece treasure and the King of the Pirates title that comes with it. The late King of the Pirates, Gol D. Roger, stirred up the world before his death by disclosing the whereabouts of his hoard of riches and daring everyone to obtain it. Ever since then, countless powerful pirates have sailed dangerous seas for the prized One Piece only to never return. Although Luffy lacks a crew and a proper ship, he is endowed with a superhuman ability and an unbreakable spirit that make him not only a formidable adversary but also an inspiration to many. As he faces numerous challenges with a big smile on his face, Luffy gathers one-of-a-kind companions to join him in his ambitious endeavor, together embracing perils and wonders on their once-in-a-lifetime adventure. [Written by MAL Rewrite]","['Adaptation (Manga) One Piece', 'Adaptation (Light Novel) One Piece: Loguetown-hen']",One Piece,OP,,,,,,
71,BORUTO -NARUTO NEXT GENERATIONS-,Boruto: Naruto Next Generations,['TV'],293,Finished Airing,"Apr 5, 2017 to Mar 26, 2023",['Spring 2017'],Sundays at 17:30 (JST),"['TV Tokyo', 'Aniplex', 'Rakuonsha', 'Shueisha']",['VIZ Media'],['Pierrot'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,6.00,#9915,#208,"894,735","7,373",456660,"Following the successful end of the Fourth Shinobi World War, Konohagakure has been enjoying a period of peace, prosperity, and extraordinary technological advancement. This is all due to the efforts of the Allied Shinobi Forces and the village's Seventh Hokage, Naruto Uzumaki. Now resembling a modern metropolis, Konohagakure has changed, particularly the life of a shinobi. Under the watchful eye of Naruto and his old comrades, a new generation of shinobi has stepped up to learn the ways of the ninja. Boruto Uzumaki is often the center of attention as the son of the Seventh Hokage. Despite having inherited Naruto's boisterous and stubborn demeanor, Boruto is considered a prodigy and is able to unleash his potential with the help of supportive friends and family. Unfortunately, this has only worsened his arrogance and his desire to surpass Naruto which, along with his father's busy lifestyle, has strained their relationship. However, a sinister force brewing within the village may threaten Boruto's carefree life. New friends and familiar faces join Boruto as a new story begins. [Written by MAL Rewrite]","['Prequel (TV) Naruto: Shippuuden', 'Sequel (TV) Boruto: Naruto Next Generations Part 2', 'Adaptation (Manga) Naruto Gaiden: Nanadaime Hokage to Akairo no Hanatsuzuki', 'Adaptation (Manga) Boruto: Naruto Next Generations']",Boruto: Naruto Next Generations,,,,,,['Martial Arts'],
72,蜘蛛ですが、なにか？,"So I'm a Spider, So What?",['TV'],24,Finished Airing,"Jan 8, 2021 to Jul 3, 2021",['Winter 2021'],Fridays at 21:30 (JST),"['Movic', 'AT-X', 'Sammy', 'Crunchyroll', 'Kadokawa Media House', 'NTT Plala', 'Kadokawa']","None found,",['Millepensee'],['Light novel'],"['Action', 'Adventure', 'Comedy', 'Fantasy']","['Isekai', 'Reincarnation']",,23 min. per ep.,PG-13 - Teens 13 or older,7.45,#2143,#502,"473,648","4,600",250524,"The day is as normal as it can be in high school as the students peacefully go about their everyday activities until an unprecedented catastrophe strikes the school, killing every person in its wake. Guided by what seems to be a miracle, a handful of students are fortunate enough to be reincarnated into another world as nobles, princes, and other kinds of people with prestigious backgrounds. One girl, however, is not so lucky. Being reborn as a spider of the weakest kind, she immediately experiences the hardships of her dire situation. Even so, she must press on to survive the numerous threats that endanger her life. Discovering that her new world has a system like that of an RPG, she tries her best to hunt prey and defeat monsters to level up and evolve. As she gradually grows stronger, she hopes one day her efforts will be rewarded, and that she will be granted a better life. [Written by MAL Rewrite]","['Adaptation (Manga) Kumo desu ga, Nani ka?', 'Adaptation (Light Novel) Kumo desu ga, Nani ka?']","Kumo desu ga, Nani ka?",,"So I'm a Spider, So What?","So I'm a Spider, So What?","So I'm a Spider, So What?",,,
73,七つの大罪 憤怒の審判,The Seven Deadly Sins: Dragon's Judgement,['TV'],24,Finished Airing,"Jan 13, 2021 to Jun 23, 2021",['Winter 2021'],Wednesdays at 17:55 (JST),['TV Tokyo'],"None found,",['Studio Deen'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,6.57,#6662,#532,"451,653","1,582",215995,"After the Kingdom of Liones faces a new threat, the Seven Deadly Sins split up in order to defeat an enemy force spanning Britannia. With their members divided, they face 3 powerful foes, attempt to rescue the lost part of a dear friend, and begin their rescue of Elizabeth. However, all is not quite as it seems. Along the way, the truth of what brought the end of the Holy War 3000 years ago is uncovered, causing old friends to come face to face against each other. Nanatsu no Taizai: Funnu no Shinpan continues the adventure of the Seven Deadly Sins and their friends, and sees a great power released.","['Prequel (TV) Nanatsu no Taizai: Kamigami no Gekirin', 'Sequel (TV) Nanatsu no Taizai: Mokushiroku no Yonkishi', 'Adaptation (Manga) Nanatsu no Taizai', '']",Nanatsu no Taizai: Funnu no Shinpan,Nanatsu no Taizai: Fundo no Shinpan,,,,,,
74,名探偵コナン,Case Closed,['TV'],Unknown,Currently Airing,"Jan 8, 1996 to ?",['Winter 1996'],Saturdays at 18:00 (JST),"['Yomiuri Telecasting', 'Shogakukan', 'Audio Planning U', 'Tokyo Movie', 'Polydor Records']","['Funimation', 'Crunchyroll']",['TMS Entertainment'],['Manga'],"['Adventure', 'Comedy', 'Mystery']",,['Shounen'],24 min.,PG-13 - Teens 13 or older,8.17,#434,#703,"360,522","15,321",164219,"Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child. Perfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa. Shinichi, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday. [Written by MAL Rewrite]","['Adaptation (Manga) Meitantei Conan', '']",Meitantei Conan,Detective Conan,Case Closed,,,,['Detective'],
75,キングダム 第3シリーズ,Kingdom: Season 3,['TV'],26,Finished Airing,"Apr 6, 2020 to Oct 17, 2021",['Spring 2020'],Mondays at 00:10 (JST),['Shueisha'],['Funimation'],"['Pierrot', 'Studio Signpost']",['Manga'],,"['Historical', 'Military']",['Seinen'],25 min. per ep.,R - 17+ (violence & profanity),8.83,#30,#2033,"114,089","2,351",45819,"Following the successful Sanyou campaign, the Qin army, including 1,000-Man Commander Xin, inches ever closer to fulfilling King Ying Zheng's dream of unifying China. With a major geographical foothold in the state of Wei now under its control, Qin sets its sights eastward toward the remaining warring states. Meanwhile Li Mu—an unparalleled strategist and the newly appointed prime minister of the state of Zhao—has taken advantage of Zhao's temporary truce with Qin to negotiate with the other states without interruption. Seemingly without warning, Ying Zheng receives news that armies from the states of Chu, Zhao, Wei, Han, Yan, and Qi have crossed into Qin territory. Realizing too late the purpose behind Li Mu's truce with Qin, Zheng quickly gathers his advisors to devise a plan to address the six-state coalition army on their doorstep. For the first time in history, the state of Qin faces complete destruction and must use every resource and strategy at their disposal to prevent themselves from being wiped off the map. [Written by MAL Rewrite]","['Prequel (TV) Kingdom 2nd Season', 'Sequel (TV) Kingdom 4th Season', 'Adaptation (Manga) Kingdom', '']",Kingdom 3rd Season,,,,,['Action'],,
76,ポケットモンスター(2019),Pokémon Journeys: The Series,['TV'],136,Finished Airing,"Nov 17, 2019 to Dec 16, 2022",['Fall 2019'],Fridays at 18:55 (JST),"['TV Tokyo', 'Shogakukan-Shueisha Productions', 'MediaNet']",['The Pokemon Company International'],['OLM'],Game,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,['Kids'],23 min. per ep.,PG - Children,7.55,#1784,#2285,"95,677",655,40333,"On a new day in the Kanto region, Satoshi gets invited by Professor Yukinari Ookido over to Professor Sakuragi's lab-opening ceremony in Vermillion City. During the ceremonial speech, Professor Sakuragi receives an alert of a possibly rare Pokémon appearing in Vermillion City's harbor, leading Satoshi and the other trainers to rush to the area in hopes of finding the mysterious Pokémon. At the harbor, they find Lugia—a Legendary Pokémon—engaged in combat with other trainers. Noticing the other trainers' tactics, Satoshi has his partner, Pikachu, strike Lugia with a Thunderbolt attack. Unfazed, Lugia flees, but not before Satoshi determinedly leaps onto its back. To Satoshi's surprise, he meets another boy, Gou, who leapt onto Lugia's back as well. The two ride on Lugia's back as it brings them along on a bizarre adventure across the seas. As it lets the two back on the ground, Satoshi and Gou bid their farewells to Lugia and return to Sakuragi Institute. Impressed by Gou's findings and Satoshi's insight taken during their encounter, Sakuragi requests for the duo to be his new research partners. And so the duo's journey begins, traveling across multiple regions to meet many new Pokémon—including ones that have the ability to Gigantamax! [Written by MAL Rewrite]","['Prequel (TV) Pokemon Sun & Moon', 'Sequel (TV) Pokemon: Mezase Pokemon Master', 'Adaptation (Manga) Pocket Monsters: Satoshi to Gou no Monogatari!', '']",Pokemon (2019),"Pocket Monsters, Pokemon 2019, Pokémon",,Pokémon Viajes Serie,,,,
77,クレヨンしんちゃん,Shin Chan,['TV'],Unknown,Currently Airing,"Apr 13, 1992 to ?",['Spring 1992'],Fridays at 19:30 (JST),['TV Asahi'],['Funimation'],['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",,['Seinen'],21 min.,G - All Ages,7.80,#1028,#2399,"87,961","1,328",42152,"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon. Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with. [Written by MAL Rewrite]","['Adaptation (Manga) Crayon Shin-chan', '']",Crayon Shin-chan,,Shin Chan,Shin Chan,,,['School'],
