,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Theme,German,Spanish,French,Genre,Demographics
246,Long Zai Nali?,龙在哪里?,Where's the Dragon?,['Movie'],1,Finished Airing,"Oct 23, 2015",,,"None found,","None found,","None found,",Original,"['Adventure', 'Comedy']",,,1 hr. 37 min.,PG - Children,[],#19862,#19999,285,0,,"The Zodiac Dragon is missing, and the World plunges into chaos. Jen, a righteous ten year-old girl, must join forces with the legendary Zodiac Animals to find Dragon, restore order to the world, and save humanity. When the Jade Emperor hears of Dragon’s five hundred year disappearance, impetuously he declares he is hosting a race, opened to creatures of all kinds, to replace the existing Zodiac. Harmony on Earth is severely threatened. But wait, behind the entire calamity is a demonic Roach King conspiring a coup d’état of the entire Zodiac. Cockroaches! Millions and millions of cockroaches, ready to rule the World! On the day Jen inadvertently finds a Dragon scale, she encounters three talking animals -- a Pig, a Sheep, and a Horse - three of the twelve Zodiacs. Apparently, the scale is the only clue to Dragon’s whereabouts. And to battle Roach King, Jen and the three have to find and unite the rest of the original Zodiac -- Rat, Cow, Tiger, Rabbit, Snake, Monkey, Rooster, and Dog. Together, they embark on a journey that though dangerous, turns out to be rewardingly heartwarming. (Source: Animation World Network)",[],Long Zai Na Li?,,,,,,
247,Hello Jeon Woo-chi! The Battle of the Magic Robots,"안녕, 전우치! 도술로봇대결전",,['Movie'],1,Finished Airing,"Oct 8, 2015",,,"None found,","None found,","None found,",Original,,,['Kids'],1 hr. 28 min.,PG - Children,[],#16590,#20355,264,0,,"Jeon Woo-chi travels over 500 years into the year 2015 on the elevator after defeating a king who bullies his people. He meets Suk and San-cho, two kids who are masters at martial arts and they become friends. In the meantime, Jeon Woo-chi's friend and rival Woo Dang-tang and the king join forces to take revenge on Jeon Woo-chi. They even make a martial arts robot. Meanwhile, Woo-chi and his friends get trapped in a time room according to Woo Dang-tang's plan and they face danger. Their time is taken away and Jeon Woo-chi becomes a kid, losing all of his powers. The king takes this time to use the robot to bully the people. (Source: Hancinema)",[],"Annyeong, Jeonwoochi! Dosoolrobotdaegyeoljeon",['Martial Arts'],,,,['Sci-Fi'],
248,,缺乏名字的場所,Wander in the Dark,['Movie'],1,Finished Airing,"Oct 15, 2015",,,"None found,","None found,","None found,",Original,"['Award Winning', 'Slice of Life', 'Supernatural']",,,5 min.,G - All Ages,[],#21299,#20631,250,0,,"It's a story about a life trying to find its name and identity. Through the journey of stray animals, we see the dark side of the city. It traps a lot of creatures, not only animals but also some of us. (Source: IMDB)",[],Quefa Mingzi de Changsuo,,,,,,
249,The Tale From The Orient,天眼传奇,A Tale From The Orient,['Movie'],1,Finished Airing,"Oct 1, 2015",,,"None found,","None found,","None found,",Unknown,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 24 min.,G - All Ages,[],#14854,#22669,145,0,,"A young boy with boundless curiosity embarks on a journey paved with magical gods and monsters, unlocking a world of fantasy. (Source: Letterboxd)",[],Tian Yan Chuanqi,,,,,,
250,,藏羚王之雪域精灵,The King of Tibetan Antelope,['Movie'],1,Finished Airing,"Nov 20, 2015",,,"None found,","None found,","None found,",Unknown,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 19 min.,PG - Children,[],#16216,#23859,114,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Zang Ling Wangzhixue Yu Jingling,,,,,,
251,,뽀로로 극장판 컴퓨터 왕국 대모험,Pororo: Cyberspace Adventure,['Movie'],1,Finished Airing,"Dec 10, 2015",,,"None found,","None found,",['Ocon Studio'],Original,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 30 min.,PG - Children,[],#21121,#24130,109,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Pororo Movie: Keompyuteo Wang-gug Daemoheom,,,,,,
252,The Firefox of Bunnington Burrows,兔子镇的火狐狸,Agent F.O.X.,['Movie'],1,Finished Airing,"Oct 30, 2015",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 29 min.,PG - Children,[],#15090,#24305,105,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Tuzi Zhen De Huo Huli,['Anthropomorphic'],,,,,
253,"Mo Ri Gen, Morigen",莫日根,Morengen Bear vs Man,['Movie'],1,Finished Airing,"Oct 17, 2015",,,"None found,","None found,","None found,",Original,,,['Kids'],1 hr. 33 min.,G - All Ages,[],#20410,#24498,102,0,,"The evil breath from hell invades the creatures of the wild world. Before everything is destroyed, a holy hunter fires angry bullets at the evil forces. This overwhelming evil forces erode in the wild world of the biological body and gradually bred into the invincible devil ah ah ah, when the devil met resistance but become stronger. The human race has encountered the destructive power of the devil, which is concentrated in the bear of the barbarian empire, and the vengeful fire within the bear is able to erupt before civilization collapses. At the last moment of his life, the brave moregan hunter fired his last arrow at the devil. (Source: IMDb)",[],Morengen,['Mythology'],,,,['Adventure'],
254,,极地大反攻,,['Movie'],1,Finished Airing,"Oct 1, 2015",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 34 min.,PG - Children,[],#18985,#24718,98,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Jidi Da Fangong,['Anthropomorphic'],,,,,
255,Gulu Mermaid,咕噜咕噜美人鱼,,['Movie'],1,Finished Airing,"Dec 12, 2015",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 28 min.,PG - Children,[],#18298,#25001,95,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (Movie) Gulu Gulu Meirenyu 2', '']",Gulu Gulu Meirenyu,,,,,,
256,,东北花泽类之起幺蛾子,,['Movie'],1,Finished Airing,"Dec 4, 2015",,,"None found,","None found,","None found,",Original,,,,1 hr.,PG-13 - Teens 13 or older,[],#17688,#25202,92,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Dongbei Hua Ze Lei: Qi Yao Ezi,,,,,['Comedy'],
257,The Winner,圣诞大赢家,,['Movie'],1,Finished Airing,"Dec 12, 2015",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 25 min.,PG - Children,[],#14115,#25304,90,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Shengdan Da Yingjia,['Anthropomorphic'],,,,,
258,,ワンパンマン,One Punch Man Specials,['Special'],6,Finished Airing,"Dec 24, 2015 to May 27, 2016",,,"None found,",['VIZ Media'],['Madhouse'],['Web manga'],"['Action', 'Comedy']","['Adult Cast', 'Parody', 'Super Power']",['Seinen'],12 min. per ep.,R - 17+ (violence & profanity),7.70,#1308,#771,"333,844",473,186423,Specials included in the Blu-ray and DVD releases of One Punch Man.,[],One Punch Man Specials,,,One Punch Man: Ovas,,,
259,"Steins Gate: Episode 23 (β), Open the Missing Link",シュタインズ・ゲート境界面上のミッシングリンク-Divide By Zero-,Steins;Gate: Open the Missing Link - Divide By Zero,['TV Special'],1,Finished Airing,"Dec 3, 2015",,,"['Frontier Works', 'Media Factory', 'Movic', 'AT-X', 'Kadokawa Pictures Japan', 'Nitroplus']",['Funimation'],['White Fox'],Visual novel,"['Sci-Fi', 'Suspense']",,,24 min.,PG-13 - Teens 13 or older,8.26,#323,#939,"274,249",456,153197,"Having reached his emotional breaking point, Rintarou Okabe refuses to continue aiding time traveler Suzuha Amane in her mission to prevent World War III, believing any further efforts to save Makise Kurisu will be in vain. Shortly after, Okabe abandons his mad scientist persona and becomes a seemingly regular university student. Okabe's close friend Mayuri Shiina perceives him to be recovering from his trauma and is visibly happy. However, something still seems to be bothering Okabe. Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero marks the beginning of a critical divergence—a timeline in which the burden of fate escalates beyond one's limits. [Written by MAL Rewrite]","['Sequel (TV) Steins;Gate 0', '']",Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,['Time Travel'],,,,,
260,,Fate/stay night [Unlimited Blade Works] 新作映像「sunny day」,Fate/stay night [Unlimited Blade Works] Season 2: Sunny Day,['Special'],1,Finished Airing,"Oct 7, 2015",,,"None found,",['Aniplex of America'],['ufotable'],Visual novel,"['Action', 'Fantasy']",,,9 min.,PG-13 - Teens 13 or older,7.47,#2061,#1962,"118,869",219,68053,"As the Fifth Holy Grail War reaches its conclusion, Saber repeats her final duty from the previous war in order to end the vicious cycle once and for all. With the decisive blow draining her remaining mana reserves, Saber's body begins to dissipate. She utters a tearful farewell—but Rin Toosaka reaches out to her at the last moment. The future has been changed, and a new beginning awaits. [Written by MAL Rewrite]",[],Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,['Urban Fantasy'],,,,,
261,Kuroko no Basket Episode 75.5,黒子のバスケ〜最高のプレゼントです〜,Kuroko’s Basketball: It is the Best Present,['Special'],1,Finished Airing,"Dec 24, 2015",,,"['Bandai Visual', 'Nihon Ad Systems']","None found,",['Production I.G'],['Manga'],,"['School', 'Team Sports']",['Shounen'],23 min.,PG-13 - Teens 13 or older,8.09,#542,#2055,"112,329",212,59153,"It is Tetsuya Kuroko's birthday. In celebration, Satsuki Momoi has invited the other members of the Generation of Miracles to play basketball together and rekindle the memories from their nostalgic middle school days. Meanwhile, Taiga Kagami and his fellow teammates of Seirin High are doing their best to prepare for Kuroko's birthday party. Sometimes, the best gift one can receive is not a material one but, rather, the feeling of having fun with everyone! [Written by MAL Rewrite]",[],Kuroko no Basket: Saikou no Present desu,,,Kuroko no Basket: Temporada 3. Episodio 26:El Mejor Regalo,,['Sports'],
262,,ハイスクールD×D BorN  石踏一榮完全監修！妄想爆揺解除オリジナルビデオ,High School DxD BorN Specials,['Special'],6,Finished Airing,"Jul 24, 2015 to Jan 27, 2016",,,"['Genco', 'Lantis', 'Movic', 'AT-X', 'Memory-Tech', 'Showgate', 'Kadokawa']",['Funimation'],['TNK'],['Light novel'],"['Comedy', 'Ecchi']",,,3 min. per ep.,R+ - Mild Nudity,7.36,#2555,#2257,"97,781",166,51388,"Specials included with the Blu-ray/DVD volumes. ""Rias and Akeno's Womanly Battle!?"" - Rias and Akeno compete to see whose sexy roleplay has greater appeal for Issei. (3:18) ""The Church Trio's Underwear, Amen!"" - Irina, Xenovia, and Asia compare their ""battle underwear"". (3:11) ""Koneko's Healing Sage Arts, Meow"" - Koneko has a healing technique, but does Issei have the wrong idea? (3:44) ""Levia and So"" - Tsubaki can't decide between two magical girl costumes and convinces a reluctant Sona to try one one. (3:29) ""Steamy Grayfia"" - Grayfia isn't quite herself when she and Issei accidentally encounter each other in the bath. (3:24) ""Rossweisse's True Teaching Story"" - When Rossweisse helps Issei study for a test, it proves difficult to avoid inappropriately distracting him. (3:07)",[],High School DxD BorN: Ishibumi Ichiei Kanzen Kanshuu! Mousou Bakuyou Kaijo Original Video,,,,,,
263,"Owari no Seraph 12.5, Owari no Seraph: Nagoya Kessen-hen 00",終わりのセラフ特別編 The Beginning of the End,Seraph of the End: The Beginning of the End,['Special'],1,Finished Airing,"Oct 3, 2015",,,"None found,","None found,",['Wit Studio'],['Manga'],"['Action', 'Drama', 'Fantasy']",,['Shounen'],24 min.,R - 17+ (violence & profanity),7.26,#3053,#2770,"69,794",145,28055,Recap of 1st Season Aired Before Nagoya Kessen-hen.,"['Sequel (TV) Owari no Seraph: Nagoya Kessen-hen', '']",Owari no Seraph: The Beginning of the End,['Vampire'],,,,,
264,,響け！ユーフォニアム 番外編 かけだすモナカ,"Sound! Euphonium Episode 14 – Ready, Set, Monaka",['Special'],1,Finished Airing,"Dec 16, 2015",,,"['Lantis', 'Pony Canyon', 'Rakuonsha']","['Ponycan USA', 'Crunchyroll']",['Kyoto Animation'],Novel,,"['Music', 'Performing Arts', 'School']",,23 min.,PG-13 - Teens 13 or older,7.49,#2002,#2959,"62,220",29,36182,"After the Kitauji High School concert band's auditions for club member participation in the Kyoto Prefectural Concert Band competition, 10 members fail to pass the strict evaluation. Despite being unable to play with the rest of the wind ensemble, the group—who decide to name themselves Team Monaka—is determined to support their peers in any way possible until the day of the competition. From carrying supplies to creating monaka-shaped good-luck charms, Team Monaka's efforts prove to be pivotal for the unforgettable, bittersweet summer in the concert band's journey toward nationals. [Written by MAL Rewrite]",[],Hibike! Euphonium: Kakedasu Monaka,,,,,['Drama'],
265,"Owari no Seraph Omake Anime, Owari no Seraph: Owaranai Seraph",終わらないセラフ名古屋編,Seraph of the Endless: Battle in Nagoya,['Special'],4,Finished Airing,"Dec 25, 2015 to Mar 30, 2016",,,"None found,",['Funimation'],['Wit Studio'],['Manga'],"['Comedy', 'Fantasy']",,['Shounen'],4 min. per ep.,PG-13 - Teens 13 or older,7.34,#2648,#3044,"58,804",84,22739,Specials included in the Blu-ray and DVD releases.,[],Owaranai Seraph: Nagoya-hen,['Parody'],,,,,
266,One Piece Special,ワンピース～アドベンチャー オブ ネブランディア～,One Piece: Adventure of Nebulandia,['TV Special'],1,Finished Airing,"Dec 19, 2015",,,['Fuji TV'],['Funimation'],['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,['Shounen'],1 hr. 46 min.,PG-13 - Teens 13 or older,7.23,#3211,#3375,"48,212",19,24727,"This special will have the Straw Hats fight Foxy again in the New World on Nebulandia, an island that nullifies Devil Fruit powers.",[],One Piece: Adventure of Nebulandia,,One Piece: Abenteuer auf Nebulandia,,,,
267,,Fate/kaleid liner プリズマ☆イリヤ ツヴァイ ヘルツ！ショートアニメ,Fate/Kaleid Liner Prisma Illya 2Wei Herz! Shorts,['Special'],5,Finished Airing,"Sep 25, 2015 to Jan 29, 2016",,,"['Lantis', 'DAX Production']",['Sentai Filmworks'],['SILVER LINK.'],['Manga'],"['Comedy', 'Ecchi']",,,6 min. per ep.,PG-13 - Teens 13 or older,6.87,#4976,#3818,"38,743",20,17313,Specials bundled with limited edition Blu-ray/DVD volumes of the Fate/kaleid liner Prisma Illya 2wei Herz!.,[],Fate/kaleid liner Prisma☆Illya 2wei Herz! Specials,['Mahou Shoujo'],,,,,
