,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Theme,Demographic,Demographics
66,"Doki Doki! Precure, Doki Doki! Pretty Cure",ドキドキ! プリキュア,Glitter Force Doki Doki,Glitter Force Doki Doki,,,['TV'],49,Finished Airing,"Feb 3, 2013 to Jan 26, 2014",['Winter 2013'],Unknown,['Asahi Broadcasting'],['Saban Entertainment'],['Toei Animation'],Original,,,24 min. per ep.,G - All Ages,6.70,#5913,#4334,"29,532",161,13904,"Middle schooler Mana Aida is known for her vivid passion and kind-hearted disposition, especially by her friends Rikka Hishikawa and Alice Yotsuba. While the girls are on a school field trip, otherworldly villains from the ""Trump Kingdom"" appear and create giant monsters from the civilians' selfish desires to cause havoc. In the midst of finding a way to stop the destruction, Mana encounters ""Cure Sword,"" a mysterious Precure warrior. As Cure Sword engages in combat with the monsters, Mana meets Cure Sword's fairy allies, who tell her that she also has the ability to transform into a warrior herself. When Trump Kingdom's invaders begin to outnumber Cure Sword, Mana takes to the battleground with resolve. She partners with Sharuru, one of the fairies, and transforms into ""Cure Heart""—the Precure of Love. In her attempts to ally with Cure Sword, Mana ends up pulling Rikka and Alice into the fray, whom each partner with a fairy ally to transform into ""Cure Diamond"" and ""Cure Rosetta,"" respectively. Together, they battle against the Trump Kingdom invaders to protect the love in the world from being destroyed. [Written by MAL Rewrite]","['Adaptation (Manga) Dokidoki! Precure', '']",Dokidoki! Precure,['Action'],['Mahou Shoujo'],,
67,"Cardfight!! Vanguard Third Season, Cardfight!! Vanguard 3rd Season",カードファイト!! ヴァンガード リンクジョーカー編,Cardfight!! Vanguard Link Joker,,Cardfight!! Vanguard Temporada 3: Link Joker,Cardfight!! Vanguard Link Joker,['TV'],59,Finished Airing,"Jan 13, 2013 to Mar 2, 2014",['Winter 2013'],Sundays at 10:00 (JST),"['TV Tokyo', 'Dentsu', 'Sotsu', 'Bushiroad']","None found,",['TMS Entertainment'],Original,,,24 min. per ep.,PG-13 - Teens 13 or older,7.15,#3643,#4721,"24,498",86,12955,"Several months after the thrilling conclusion of the Asia Circuit Cardfight Vanguard tournament, Aichi Sendou's passion for the popular card game is stronger than ever. However, upon starting high school at the prestigious Miyaji Academy, a private institution that champions academics and sports, he feels disheartened when his classmates dismiss his favorite hobby as immature. Despite his schoolmates' cold reception—and the student council's unwavering opposition—Aichi finds the resolve to start a cardfight club, creating a safe haven for other cardfighters on campus while fulfilling the academy's extracurricular requirement. Recruiting friends new and old, Aichi and his fellow club members face a series of challenges while striving to have their club recognized by the school. [Written by MAL Rewrite]","['Prequel (TV) Cardfight!! Vanguard: Asia Circuit-hen', 'Sequel (TV) Cardfight!! Vanguard: Legion Mate-hen', 'Adaptation (Manga) Cardfight!! Vanguard', '']",Cardfight!! Vanguard: Link Joker-hen,['Action'],['Strategy Game'],,
68,Chibi☆Devil! Chibi Devi!,ちび☆デビ！,,,,,['TV'],75,Finished Airing,"Oct 10, 2011 to Feb 17, 2014",['Fall 2011'],Mondays at 18:20 (JST),"['Shogakukan-Shueisha Productions', 'Half H.P Studio']","None found,",['SynergySP'],['Manga'],"['Slice of Life', 'Supernatural']","['Childcare', 'Mythology']",5 min. per ep.,PG - Children,6.91,#4793,#4914,"22,214",80,7691,"Sawada Honoka is a 14-year-old girl who is very timid. She easily gets bullied by other classmates. Honoka is a non-believer in God, Angels, and Devils. Though one day, a devil baby was dropped into her room while she was sleeping. What will Honoka believe in now? (Source: PocketScans)","['Adaptation (Manga) Chibi☆Devi!', '']",Chibi☆Devi!,,,['Shoujo'],
69,,ドラえもん (2005),,,,,['TV'],Unknown,Currently Airing,"Apr 22, 2005 to ?",['Spring 2005'],Fridays at 19:00 (JST),['TV Asahi'],"None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Sci-Fi']",,25 min.,PG - Children,7.72,#1248,#5000,"21,408",239,9584,"Doraemon (2005) is the most recent anime series based on Fujiko Fujio's manga of the same name. It is the 2005 version of 1979 series, with certain changes in the animation and other things. Doraemon is a cat-like robot who appears in the present to steer Nobita/Noby, who is a dumb, naive and clumsy boy on the right path in order to secure his future. Nobita's love interest is Shizuka Minamoto/Sue, his frenemies are Takeshi Goda/Big G and Suneo/Sneech. (Source: Wikipedia)","['Prequel (TV) Doraemon (1979)', 'Adaptation (Manga) Doraemon']",Doraemon (2005),,['Anthropomorphic'],,"['Kids', 'Shounen']"
70,,プリティーリズム・レインボーライブ,,,,,['TV'],51,Finished Airing,"Apr 6, 2013 to Mar 29, 2014",['Spring 2013'],Saturdays at 10:00 (JST),['TV Tokyo'],"None found,","['Tatsunoko Production', 'Dongwoo A&E']",Game,,"['Idols (Female)', 'Music']",21 min. per ep.,PG - Children,7.57,#1670,#5846,"14,302",203,5735,"Naru Ayase is an 8th grader who can see the colors of music when she listens to it. For Naru, who is extremely good at decorating, becoming the owner of a shop like Dear Crown was her dream. One day, she finds out that the manager of a newly-opened shop is recruiting middle school girls who can do Prism Dance, and immediately applies. Naru begins to Prism Dance at the audition, and an aura she's never experienced spreads out in front of her. At that moment, a mysterious girl named Rinne asks her if she can see ""rainbow music."" (Source: ANN)",[],Pretty Rhythm: Rainbow Live,['Sports'],,,
71,Hometown Rebuilding: Folktales from Japan,ふるさと再生 日本の昔ばなし,Folktales from Japan,Folktales from Japan,Historias Tradicionales Japonesas para la Reconstrucción de los Pueblos,Folktales from Japan,['TV'],258,Finished Airing,"Apr 1, 2012 to Mar 26, 2017",['Spring 2012'],Sundays at 09:00 (JST),"['TV Tokyo', 'Sony Music Entertainment', 'Peter Pan Creation']","None found,",['Tomason'],Other,,,24 min. per ep.,G - All Ages,6.93,#4665,#6444,"11,153",26,2789,"Like in any culture, Japanese kids grow up listening to the stories repeatedly told by their parents and grandparents. The boy born from a peach; the princess from the moon who is discovered inside a bamboo; the old man who can make a dead cherry tree blossom, etc. These short stories that teach kids to see both the dark and bright sides of life have passed traditional moral values from generation to generation. Each half-hour episode of Folktales from Japan consists of three self-contained stories, well-known and unknown, with a special focus on heartwarming stories that originate from Tohoku, the northern region heavily touched by the earthquake of 2011. May this program help cheer up earthquake victims and cast a light of hope for them? (Source: Crunchyroll)","['Sequel (TV) Furusato Meguri: Nippon no Mukashibanashi', '']",Furusato Saisei: Nippon no Mukashibanashi,['Supernatural'],['Historical'],['Kids'],
72,Kuromajyo-san ga Toru!!,黒魔女さんが通る!!,Here Comes the Black Witch!!,,,,['TV'],60,Finished Airing,"Apr 4, 2012 to Feb 19, 2014",['Spring 2012'],Unknown,['NHK'],"None found,",['Shin-Ei Animation'],Novel,"['Comedy', 'Slice of Life']",,7 min. per ep.,PG - Children,6.55,#6744,#6667,"10,303",9,2979,"Kurotori Chiyoko, a 5th-grader in elementary school, loves the occult. One day, a friend requests her to do a love fortune-telling. Chiyoko tries to summon Cupid, but thanks to a stuffy nose, accidentally summons a witch named Gyubid instead! From that day on, Chiyoko starts learning witchcraft from Gyubid, the self-proclaimed hottest instructor of the magic world. The training regimen is tough, and punishment for slacking is harsh. Fortunately, Chiyoko is able to keep her extra-curricular studies secret, aided by the fact that no one else can see Gyubid. (Source: AnimeNfo.com)","['Adaptation (Light Novel) Kuromajo-san ga Tooru!!', '']",Kuromajo-san ga Tooru!!,,['School'],,
73,"Beast Rotation Battle Monsuno, Monsuno: Combat Chaos.",獣旋バトル モンスーノ,Monsuno: World Master,,Monsuno,,['TV'],52,Finished Airing,"Oct 3, 2012 to Sep 25, 2013",['Fall 2012'],Wednesdays at 18:00 (JST),"['TV Tokyo', 'Dentsu', 'Dentsu Tec']",['Dentsu Entertainment USA'],['Larx Entertainment'],Original,"['Action', 'Adventure']",,22 min. per ep.,PG - Children,6.47,#7275,#6743,"10,085",47,4149,"Chase Suno and his friends, Jinja and Bren, are on a search for Chase's father, Jeredy Suno. However, they soon become involved in something else upon reaching their father's lab and becoming involved with an organism known as Monsuno. Chase, choosing to side with his father's work, denies S.T.O.R.M. access to the Monsuno and escapes. They are now on the run from the military organization, S.T.O.R.M., while still looking for Chase's father. However, a mysterious organization also has his eyes set on Chase and the group's Monsuno. (Source: Animeultima)",[],Juusen Battle Monsuno,,,,
74,,サザエさん,Mrs. Sazae,,,,['TV'],Unknown,Currently Airing,"Oct 5, 1969 to ?",['Fall 1969'],Sundays at 18:30 (JST),['Fuji TV'],"None found,",['Eiken'],['4-koma manga'],"['Comedy', 'Slice of Life']",,24 min.,G - All Ages,6.14,#9124,#7131,"8,794",39,1933,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. (Source: AniDB)","['Adaptation (Manga) Sazae-san', '']",Sazae-san,,,,
75,"Ninja Boy Rantaro, Rakudaii Nintama Rantarou",忍たま乱太郎,,,El Ninja Boy Rantaró,,['TV'],Unknown,Currently Airing,"Apr 10, 1993 to ?",['Spring 1993'],Not scheduled once per week,"['NHK', 'Sogo Vision', 'NHK Enterprises']","None found,","['Ajia-do', 'Gakken']",['Manga'],,,10 min.,G - All Ages,7.08,#4013,#7391,"8,011",77,2550,"Taking place in the Sengoku Period, Rantarou, Kirimaru and Shinbei are young students at Ninjutsu Academy, a school that teaches all kinds of youth how to become ninjas. Known as ""Nintamas"" (a contraction of ninja + tama [egg]), the main trio, and many other students at the school, must learn all sorts of unique skills to achieve their goal. Unfortunately, things aren't that simple, since our protagonists constantly find themselves failing their classes. With strict ninja teachers such as Doi-sensei and Yamada-sensei, the mischievous girls from the Kunoichi class, an entire crew of pirates and dozens more interesting characters, anything can happen in the crazy world of Nintama. The episodes are 7 minutes and thirty seconds long each, and each season (which there's currently 29 of) usually has a range of 60-90 episodes.","['Adaptation (Manga) Rakudai Ninja Rantarou', '']",Nintama Rantarou,['Comedy'],,['Kids'],
76,Maruko-chan,ちびまる子ちゃん,Little Miss Maruko,,Chibi Maruko-chan,,['TV'],Unknown,Currently Airing,"Jan 8, 1995 to ?",['Winter 1995'],Sundays at 18:00 (JST),"['Ajia-do', 'Fuji TV', 'Sakura Production']","None found,",['Nippon Animation'],['Manga'],,,23 min.,G - All Ages,7.34,#2626,#7921,"6,761",62,2180,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life. (Source: ANN)","['Prequel (TV) Chibi Maruko-chan', 'Adaptation (Manga) Chibi Maruko-chan']",Chibi Maruko-chan (1995),['Comedy'],['School'],['Shoujo'],
77,"Chou Soku Henkei Gyrozetter, Hyper Speed Transforming Gyrozetter",超速変形ジャイロゼッター,,,,,['TV'],51,Finished Airing,"Oct 2, 2012 to Sep 24, 2013",['Fall 2012'],Tuesdays at 18:00 (JST),"['TV Tokyo', 'Shochiku']","None found,",['A-1 Pictures'],Game,,"['Mecha', 'Racing']",25 min. per ep.,G - All Ages,6.43,#7537,#8220,"6,135",15,2014,"In 21st century Japan, cars with artificial intelligence for increased safety, known as ""A.I. cars,"" have revolutionized the car industry. Special schools teaching children driving A.I. cars have been established. One day, Kakeru Todoroki, a fifth grader of Arcadia Academy, was summoned by the school principal and given an A.I. car ""to save the humanity by chosen drivers like you."" The car, however, is not just a car but also a transforming robot known as ""Gyrozetter."" (Source: ANN)","['Adaptation (Manga) Chousoku Henkei Gyrozetter', '']",Chousoku Henkei Gyrozetter,['Action'],,,
78,Danbooru Senki Wars,ダンボール戦機ウォーズ,,,,,['TV'],37,Finished Airing,"Apr 3, 2013 to Dec 25, 2013",['Spring 2013'],Unknown,"None found,","None found,",['OLM'],Game,,,23 min. per ep.,G - All Ages,7.02,#4286,#8563,"5,623",36,2456,"Year 2055, four years after the events in Danball Senki W. LBXs have become the world’s largest hobby, big enough for pro leagues to be established, and people to make their entire living off being an LBX player. 14-year-old Arata is a new transfer student at Kamui Daimon Integrated Academy on Kamui Island, near Japan. Known to be the most prestigious institution in the world for raising LBX players and mechanics, entrance to the academy requires an extremely competitive hurdle of being the champion of at least three official tournaments. Along with other members of his platoon, they face rivals and delve into the secrets lurking within the academy. (Source: ANN)","['Prequel (TV) Danball Senki W', 'Adaptation (Manga) Danball Senki Wars']",Danball Senki Wars,['Action'],['Mecha'],['Kids'],
79,"Soreike! Anpanman, Go! Anpanman, Anpanman TV",それいけ！アンパンマン,,,,,['TV'],Unknown,Currently Airing,"Oct 3, 1988 to ?",['Fall 1988'],Fridays at 16:20 (JST),"['Sotsu', 'Nippon Television Network']","None found,",['TMS Entertainment'],Picture book,"['Comedy', 'Fantasy']",,24 min.,PG - Children,6.58,#6586,#9186,"4,607",31,1738,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. (Source: ANN)",[],Sore Ike! Anpanman,,,['Kids'],
