,Japanese,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,English,Theme,Genre,German,Spanish,French,Demographics
128,武动乾坤 第三季,['ONA'],12,Finished Airing,"May 1, 2022 to Jul 10, 2022",,,"['Tencent Penguin Pictures', 'China Literature Limited']","None found,",['DC Impression Vision'],Novel,"['Action', 'Adventure', 'Fantasy']","['Historical', 'Martial Arts']",,25 min. per ep.,PG-13 - Teens 13 or older,7.87,#887,#9167,"4,620",75,1763,Lin Dong continues his journey to find the ancient relic and make himself stronger so that his family can enter the main one. He also becomes stronger so that Ling Qingzhu approves him and they can get together.,"['Prequel (ONA) Wu Dong Qian Kun 2nd Season', 'Sequel (ONA) Wu Dong Qian Kun 4th Season', 'Adaptation (Manhua) Wu Dong Qian Kun', 'Adaptation (Novel) Wu Dong Qian Kun']",Wu Dong Qian Kun 3rd Season,,Martial Universe 3rd Season,,,,,,
129,阿波連さんははかれない ミニ,['ONA'],18,Finished Airing,"Mar 12, 2022 to Jun 19, 2022",,,['Felix Film'],"None found,",['AQUA ARIS'],['Manga'],,,['Shounen'],1 min. per ep.,PG-13 - Teens 13 or older,6.06,#9598,#9381,"4,300",8,1083,Mini anime for Aharen-san wa Hakarenai released on the official Twitter.,[],Aharen-san wa Hakarenai Mini,,,['School'],['Comedy'],,,,
130,カッコウのいいかげん,['ONA'],22,Finished Airing,"Apr 28, 2022 to Sep 30, 2022",,,"None found,",['Crunchyroll'],['AQUA ARIS'],['Manga'],,,,2 min. per ep.,PG-13 - Teens 13 or older,5.80,#10923,#10851,"2,725",3,873,Kakkou no Iinazuke mini anime released on the KADOKAWA Anime YouTube channel.,[],Kakkou no Iikagen,Kakkou no Iinazuke Mini Anime,,['Isekai'],['Comedy'],,,,
131,勇者、辞めます ぷち広間,['ONA'],6,Finished Airing,"May 23, 2022 to Aug 23, 2022",,,"None found,","None found,",['AQUA ARIS'],['Light novel'],"['Comedy', 'Fantasy']",,,20 sec. per ep.,PG-13 - Teens 13 or older,5.82,#10874,#11756,"2,087",2,674,"Mini anime for Yuusha, Yamemasu released on YouTube.",[],"Yuusha, Yamemasu Puchi Hiroma","Yuusha, Yamemasu Mini Anime, I'm Quitting Heroing Mini Anime",,,,,,,
132,君有云,['ONA'],24,Finished Airing,"Apr 21, 2022 to Sep 22, 2022",,,['bilibili'],"None found,",['Passion Paint Animation'],Novel,"['Action', 'Adventure', 'Fantasy']","['Historical', 'Martial Arts']",,19 min. per ep.,PG-13 - Teens 13 or older,7.14,#3691,#12032,"1,914",19,516,"Four teenagers who left the school and entered the arena for the first time, went through all kinds of difficulties and dangers in order to find the truth, unravel the mystery of their life experience, and become a gentleman. They value the way of a gentleman and demonstrate the chivalrous spirit of ""using their own strength to make the world fair"". A strange book, a grudge, a belief, a legend. (Source: bilibili)","['Sequel (ONA) Jun You Yun 2nd Season', '']",Jun You Yun,Word of Honor,,,,,,,
133,小魔头暴露啦 2,['ONA'],13,Finished Airing,"Apr 9, 2022 to Jul 2, 2022",,,"None found,","None found,",['Wawayu Animation'],['Web manga'],"['Comedy', 'Fantasy']",,,7 min. per ep.,PG-13 - Teens 13 or older,6.82,#5243,#12115,"1,875",2,655,Second season of Xiao Mo Tou Baolu La!.,"['Prequel (ONA) Xiao Mo Tou Baolu La!', '']",Xiao Mo Tou Baolu La! 2,,Busted! Darklord 2,,,,,,
134,谎颜,['ONA'],16,Finished Airing,"Apr 28, 2022 to Jul 21, 2022",,,"['bilibili', 'Painted Blade Studio']","None found,","None found,",['Web manga'],"['Romance', 'Suspense']",,,13 min. per ep.,PG-13 - Teens 13 or older,6.63,#6313,#12290,"1,752",31,451,"Han Yuxi, a young woman who is insecure about her appearance, has tolerated criticism and abuse all her life. Devastated upon learning that her boyfriend has been cheating on her, she decides to take action and goes to a hospital to receive plastic surgery. There, she meets with plastic surgeon Ling Huantao, who wants to recreate the face of his vegetative wife who he is obsessed with. Huantao offers Yuxi the hope of living a better life, but a new face may not provide her with the happiness that she desperately desires. [Written by MAL Rewrite]","['Adaptation (Manhwa) Shell', '']",Huang Yan,,Face on Lie,,,,,,
135,九天玄帝诀 第二季,['ONA'],52,Finished Airing,"May 2, 2022 to Oct 28, 2022",,,['Youku'],"None found,",['Ruo Hong Culture'],Original,"['Action', 'Adventure', 'Fantasy']","['Martial Arts', 'Mythology']",,10 min. per ep.,PG-13 - Teens 13 or older,6.45,#7394,#12450,"1,670",6,457,The second season of Jiu Tian Xuan Di Jue.,"['Prequel (ONA) Jiu Tian Xuan Di Jue', 'Sequel (ONA) Jiu Tian Xuan Di Jue 3rd Season']",Jiu Tian Xuan Di Jue 2nd Season,,The Success Of Empyrean Xuan Emperor 2nd Season,,,,,,
136,剑道第一仙,['ONA'],20,Finished Airing,"Jun 20, 2022 to Aug 16, 2022",,,['Tencent Penguin Pictures'],"None found,","['Xing Yi Kai Chen', 'Kuai Ying Hu Yu']",Novel,"['Action', 'Fantasy']",,,8 min. per ep.,PG-13 - Teens 13 or older,6.66,#6129,#12876,"1,455",3,454,"In his previous life, the protagonist Su Yi was the respected XuanJun Sword Master in Dahuang. In order to pursue supreme swordsmanship, he chose to reincarnate and retrain. After reincarnation, Su Yi's new identity is the servant of the Su family in zhou Yujing's kingdom. But, he bravely ran away from home at the age of fourteen and went to Qinghe Sword House to practice. Never thought that three years later, when Su Yi would become the core disciple of Qinghe Sword House, he suddenly lost his cultivation level overnight and became a paralyzed person, thus becoming an abandoned disciple of Qinghe Sword House. Su Yi, who fell into a slump, was forced to accept the Su family's power arrangement and became the son-in-law of the Wen family, one of the three major clans in the remote town. His wife, Wen Lingzhao, is the most beautiful woman in Guangling City. She rejected this marriage in her heart, never admitted that Su Yi was her husband, and desperately wanted to dissolve the marriage. As for Su Yi, one year after he became a son-in-law, he evoked memories of his past life, and finally realized that in his past life, he was the famous Xuanjun Sword Master. in Dahuang Jiuzhou! Su Yi embarked on the road to rise. Like his wife Wen Lingzhao, he also wanted to dissolve the marriage. Moreover, in order to know the truth of his mother's death, he began to fight with the power of the Su family. When these grievances are resolved, Su Yi will return to Dahuang Jiuzhou to find the disciples who betrayed him one by one and end his grievances.‎ (Source: v.qq.com)","['Sequel (ONA) Jiandao Di Yi Xian 2nd Season', '']",Jiandao Di Yi Xian,Supreme Sword God,,,,,,,
137,機動戦士ガンダム00 Revealed Chronicle,['ONA'],3,Finished Airing,"Apr 4, 2022 to May 28, 2023",,,"['Sunrise', 'Sotsu']","None found,","None found,",Original,"['Action', 'Sci-Fi']","['Mecha', 'Military']",,6 min. per ep.,PG-13 - Teens 13 or older,5.73,#11241,#13111,"1,358",3,144,"Revealed Chronicle will feature previously unrevealed anecdotes about how design data from the product development phase was used in the animated series. Mizushima teased that the project, which is not a full anime, will feature stories that fill in gaps in-between the original anime's first and second seasons. The project will also unveil the secrets of the Double Drive, the missing link to the GN Drive. There will be new mobile suits for Setsuna, Lockon, and other characters. (Source: ANN)",[],Kidou Senshi Gundam 00: Revealed Chronicle,Gundam Double O Revealed Chronicle,Mobile Suit Gundam 00 Revealed Chronicle,,,,,,
138,神级龙卫,['ONA'],26,Finished Airing,"Jun 26, 2022 to Dec 11, 2022",,,['Youku'],"None found,",['Suoyi Technology'],Web novel,"['Action', 'Fantasy']",,,15 min. per ep.,PG-13 - Teens 13 or older,6.50,#7049,#13168,"1,335",4,299,"Shen Lang traveled from the human world to the original world, embarked on a journey to find his partner, and got involved in the battle between the righteous and evil sects in the wild continent. Let Penglai Mountain come to life, and defeat the heroes when hunting for treasures in Penglai Mountain, and become the real first monk of the young generation in the Yuanhe Sea Area. (Source: Youku, Translated)",[],Shen Ji Long Wei,,The Legend of Dragon Soldier,,,,,,
139,星武神诀 第二季,['ONA'],40,Finished Airing,"Jun 24, 2022 to Oct 28, 2022",,,['iQIYI'],"None found,",['Ruo Hong Culture'],Web novel,"['Action', 'Fantasy']",,,7 min. per ep.,PG-13 - Teens 13 or older,6.83,#5174,#13655,"1,171",2,387,The second season of Xing Wushen Jue.,"['Prequel (ONA) Xing Wushen Jue', '']",Xing Wushen Jue 2nd Season,"Xing Wu Shen Jue, Star Martial God Technique Second Season",,['Martial Arts'],,,,,
140,你真是个天才,['ONA'],24,Finished Airing,"Apr 23, 2022 to Jul 9, 2022",,,['bilibili'],"None found,",['Mili Pictures'],Web novel,"['Comedy', 'Fantasy']",,,10 min. per ep.,PG-13 - Teens 13 or older,6.22,#8724,#13689,"1,161",2,284,"In another world, there are two continents, east and west. The northern part of the Western Continent lives with the mysterious Snow Mountain tribe, while the southern part is occupied by the prosperous Daqin Empire. Magic is the source of energy in the world. The Daqin Empire relied on the power of magic to defeat countless enemies and disasters, and established a prosperous civilized world. A boy from a tribe with a forbidden demon physique from the north started a journey of magic cultivation in the southern continent full of magic power. Bai Xiao, the son of the Snow Mountain tribe, was forced to separate from his girlfriend Qingyue in order to unravel the curse of her. However, the alien world that is thousands of miles apart and the amnesia of his girlfriend couldn't stop Bai Xiao's footsteps. He set foot on the southern continent alone with countless treasures, and started the journey to find his lover. The man destined to become a genius shocked the entire empire with his astonishing talent and extraordinary audacity. Where will his magical path of cultivation go? Can he win Qingyue's heart again? (Source: Bilibili)",[],Ni Zhenshi Ge Tiancai,You Are A Genius,,,,,,,
141,史上最强男主角,['ONA'],48,Finished Airing,"Jun 5, 2022 to Oct 23, 2022",,,"None found,","None found,",['Ruo Hong Culture'],Unknown,"['Action', 'Fantasy']",,,8 min. per ep.,PG-13 - Teens 13 or older,6.28,#8401,#13839,"1,109",0,272,"The protagonist Zhao Xiaotian is gifted with supernatural abilities and possesses super self-healing ability. After an accidental explosion, he came to a new world advocating martial arts and became the grandson of the richest man Zhao family. But this identity made him repeatedly persecuted by gangsters, so he was sent by his family to the famous martial arts sect, Xiaoyaomen, to practice martial arts for self-defense. However, to everyone's surprise, Zhao Xiaotian, who had never had a foundation in martial arts, turned out to be exceptionally talented and possessed an extraordinary talent for martial arts. Because Zhao Xiaotian's master was worried that he was too proud, he decided to suppress teaching, which made Zhao Xiaotian mistakenly think that his strength was low, so he practiced harder. In this way, Zhao Xiaotian gradually grew up unknowingly, and gradually formed a deep friendship with the brothers and sisters in the door. However, as his strength grows, the hidden crisis gradually emerges, and he is about to face the challenge of accepting trials... (Source: v.qq.com)",[],Shishang Zui Qiang Nan Zhujiao,The Strongest Male Protagonist of All Time,The Strongest Male Hero Ever,['Martial Arts'],,,,,
142,ぷち！東京ミュウミュウ にゅ～♡,['ONA'],43,Finished Airing,"Jun 30, 2022 to Jul 8, 2023",,,"None found,","None found,",['AQUA ARIS'],['Manga'],,,['Shoujo'],1 min. per ep.,PG-13 - Teens 13 or older,5.96,#10142,#13902,"1,096",1,264,Tokyo Mew Mew New ♡ chibi shorts posted on the official YouTube channel.,[],Petit! Tokyo Mew Mew New ♡,,,['Mahou Shoujo'],['Comedy'],,,,
143,【时光代理人x兰芝】 程小时破防危机,['ONA'],1,Finished Airing,"May 10, 2022",,,"None found,","None found,","None found,",Original,,,,1 min.,PG-13 - Teens 13 or older,5.84,#10708,#13952,"1,082",1,375,Commercial for Laneige's product.,[],Shiguang Dailiren x Laneige: Cheng Xiaoshi Po Fang Weiji,,,,['Slice of Life'],,,,
144,『学戦都市アスタリスク』シリーズ完結記念ミニドラマ,['ONA'],1,Finished Airing,"Jun 24, 2022",,,"None found,","None found,","None found,",['Light novel'],,,,5 min.,PG-13 - Teens 13 or older,5.48,#12175,#14093,"1,047",0,341,A mini drama episode to commemorate the release of the last volume of Gakusen Toshi Asterisk light novel.,[],Gakusen Toshi Asterisk Mini Drama,,,,['Comedy'],,,,
145,30分でわかる！TVアニメ『ラブライブ！スーパースター!!』1期,['ONA'],1,Finished Airing,"May 14, 2022",,,"None found,","None found,","None found,",Unknown,,"['Idols (Female)', 'Music', 'School']",,34 min.,PG-13 - Teens 13 or older,6.34,#8043,#14138,"1,034",0,304,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],30-pun de Wakaru! Love Live! Superstar!!,Love Live! Superstar!! Recap,Love Live! Superstar!! in 30 Minutes,,,,,,
146,寻剑,['ONA'],12,Finished Airing,"Apr 26, 2022 to Jul 5, 2022",,,['Youku'],"None found,",['Xing Yi Kai Chen'],Web novel,"['Action', 'Adventure', 'Fantasy']",,,13 min. per ep.,PG-13 - Teens 13 or older,6.17,#8989,#14282,991,8,298,"The world says I am incompetent, but who knows that I am actually the greatest swordsman in the world? What does it matter to me if I am a son-in-law, let's see my sword sweep the world and break the sky!",[],Xun Jian,,Sword Quest,['Martial Arts'],,,,,
147,西行纪 第4季,['ONA'],12,Finished Airing,"Jun 1, 2022 to Aug 3, 2022",,,['Tencent Penguin Pictures'],"None found,",['BYMENT'],['Manga'],"['Action', 'Adventure', 'Fantasy']","['Historical', 'Martial Arts']",,22 min. per ep.,PG-13 - Teens 13 or older,6.96,#4579,#14350,973,2,267,The fourth season of Xi Xing Ji.,"['Prequel (ONA) Xi Xing Ji: Suming Pian', 'Sequel (ONA) Xi Xing Ji: Nian Fan', 'Adaptation (Manhua) Xi Xing Ji', '']",Xi Xing Ji: Chongsheng Pian,"Xi Xing Ji 4th Season, Journey to the West, Westbound, Westbound Discipline",The Westward 4th Season,,,,,,
148,剑仙在此,['ONA'],36,Finished Airing,"May 21, 2022 to Sep 21, 2022",,,['iQIYI'],"None found,","['Xing Yi Kai Chen', 'Kuai Ying Hu Yu']",Web novel,"['Action', 'Comedy', 'Fantasy']","['Isekai', 'Martial Arts', 'School']",,12 min. per ep.,PG-13 - Teens 13 or older,6.24,#8616,#14340,974,3,247,"Lin Beichen, an otaku, got a mobile phone by coincidence, and the mobile phone took him into a world called Dongdong Zhenzhou. Here, he became the first son of Lin Jinnan, one of the top ten famous men in the North Sea Empire [Zhantianhou]. He was also a notorious black sheep, and was born with brain disease. When Hou Lin was defeated in the south during the war, his family was in decline, and Lin Beichen, who lost his backer, was stuck in school by various' enemies' and couldn't go out. In a critical moment, he was surprised to find that the mobile phone he brought with him turned out to be a plug-in artifact that could help him practise. Relying on this artifact, Lin Beichen opened his own way of hilarious counterattack. (Source: iQIYI)","['Sequel (ONA) Jian Xian Zai Ci 2nd Season', '']",Jian Xian Zai Ci,,,,,,,,
