,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genres,Theme,Synonyms,Demographic,German,Spanish,French,Demographics
74,ベイビーステップ 第2シリーズ,,['TV'],25,Finished Airing,"Apr 5, 2015 to Sep 20, 2015",['Spring 2015'],Sundays at 17:30 (JST),['NHK'],"None found,",['Pierrot'],['Manga'],['Sports'],,24 min. per ep.,PG-13 - Teens 13 or older,8.00,#665,#2323,"93,030",309,55815,"After having decided to play tennis at the professional level, Eiichirou Maruo now needs to convince his parents to support his decision. To do so, he makes a wager: if he cannot win the All-Japan Junior Tennis Tournament, he will give up on his dream. However, he will need to improve his skills quickly if he wants to qualify for the tournament and have any chance of defeating the best players in the country. For this reason, his new coach Ryuuhei Aoi suggests that Eiichirou travel abroad to train at the Florida Tennis Academy. Baby Steps 2nd Season takes the action to America as Eiichirou begins his two-week training program, getting a taste of what tennis is like outside of Japan. With this exciting experience awaiting him, Eiichirou hopes that his training will get him closer to his goal of becoming a professional player. [Written by MAL Rewrite]","['Prequel (TV) Baby Steps', 'Adaptation (Manga) Baby Steps']",Baby Steps 2nd Season,,['School'],Baby Steps Second Season,['Shounen'],Baby Steps Saison 2,Baby Steps Temporada 2,Baby Steps Saison 2,
75,境界のRINNE,RIN-NE,['TV'],25,Finished Airing,"Apr 4, 2015 to Sep 19, 2015",['Spring 2015'],Saturdays at 17:30 (JST),"['Shogakukan-Shueisha Productions', 'NHK', 'Shogakukan']",['Sentai Filmworks'],"[""Brain's Base""]",['Manga'],,"['Mythology', 'School']",24 min. per ep.,PG-13 - Teens 13 or older,6.88,#4918,#2366,"90,353",134,33300,"Rinne Rokudou has bigger problems than going to school—namely, helping spirits pass over to the next life. Because of this responsibility, he often finds himself short on money and struggles to buy his necessities: food, clothes, and exorcism tools. Sakura Mamiya has been able to see ghosts since she was little. She hoped she would outgrow it, but even after starting high school, nothing has changed. To make matters worse, the first time her ever-absent classmate, Rinne, shows up for school, only Sakura can see him. She assumes, as anyone would, that he is a ghost. However, to Sakura's surprise, Rinne proceeds to attend school like normal the next day. Kyoukai no Rinne chronicles Sakura's journey as she learns of Rinne's true nature and the existence of a hidden supernatural world. [Written by MAL Rewrite]","['Sequel (TV) Kyoukai no Rinne 2nd Season', 'Adaptation (Manga) Kyoukai no Rinne']",Kyoukai no Rinne,"['Comedy', 'Supernatural']",,,['Shounen'],RIN-NE,RIN-NE,RIN-NE,
76,クレヨンしんちゃん,Shin Chan,['TV'],Unknown,Currently Airing,"Apr 13, 1992 to ?",['Spring 1992'],Fridays at 19:30 (JST),['TV Asahi'],['Funimation'],['Shin-Ei Animation'],['Manga'],,,21 min.,G - All Ages,7.80,#1028,#2400,"88,017","1,330",42174,"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon. Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with. [Written by MAL Rewrite]","['Adaptation (Manga) Crayon Shin-chan', '']",Crayon Shin-chan,"['Comedy', 'Ecchi']",['School'],,['Seinen'],Shin Chan,Shin Chan,,
77,遊☆戯☆王　アーク・ファイブ ARC-V,Yu-Gi-Oh! Arc-V,['TV'],148,Finished Airing,"Apr 6, 2014 to Mar 26, 2017",['Spring 2014'],Sundays at 17:30 (JST),"['TV Tokyo', 'Nihon Ad Systems', 'Marvelous AQL', 'Konami Cross Media NY']","None found,",['Gallop'],['Manga'],,,24 min. per ep.,PG-13 - Teens 13 or older,6.72,#5808,#2813,"68,026",502,35675,"Action Duels, which allow duelists to soar and swing alongside their Duel Monsters, are taking the world by storm. Due to an evolutionary breakthrough, the ""Solid Vision"" system is now able to provide Duel Monsters with mass. Yuuya Sakaki is Yuusho Sakaki's son, the latter being the founder of You Show Duel School in Miami City. Yuusho insists that duels are not a tool of war, but rather are to bring smiles to people and thus introduced the concept of Entertainment Dueling. However, at the height of his fame, Yuusho disappears and fails to attend his duel with Strong Ishijima, the Action Duel champion. Although scarred by this sudden leave, Yuuya vows to become an Entertainment Duelist like his father. Several years later, in the midst of a battle with Strong Ishijima, Yuuya's desperation to win brings forth a miracle. His pendant begins glowing, turning his cards into Pendulum Cards, which enables him to perform a Pendulum Summon—a summoning method unknown to the world and himself—gaining him fame overnight. As a result, Reiji Akaba, CEO of Leo Corporation and founder of the elite Leo Duel School, starts producing new Pendulum Cards to incorporate Pendulum Summoning into the system. Thus, the mysteries that surround Pendulum Summoning and Yuuya's father start to unravel, and Yuuya learns bit by bit what it takes to become an Entertainment Duelist. [Written by MAL Rewrite]","['Adaptation (One-shot) Yu☆Gi☆Oh! Arc-V', 'Adaptation (Manga) Yu☆Gi☆Oh! Arc-V']",Yu☆Gi☆Oh! Arc-V,"['Action', 'Fantasy']",['Strategy Game'],"Yugioh, Yuu Gi Ou! Arc-V, Yu-Gi-Oh! Arc Five, Yu-Gi-Oh! Arc-V",['Shounen'],Yu-Gi-Oh! Arc-V,Yu-Gi-Oh! Arc-V,Yu-Gi-Oh! Arc-V,
78,アイカツ！アイドルカツドウ！,,['TV'],178,Finished Airing,"Oct 8, 2012 to Mar 31, 2016",['Fall 2012'],Thursdays at 18:30 (JST),"['TV Tokyo', 'Bandai Visual', 'Dentsu']","None found,","['Sunrise', 'Bandai Namco Pictures']",Original,['Slice of Life'],"['Idols (Female)', 'Music', 'School']",24 min. per ep.,PG - Children,7.47,#2054,#3497,"45,709",918,15211,"An idol's brilliance illuminates the dreams of humanity. Starlight Academy, a holy ground for celebrities in training, seeks to realize this belief. Behind its rigorous entrance requirements lie not only the top young stars in the entertainment business, but some of the best memories these students will ever have. Or so Aoi Kiriya believes. Alongside her best friend Ichigo, Aoi decides to apply for the prestigious private school in hopes of living up to the praise of the biggest idol in the world: Mizuki Kanzaki. As they journey through the numerous laughs, friendships, and heartbreaks that await them, can the two girls light up the lives of others as Mizuki has done for them? Whether it be chopping down Christmas trees, traversing obstacle courses, or even rock climbing, there's always a playful new adventure to be found in the world of Aikatsu!. [Written by MAL Rewrite]","['Sequel (Movie) Aikatsu!: Nerawareta Mahou no Aikatsu! Card', '']",Aikatsu!,,,"Aikatsu! Idol Katsudou! Idol ga Tsudou!, Aidoru ga Tsudou!, Aikatsu! 2, Idol ga Tsudou! 2",,,,,
79,妖怪ウォッチ,Yo-kai Watch,['TV'],214,Finished Airing,"Jan 8, 2014 to Mar 30, 2018",['Winter 2014'],Fridays at 18:30 (JST),"['TV Tokyo', 'Dentsu']",['Dentsu Entertainment USA'],['OLM'],Game,,,23 min. per ep.,G - All Ages,6.68,#6015,#3993,"35,140",270,16270,"Primary school student Keita Amano's curiosity is as innocent as any other child's his age. But when one day he decides to venture deeper into the forest, he encounters a small and mysterious capsule. Out from its depths comes Whisper. After 190 years of imprisonment, this ghost-like creature is glad that someone has been kind enough to set him free. He decides to reward Keita by becoming his guardian against supernatural forces. Whisper is one of many Youkai that exist in the world, and provides Keita with a special Youkai Watch, which enables him to see and interact with all the other Youkai. Youkai Watch follows Keita, Whisper and the cat spirit Jibanyan as they encounter Youkai, befriend them, fix all the trouble that they so often cause, and, with the help of the watch, use the powers of previously encountered Youkai to aid them. Young Keita may have been just an ordinary primary school student when he first encountered the Youkai, but the many adventures that follow his discovery provide him with invaluable experiences and precious life lessons that help him grow.","['Sequel (TV) Youkai Watch!', 'Adaptation (Manga) Youkai Watch']",Youkai Watch,"['Comedy', 'Supernatural']",['Mythology'],Yokai Watch,['Kids'],Yo-Kai Watch,Yo-Kai Watch,Yo-Kai Watch,
80,プリパラ,,['TV'],140,Finished Airing,"Jul 5, 2014 to Mar 28, 2017",['Summer 2014'],Tuesdays at 17:55 (JST),['TV Tokyo'],"None found,","['Tatsunoko Production', 'Dongwoo A&E']",Game,['Slice of Life'],"['Idols (Female)', 'Music', 'School']",23 min. per ep.,PG - Children,7.52,#1903,#4812,"23,383",461,6947,"Every little girl waits for the day she'll get her special ticket, one that will grant her entry into the world of PriPara (Prism Paradise). PriPara is a world of music, fashion, and daily auditions for a chance to become a pop idol. Laala Manaka's friends and classmates aspire to become idols, but her school forbids elementary school students from participating in the idol competitions. Luckily, Laala is only interested in watching the idol shows. Yet somehow despite all this, she manages to bumble her way into the PriPara world, and debut as a fresh new talent. After being told all her life that she's too loud, Laala has finally found a place where she can be as loud as she wants and sing from her heart. And not only that, but there's a possibility that she might be the legendary Prism Voice. Adventure, fashion, and music awaits as Laala climbs her way to the top, on her way to become the cutest and most beloved pop idol in the world of PriPara!","['Sequel (TV) Idol Time PriPara', '']",PriPara,,,"Puri Para, Pri Para, PuriPara, Prism Paradise",,,,,
81,ドラえもん (2005),,['TV'],Unknown,Currently Airing,"Apr 22, 2005 to ?",['Spring 2005'],Fridays at 19:00 (JST),['TV Asahi'],"None found,",['Shin-Ei Animation'],['Manga'],,,25 min.,PG - Children,7.72,#1247,#5000,"21,405",239,9584,"Doraemon (2005) is the most recent anime series based on Fujiko Fujio's manga of the same name. It is the 2005 version of 1979 series, with certain changes in the animation and other things. Doraemon is a cat-like robot who appears in the present to steer Nobita/Noby, who is a dumb, naive and clumsy boy on the right path in order to secure his future. Nobita's love interest is Shizuka Minamoto/Sue, his frenemies are Takeshi Goda/Big G and Suneo/Sneech. (Source: Wikipedia)","['Prequel (TV) Doraemon (1979)', 'Adaptation (Manga) Doraemon']",Doraemon (2005),"['Comedy', 'Sci-Fi']",['Anthropomorphic'],,,,,,"['Kids', 'Shounen']"
82,Go! プリンセスプリキュア,Go! Princess Pretty Cure,['TV'],50,Finished Airing,"Feb 1, 2015 to Jan 31, 2016",['Winter 2015'],Sundays at 08:30 (JST),"None found,","None found,",['Toei Animation'],Original,,"['Mahou Shoujo', 'School']",24 min. per ep.,G - All Ages,7.81,#1020,#5097,"20,405",361,7829,"Ever since she was young, Haruka Haruno has always aspired to become a princess. Despite being mocked for this seemingly childish wish, Haruka perseveres to make her dream a reality, ultimately culminating in her acceptance into the prestigious Noble Academy—the birthplace of people's fantasies. When Haruka arrives at her new school, a chance encounter with a pair of magical creatures influences a series of unbelievable events, and Haruka awakens as ""Cure Flora,"" the princess of blooming flowers. After two of Haruka's classmates also transform into legendary princesses, a story of self-discovery unfolds as the newfound team ""Princess Precure"" carries the responsibility of protecting everyone's dreams. Engaged in a battle between hope and despair, Haruka may find the key toward becoming the princess she has always dreamed to be. [Written by MAL Rewrite]","['Adaptation (Manga) Go! Princess Precure', '']",Go! Princess Precure,"['Action', 'Comedy']",,,,,,,
83,カードファイト!! ヴァンガードG,Cardfight!! Vanguard G,['TV'],48,Finished Airing,"Oct 26, 2014 to Oct 4, 2015",['Fall 2014'],Sundays at 10:00 (JST),"['TV Tokyo', 'Dentsu', 'Sotsu', 'Bushiroad']","None found,",['TMS Entertainment'],Card game,['Action'],,24 min. per ep.,PG-13 - Teens 13 or older,6.53,#6882,#5465,"17,065",50,8532,"Taking place after a three-year time skip, the series will follow Shindou Kurono, Kiba Shion, and Anjou Tokoha as the new protagonists of G. Kurono uses the never-before-seen clan Gear Chronicle, which brings together the destinies of these three toward an ""impossible future, an impossible self signifying 'Generation.'"" (Source: vanguardus.blogspot.com, edited)","['Prequel (TV) Cardfight!! Vanguard: Legion Mate-hen', 'Sequel (TV) Cardfight!! Vanguard G: GIRS Crisis-hen', 'Adaptation (Manga) Cardfight!! Vanguard G: Stride Generation', '']",Cardfight!! Vanguard G,,['Strategy Game'],,,,,,
84,ぐでたま,The Lazy Egg,['TV'],1717,Finished Airing,"Mar 31, 2014 to Dec 24, 2023",['Spring 2014'],Not scheduled once per week,['Sanrio'],"None found,",['Gathering'],Original,,,1 min. per ep.,G - All Ages,6.62,#6397,#5996,"13,397",60,2721,"Gudetama, an egg that is dead to the world and completely lacks motivation. No matter what cooking method you use, Gudetama remains unmoved. (Source: ANN)",[],Gudetama,"['Comedy', 'Gourmet']",,,['Kids'],,,,
85,ふるさと再生 日本の昔ばなし,Folktales from Japan,['TV'],258,Finished Airing,"Apr 1, 2012 to Mar 26, 2017",['Spring 2012'],Sundays at 09:00 (JST),"['TV Tokyo', 'Sony Music Entertainment', 'Peter Pan Creation']","None found,",['Tomason'],Other,['Supernatural'],,24 min. per ep.,G - All Ages,6.93,#4666,#6444,"11,151",26,2789,"Like in any culture, Japanese kids grow up listening to the stories repeatedly told by their parents and grandparents. The boy born from a peach; the princess from the moon who is discovered inside a bamboo; the old man who can make a dead cherry tree blossom, etc. These short stories that teach kids to see both the dark and bright sides of life have passed traditional moral values from generation to generation. Each half-hour episode of Folktales from Japan consists of three self-contained stories, well-known and unknown, with a special focus on heartwarming stories that originate from Tohoku, the northern region heavily touched by the earthquake of 2011. May this program help cheer up earthquake victims and cast a light of hope for them? (Source: Crunchyroll)","['Sequel (TV) Furusato Meguri: Nippon no Mukashibanashi', '']",Furusato Saisei: Nippon no Mukashibanashi,,['Historical'],Hometown Rebuilding: Folktales from Japan,['Kids'],Folktales from Japan,Historias Tradicionales Japonesas para la Reconstrucción de los Pueblos,Folktales from Japan,
