,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Genre,Demographic,Spanish,Theme,German,French,Demographics
72,忍たま乱太郎,,['TV'],Unknown,Currently Airing,"Apr 10, 1993 to ?",['Spring 1993'],Not scheduled once per week,"['NHK', 'Sogo Vision', 'NHK Enterprises']","None found,","['Ajia-do', 'Gakken']",['Manga'],,,10 min.,G - All Ages,7.08,#4014,#7391,"8,012",77,2550,"Taking place in the Sengoku Period, Rantarou, Kirimaru and Shinbei are young students at Ninjutsu Academy, a school that teaches all kinds of youth how to become ninjas. Known as ""Nintamas"" (a contraction of ninja + tama [egg]), the main trio, and many other students at the school, must learn all sorts of unique skills to achieve their goal. Unfortunately, things aren't that simple, since our protagonists constantly find themselves failing their classes. With strict ninja teachers such as Doi-sensei and Yamada-sensei, the mischievous girls from the Kunoichi class, an entire crew of pirates and dozens more interesting characters, anything can happen in the crazy world of Nintama. The episodes are 7 minutes and thirty seconds long each, and each season (which there's currently 29 of) usually has a range of 60-90 episodes.","['Adaptation (Manga) Rakudai Ninja Rantarou', '']",Nintama Rantarou,"Ninja Boy Rantaro, Rakudaii Nintama Rantarou",['Comedy'],['Kids'],El Ninja Boy Rantaró,,,,
73,ちびまる子ちゃん,Little Miss Maruko,['TV'],Unknown,Currently Airing,"Jan 8, 1995 to ?",['Winter 1995'],Sundays at 18:00 (JST),"['Ajia-do', 'Fuji TV', 'Sakura Production']","None found,",['Nippon Animation'],['Manga'],,,23 min.,G - All Ages,7.34,#2625,#7914,"6,769",62,2182,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life. (Source: ANN)","['Prequel (TV) Chibi Maruko-chan', 'Adaptation (Manga) Chibi Maruko-chan']",Chibi Maruko-chan (1995),Maruko-chan,['Comedy'],['Shoujo'],Chibi Maruko-chan,['School'],,,
74,ジュエルペット サンシャイン,,['TV'],52,Finished Airing,"Apr 9, 2011 to Mar 31, 2012",['Spring 2011'],Saturdays at 09:30 (JST),"['TV Tokyo', 'Sotsu', 'Sanrio', 'Imagine']","None found,",['Studio Comet'],Original,"['Comedy', 'Fantasy']","['Anthropomorphic', 'Mahou Shoujo', 'School']",25 min. per ep.,PG - Children,6.62,#6399,#8204,"6,183",25,1790,"In Sunshine Academy, there is a class of lost causes known as ""the leftovers"", the Plum class. Ruby and Kanon Mizushirou navigate through high school life in a fantastical world while juggling their warped friendship with their crush on Mikage Shiraishi.",[],Jewelpet Sunshine,,,,,,,,
75,バトルスピリッツ ブレイヴ,,['TV'],50,Finished Airing,"Sep 12, 2010 to Sep 11, 2011",['Fall 2010'],Sundays at 07:00 (JST),['Nagoya Broadcasting Network'],"None found,",['Sunrise'],Card game,"['Adventure', 'Sci-Fi']","['Military', 'Mythology', 'Strategy Game']",24 min. per ep.,PG - Children,7.16,#3580,#8955,"4,976",22,2027,"Two years ago, the world was saved by Dan Bashin and the other light bearers of the cores. Having once risked his life in Grand Rolo's strife, Dan no longer finds passion in the mundanity of everyday card battles. When Dan desires to clash against stronger opponents, he is approached by Mai Shinomiya. She offers to bring him to the future, the stage of a new conflict where Dan's strength is needed. The two arrive in the year 2650, where civilization has been ravaged by the struggle for power between mankind and an otherworldly race known as ""Mazoku."" As humanity begins to crumble under the dominance of the Mazoku, the hardened light bearers are destined to cross paths once more. Armed with new cards from the future, Dan and the other warriors must yet again bear the fate of humanity on their shoulders. [Written by MAL Rewrite]","['Prequel (TV) Battle Spirits: Shounen Gekiha Dan', 'Sequel (ONA) Battle Spirits: Saga Brave']",Battle Spirits: Brave,"Battlespirits: Brave, Battle Spirits Season 3",,,,,,,
76,それいけ！アンパンマン,,['TV'],Unknown,Currently Airing,"Oct 3, 1988 to ?",['Fall 1988'],Fridays at 16:20 (JST),"['Sotsu', 'Nippon Television Network']","None found,",['TMS Entertainment'],Picture book,"['Comedy', 'Fantasy']",,24 min.,PG - Children,6.58,#6586,#9188,"4,609",31,1738,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. (Source: ANN)",[],Sore Ike! Anpanman,"Soreike! Anpanman, Go! Anpanman, Anpanman TV",,['Kids'],,,,,
77,毎日かあさん,Kaasan: Mom's Life,['TV'],142,Finished Airing,"Apr 1, 2009 to Mar 25, 2012",['Spring 2009'],Unknown,['Nihon Ad Systems'],"None found,","['Gallop', 'TYO Animations', 'Dongwoo A&E']",['Manga'],"['Comedy', 'Slice of Life']",,20 min. per ep.,PG - Children,7.22,#3273,#10187,"3,347",24,1068,Based on Rieko Saibara's humorous semi-autobiographical manga about her life raising her two children.,[],Mainichi Kaasan,"Mainichi Kaa-san, Every Day Mom",,,Kaasan Mom's Life,['Childcare'],Kaasan Mom's Life,Kaasan Mom's Life,
78,ウサビッチ IV,Usavich IV,['TV'],13,Finished Airing,"Apr 23, 2011 to Sep 15, 2011",['Spring 2011'],Unknown,"None found,","None found,",['Kanaban Graphics'],Original,,,1 min. per ep.,PG-13 - Teens 13 or older,6.56,#6687,#10430,"3,108",1,1717,The fourth season of Usavich.,"['Prequel (TV) Usavich III', 'Sequel (TV) Usavich V']",Usavich IV,Usavich 4,['Comedy'],,,,,,
79,ひめチェン! おとぎちっくアイドル リルぷりっ,Spellbound! Magical Princess Lilpri,['TV'],51,Finished Airing,"Apr 6, 2011 to Mar 28, 2012",['Spring 2011'],Unknown,['Shogakukan Music & Digital Entertainment'],"None found,",['Telecom Animation Film'],Game,,,5 min. per ep.,PG - Children,6.74,#5674,#10579,"2,974",7,1251,"Short episodes of Hime Chen! Otogi Chikku Idol Lilpri that aired as part of TV Tokyo's morning program block for children, Norinori♪Norisuta (のりのり♪のりスタ).",[],Hime Chen! Otogi Chikku Idol Lilpri (2011),Himechan! Otogitic Idol Lil'Pri,,,Spellbound! Magical Princess Lilpri,,Spellbound! Magical Princess Lilpri,Spellbound! Magical Princess Lilpri,
80,クッキンアイドル　アイ！マイ！まいん！,,['TV'],305,Finished Airing,"Mar 30, 2009 to Mar 22, 2013",['Spring 2009'],Unknown,"['NHK', 'Nihon Ad Systems']","None found,",['Studio Deen'],Original,"['Comedy', 'Gourmet']",,6 min. per ep.,PG - Children,6.25,#8569,#10689,"2,883",9,739,"Cooking Idol teaches children how to cook through instruction of the main character, MAIN. The show itself is divided into an animated segment featuring MAIN, and a live-action segment featuring the voice actor of MAIN, Fukuhara Haruka, as she practices the cooking herself. The live-action segment is not included in the avg episode duration.",[],Cookin' Idol Ai! Mai! Main!,Cooking Idol,,['Kids'],,,,,
81,라바,,['TV'],104,Finished Airing,"Mar 26, 2011 to Sep 24, 2011",['Spring 2011'],Saturdays at Unknown,"None found,","None found,",['TUBA'],Original,,,2 min. per ep.,G - All Ages,6.13,#9193,#10970,"2,643",12,1517,Daily live of two larvae.,"['Sequel (TV) Larva 2nd Season', '']",Larva,,['Comedy'],,,,,,
82,超智能足球,GGO Football,['TV'],52,Finished Airing,"Jun 2, 2010 to Jun 10, 2014",['Summer 2010'],Unknown,"None found,","None found,",['Puzzle Animation Studio Limited'],Original,"['Comedy', 'Sports']",,22 min. per ep.,G - All Ages,6.58,#6606,#11200,"2,469",10,1204,"As we enter the 21st century, the relationship between sports and technology is getting closer and closer. Sports products are enhanced by technological advances. The designs of footballs and football shoes require detailed information and computer tests in order to produce products that will allow us to reach the full potential and beyond. If we were only reliant on human testing, the standards would definitely fluctuate greatly. Thus, Professor GGO was brought in as consultant in the research, and as a result GGO robotic footballers were created. (Source: GGO Football Website)","['Sequel (TV) Chao Zhi Neng Zu Qiu 2: Shijie Dasai Pian', '']",Chao Zhi Neng Zu Qiu,AI Football GGO,,,GGO Football,['Team Sports'],GGO Football,GGO Football,
83,おじゃる丸,Prince Mackaroo,['TV'],Unknown,Currently Airing,"Oct 5, 1998 to ?",['Fall 1998'],Not scheduled once per week,['NHK'],['Enoki Films'],['Gallop'],Original,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']",,10 min.,G - All Ages,6.39,#7746,#11554,"2,226",5,553,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)","['Adaptation (Manga) Ojarumaru', '']",Ojarumaru,,,['Kids'],,,,,
84,たまごっち!,,['TV'],143,Finished Airing,"Oct 12, 2009 to Sep 3, 2012",['Fall 2009'],Unknown,"None found,","None found,",['OLM Digital'],Game,,,25 min. per ep.,G - All Ages,6.34,#8029,#11903,"2,005",11,552,The stories will follow the daily lives of the Tamagotchi and feature new characters and settings. (Source: ANN),"['Sequel (TV) Tamagotchi! Yume Kira Dream', '']",Tamagotchi!,,['Comedy'],['Kids'],,,,,
85,SHIN-MEN,,['TV'],13,Finished Airing,"Nov 26, 2010 to Sep 14, 2012",['Fall 2010'],Unknown,"['TV Asahi', 'Asatsu DK']","None found,",['Shin-Ei Animation'],Unknown,"['Action', 'Comedy']",,12 min. per ep.,G - All Ages,6.14,#9126,#12049,"1,918",0,476,"The spinoff is set in a parallel world known as Shin Jigen (Shin Dimension). The titular Shin-men team is composed of five heroes with supernatural powers symbolized by fire (Gou), water (Sui), wind (Hyuu), greenery (Nyoki), and iron (Kan). Together, they fight against their enemy, the evil pigs of Ton-Men. (Source: AniDB)",[],Shin-Men,Crayon Shin-chan: Shin-Men,,['Seinen'],,['Super Power'],,,
86,巴啦啦小魔仙之彩虹心石,Balala the Fairies: Rainbow Heart Stone,['TV'],36,Finished Airing,"Mar 26, 2011 to Dec 2011",['Spring 2011'],Unknown,['Alpha Group'],"None found,",['Alpha Animation'],Unknown,"['Comedy', 'Fantasy']",,24 min. per ep.,G - All Ages,5.87,#10570,#12222,"1,804",3,396,"After the fairies defeated Gunala, the Evil Goddess, another crisis hit the Fairy Castle!! The magical energy of the world has been devoured by the evil wizards. The Rainbow Flower, the source of the magic power, is soon to wither, and this will destroy the world of Fairy Castle. Only finding the legendary Rainbow Heart Stone and letting it recollect all the essential energy can save the world. To solve this biggest crisis in the history of the Fairy Castle, Prince YouLe, Sally, and their new friend XiaoQian, have to go back to the human world and reunite with Maggie and Michelle to fight the evil again. (Source: Mahou Shoujo Wikia, edited)","['Sequel (TV) Balala Xiao Mo Xian: Qiji Wubu', '']",Balala Xiao Mo Xian: Caihong Xin Shi,"Balala the Fairies Season 1, Balala, Little Magic Fairy: Rainbow Heart Stone",,,,['Mahou Shoujo'],,,
87,デュエル・マスターズ ビクトリー,,['TV'],52,Finished Airing,"Apr 2, 2011 to Mar 31, 2012",['Spring 2011'],Unknown,['Shogakukan-Shueisha Productions'],"None found,",['Shogakukan Music & Digital Entertainment'],Original,"['Action', 'Adventure', 'Comedy', 'Fantasy']",,10 min. per ep.,PG-13 - Teens 13 or older,5.78,#11037,#12566,"1,616",4,432,"Duel Masters Victory is the 7th season of the Duel Masters Anime series. As shown in Episode 32 of Duel Masters Versus, this storyline follows the events of the Duel Masters: Star Cross manga instead of Cross Shock. It introduces a new protagonist named Katta Kirifuda, the brother of Shobu. He wants to be a dueling champion like his brother Shobu, but in his own way. The series shows the beginning of his dueling adventures with his friends, Bucyake, Yohdel and Benchan. During these adventures he considers Dragon Ryu a fierce duelist as his rival. This series also features the story behind the battle between the races of Hunters and Aliens. (Source: Duel Masters Wikia)","['Prequel (TV) Duel Masters Cross Shock', 'Sequel (TV) Duel Masters Victory V']",Duel Masters Victory,,,['Kids'],,,,,
88,はっぴ〜カッピ,,['TV'],25,Finished Airing,"Apr 6, 2011 to Oct 5, 2011",['Spring 2011'],Unknown,['Shogakukan Music & Digital Entertainment'],"None found,","None found,",['Manga'],"['Comedy', 'Fantasy']",,5 min. per ep.,G - All Ages,5.45,#12263,#12803,"1,499",3,432,"The story revolves around Kinoshita Suguri, a nine-year-old third-grade girl who loves animals and making fashion accessories. One day, while Suguri is out buying materials for accessories, she comes across an unusual rock. Thinking it would look cute on a bracelet, she goes to pick up the rock and discovers a creature named Kappy. Kappy happens to be the three-year-old prince of Kapimeshia. (Source: ANN)",[],Happy Kappy,Happy Kappi,,['Shoujo'],,,,,
