,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Genre,Demographic,French,Theme,Demographics,German,Spanish
116,撲殺天使ドクロちゃん2[セカンド],Bludgeoning Angel Dokuro-chan 2,['OVA'],2,Finished Airing,"Aug 11, 2007 to Nov 10, 2007",,,"['ASCII Media Works', 'Showgate', 'Geneon Entertainment']","['Media Blasters', 'Discotek Media']",['HAL Film Maker'],['Light novel'],"['Comedy', 'Supernatural', 'Ecchi']","['Gag Humor', 'Gore']",26 min. per ep.,R - 17+ (violence & profanity),6.63,#6336,#2057,"112,375",125,67654,"Only more bizarre, troublesome, and funny adventures await Sakura Kusakabe as he continues living with the angel sisters Dokuro and Zakuro Mitsukai. More angels, including the polite Sabato Mihashigo and the quirky Zansu, show up to join in on the crazy situations. More often than not, their antics lead to Dokuro and her trusty Excalibolg killing Sakura, turning him into a bloody pulp. [Written by MAL Rewrite]","['Prequel (OVA) Bokusatsu Tenshi Dokuro-chan', 'Adaptation (Manga) Bokusatsu Tenshi Dokuro-chan', 'Adaptation (Light Novel) Bokusatsu Tenshi Dokuro-chan', '']",Bokusatsu Tenshi Dokuro-chan 2,Club-To-Death Angel Dokuro-chan 2,,,Bludgeoning Angel Dokuro-chan Second,,,Bludgeoning Angel Dokuro-chan Second,Bludgeoning Angel Dokuro-chan Temporada 2
117,鴉 -KARAS-,Karas,['OVA'],6,Finished Airing,"Mar 25, 2005 to Aug 3, 2007",,,"['Shochiku', 'AT-X', 'Magic Capsule', 'Toshiba Entertainment', 'Showgate']",['Manga Entertainment'],['Tatsunoko Production'],Original,"['Action', 'Fantasy', 'Sci-Fi']","['Gore', 'Super Power']",30 min. per ep.,R - 17+ (violence & profanity),7.36,#2509,#2870,"65,653",317,28689,"The world of the humans and the world of the demons (youkai) have overlapped one another, leaving humans to walk the streets of life as they normally would, while demons walk, hidden from the naked eye, down the very same streets. A seemingly young woman named Yurine and her servant, the Karas (from the Japanese word for ""Crow""), have long maintained order and balance between the overlapped worlds, ultimately keeping the demons from interrupting the lives of humans. However, humans have come to forget and jest at the existence of demons, and no longer understand the privilege it is to live without fear. Disgusted by this arrogance, an old Karas turns his back on the laws he had once upheld, and in his human form, named Eko, he creates an army of Mikura, or mechanized demons, to ready an attack on the human race. A young man named Otoha inherits the powers of the Karas and takes his place at the side of Yurine, who claims that his soul called out for her while he lived the life of a human. They live in the world of the demons. It is now up to Otoha to prove himself as a Karas, and restore the balance that Eko threatens to upset. Meanwhile, a superstitious police officer named Sagisaka and his rational new recruit, Kure, follow the trail of the murders dealt by Eko's Mikura, as well as the trail of a rogue Mikura named Nue. The prophecy unfolds from here into a grave revelation for all in the city. (Source: Wikipedia)",[],Karas,"Crow, Raven, Karas: The Prophecy, Karas: The Revelation",,,,,,,
118,マーダープリンセス,Murder Princess,['OVA'],6,Finished Airing,"Mar 28, 2007 to Aug 29, 2007",,,['Marvelous Entertainment'],['Funimation'],['Bee Train'],['Manga'],"['Action', 'Adventure', 'Fantasy']",,24 min. per ep.,R - 17+ (violence & profanity),6.96,#4553,#3030,"59,505",164,29899,"After a sudden coup d'etat by the court scientist Dr. Akamashi results in the king's death, Princess Alita Castilia Arago Forland is forced to flee the capital. During her mad dash for survival deep into the forest, Alita collides with the brutal and temperamental bounty hunter Falis, which causes the two women to magically switch bodies. Using her original body as collateral, Alita convinces Falis—and her henchmen Dominikov and Pete—to help take back the capital from the treasonous scientist by pretending to be the real princess. However, while the plan was initially successful, the only diplomacy Falis knows is with her sword. Alita must now work hard to make sure the kingdom is not trading one royal scandal for another, all while the two displaced women look for a way to return to their original bodies. [Written by MAL Rewrite]","['Adaptation (Manga) Murder Princess', '']",Murder Princess,,,,,['Gore'],,,
119,お金がないっ,No Money,['OVA'],4,Finished Airing,"Feb 9, 2007 to Dec 21, 2007",,,"['KlockWorx', 'Happinet Pictures']",['Media Blasters'],['Lyrics'],['Manga'],"['Boys Love', 'Drama', 'Erotica']",,29 min. per ep.,R+ - Mild Nudity,6.12,N/A,#3453,"46,637",159,25959,"Yukiya Ayase is a gentle, kind hearted, and innocent university student. The only relative he has left, his cousin Tetsuo, betrays Ayase by selling him to the highest bidder in an auction with hopes of making an enormous profit to be able to pay off his debts. Somuku Kanou, a bad-tempered (though very rich) loan shark, comes to Ayase's rescue and buys Ayase for an impressive 1.2 billion. Kanou apparently knows Ayase from something that happened between them in the past, but Ayase cannot remember who Kanou is nor does he understand why he ""saved"" him. In a desperate effort to keep Ayase close to him, Kanou demands the debt be repaid in full and suggests the perfect way to do it: by selling his body to Kanou for 500,000 each time. Ayase is horrified in the beginning, but something soon begins to grow between them that can't be bought for any price. (Source: ANN)","['Adaptation (Manga) Okane ga Nai', '']",Okane ga Nai,,,,,,,,
120,ARIA The OVA ~ARIETTA~ (アリア ジ オーブイエー ~アリエッタ~),Aria the OVA: Arietta,['OVA'],1,Finished Airing,"Sep 21, 2007",,,"['TV Tokyo', 'Media Factory', 'Shochiku', 'AT-X']",['Nozomi Entertainment'],['HAL Film Maker'],['Manga'],"['Fantasy', 'Sci-Fi', 'Slice of Life']",,30 min.,G - All Ages,7.99,#679,#3784,"39,593",81,18050,"Akari Mizunashi dreams of life after attaining her goal of becoming a Prima Undine, but upon waking realizes that she might not actually have the confidence to run Aria Company on her own. Wary of the future, she seeks advice from her mentor Alicia Florence—one of the three great ""Water Fairies"" of Neo-Venezia. Much to Akari's surprise, Alicia reveals her own struggles of the past, but also shares the steps she took in overcoming her self-doubt of running the company and taking on an apprentice. Finding solace in her teacher's words, Akari prepares to embrace whatever trials she must overcome on her path toward achieving her dreams. [Written by MAL Rewrite]","['Prequel (TV) Aria the Natural', 'Sequel (TV) Aria the Origination']",Aria the OVA: Arietta,,,['Shounen'],,['Iyashikei'],,,
121,テニスの王子様 全国大会篇 Semifinal,The Prince of Tennis: The National Tournament Semifinals,['OVA'],6,Finished Airing,"Jun 22, 2007 to Jan 25, 2008",,,"['Production I.G', 'TV Tokyo', 'Bandai Visual', 'Marvelous Entertainment', 'Nihon Ad Systems', 'Shueisha']","None found,",['M.S.C'],['Manga'],,,23 min. per ep.,PG-13 - Teens 13 or older,7.87,#892,#3829,"38,671",39,21287,"The National Tournament continues for Ryouma Echizen and the Seishun Academy Boys' Tennis Team as they face off against last year's semifinalist, Shitenhouji Middle School. As winners of the Kansai Regionals, Shitenhouji is one of the top contenders to win this year's tournament. What's more, each member of the Shitenhouji team has skills that are said to surpass their Seishun counterparts. Shitenhouji also has Kintarou Tooyama, another ""super rookie"" who rivals Ryouma in strength and technique. Seishun will have to push the limits of their abilities to stand a chance at defeating the Kansai champions in this East versus West matchup. [Written by MAL Rewrite]","['Prequel (OVA) Tennis no Oujisama: Zenkoku Taikai-hen', 'Sequel (OVA) Tennis no Oujisama: Zenkoku Taikai-hen - Final', 'Adaptation (Manga) Tennis no Oujisama', '']",Tennis no Oujisama: Zenkoku Taikai-hen - Semifinal,"Prince of Tennis OVA 2, Prince of Tennis OVA Semifinal",['Sports'],['Shounen'],,,,,
122,こどものじかん OVA,,['OVA'],3,Finished Airing,"Sep 11, 2007 to Jan 21, 2011",,,"None found,","None found,","['Diomedéa', 'Studio Barcelona']",['Manga'],"['Comedy', 'Ecchi']",,24 min. per ep.,R+ - Mild Nudity,7.02,#4290,#4226,"31,067",30,16989,"A series of OVA episodes released with the limited edition manga volumes. Episode 01: What You Gave Me (Anata ga Watashi ni Kureta Mono) Kokonoe, Usa, and Kagami go shopping for a present for Sensei. Eventually Kokonoe decides to make one and they all end up spending the night at her house. Along the way we learn more about Usa's love for Reiji, Kagami's love for Kokonoe, and Kokonoe's love for Sensei. Episode 02: Kuro-chan, Shiro-chan (Kuro-chan to Shiro-chan) Kuro-chan tries to become friends with Shirai-sensei. Episode 03: A Child's Summer Time (Kodomo no Natsu Jikan) The girls, Aoki and Houin go into the country to visit Aoki's family.","['Adaptation (Manga) Kodomo no Jikan', '']",Kodomo no Jikan OVA,"Kodomo no Jikan: Anata ga Watashi ni Kureta Mono, Kuro-chan to Shiro-chan, Kodomo no Natsu Jikan, Nymphet, Kojika, Kodomo no Jikan Second Term Special, Kodomo no Jikan OAD",,,,['School'],,,
123,AIKa R-16:VIRGIN MISSION,AIKa R-16: Virgin Mission,['OVA'],3,Finished Airing,"Apr 25, 2007 to Oct 26, 2007",,,"['Bandai Visual', 'Omnibus Promotion']",['Bandai Entertainment'],['Studio Fantasia'],Original,"['Action', 'Comedy', 'Ecchi']",,26 min. per ep.,R+ - Mild Nudity,5.88,#10537,#4504,"27,414",57,10643,"Aika is a smart and athletic high school girl. She is so competent that she successfully passes the salvagers license test, obtaining a C-class license. Yet, she is young and hotheaded, so much so that Gota still treats her as a child. Due to this personality, no one is willing to hire her for salvaging jobs. Since she had taken the trouble to get her license, she decides to post an ad in her school to attract clients. She manages to get the attention of Erika, a daughter of a rich family and the leader of the treasure hunting club. She asks Aika to salvage something from the sea and Aika delightfully accepts the request. However, upon seeing the state-of-the-art submarine loaded onto Erika's private cruiser and discovering their destination, Aika realizes the terrible nature of her assignment. This results in a clash with a group of high school girls in the southern islands. Who is the mysterious girl named Karen? So begins Aika's newest challenge! (Source: AnimeNfo)","['Sequel (OVA) AIKa Zero', 'Adaptation (Manga) AIKa R-16: School Mission']",AIKa R-16: Virgin Mission,,,,,,,Aika R-16: Virgin Mission,
124,マリア様がみてる〜３rd〜,Maria Watches Over Us 3rd,['OVA'],5,Finished Airing,"Dec 29, 2006 to Jul 25, 2007",,,"None found,",['Nozomi Entertainment'],['Studio Deen'],['Light novel'],"['Drama', 'Girls Love']",,51 min. per ep.,PG-13 - Teens 13 or older,7.79,#1075,#4775,"23,938",99,11034,"Summer has arrived, and the students of Lillian Girls' Academy are on break! Yumi and Sachiko head out to the Ogasawara family's summer home, but what was supposed to be a relaxing vacation takes a turn for the worse when some of Sachiko's old acquaintances drop by for tea. These rich and snobby debutantes don't think Yumi is worthy of Sachiko's affection and they're out to make this summer one she'll regret. (Source: RightStuf)","['Prequel (TV) Maria-sama ga Miteru: Haru', 'Sequel (TV) Maria-sama ga Miteru 4th', 'Adaptation (Manga) Maria-sama ga Miteru', 'Adaptation (Light Novel) Maria-sama ga Miteru']",Maria-sama ga Miteru 3rd,"MariMite OVA, La Vierge Marie Vous Regarde, The Virgin Mary is Watching You",,['Shoujo'],,['School'],,,María Nos Mira. Los Ovas.
125,イバラード時間,,['OVA'],1,Finished Airing,"Jul 4, 2007",,,"None found,","None found,",['Studio Ghibli'],Other,,,30 min.,G - All Ages,6.84,#5162,#4795,"23,648",37,8196,"Much like looking through a window, Iblard Jikan explores the fantastic and beautiful world of Iblard by panning through art created by Naohisa Inoue. Iblard shows itself to be nothing short of amazing and will wash serenity over your mind. (Source: ANN)",[],Iblard Jikan,Iblard Time,['Fantasy'],,,,,,
126,あねき… MY SWEET ELDER SISTER THE ANIMATION,Aneki... My Sweet Elder Sister: The Animation,['OVA'],4,Finished Airing,"Sep 28, 2007 to Jul 29, 2011",,,['Pink Pineapple'],"None found,","['T-Rex', 'Office TakeOut']",['Manga'],,,30 min. per ep.,Rx - Hentai,6.80,N/A,#5775,"14,799",104,5714,"Takumi just cannot stop fantasizing about Saki-senpai, her voluptuous body just stands out anywhere. One day she talks to him on the train and they become friends. Whenever he can, Takumi stares at her form, always getting a hard-on. The next day he finds out they have the same fetish... and so the story begins. (Source: AniDB)","['Adaptation (Manga) Aneki... My Sweet Elder Sister', '']",Aneki... My Sweet Elder Sister The Animation,,['Hentai'],,,,,,
127,BLAME! (2007),,['OVA'],2,Finished Airing,"Sep 7, 2007",,,['Geneon Entertainment'],"None found,",['Production I.G'],['Manga'],"['Action', 'Sci-Fi']",,4 min. per ep.,PG-13 - Teens 13 or older,5.33,#12597,#6352,"11,551",7,4717,"Based on the manga Blame! by Nihei Tsutomu, serialised in Monthly Afternoon. In a city that is said to have thousands of levels, making it impossible to tell the sky from the ground, the mysterious Killy wanders the bizarre and foreboding levels of this mega-structure, where the boundaries between machine and living organism have been obscured. (Source: AniDB)","['Sequel (ONA) Blame!', 'Adaptation (Manga) Blame! Read Manga']",Blame! Prologue,,,,,['Mecha'],,,
128,ICE - アイス -,,['OVA'],3,Finished Airing,"May 25, 2007 to Sep 25, 2007",,,"None found,",['Sentai Filmworks'],['PPM'],Original,"['Action', 'Girls Love', 'Sci-Fi']",,37 min. per ep.,R - 17+ (violence & profanity),5.26,#12787,#6768,"9,989",13,4135,"By A.D. 2010, all men have died off quickly due to a dramatic change in the environment and an unknown contaminant. The population decreased to the lowest number ever seen...until only the women were left alive. They live huddled in small corners of a world mostly reclaimed by nature. There are those who accept their inevitable extinction and live a carefree life... There are those who try to continue on the race with the help of science... It is a society of constant conflict over their differences of principles and policies. The story takes place in the center of Tokyo. It is one of the places left for them. The conflict over the specimen of ""ICE"" and the chance it may provide to save humanity begins. (Source: AnimeNfo)",[],Ice,"ICE: The Last Generation, Project Ice",,,,['Military'],,,
129,相姦遊戯,Sexual Pursuit,['OVA'],2,Finished Airing,"Aug 10, 2007 to Nov 9, 2007",,,['Digital Works'],['Media Blasters'],['Y.O.U.C'],Visual novel,,,27 min. per ep.,Rx - Hentai,6.72,N/A,#7001,"9,211",53,3872,"Yuji just got himself a new board game and he can't wait to play. What Yuji doesn't know is that the game possesses secret powers - sexual powers, to be precise. He and his stepmother decide to give it a try. The game requires drawing cards from a deck that have sexual instructions on them. Though it starts out innocently enough, Yuji soon experiences sexual feelings for his opponent. As the game progresses and the sexual tension escalates, it culminates in a sexual free-for-all with his stepmother and stepsister. (Source: Boxtorrents)","['Sequel (OVA) Soukan Yuugi 2', '']",Soukan Yuugi,,['Hentai'],,,,,,
130,レッドガーデン デッドガールズ,Red Garden: Dead Girls,['OVA'],1,Finished Airing,"Aug 8, 2007",,,"['GDH', 'Sotsu Music Publishing']","['ADV Films', 'Funimation']",['Gonzo'],Original,,,44 min.,R - 17+ (violence & profanity),6.30,#8276,#7240,"8,496",10,3580,"In the future (subsequent to the events of the television series) Kate, Rose, Rachel and Claire divide their immortal lives between study and vigilantism. Their past link to the red garden on Roosevelt Island comes back to haunt them after mysterious transfer students Louise and Edgar seek out their friendship.","['Prequel (TV) Red Garden', '']",Red Garden: Dead Girls,,['Mystery'],,,['Mecha'],,,
131,After... THE ANIMATION,,['OVA'],2,Finished Airing,"Aug 25, 2007 to Jan 25, 2008",,,"['Milky Animation Label', 'MS Pictures']",['Kitty Media'],['Melissa'],Visual novel,,,26 min. per ep.,Rx - Hentai,5.67,N/A,#7249,"8,462",25,2872,Young boy gets involved with the teacher and classmates.,"['Adaptation (Light Novel) After...', '']",After... The Animation,,['Hentai'],,,['School'],,,
