,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,French,Themes,Demographic,Genre,Spanish,Demographics
66,"Shin Mazinger Shogeki! Z-hen, True Mazinger, Z Mazinger",Ｚマジンガー; 真マジンガー 衝撃！Z編,Mazinger Edition Z: The Impact!,['TV'],26,Finished Airing,"Apr 4, 2009 to Sep 26, 2009",['Spring 2009'],Saturdays at 23:20 (JST),"['Bandai Visual', 'Lantis', 'Dynamic Planning']",['Discotek Media'],"['Bee Media', 'Code']",['Manga'],"['Action', 'Drama']",,23 min. per ep.,R - 17+ (violence & profanity),7.65,#1432,#5489,"16,818",165,5872,"Set in the near future, humanity enters another energy revolution following the discovery of Photon Power. Derived from the ore discovered under the foothills of Mt. Fuji, its intended use was to solve the world's energy problems with its unimaginable power. Seeking this energy is Dr. Hell, a madman craving world domination who with his subordinates Baron Ashura, Count Brocken and Viscount Pygman, commands an army of mechanical beasts excavated from the ruins of ancient Greece to seize the Photon Power Lab for himself. Meeting the attack head on is the hot-blooded teenager Kabuto Kouji, who pilots the Photon Powered robot built by his grandfather, Mazinger Z. But in this battle between Dr. Hell and the Kabuto family, many legends surrounding the Mycenaean Civilization and Bardos Island, as well as the secrets of Mazinger Z remain shrouded in mystery. A new series based on the mecha show that started it all, Mazinger Z. Shin Mazinger Shougeki! Z-Hen starts over from the beginning with a new cast, to tell a new story unrelated to the original show. (Source: shin-mazinger.com)","['Adaptation (Manga) Mazinger Z', 'Adaptation (One-shot) Mazinger Z : Relic of Terror']",Shin Mazinger Shougeki! Z-hen,Mazinger Edition Z: The Impact!,Mazinger Edition Z: The Impact!,"['Mecha', 'Super Power']",['Shounen'],,Mazinger Edition Z: The Impact!,
67,Jewel Pet,ジュエルペット,Jewelpet,['TV'],52,Finished Airing,"Apr 5, 2009 to Mar 28, 2010",['Spring 2009'],Sundays at 09:30 (JST),"['TV Osaka', 'Sanrio', 'Imagine']","None found,",['Studio Comet'],Original,,,23 min. per ep.,PG - Children,6.80,#5345,#5910,"13,926",43,4475,"When what looks to be a cluster of shooting stars appear in the sky, Rinko Kougyoku and her friend Minami each make a wish. What the girls truly saw were not stars, but 'Jewel Charms' falling to the Earth. These charms were created by three magicians in a magical world names Jewel Land, each housing one of its many native Jewelpets. Although these creatures are free to roam the world in their original form, the magicians sometimes turn them into charms so that they can be carried around with great ease. Most Jewelpets don't find this troublesome, but once a mischievous bunny by the name of Ruby feels overly claustrophobic, she devises her escape. One day, the magicians decide to move the Jewelpets, and task a pelican with delivering them to the Dream Forest. All is well until a strong gust of wind disorients the bird, who then drops all of the charms that he was carrying. Instead of heading towards the Dream Forest, all the Jewelpets but Ruby fall to Rinko's home city on Earth. Someone must go and retrieve them all, and as Ruby was the worst-behaved of the bunch, she is given the task of going to Earth. When Ruby reaches Earth in the form of a red Jewel Charm, she falls into Rinko's water glass, and thus begins a rather unexpected adventure. Rinko, Minami, and Ruby form an alliance to search and gather all of the fallen charms, encountering strange creatures and tons of helpful allies along the way. Will they be able to succesfully bring the Jewelpets home safely, or is Earth full of more danger than they had expected?","['Sequel (TV) Jewelpet Twinkle☆', 'Adaptation (Manga) Jewel Pet']",Jewelpet,,,"['Anthropomorphic', 'Mahou Shoujo']",,['Fantasy'],,
68,Gokujo!! Mecha Mote Iincho,極上!!めちゃモテ委員長,The Best!! Extremely Cool Student Council President,['TV'],51,Finished Airing,"Apr 4, 2009 to Mar 27, 2010",['Spring 2009'],Saturdays at 09:00 (JST),"['TV Tokyo', 'Shogakukan-Shueisha Productions', 'Ryukyu Asahi Broadcasting']","None found,",['Shogakukan Music & Digital Entertainment'],['Manga'],"['Comedy', 'Romance']",['School'],24 min. per ep.,PG - Children,6.35,#7973,#7071,"8,985",19,2797,"Mimi Kitagami is a kind, level-headed girl who aims to be the best, coolest student council president of her high school class. However, three trouble-making boys are always causing her grief — and she has a one-sided crush on one of the boys, Ushio Toujou. (Source: ANN)","['Sequel (TV) Gokujou!! Mecha Mote Iinchou Second Collection', 'Adaptation (Manga) Gokujou!! Mecha Mote Iinchou']",Gokujou!! Mecha Mote Iinchou,,,,['Shoujo'],,,
69,,サザエさん,Mrs. Sazae,['TV'],Unknown,Currently Airing,"Oct 5, 1969 to ?",['Fall 1969'],Sundays at 18:30 (JST),['Fuji TV'],"None found,",['Eiken'],['4-koma manga'],"['Comedy', 'Slice of Life']",,24 min.,G - All Ages,6.14,#9130,#7130,"8,800",39,1933,"The main character is a mother named Sazae-san. She lives in a house with her husband, her kids and her parents. The show is the ultimate family program and tends to follow traditional themes. Think of this show as the Japanese equivalent to ""The Partridge Family"" and you'll get a good feel for this show's atmosphere. Don't expect to see things like violence, swearing, kung-fu action or magical girls. The plots are more like ""Today, Sazae-san goes to the new mall and gets lost"". Such ""boring"" plotlines and the simplistic art are often a turn-off to non-Japanese audiences, but most Japanese find the show incredibly good. As a result, it continues to be one of the top ratings grabbers on TV and is one of the few anime that is considered ""acceptable"" by adults. (Source: AniDB)","['Adaptation (Manga) Sazae-san', '']",Sazae-san,,,,,,,
70,"Anne of Green Gables Prequel, Akage no Anne Prequel",こんにちは アン ～Before Green Gables,Before Green Gables,['TV'],39,Finished Airing,"Apr 5, 2009 to Dec 27, 2009",['Spring 2009'],Sundays at 19:30 (JST),"None found,","None found,",['Nippon Animation'],Novel,,['Historical'],20 min. per ep.,G - All Ages,7.63,#1466,#7221,"8,542",50,2494,The story of what happened to Anne Shirley before she was adopted.,"['Sequel (TV) Akage no Anne', '']",Konnichiwa Anne: Before Green Gables,,,,,['Drama'],,
71,"Ninja Boy Rantaro, Rakudaii Nintama Rantarou",忍たま乱太郎,,['TV'],Unknown,Currently Airing,"Apr 10, 1993 to ?",['Spring 1993'],Not scheduled once per week,"['NHK', 'Sogo Vision', 'NHK Enterprises']","None found,","['Ajia-do', 'Gakken']",['Manga'],,,10 min.,G - All Ages,7.08,#4017,#7391,"8,013",77,2550,"Taking place in the Sengoku Period, Rantarou, Kirimaru and Shinbei are young students at Ninjutsu Academy, a school that teaches all kinds of youth how to become ninjas. Known as ""Nintamas"" (a contraction of ninja + tama [egg]), the main trio, and many other students at the school, must learn all sorts of unique skills to achieve their goal. Unfortunately, things aren't that simple, since our protagonists constantly find themselves failing their classes. With strict ninja teachers such as Doi-sensei and Yamada-sensei, the mischievous girls from the Kunoichi class, an entire crew of pirates and dozens more interesting characters, anything can happen in the crazy world of Nintama. The episodes are 7 minutes and thirty seconds long each, and each season (which there's currently 29 of) usually has a range of 60-90 episodes.","['Adaptation (Manga) Rakudai Ninja Rantarou', '']",Nintama Rantarou,,,,['Kids'],['Comedy'],El Ninja Boy Rantaró,
72,Maruko-chan,ちびまる子ちゃん,Little Miss Maruko,['TV'],Unknown,Currently Airing,"Jan 8, 1995 to ?",['Winter 1995'],Sundays at 18:00 (JST),"['Ajia-do', 'Fuji TV', 'Sakura Production']","None found,",['Nippon Animation'],['Manga'],,['School'],23 min.,G - All Ages,7.34,#2626,#7914,"6,770",62,2183,"Momoko Sakura is an elementary school student who likes popular idol Momoe Yamaguchi and mangas. She is often called ""Chibi Maruko-chan"" due to her young age and small size. She lives together with her parents, her grandparents and her elder sister in a little town. In school, she has many friends with whom she studies and plays together everyday, including her close pal, Tama-chan; the student committee members, Maruo-kun and Migiwa-san; and the B-class trio: 'little master' Hanawa-kun, Hamaji-Bu Taro and Sekiguchi-kun. This is a fun-loving and enjoyable anime that portrays the simple things in life. (Source: ANN)","['Prequel (TV) Chibi Maruko-chan', 'Adaptation (Manga) Chibi Maruko-chan']",Chibi Maruko-chan (1995),,,,['Shoujo'],['Comedy'],Chibi Maruko-chan,
73,Hige Piyo,"ひげぴよ, ヒゲぴよ",,['TV'],39,Finished Airing,"Apr 3, 2009 to Feb 19, 2010",['Spring 2009'],Unknown,['Aniplex'],"None found,",['Kinema Citrus'],Original,,,5 min. per ep.,PG - Children,7.07,#4067,#8168,"6,260",16,2695,"Higepiyo is a little chick with a mustache, who is seeking to aquire masculinity with his friend Hiroshi but ends up being entangled with a skin of heated milk.",[],Higepiyo,,,,,['Comedy'],,
74,Atashinchi,あたしンち,My Family,['TV'],330,Finished Airing,"Apr 19, 2002 to Sep 19, 2009",['Spring 2002'],Saturdays at 11:20 (JST),"['TV Asahi', 'Yumeta Company']","None found,",['Shin-Ei Animation'],['Manga'],"['Comedy', 'Slice of Life']",,25 min. per ep.,G - All Ages,7.38,#2439,#8236,"6,114",63,2770,"Outrageous misadventures of an almost normal family with a housewife, her husband, and their two kids Yuzuhiko and Mikan. Wacky humor about this weird family's daily life. (Source: AniDB)","[""Sequel (TV) Shin Atashin'chi"", ""Adaptation (Manga) Atashin'chi""]",Atashin'chi,,,,,,,
75,"Marie to Gali, Marie and Gali",マリー & ガリー,,['TV'],40,Finished Airing,"Mar 31, 2009 to Mar 23, 2010",['Spring 2009'],Tuesdays at 19:25 (JST),['NHK'],"None found,",['Toei Animation'],Original,,['Educational'],5 min. per ep.,PG-13 - Teens 13 or older,6.38,#7813,#8654,"5,458",11,1483,"Marika is a gothic lolita who somehow ends up in the mysterious town of Galihabara. There she meets different famous scientists like Galileo Galilei, Marie Skłodowska Curie and Sir Isaac Newton.","['Prequel (Special) Marie & Gali Episode Zero', 'Sequel (TV) Marie & Gali ver. 2.0']",Marie & Gali,,,,,['Comedy'],,
76,"Yattaman New Series, Yattaman Remake, Yattaaman 2, Yatterman (2008)",ヤッターマン,,['TV'],60,Finished Airing,"Jan 14, 2008 to Sep 27, 2009",['Winter 2008'],Unknown,"None found,","None found,",['Tatsunoko Production'],Original,"['Adventure', 'Comedy']",['Parody'],25 min. per ep.,G - All Ages,6.54,#6853,#8838,"5,158",10,1405,Remake of the Yatterman series.,"['Adaptation (Manga) Yatterman', '']",Yatterman,,,,,,,
77,"Soreike! Anpanman, Go! Anpanman, Anpanman TV",それいけ！アンパンマン,,['TV'],Unknown,Currently Airing,"Oct 3, 1988 to ?",['Fall 1988'],Fridays at 16:20 (JST),"['Sotsu', 'Nippon Television Network']","None found,",['TMS Entertainment'],Picture book,"['Comedy', 'Fantasy']",,24 min.,PG - Children,6.58,#6586,#9190,"4,609",31,1738,"One night, a Star of Life falls down the chimney of a bakery nestled deep in the forest, causing the dough in the oven to come to life. The dough becomes Anpanman, a superhero made of anpan (a sweet roll with bean jam filling). Together with his friends, Anpanman fights his rival Baikinman and helps the malnourished. (Source: ANN)",[],Sore Ike! Anpanman,,,,['Kids'],,,
78,"Battle Spirits: Shonen Toppa Bashin, Battle Spirits Season 1",バトルスピリッツ 少年突破バシン,,['TV'],50,Finished Airing,"Sep 7, 2008 to Sep 6, 2009",['Fall 2008'],Unknown,"['Toei Animation', 'Sotsu', 'Nagoya Broadcasting Network']","None found,",['Sunrise'],Card game,,['Strategy Game'],23 min. per ep.,PG - Children,6.37,#7879,#9411,"4,269",13,1511,"Energetic and thrill-seeking sixth grader Toppa Bashin has his mind set on only one thing—the card game Battle Spirits. Bearing a ruby pendant inherited from his missing father, Bashin heads to school every day with excitement: not for academics, but for card battling, much to the chagrin of his peers. One day, Bashin encounters J, the child prodigy champion of Battle Spirits, who bears a similar pendant. Star-struck, Bashin challenges J to a battle. However, the battle he gets is one he did not anticipate; the two are teleported to a mysterious arena in the sky—the Isekai World—where Spirits from the game become real. Feeling that his dream is finally within arm's reach, Bashin dives headfirst into the Isekai World, encountering other card battlers with extraordinary pendants. While making his way to the top, he slowly realizes that there is more to Battle Spirits than he ever imagined. [Written by MAL Rewrite]",[],Battle Spirits: Shounen Toppa Bashin,,,,['Shounen'],,,
79,,ピーピング・ライフ,Peeping Life: The Perfect Edition,['TV'],10,Finished Airing,"May 14, 2009 to Aug 11, 2009",['Spring 2009'],Unknown,['CoMix Wave Films'],"None found,","None found,",Original,"['Comedy', 'Slice of Life']",,5 min. per ep.,G - All Ages,5.17,#12965,#10127,"3,410",3,1016,Slice of life comedy about pitfalls of Japanese society.,"['Sequel (OVA) Peeping Life: The Perfect Emotion', '']",Peeping Life,,,,,,,
80,"Mainichi Kaa-san, Every Day Mom",毎日かあさん,Kaasan: Mom's Life,['TV'],142,Finished Airing,"Apr 1, 2009 to Mar 25, 2012",['Spring 2009'],Unknown,['Nihon Ad Systems'],"None found,","['Gallop', 'TYO Animations', 'Dongwoo A&E']",['Manga'],"['Comedy', 'Slice of Life']",['Childcare'],20 min. per ep.,PG - Children,7.22,#3274,#10187,"3,347",24,1068,Based on Rieko Saibara's humorous semi-autobiographical manga about her life raising her two children.,[],Mainichi Kaasan,Kaasan Mom's Life,Kaasan Mom's Life,,,,Kaasan Mom's Life,
81,Cooking Idol,クッキンアイドル　アイ！マイ！まいん！,,['TV'],305,Finished Airing,"Mar 30, 2009 to Mar 22, 2013",['Spring 2009'],Unknown,"['NHK', 'Nihon Ad Systems']","None found,",['Studio Deen'],Original,"['Comedy', 'Gourmet']",,6 min. per ep.,PG - Children,6.25,#8567,#10690,"2,884",9,739,"Cooking Idol teaches children how to cook through instruction of the main character, MAIN. The show itself is divided into an animated segment featuring MAIN, and a live-action segment featuring the voice actor of MAIN, Fukuhara Haruka, as she practices the cooking herself. The live-action segment is not included in the avg episode duration.",[],Cookin' Idol Ai! Mai! Main!,,,,['Kids'],,,
