,Synonyms,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,German,Spanish,French,Theme,Demographic,Genre,Themes,Demographics
69,"Re: Life in a different world from zero, ReZero",Re:ゼロから始める異世界生活,Re:ZERO -Starting Life in Another World-,['TV'],25,Finished Airing,"Apr 4, 2016 to Sep 19, 2016",['Spring 2016'],Mondays at 01:05 (JST),"['TV Tokyo', 'Media Factory', 'Kadokawa Shoten', 'AT-X', 'Magic Capsule', 'Memory-Tech', 'Hakuhodo DY Music & Pictures']",['Funimation'],['White Fox'],['Light novel'],"['Drama', 'Fantasy', 'Suspense']",26 min. per ep.,R - 17+ (violence & profanity),8.24,#351,#23,"2,310,186","70,913",1476804,"When Subaru Natsuki leaves the convenience store, the last thing he expects is to be wrenched from his everyday life and dropped into a fantasy world. Things are not looking good for the bewildered teenager; however, not long after his arrival, he is attacked by some thugs. Armed with only a bag of groceries and a now useless cell phone, he is quickly beaten to a pulp. Fortunately, a mysterious beauty named Satella, in hot pursuit after the one who stole her insignia, happens upon Subaru and saves him. In order to thank the honest and kindhearted girl, Subaru offers to help in her search, and later that night, he even finds the whereabouts of that which she seeks. But unbeknownst to them, a much darker force stalks the pair from the shadows, and just minutes after locating the insignia, Subaru and Satella are brutally murdered. However, Subaru immediately reawakens to a familiar scene—confronted by the same group of thugs, meeting Satella all over again—the enigma deepens as history inexplicably repeats itself. [Written by MAL Rewrite]","['Prequel (Movie) Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna', 'Sequel (TV) Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season', 'Adaptation (Manga) Re:Zero kara Hajimeru Isekai Seikatsu: Dai-1 Shou - Outo no Ichinichi-hen', 'Adaptation (Manga) Re:Zero kara Hajimeru Isekai Seikatsu: Dai-2 Shou - Yashiki no Isshuukan-hen']",Re:Zero kara Hajimeru Isekai Seikatsu,Re:ZERO -Starting Life in Another World-,Re:Zero -Empezar de cero en un mundo diferente-,Re:Zero -Starting Life in Another World-,,,,"['Isekai', 'Psychological', 'Time Travel']",
70,"JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai, Diamond is not Crash",ジョジョの奇妙な冒険 ダイヤモンドは砕けない,JoJo's Bizarre Adventure: Diamond Is Unbreakable,['TV'],39,Finished Airing,"Apr 2, 2016 to Dec 24, 2016",['Spring 2016'],Saturdays at 00:30 (JST),['Warner Bros. Japan'],['VIZ Media'],['David Production'],['Manga'],"['Action', 'Adventure']",23 min. per ep.,R - 17+ (violence & profanity),8.50,#141,#128,"1,182,295","41,127",816210,"The year is 1999. Morioh, a normally quiet and peaceful town, has recently become a hotbed of strange activity. Joutarou Kuujou, now a marine biologist, heads to the mysterious town to meet Jousuke Higashikata. While the two may seem like strangers at first, Jousuke is actually the illegitimate child of Joutarou's grandfather, Joseph Joestar. When they meet, Joutarou realizes that he may have more in common with Jousuke than just a blood relation. Along with the mild-mannered Kouichi Hirose and the boisterous Okuyasu Nijimura, the group dedicates themselves to investigating recent disappearances and other suspicious occurrences within Morioh. Aided by the power of Stands, the four men will encounter danger at every street corner, as it is up to them to unravel the town's secrets, before another occurs. [Written by MAL Rewrite]","['Prequel (TV) JoJo no Kimyou na Bouken Part 3: Stardust Crusaders - Egypt-hen', 'Sequel (TV) JoJo no Kimyou na Bouken Part 5: Ougon no Kaze', 'Adaptation (Manga) JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai', '']",JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,,Jojo's Bizarre Adventure: Diamond Is Unbreakable Temporada 3,JoJo's Bizarre Adventure: Diamond is Unbreakable,['Super Power'],['Shounen'],,,
71,"Dragon Ball Chou, DB Super, DBS",ドラゴンボール超（スーパー）,Dragon Ball Super,['TV'],131,Finished Airing,"Jul 5, 2015 to Mar 25, 2018",['Summer 2015'],Sundays at 09:00 (JST),"['Yomiko Advertising', 'Fuji TV']",['Funimation'],['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Comedy', 'Fantasy']",23 min. per ep.,PG-13 - Teens 13 or older,7.46,#2106,#218,"868,872","10,978",559123,"Seven years after the defeat of Majin Buu, Earth is at peace, and its people live free from any dangers lurking in the universe. However, this peace is short-lived; a sleeping threat awakens in the dark reaches of the galaxy: Beerus, the ruthless God of Destruction. Disturbed by a prophecy that he will be defeated by a ""Super Saiyan God,"" Beerus and his angelic attendant Whis search the universe for this mysterious being. Before long, they reach Earth and encounter Gokuu Son, one of the planet's mightiest warriors, and his powerful friends. [Written by MAL Rewrite]","['Sequel (Movie) Dragon Ball Super: Broly', 'Adaptation (Manga) Dragon Ball Super']",Dragon Ball Super,,,,['Martial Arts'],['Shounen'],,,
72,,双星の陰陽師,Twin Star Exorcists,['TV'],50,Finished Airing,"Apr 6, 2016 to Mar 29, 2017",['Spring 2016'],Wednesdays at 18:25 (JST),"['TV Tokyo', 'Nihon Ad Systems', 'TV Tokyo Music', 'Avex Pictures', 'Shueisha']",['Crunchyroll'],['Pierrot'],['Manga'],"['Action', 'Fantasy', 'Romance']",24 min. per ep.,PG-13 - Teens 13 or older,7.29,#2889,#444,"533,134","3,080",222054,"Magano, a parallel realm filled with monsters known as ""Kegare,"" is a place where exorcists deal with all impurities. Benio Adashino is a prodigy exorcist who is recognized for her strength and is summoned to Tokyo by the Exorcist Union. On her way, she plummets into the arms of Rokuro Enmadou, a young exorcist with a troubled past. But the impurities of Magano do not rest. When these two exorcists witness a couple of children stolen by a Kegare, Benio rushes to save them, dragging Rokuro along with her into Magano. Engaged in a fight she is on the verge of being defeated in, Benio is saved by Rokuro, revealing himself capable of being her rival in talent. Sousei no Onmyouji tells the story of two talented exorcists who are destined to become the ""Twin Star Exorcists"" and the prophesised parents of the Miko—the reincarnation of Abe no Seimei—who will cleanse the world of all impurities. [Written by MAL Rewrite]","['Adaptation (Manga) Sousei no Onmyouji', '']",Sousei no Onmyouji,Twin Star Exorcists,Twin Star Exorcists,Twin Star Exorcists,,['Shounen'],,"['Mythology', 'Urban Fantasy']",
73,Detective Conan,名探偵コナン,Case Closed,['TV'],Unknown,Currently Airing,"Jan 8, 1996 to ?",['Winter 1996'],Saturdays at 18:00 (JST),"['Yomiuri Telecasting', 'Shogakukan', 'Audio Planning U', 'Tokyo Movie', 'Polydor Records']","['Funimation', 'Crunchyroll']",['TMS Entertainment'],['Manga'],"['Adventure', 'Comedy', 'Mystery']",24 min.,PG-13 - Teens 13 or older,8.17,#433,#704,"360,653","15,327",164261,"Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child. Perfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa. Shinichi, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday. [Written by MAL Rewrite]","['Adaptation (Manga) Meitantei Conan', '']",Meitantei Conan,Case Closed,,,['Detective'],['Shounen'],,,
74,"Pocket Monsters XY&Z, Pokémon XY&Z",ポケットモンスターXY&Z,Pokémon the Series: XYZ,['TV'],47,Finished Airing,"Oct 29, 2015 to Oct 27, 2016",['Fall 2015'],Thursdays at 18:55 (JST),"None found,",['The Pokemon Company International'],['OLM'],Game,"['Action', 'Adventure', 'Comedy', 'Fantasy']",23 min. per ep.,PG - Children,7.78,#1087,#1623,"152,944","1,178",97379,"The journey of Satoshi and his friends through the Kalos region continues! After Satoshi obtains his seventh gym badge, the group is moving toward the next town when Eureka discovers a mysterious Pokémon resting in her pochette. Soon given the name Puni-chan, it is one that even Satoshi and Serena's new Pokémon Zukan cannot identify. However, it quickly becomes apparent that Puni-chan is the target of a mysterious group clad in bright red suits known as Team Flare, aiming to capture the new Pokémon to further their agenda. But when Satoshi and the gang realize that the enigmatic organization has no intention of treating Puni-chan with any decency, they take a stand in opposition to Team Flare's plans, daring to fight back. With Gojika's predictions looming above them, Satoshi aims for his final gym badge while Serena contests for her last Princess Key in order to be able to compete at the TriPokalon Master Class. But as Team Flare begins to move in search of the mysterious Z, the stories of Pokemon XY and Pokemon XY: Mega Evolution cross paths as Satoshi and his friends, along with Team Rocket, get caught up in a scheme that could put Kalos in great danger. [Written by MAL Rewrite]","['Prequel (TV) Pokemon XY', 'Sequel (TV) Pokemon Sun & Moon']",Pokemon XY&Z,Pokémon XYZ,Pokémon Temporada XYZ,Pokémon XYZ,,['Kids'],,,
75,"Black Corpse, Black Relic",クロムクロ,Kuromukuro,['TV'],26,Finished Airing,"Apr 7, 2016 to Sep 29, 2016",['Spring 2016'],Thursdays at 21:00 (JST),"['Sotsu', 'Pony Canyon', 'AT-X', 'KlockWorx', 'Tokyo MX', 'Medicos Entertainment', 'Infinite']",['Ponycan USA'],['P.A. Works'],Original,"['Action', 'Sci-Fi']",24 min. per ep.,R - 17+ (violence & profanity),7.13,#3762,#1668,"147,712",434,62520,"During the dawn of the 21st century, the United Nations Kurobe Research Institute was established in Japan to investigate an ancient artifact, which was discovered during the construction of the Kurobe Dam. Scientists from around the world have gathered in the facility to study the object, while their children enjoy their everyday lives attending Mt. Tate International Senior High School. Yukina Shirahane, a reserved high school girl, is the daughter of the facility's head scientist. While visiting her mother at the facility, Yukina manages to solve part of the artifact's puzzle. To her surprise, what appears before her is Kennosuke Tokisada Ouma, a young samurai from the Sengoku era. As a threat approaches from outer space, Yukina, along with Kennosuke, finds herself defending Earth against the invading forces. Along the way, she discovers the mystery behind Kennosuke and the reason he is determined to protect her. [Written by MAL Rewrite]",[],Kuromukuro,,,,['Mecha'],,,,
76,Phoenix Wright: Ace Attorney,逆転裁判 ～その「真実」、異議あり！～,Ace Attorney,['TV'],24,Finished Airing,"Apr 2, 2016 to Sep 24, 2016",['Spring 2016'],Saturdays at 17:30 (JST),"['Aniplex', 'Yomiuri Telecasting', 'Capcom', 'Trinity Sound']","['Funimation', 'Crunchyroll']",['A-1 Pictures'],Game,"['Comedy', 'Drama', 'Mystery']",23 min. per ep.,PG-13 - Teens 13 or older,6.53,#6888,#1705,"143,025",525,61014,"Since he was a child, Ryuuichi Naruhodou's dream was to become a defense attorney, protecting the innocent when no one else would. However, when the rookie lawyer finally takes on his first case under the guidance of his mentor Chihiro Ayasato, he realizes that the courtroom is a battlefield. In these fast paced trials, Ryuuichi is forced to think outside the box to uncover the truth of the crimes that have taken place in order to prove the innocence of his clients. Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! follows Ryuuichi as he tackles cases to absolve the falsely accused of the charges they face. It will not be easy—standing in his path is the ruthless Reiji Mitsurugi, a prosecutor who will stop at nothing to hand out guilty verdicts. With his back against the wall, the defense attorney must carefully examine both evidence and witness testimony, sifting through lies to solve the mystery behind each case. With a shout of ""objection!,"" the battle in the courtroom begins! [Written by MAL Rewrite]","['Sequel (TV) Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2', 'Adaptation (Manga) Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!']","Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!",Ace Attorney,Ace Attorney,Ace Attorney,,,,"['Adult Cast', 'Detective', 'Workplace']",
77,,アグレッシブ烈子,Aggretsuko,['TV'],100,Finished Airing,"Apr 2, 2016 to Mar 31, 2018",['Spring 2016'],Saturdays at 12:00 (JST),['Sanrio'],"None found,",['Fanworks'],Other,,1 min. per ep.,PG-13 - Teens 13 or older,7.62,#1489,#2075,"110,792",679,52931,"Whether it be facing misogynistic remarks from her boss or being pressured by condescending co-workers, stress is just another part of the job for 25-year-old red panda Retsuko. Despite being one of the most diligent workers at her office, her diminutiveness and modesty often lead her to be exploited by her colleagues. However, when her irritation hits the limit, Retsuko brings forth her unique brand of letting off steam: aggressive death metal karaoke bashing the idiocy and hypocrisy of her co-workers' actions and work life. Although this venting only takes place in her mind, it gives her an outlet to counter her frustration in a world where hierarchy and appearances reign supreme. [Written by MAL Rewrite]",[],Aggressive Retsuko,,,,,,['Comedy'],"['Anthropomorphic', 'Music', 'Workplace']",
78,,クレヨンしんちゃん,Shin Chan,['TV'],Unknown,Currently Airing,"Apr 13, 1992 to ?",['Spring 1992'],Fridays at 19:30 (JST),['TV Asahi'],['Funimation'],['Shin-Ei Animation'],['Manga'],"['Comedy', 'Ecchi']",21 min.,G - All Ages,7.80,#1028,#2400,"88,020","1,330",42173,"There is no such thing as an uneventful day in the life of kindergartener Shinnosuke ""Shin-chan"" Nohara. The five-year-old is a cut above the most troublesome, perverted, and shameless kid one can imagine. Shin-chan is almost always engaged in questionable activities such as forgetting about a friend during hide and seek, sumo wrestling for love, performing various gags including the notorious ""elephant"" in public, and flirting with college girls. The exemplary troublemaker has done it all and has no plans to stop anytime soon. Crayon Shin-chan follows the daily shenanigans of Shin-chan with his group of friends, parading around as the self-proclaimed ""Kasukabe Defense Force."" The adults witnessing these shenanigans unfold can't help but adore Shin-chan, as he keeps them entertained while unintentionally solving their daily troubles through his mindless antics—leaving himself as the only problem they do not know what to do with. [Written by MAL Rewrite]","['Adaptation (Manga) Crayon Shin-chan', '']",Crayon Shin-chan,Shin Chan,Shin Chan,,['School'],['Seinen'],,,
79,,マクロスΔ（デルタ）,Macross Delta,['TV'],26,Finished Airing,"Apr 3, 2016 to Sep 25, 2016",['Spring 2016'],Sundays at 22:30 (JST),"['Bandai Visual', 'Big West', 'flying DOG', 'Techno Sound']",['Nozomi Entertainment'],['Satelight'],Original,"['Action', 'Romance', 'Sci-Fi']",23 min. per ep.,PG-13 - Teens 13 or older,7.28,#2948,#2540,"80,739",547,27936,"Eight years after the events of Macross F, a mysterious phenomenon known as the Var Syndrome is gradually consuming the galaxy. It's up to a new generation of highly capable Valkyrie pilots to deal with this universal menace. And if they didn't have enough on their plate already, the Aerial Knights Valkyrie fighter team from the Kingdom of Wind have come to challenge the Delta Squadron.","['Prequel (TV) Macross F', 'Sequel (Movie) Macross Δ Movie 2: Zettai Live!!!', 'Adaptation (Manga) Macross Δ', 'Adaptation (Manga) Macross Δ: Ginga wo Michibiku Utahime']",Macross Δ,,,,,,,"['Mecha', 'Military', 'Music', 'Space']",
