,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,German,French,Demographic,Themes,Spanish,Theme,Genre,Demographics
117,ワンピース オマツリ男爵と秘密の島,One Piece: Baron Omatsuri and the Secret Island,['Movie'],1,Finished Airing,"Mar 5, 2005",,,"['Fuji TV', 'Fujipacific Music']","None found,",['Toei Animation'],['Manga'],"['Action', 'Adventure', 'Drama', 'Fantasy']",1 hr. 31 min.,PG-13 - Teens 13 or older,7.77,#1108,#2027,"114,792",492,66790,"""If you are a pirate among pirates among pirates among pirates, then gather your steadfast crew of friends and set sail for our island."" Upon finding an advertisement with these words on it for Omatsuri Island, the only recreational resort on the Grand Line, Monkey D. Luffy and his Straw Hat Crew set out for it immediately. Enticed by the island's casinos, spas, beautiful women, and exquisite cuisine, the crew are eager to relax and enjoy themselves. Much to their disappointment though, they are told upon arrival that they will first have to pass Baron Omatsuri's ""Ordeals of Hell."" Once they complete this series of challenges, they will be able to enjoy the resort. However, problems begin to surface the longer they stay on the island. As strange events continue to unfold, the Straw Hat Crew find themselves at odds with one another, disagreeing at every turn. Will the Straw Hat Crew be able to figure out the truth behind Omatsuri Island, or will they fall apart from infighting first? [Written by MAL Rewrite]",[],One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima,,One Piece Film 6: Baron Omatsuri und die geheimnisvolle Insel,One Piece Film 6: Le Baron Omatsuri et L'île aux Secrets,['Shounen'],,One Piece Película 6: El Barón Omatsuri y la Isla de los Secretos,,,
118,劇場版AIR,Air: The Motion Picture,['Movie'],1,Finished Airing,"Feb 5, 2005",,,"['Frontier Works', 'Visual Arts']","['ADV Films', 'Funimation']",['Toei Animation'],Visual novel,"['Drama', 'Romance', 'Supernatural']",1 hr. 31 min.,PG-13 - Teens 13 or older,7.21,#3323,#2954,"62,524",120,33484,"Centuries ago, Kanna, a princess and the last of a winged race, was held prisoner in a castle as she was feared by the rest of the world. However, when she met a soldier named Ryuuya, she fell in love with him and told him of her wishes to see the outside world and to find her mother. Ryuuya attempted to fulfill these wishes. However, his efforts were in vain as Kanna was sealed in the sky through magic and cursed to be in pain for all eternity. Hundreds of years later, Yukito, a decendant of Ryuuya, comes to a quiet town one week before their annual festival with hopes that he can make some money. However, when he meets an unusual girl called Misuzu, he is reminded of what his mother once told him—""When you go out on your journey, if you find the winged girl's re-incarnation, you must use your power to set her free."" Yukito and Misuzu's fates soon become intertwined with each other, with each developing feelings for the other. However when Yukito realizes Misuzu's connection to the past, he must decide on whether to leave, or to attempt to break the curse that has bound Kanna in centuries of pain. [Written by MAL Rewrite]",[],Air Movie,Gekijouban Air,,,,,,,,
119,劇場版 キノの旅 -the Beautiful World- 何かをするために -life goes on.,,['Movie'],1,Finished Airing,"Feb 19, 2005",,,"None found,","None found,",['A.C.G.T.'],['Light novel'],"['Adventure', 'Drama', 'Fantasy']",29 min.,R - 17+ (violence & profanity),7.73,#1219,#3026,"59,576",51,26206,"After running away from the grim future that awaited her back in her home country, a young girl takes upon a new name and identity—inspired by the man who sacrificed his life to help her escape. Alongside her newfound companion, a talking motorcycle, the two find themselves a new home in the forest—where lives an elderly woman with an expertise in guns. Under the woman's care, the girl is trained in marksmanship and motorcycle handling among other various skills needed to survive. Although the girl is happy with her current life, her guilt regarding her savior's death continues to build within herself. She still feels responsible for her savior's death, and considers the consequences of using his name as her own. In doing so, she is denying her own identity and existence by trying to replicate another person's life, instead of living her own. Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On. follows the journey of a young girl as she begins to come to terms with her new identity. [Written by MAL Rewrite]","['Sequel (TV) Kino no Tabi: The Beautiful World', 'Adaptation (Manga) Kino no Tabi: The Beautiful World', 'Adaptation (Manga) Kino no Tabi: The Beautiful World', 'Adaptation (Light Novel) Kino no Tabi: The Beautiful World']",Kino no Tabi: The Beautiful World - Nanika wo Suru Tame ni - Life Goes On.,"Kino no Tabi: the Beautiful World - Life Goes On, Kino's Journey Movie",,,,,,,,
120,劇場版 テニスの王子様 二人のサムライ The First Game,"The Prince of Tennis: The Two Samurai, The First Game",['Movie'],1,Finished Airing,"Jan 29, 2005",,,"['TV Tokyo', 'Shochiku', 'Nihon Ad Systems', 'Shueisha']","None found,",['Production I.G'],['Manga'],,1 hr. 5 min.,PG-13 - Teens 13 or older,7.32,#2755,#4908,"22,316",26,12289,"Ryouma Echizen and the Seishun Academy Boys' Tennis Team are invited to participate in an exhibition game aboard a luxury cruise ship by its owner, Hikomaro Sakurafubuki. When they arrive, the boys are shocked to discover that Ryouma's adopted older brother, Ryouga, is the captain of the opposing team. During their first games, Seishun easily crushes their opponents, garnering excitement from the cruise spectators. However, many strange things about the cruise begin to surface—from the restaurant's cheap sushi to a bathroom covered in marble wallpaper. Suspecting something is amiss, the team quickly finds out that Sakurafubuki is running an illegal gambling plot and that they must lose their next set of matches in order for him to win a large sum of money. Back on the first day, their opponents were told to purposefully lose in order to make the spectators bet heavily on Seishun's victory. If the middle schoolers do not comply, they risk losing their lives, as all of the employees on the ship are armed and working with Sakurafubuki, including Ryouga. Relying only on themselves, the team must put their skills and intellect together to outsmart the threat around them. As Seishun decides to fight for their lives, the two sons of Samurai Nanjiro go head-to-head to determine who is the superior player. [Written by MAL Rewrite]",[],Tennis no Oujisama Movie 1: Futari no Samurai - The First Game,Prince of Tennis: The Two Samurai - The First Game,,,['Shounen'],,,,['Sports'],
121,デジタルモンスター ゼヴォリューション,,['Movie'],1,Finished Airing,"Jan 3, 2005",,,['Bandai'],"None found,",['Toei Animation'],Other,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",1 hr. 20 min.,PG - Children,7.06,#4119,#4966,"21,780",52,11632,"A virtual world was created by the present-day network called the ""Digital World."" The ""Digital Monster,"" which is a digital life object, was born, and the host computer Yggdrasil managed the different Digital World areas. However, it developed the X Program of fear to eliminate all Digimon in the old world and develop a new Digital World for only certain Digimon... Now, the greatest crisis ever approaches the Digital World. The X-Digimon, a new type of Digital Monster, is hunted by the Royal Knights who protect the Digital Worlds. Their master, the network overseer Yggdrasil, seeks to set in motion Project Ark to renew the Digital Worlds and create new Digimon, but at the cost of all other digital life. This new X-Digimon will seek out the answers to its own existence as it tries to protect the life of all Digimon, and in the process it will change the Digital Worlds forever. (Source: ANN)",[],Digimon X-Evolution,"Digital Monster X-evolution, Digimon X, Digital Monster X-Evolution: 13 Royal Knights",,,,,,,,
122,テニスの王子様 跡部からの贈り物 君に捧げるテニプリ祭り,The Prince of Tennis: A Gift from Atobe,['Movie'],1,Finished Airing,"Jan 29, 2005",,,"['Production I.G', 'TV Tokyo', 'Shochiku', 'Nihon Ad Systems', 'Shueisha']","None found,",['Trans Arts'],['Manga'],"['Comedy', 'Sports']",30 min.,PG-13 - Teens 13 or older,7.42,#2274,#5592,"16,073",29,8232,"Hyoutei Academy's excessively wealthy and prideful tennis captain, Keigo Atobe, decides to host a giant one-day inter-school festival in order to bring together the middle school tennis circuit. The festival exudes class and wealth, befitting its host. The extravagant occasion is filled with many attractions, with the most major event being a fierce relay race between all of the schools in attendance. However, Atobe has his own reasons for hosting this Super Tennis Festival; it seems that the special day is all for a certain someone among the festival attendees. [Written by MAL Rewrite]",[],Tennis no Oujisama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,Prince of Tennis: Atobe's Gift,,,['Shounen'],,,,,
123,ポケモン３Ｄアドベンチャー　ミュウを探せ！,Pokémon 3D Adventure: Find Mew!,['Movie'],1,Finished Airing,"Mar 18, 2005",,,"None found,","None found,",['OLM'],Game,"['Adventure', 'Comedy', 'Fantasy']",11 min.,PG - Children,6.97,#4508,#6442,"11,179",6,4461,"Pikachu and Meowth are on a search: a search for the elusive Pokémon, Mew. They search everywhere! The sea, the sky, the woods...will they ever find Mew? (Source: Bulbapedia)","['Sequel (Movie) Pokemon 3D Adventure 2: Pikachu no Kaitei Daibouken', '']",Pokemon 3D Adventure: Mew wo Sagase!,,,,['Kids'],,,,,
124,劇場版 ロックマン エグゼ: 光と闇の遺産,,['Movie'],1,Finished Airing,"Mar 12, 2005",,,"['TV Tokyo', 'Dentsu', 'Capcom']","None found,",['Xebec'],Game,"['Action', 'Adventure']",48 min.,PG - Children,7.19,#3446,#9086,"4,756",10,2089,"Deep in the dark recesses of the UnderNet, Forte sleeps as he drifts aimlessly. In this cybernetic graveyard, a pulsating power re-awakens Forte, alerting him to a dangerous being shortly ahead. A haunting face appears amidst a massive bright purple blob, laughing directly at Forte. Cursing him, Forte finds himself powerless as the blob takes form, and captures him within its grasp! Nearing the time of sunset, a peaceful city and its people go about their everyday business. Curious bystanders on a sidewalk glimpse a shimmering purple light, which suddenly expands into a tall pillar that reaches up to the sky. Screams erupt from the people as the pillar of light takes flight, absorbing everything in its destructive path. A tower clock dings the hour of 4 o'clock as the pillar disintegrates, leaving behind a trail of cybernetic residue and utter emptiness. 'The Program of Light and Dark' (Source: Official Site)",[],Rockman.EXE Movie: Hikari to Yami no Program,"Theater Edition Rockman EXE: Program of Light and Dark, Rockman EXE MOVIE, Rockman EXE ~ Hikari to Yami no Program ~",,,,,,['Strategy Game'],,
125,年をとった鰐,The Old Crocodile,['Movie'],1,Finished Airing,"Mar 25, 2005",,,"None found,","None found,","['Yamamura Animation, Inc.']",Picture book,"['Award Winning', 'Drama']",12 min.,G - All Ages,6.22,#8729,#10166,"3,370",2,1574,"A very old crocodile, so old that he had witnessed the building of the pyramids, was suffering from rheumatism, and no longer able to catch his food. In desperation, he decided to eat his great grand son. Although his thousands of years of longevity entitled him to much respect, the family decided he would have to be put down. Unable to bear the disrespect of his family, the old crocodile said goodbye to the Nile. One day the old crocodile met an octopus. The octopus treated her new friend to a variety of fish that she caught just for him. When the night fell, he couldn’t restrain himself from eating one of the octopus’s legs. Since then, the old crocodile began to help himself to the octopus’ leg every night… (Source: AniDB)",[],Toshi wo Totta Wani,,,,,,,,,
126,アニマ,,['Movie'],1,Finished Airing,Feb 2005,,,"None found,","None found,","None found,",Original,,4 min.,R+ - Mild Nudity,5.16,#12986,#11240,"2,445",0,1147,"ANIMA is a dance animation movie representing a human ""life."" (Source: Official Website)",[],Anima,,,,,,,['Music'],,
127,OVALxOVER,,['Movie'],1,Finished Airing,"Mar 23, 2005",,,"None found,","None found,",['Production I.G'],Other,,8 min.,PG-13 - Teens 13 or older,5.78,#11055,#11320,"2,396",1,1048,A promotional video for the Indy Racing League Bridgestone Indy Japan 300. A thrilling race. Three drivers with their own stories. A narrow line between victory and defeat. Who will be the champion?,[],Oval x Over,,,,,,,['Racing'],,
128,劇場版デュエル・マスターズ 闇の城の魔龍凰[カース・オブ・ザ・デスフェニックス],,['Movie'],1,Finished Airing,"Mar 12, 2005",,,['Shogakukan Productions'],"None found,",['Studio Hibari'],Original,"['Adventure', 'Fantasy']",45 min.,PG - Children,5.74,#11209,#12650,"1,574",1,555,No synopsis has been added for this series yet. Click here to update this information.,[],Duel Masters Movie 1: Yami no Shiro no Maryuuou,"Gekijouban Duel Masters: Yami no Shiro no Maryuuou [Curse of the Deathphoenix], Duel Masters Movie 1 - Rule the Duel",,,['Kids'],,Duel Master: Acepta el Duelo,['Strategy Game'],,
129,ZOO 「陽だまりの詩（シ）」,,['Movie'],1,Finished Airing,"Mar 19, 2005",,,['Toei Video'],"None found,",['Kamikaze Douga'],Novel,,13 min.,PG-13 - Teens 13 or older,6.33,#8117,#13420,"1,256",1,432,A man makes a robot girl and tries to teach her the aspects of daily life. But what is his real goal?,[],Zoo: Hidamari no Shi,Zoo: Hidamari no Uta,,,,,,,['Sci-Fi'],
130,龍刀奇緣,DragonBlade: The Legend of Lang,['Movie'],1,Finished Airing,"Jan 6, 2005",,,"None found,","None found,","None found,",Original,"['Action', 'Fantasy']",1 hr. 24 min.,PG-13 - Teens 13 or older,5.57,#11911,#14314,989,1,369,"A town is attacked by a deadly creature, it can only be stopped with the Dragon Blade. The one person who knows where the blade is won't tell Lang, and even if he did, untold peril will fall on anyone who dares to find this legendary weapon. (Source: AniDB)",[],Long Dao Qi Yuan,,,,,,,,,
131,ハードル,Hurdle,['Movie'],1,Finished Airing,"Jan 15, 2005",,,['Cinema Tohoku'],"None found,",['Magic Bus'],Unknown,,1 hr. 30 min.,None,[],#18812,#17330,475,0,,Yuuki has to move from Yokohama to a rural city and becomes the target of bullying. (Source: AniDB),[],Hurdle,,,,,,,,['Drama'],
132,鋼の錬金術師 旅の始まり,,['Special'],1,Finished Airing,"Mar 19, 2005",,,"None found,","None found,",['Bones'],['Manga'],"['Adventure', 'Comedy', 'Drama', 'Fantasy']",55 min.,R - 17+ (violence & profanity),7.23,#3186,#3529,"44,983",36,17509,A reflection on what happened during the FMA TV series.,[],Fullmetal Alchemist: Reflections,"Hagane no Renkinjutsushi: Tabi no Hajimari, FMA: Reflections",,,['Shounen'],,,['Military'],,
133,金の玉ですの？,DearS: Is It a Golden Ball?,['Special'],1,Finished Airing,"Mar 16, 2005",,,['HAL Film Maker'],"['Discotek Media', 'Geneon Entertainment USA']",['Daume'],['Manga'],"['Comedy', 'Romance', 'Sci-Fi', 'Ecchi']",23 min.,R+ - Mild Nudity,6.78,#5428,#4535,"27,010",11,14631,"Miu wins the grand prize in the local shopping district raffle, which is a free pass for up to four people to Yuniataru Studio, a spa resort. She decides to take Takeya, Ren and Neneko since her grandparents couldn't attend.",[],DearS: Kin no Tama desu no?,"DearS: A Ball Of Gold, DearS Special",,,['Shounen'],,,['Harem'],,
134,舞-HiME,My-Hime Specials,['Special'],27,Finished Airing,"Jan 28, 2005 to Jan 27, 2010",,,"None found,",['Bandai Entertainment'],['Sunrise'],Original,,1 min. per ep.,PG-13 - Teens 13 or older,6.87,#4987,#6180,"12,406",14,5833,"Extra shorts that come after each episode. This entry also includes the Mai Hime vs. Mai Otome - ""Moe""? The Greatest Battle! episode.",[],Mai-HiME Specials,"My-HiME, My Princess",My-Hime,My-Hime,,,,,['Comedy'],
135,マリア様がみてる～春～,Maria Watches Over Us: Printemps,['Special'],6,Finished Airing,"Oct 22, 2004 to May 23, 2005",,,"None found,",['Nozomi Entertainment'],['Studio Deen'],['Light novel'],"['Drama', 'Girls Love']",1 min. per ep.,PG - Children,7.25,#3116,#7021,"9,149",4,4153,Specials of Maria-sama ga Miteru: Haru released on the DVDs only.,[],Maria-sama ga Miteru: Haru Specials,"The Virgin Mary is Watching You: Spring, MariMite: Haru, La Vierge Marie Vous Regarde, Maria-sama ni wa Naisho, Don't tell the Virgin Mary",,,['Shoujo'],,,['School'],,
136,グレネーダー 〜ほほえみの閃士〜,Grenadier: The Beautiful Warrior Specials,['Special'],6,Finished Airing,"Jan 28, 2005 to Jun 29, 2005",,,"['Shochiku', 'Kadokawa Shoten']","None found,","['Group TAC', 'Studio Live']",['Manga'],"['Comedy', 'Ecchi']",1 min. per ep.,PG-13 - Teens 13 or older,6.46,#7355,#7891,"6,819",1,2146,"These the DVD extras, including Several omake and a ""making of"" episode.",[],Grenadier: Hohoemi no Senshi Specials,Grenadier: The Smiling Senshi Specials,,,,,,['Parody'],,
137,W 〜ウィッシュ〜,,['Special'],4,Finished Airing,"Feb 25, 2005 to Aug 26, 2005",,,"None found,","None found,","['Trinet Entertainment', 'Picture Magic']",Visual novel,,2 min. per ep.,R+ - Mild Nudity,5.30,#12688,#12129,"1,878",0,648,DVD only Extras.,[],W: Wish Omake,W Wish Special,,,['Seinen'],"['Harem', 'School']",,,,
138,新釈 戦国英雄伝説 眞田十勇士,,['TV Special'],1,Finished Airing,"Jan 29, 2005",,,['Magic Capsule'],"None found,",['T.P.O'],Original,,51 min.,PG-13 - Teens 13 or older,5.97,#10066,#13908,"1,101",2,255,"In the Fifth Year of the Keicho era, the Tokugawa clan sought to solidify their control of Japan. Hidetada Tokugawa has come to the doorsteps of Ueda Castle with the intentions of having the Sanada clan open its doors to him. But the Sanada and their retainers have other plans... (Source: ANN)","['Sequel (TV) Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation', '']",Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi,"New Legend of the Heroes of the Warring Nations - The Ten Sanada Brave Soldiers Sanada 10, Sanada10, Shinshaku Sanada Juuyuushi",,,,"['Historical', 'Military']",,,,
139,こちら葛飾区亀有公園前派出所  マグロに乗った警官,,['TV Special'],1,Finished Airing,"Jan 2, 2005",,,"None found,","None found,",['Gallop'],['Manga'],"['Comedy', 'Mystery']",22 min.,PG-13 - Teens 13 or older,6.48,#7194,#15033,812,0,208,A Kochikame special that takes place on a fisherman's boat.,"['Adaptation (Manga) Kochira Katsushikaku Kameari Kouenmae Hashutsujo', '']",Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Maguro no Notta Keikan,"The Tuna Cop, Kochikame: Maguro no Notta Keikan",,,['Shounen'],"['Adult Cast', 'Detective']",,,,
140,こちら葛飾区亀有公園前派出所 両津VS泣き虫アイドル!? 日本1周大すごろくゲーム!!,,['Special'],1,Finished Airing,"Mar 27, 2005",,,"None found,","None found,",['Gallop'],['Manga'],,20 min.,PG-13 - Teens 13 or older,6.35,#7981,#15718,670,0,145,A Kochikame special pitting Ryoutsu against Aidoru.,"['Adaptation (Manga) Kochira Katsushikaku Kameari Kouenmae Hashutsujo', '']",Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Ryoutsu vs. Nakimushi Idol!? Nihon 1-shuu Dai Sugoroku Game!!,Kochikame Special 19: Ryoutsu vs. Nakimushi Idol!? Nihon 1-shuu Dai Sugoroku Game!!,,,['Shounen'],"['Adult Cast', 'Detective']",,,['Comedy'],
141,今日からマ王! 大全集,Kyou kara Maou! Great Complete Collection,['Special'],9,Finished Airing,"Feb 19, 2005 to Aug 20, 2005",,,"None found,","None found,",['Studio Deen'],['Light novel'],"['Adventure', 'Comedy', 'Fantasy']",25 min. per ep.,PG-13 - Teens 13 or older,[],#19709,#19317,326,1,,Recaps of Kyou kara Maou! with new narration by Yuuri.,[],Kyou kara Maou! Taizenshu,Kyou kara Maou! Recaps,,,['Shoujo'],,,['Isekai'],,
142,虹猫蓝兔闹新春,,['Special'],1,Finished Airing,"Feb 6, 2005",,,"None found,","None found,","None found,",Unknown,,1 hr. 50 min.,PG - Children,[],#18646,#23829,116,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Hong Mao Lan Tu: Nao Xinchun,,,,['Kids'],,,,['Adventure'],
