,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Themes,Theme,Demographic,Genre,Demographics
78,"Fishing Fool Diary, Diary of a Fishing Fool",釣りバカ日誌,,,,,['TV'],36,Finished Airing,"Nov 2, 2002 to Sep 13, 2003",['Fall 2002'],Unknown,['TV Asahi'],"None found,",['Toei Animation'],['Manga'],"['Comedy', 'Slice of Life']",24 min. per ep.,G - All Ages,[],#15035,#14573,926,1,,"Hamazaki Densuke (Hama-chan) is an unavaricious white-collar worker who does not have any interest in success and self-protection. Even though he incurs the wrath of his superior and stir ill feelings from his wife, Hama-chan prefers to take things at his own stride and goes fishing. He feels that there are more important things in life than work and enjoys the simple things in life such as fishing. (Source: ANN)","['Adaptation (Manga) Tsuribaka Nisshi', '']",Tsuri Baka Nisshi,,,,,
79,,스피어즈,,,,,['TV'],26,Finished Airing,"Feb 27, 2003 to Aug 21, 2003",['Winter 2003'],Unknown,['Studio Kaab'],"None found,","None found,",Unknown,"['Action', 'Fantasy']",22 min. per ep.,PG - Children,6.12,#9285,#14609,918,1,156,"Unbeknownst to human history, the Kingdom of Spheres existed upon our earth long ago. The people of this kingdom would be regarded today as people with psychic powers. Unfortunately, like most other civilizations, as the gap widened more and more between the social classes, the Kingdom of Spheres was troubled by those greedy for power; and in the end it collapsed. Na Yeon is a mysterious girl who was found in the Antarctic after the destruction of Spheres. One day Asten, the chairman of Sphere Union, who has a burning ambition to control the world, sent his followers to keep watch on Na Yeon. Na Yeon and her friends try to keep three artifacts, the keys to conquer the world, from the hands of Sphere Union. (Source: Wikipedia)",[],Spheres,,['Super Power'],,,
80,,デジガールPOP! 〜STRAWBERRY＆POP MIX FLAVOR〜,,,,,['TV'],26,Finished Airing,"Feb 17, 2003 to Aug 12, 2003",['Winter 2003'],Unknown,"['GDH', 'HoriPro', 'Kids Station', 'Pioneer LDC']","None found,",['Creators Dot Com'],Unknown,"['Comedy', 'Sci-Fi']",3 min. per ep.,PG - Children,5.79,#10975,#15147,780,0,139,"One fine day, a robot by the name of ""Digi-girl"" fell from the sky and landed near the nail-saloon operated by Nails, a nail-artist who likes all things pretty. Nails took Digi-girl in, hoping that she can help out with the household chorse. However, much to her desperation, the latter is completely useless with cleaning matters and constantly fumbles with dire results. On top of that, she creates a commotion where-ever she goes, be it in school or on the streets. This is a cute and ""pop"" story about a robot girl mixing together with other peculiar townsfolk. (Source: ANN)",[],DigiGirl Pop!: Strawberry & Pop Mix Flavor,,,,,
81,,ストレイシープ ポーのちっちゃな大冒険,,,,,['TV'],18,Finished Airing,"Oct 16, 2001 to Jan 1, 2005",['Fall 2001'],Unknown,['Fuji TV'],"None found,",['Robot Communications'],Original,,2 min. per ep.,PG - Children,5.99,#9950,#16838,524,0,132,"Stray Sheep is based on the tales of Poe, a naive, independent and curious ram who finds himself sleepwalking into the most unpredictable situations on his path to reuniting with his herd and finding the ""ewe"" of his dreams. (Source: ANN)","['Prequel (TV) Stray Sheep no Daibouken', '']",Stray Sheep: Poe no Chicchana Daibouken,,,['Kids'],['Comedy'],
82,"Dango 3 Kyodai, Three Dango Brothers, Dango San Kyodai, Dango 3 Kyoudai",だんご3兄弟あっという間劇場,,,,,['TV'],50,Finished Airing,Oct 1999 to Mar 2004,['Fall 1999'],Unknown,['NHK'],"None found,","None found,",Unknown,,3 min. per ep.,G - All Ages,[],#17566,#18885,354,0,,The hit Danga San Kyoudai song was adapted into shorts that aired on NHK during commercial breaks in Okaasan to Issho's timeslot. The cheery series about three dango brothers was meant to give children quick lessons about sharing and humbleness.,[],Dango San Kyoudai Attoiuma Gekijou,,['Music'],['Kids'],,
83,太空嘻哈族,스페이스 힙합덕,Space Hip Hop Duck,,,,['TV'],26,Finished Airing,"Dec 4, 2002 to Jun 11, 2003",['Winter 2003'],Unknown,"None found,","None found,","None found,",Original,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",24 min. per ep.,G - All Ages,[],#14701,#21759,189,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Taikong Xiha Zu,,,,,
84,"Ha Pi Fuzi, Happy Father and Son",哈皮父子,Happy Father Happy Son,,,,['TV'],104,Finished Airing,Aug 2000 to Aug 2004,['Summer 2000'],Unknown,"None found,","None found,","None found,",Original,"['Comedy', 'Fantasy']",6 min. per ep.,PG - Children,[],#18441,#22578,152,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Happy Fuzi: Chao Neng Pao Dan', '']",Happy Fuzi,,,['Kids'],,
85,,검정 고무신,Black Rubber Shoes,,,,['TV'],39,Finished Airing,"Dec 15, 2000 to Jan 5, 2005",['Winter 2001'],Unknown,"None found,","None found,","None found,",['Manga'],,11 min. per ep.,PG - Children,[],#18180,#23244,130,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Geomjeong Gomusin 4', '']",Geomjeong Gomusin,,,['Kids'],,
86,,떳다 그녀!!,There She Is!!,,,,['ONA'],5,Finished Airing,"Apr 20, 2003 to Dec 9, 2008",,,['SamBakZa'],"None found,","None found,",Original,"['Comedy', 'Romance']",4 min. per ep.,G - All Ages,7.84,#952,#4664,"25,245",155,13960,"The plot revolves around Doki, a female rabbit, meeting, falling in love with, and chasing Nabi, a male cat, in a world where love between the two species is socially unacceptable. The theme of the short is that all love can be accepted and has a chance. Nabi attempts to cure Doki's infatuation for him, but after seeing the extent of her love, he gives in and finds something he can appreciate in her. (Source: Wikipedia)","['Sequel (ONA) Tteotda Keunyeo!! Another Step', '']",Tteotda Keunyeo!!,,['Anthropomorphic'],,,
87,,走れ！,RUN!,,,,['ONA'],1,Finished Airing,May 2003,,,"None found,","None found,","None found,",Original,,32 sec.,G - All Ages,5.81,#10885,#13556,"1,216",0,676,A short film by Aoki Jun.,[],Hashire!,,,,['Comedy'],
88,Tec & Her Pets,テックちゃんのペット,TEC & HER PETS,,,,['ONA'],4,Finished Airing,"Apr 16, 2003 to ?",,,['Victor Entertainment'],"None found,","None found,",Original,,Unknown,PG - Children,[],#14797,#21219,218,0,,The series follows a quirky girl and her pets.,[],Tec-chan no Pet,,,,['Comedy'],
89,Hunter X Hunter OVA 2,HUNTER×HUNTER Greed Island,,,,,['OVA'],8,Finished Airing,"Feb 5, 2003 to Apr 16, 2003",,,"None found,","None found,",['Nippon Animation'],['Manga'],"['Action', 'Adventure', 'Fantasy']",23 min. per ep.,PG-13 - Teens 13 or older,8.18,#424,#1551,"162,859",307,89109,"After the battle with the Spiders, the search for Ging continues as Gon and Killua decided to once again attempt to purchase the rare game ""Greed Island."" However, Gon came up with a better plan, which was to volunteer to complete the game for the billionaire who owned it. But some training must be done, as Gon and Killua's abilities are still at a developing stage and ""Greed Island"" is no simple game for anyone to play with. It is the infamous game that could easily lead to one's death. Based on the manga by Togashi Yoshihiro.","['Prequel (OVA) Hunter x Hunter: Original Video Animation', 'Sequel (OVA) Hunter x Hunter: Greed Island Final', 'Adaptation (Manga) Hunter x Hunter', '']",Hunter x Hunter: Greed Island,,,['Shounen'],,
90,"Beyond, Detective Story, Matriculated, Program, The Second Renaissance, Final Flight of the Osiris, World Record, Kid's Story",アニマトリックス,The Animatrix,,,Animatrix,['OVA'],9,Finished Airing,"Jun 3, 2003",,,"None found,",['Warner Bros. Pictures'],"['Madhouse', 'Studio 4°C', 'Square Pictures']",Other,"['Action', 'Drama', 'Sci-Fi']",10 min. per ep.,R - 17+ (violence & profanity),7.30,#2835,#2404,"88,062",276,46492,"1. Final Flight of the Osiris The crew of the Osiris discover an army preparing to invade Zion. While one crew member races inside the Matrix to get the message to Zion, the others try desperately to buy her enough time while fighting off an onslaught of Sentinels they can't possibly defeat. 2-3. The Second Renaissance Part 1 and 2 Humans have created the ultimate AI, which is just as smart as they are. But complications arise when these robots and the humans try to exist peacefully, and eventually all-out war breaks out. The humans ultimately lose the war, and become trapped in the Matrix as seen in the live-action films. 4. Kid's Story A young man discovers that his world isn't real, that it's a computer-generated fantasy land created by robots using humans for energy. He escapes with the help of the hacker Neo. Based on the Matrix trilogy. 5. Program Cis and Duo engage in battle in a virtual recreation of Feudal Japan. 6. World Record While running the fastest race in his life, a champion track star breaks free of his computer-generated world for a small period of time. When he goes back to the real world, he has no memories and is placed in a nursing home. Based on the Matrix trilogy. 7. Beyond While looking for her lost pet, a young woman meets up with some kids in Tokyo to play in a ""haunted house,"" which is really a glitch in their computer world. Based on the Matrix trilogy. 8. Detective Story A detective named Ash is called upon by a mysterious organization to hunt down the notorious hacker Trinity. 9. Matriculated A group of scientists capture a robot and place it in a surreal fantasy world. When the robot's friends come in and kill most of the scientists; however, the robot and the last scientist remaining face isolation in the computer-generated world. Based on the Matrix trilogy. (Source: ANN)",[],The Animatrix,,,,,
91,Bible Black: Night of the Walpulgiss,バイブルブラック,Bible Black,,,,['OVA'],6,Finished Airing,"Jul 21, 2001 to Jun 25, 2003",,,"['Milky Animation Label', 'Active']",['Media Blasters'],['Studio Jam'],Visual novel,,28 min. per ep.,Rx - Hentai,6.58,N/A,#2807,"68,472",580,35686,"Every school has secrets, but few leave a stain that won't wash out. In a certain school, there was once a fun club centered around magic but had turned into murder and a lust for power. Sealed and willfully forgotten, the resulting evil of that day remained chained in the school's basement. Twelve years later, high school student Taki Minase, while inspecting the place where the incident took place, uncloaks the secret plastered in blood—a book of magic called ""Black Bible."" Trying his luck with its love curses, he soon finds out the magic proves real and easily penetrates the hearts and bodies of his fellow classmates. The resulting intercourse leaves the student body very vocal, and Minase's acts do not go unnoticed. What was at first a simple stroke of curiosity becomes much larger and harder to control. Fully swallowed by the unshackled darkness, everyone he knows becomes a victim, including his childhood friend Kurumi Imari. Torn apart, Minase finally realizes his mistakes and that he must reverse them in time if he ever hopes for him and Imari to come together. [Written by MAL Rewrite]","['Prequel (OVA) Bible Black Gaiden', 'Sequel (OVA) Bible Black: New Testament', 'Adaptation (Light Novel) Bible Black: La Noche de Walpurgis', '']",Bible Black,,,,['Hentai'],
92,Discipline: The Record of a Crusade,ディシプリン,Discipline: The Hentai Academy,,,,['OVA'],6,Finished Airing,"Apr 11, 2003 to Dec 17, 2004",,,"['Active', 'D3', 'Mediabank']","None found,",['Studio 9 Maiami'],Visual novel,,26 min. per ep.,Rx - Hentai,6.81,N/A,#3999,"35,083",266,15252,"The prestigious Saint Arcadia School has recently started admitting male students, and Takuro Hayami is among those joining. Elated at the prospect of sharing the dormitory with charming and well-endowed classmates, he fails to realize that the girls at the academy are sex-hungry deviants. A regular student at first glance, Takuro instantly becomes the target of aggressive courting. When Yuuki Miyagishi, one of his roommates, manages to seduce him, she discovers his special ability: outstanding sexual prowess! Hayami's ""Ultimate Sex Power"" soon becomes known across campus, and what started as playful kinkiness turns into a fierce competition as every student club strives to persuade Takuro into joining their ranks. Hidden beneath Saint Arcadia's sugar-coated reputation lurks a desperate sexual power struggle—and the arrival of the new transfer student might just be the tipping point. [Written by MAL Rewrite]","['Prequel (OVA) Discipline Zero', '']",Discipline,,['School'],,['Hentai'],
93,Eiken: From Eiken With Love,エイケン エイケンヴより愛をこめて,Eiken,,,,['OVA'],2,Finished Airing,"Jun 25, 2003 to Jun 23, 2004",,,['Genco'],['Media Blasters'],['J.C.Staff'],['Manga'],"['Comedy', 'Ecchi']",30 min. per ep.,R+ - Mild Nudity,4.29,#13728,#4006,"34,940",64,17462,"Zashono Academy is a massive educational institution with over thirty-five thousand students enrolled across all grades. It is here that the plain and unpopular Densuke Mifune enrolls in high school. While he looks forward to blending into the crowd, circumstances change when he runs into Chiharu Shinonome, an incredibly attractive and intelligent girl who has captured the attention of all the students at the school. Witnessing the encounter between the two, Kirika Misono pressures them into joining her mysterious ""Eiken Club"" to compete in the school's annual club tournament. The tournament causes Densuke to become more intimate with his fellow club members, but will he be able to maintain his composure or will he give in to their bold advances? [Written by MAL Rewrite]","['Adaptation (Manga) Eiken', '']",Eiken: Eikenbu yori Ai wo Komete,"['Harem', 'Parody', 'School']",,['Shounen'],,
94,Hack OVA,.hack//LIMINALITY,.hack//Liminality,,,,['OVA'],4,Finished Airing,"Jun 20, 2002 to Apr 10, 2003",,,"['Bandai Visual', 'Bandai', 'CyberConnect2']",['Bandai Entertainment'],['Bee Train'],Original,,33 min. per ep.,PG-13 - Teens 13 or older,6.58,#6600,#4029,"34,664",34,17022,"While playing the newly released MMORPG ""The World,"" Minase Mai and Tomonari Kasumi collapse in the real world and are sent to the hospital after hearing a mysterious sound. Only Mai recovers, while her friend Kasumi slips into a mysterious coma. Mai is later approached by the creator of ""The World,"" Tokuoka Junichiro, who unveils to her that, just like her friend, six other players across the country also collapsed while playing ""The World"" and are now in mysterious comas. What exactly is ""The World,"" what is this mysterious sound Mai keeps on hearing, and why are people slipping into comas from this game? Minase, Junichiro, and their acquaintances set off to get to the bottom of this problem before any further harm happens. [Written by MAL Rewrite]",[],.hack//Liminality,,['Video Game'],,['Mystery'],
95,,パラサイトドールズ,,,,,['OVA'],3,Finished Airing,"May 22, 2003 to Jul 24, 2003",,,"['Imagica', 'Omnibus Promotion']","['ADV Films', 'Sentai Filmworks']",['AIC'],Original,"['Action', 'Sci-Fi']",30 min. per ep.,R+ - Mild Nudity,6.55,#6754,#4940,"22,001",42,6528,"A secret unit of the AD Police, known as Branch, specializes in crimes involving humanoid robots called 'Boomers'. Branch officer Buzz must cope with having a Boomer for a partner, while officer Michaelson finds the line between human and robot to be a thin one. Together they serve to protect a world that is slowly deconstructing around them. Set in the Bubblegum Crisis universe. (Source: ANN)",[],Parasite Dolls,"['Detective', 'Gore', 'Mecha']",,,,
96,"Lament of the Lamb, Song Of Ram, Song of Sheep, Song of the Sheep, Sheep's Song",羊のうた,,,,,['OVA'],4,Finished Airing,"May 25, 2003 to Feb 25, 2004",,,"['Group TAC', 'Ken Groove', 'Groove Corporation']","None found,",['Madhouse'],['Manga'],"['Drama', 'Horror']",30 min. per ep.,R - 17+ (violence & profanity),6.13,#9239,#5246,"19,048",40,7104,"Kazuna's family has a history of suffering from a disease that creates an uncontrollable vampire-like thirst for blood. Knowing none of this, Kazuna was sent to live with the Eda couple as a child. As the sickness begins to show signs of being present within himself, he comes into contact with his older sister, Chizuna, who has been suffering from it since early childhood. Knowing that the sickness incurs a heavy weight upon those that suffer from it, Chizuna tries to ease her brother's burden, to help him learn to control his urges, but... (Source: ANN)","['Adaptation (Manga) Hitsuji no Uta', '']",Hitsuji no Uta,,['Vampire'],['Seinen'],,
97,,ボンデージ・ゲーム -深窓の隷嬢達-,Bondage Game,,,,['OVA'],2,Finished Airing,"Apr 25, 2003 to Aug 22, 2004",,,['Pink Pineapple'],['Kitty Media'],['ORADA COMPANY'],Visual novel,"['Suspense', 'Hentai']",30 min. per ep.,Rx - Hentai,5.09,N/A,#6791,"9,941",64,4203,"Yuu is a girl who has lost her memories. She is mailed into a sadistic house of bondage where she and others are forced (or not) to serve their master, Renji, but there are serious consequences for those who fail.",[],Bondage Game: Shinsou no Reijou-tachi,,['Psychological'],,,
98,Lingerie Soldier Papillon Rose,ランジェリー戦士パピヨンローゼ,Papillon Rose OVA,,,,['OVA'],1,Finished Airing,"Apr 25, 2003",,,"None found,",['Maiden Japan'],['Studio Kelmadick'],Other,"['Sci-Fi', 'Ecchi']",24 min.,R+ - Mild Nudity,4.60,#13597,#6908,"9,512",13,4044,"When she is not engaging in a tryst, Tsubomi serves as a hostess at Lingerie Pub Papillon, a club that boasts some of most scantily-clad hostesses available. When Dynasty, an organization with evil goals concerning men's sexuality, sends one of their agents to Earth, Tsubomi becomes the only person standing in their way. Bestowed with powers by the cat Raama, Tsubomi accepts her new identity as Papillon Rose and begins her crusade to protect the denizens of the red-light district. [Written by MAL Rewrite]","['Sequel (TV) Papillon Rose', '']",Lingerie Senshi Papillon Rose,"['Mahou Shoujo', 'Parody']",,,,
99,,がぁーでぃあんHearts,,,,,['OVA'],6,Finished Airing,"May 23, 2003 to Nov 28, 2003",,,['KSS'],"None found,",['Venet'],['Manga'],"['Comedy', 'Romance', 'Ecchi']",16 min. per ep.,R+ - Mild Nudity,5.81,#10884,#7089,"8,935",5,3387,"Maya, Kurusu, and Chelsea hit it off really well when trying to get revenge on Guardian Hearts for making them suffer. Maya and company thought that Guardian Hearts usually appears when Kazuya is getting along with a girl. Not knowing that Guardian Hearts is actually Hina, they leave her alone with Kazuya in an attempt to lure Guardian Hearts. (Source: AniDB)","['Sequel (OVA) Guardian Hearts-Power UP!', 'Adaptation (Manga) Guardian Hearts']",Guardian Hearts,"['Harem', 'School']",,,,
100,,妻みぐい,Wife Eater,,,,['OVA'],2,Finished Airing,"Jun 27, 2003 to Nov 28, 2003",,,['Pink Pineapple'],"None found,",['Himajin Planning'],Visual novel,,29 min. per ep.,Rx - Hentai,6.43,N/A,#7587,"7,503",11,2640,"What can a widowed woman do when she gets that itch? Invite a nubile man over to help her decorate! It has been a year since Chiho became a widow and the nights are getting lonely. It’s a good thing that her friend Kanae is there to help. Kanae is experienced, she’s been married for eight years and she knows just what Chiho needs. A little spice, a little color and some new scenery is what’s missing from Chiho’s life. (Source: AniDB)","['Sequel (OVA) Tsumamigui 3 The Animation', '']",Tsumamigui,,,,['Hentai'],
101,,Happy World!,,,,,['OVA'],3,Finished Airing,"Dec 13, 2002 to Jun 27, 2003",,,"['KSS', 'Soft Garage']","None found,",['Zexcs'],['Manga'],"['Comedy', 'Fantasy', 'Romance', 'Ecchi']",26 min. per ep.,PG-13 - Teens 13 or older,5.98,#10032,#8010,"6,566",7,2898,"Oomura Takeshi is one unlucky fellow. He has has this case of bad luck ever since he was little. One day, while on his normal runs with bad luck, he meets an Angel named Elle, and he finds out that his father wished the curse of bad luck upon him. Takeshi has the oppurtunity to pass on the curse, but accepts it to save a young girl. For his noble act, Elle becomes human and lives with Takeshi to protect him from the curse, which is something Takeshi isn't particularly happy with. (Source: ANN)","['Adaptation (Manga) Happy World!', '']",Happy World!,,,,,
102,,恥辱診察室,Doctor Shameless,,,,['OVA'],2,Finished Airing,"May 25, 2003 to Sep 25, 2003",,,['Milky Animation Label'],['Media Blasters'],['T-Rex'],Visual novel,,26 min. per ep.,Rx - Hentai,6.19,N/A,#8287,"6,050",12,2168,"Dr. Shinji Ishida is a doctor working at a hospital on the brink of ruin. People have heard that this doctor has brought many hospitals back from financial ruin, however his methods are what you might say ""unorthodox."" After his sessions the patients can't seem to get enough of being treated by him which naturally causes the hospital to be full of money again. (Source: ANN)","['Adaptation (Light Novel) Chijoku Shinsatsushitsu', '']",Chijoku Shinsatsushitsu,,,,['Hentai'],
103,,ダーク・シェル 檻の中の艶,Dark Shell: Lust in the Cage,,,,['OVA'],2,Finished Airing,"Jun 25, 2003 to Sep 25, 2003",,,['Blue Eyes'],['NuTech Digital'],"['Arms', 'Triple X']",Original,,28 min. per ep.,Rx - Hentai,6.08,N/A,#8720,"5,367",12,2162,"A gang of soldiers have their way with a women who is under their protection. The women and the soldiers are trapped in enemy territory, and they must find a way to rejoin their main force if they are to survive the war.",[],Dark Shell: Ori no Naka no Namameki,,['Military'],,['Hentai'],
104,Plenty of Pretty Sisters,妹でいこう！,Forbidden Love,,,Forbidden Love: Imouto de Ikou,['OVA'],2,Finished Airing,"Jun 26, 2003 to Sep 25, 2003",,,['Green Bunny'],['Adult Source Media'],['Datama Film'],Visual novel,,30 min. per ep.,Rx - Hentai,6.22,N/A,#9014,"4,877",6,1884,"When her family is overthrown in a coup d'état, Princess Mayuka is sent to Earth to recharge the Ultimate Weapon. After studying the mating behaviors of Earthlings, she decides to enlist the help of one of her research subjects, college student Yoshizumi, but crash-lands on his roof. Taken hostage and shot with her own gun by Yoshizumi, she is brainwashed into thinking she is his younger sister. Fortunately, Yoshizumi grows fond of Mayuka and decides to help her with her mission: to awaken the powers of Akiho--the red-haired, green-eyed, appetite-driven Ultimate Weapon--using ""primitive stimulation"". (Source: ANN)","['Adaptation (Light Novel) Imouto de Ikou!', '']",Imouto de Ikou!,,,,['Hentai'],
105,Mizuiro OVA 2,みずいろ (2003),,,,,['OVA'],2,Finished Airing,"Apr 25, 2003 to Oct 10, 2003",,,['NEC Avenue'],"None found,",['OLM'],Visual novel,"['Drama', 'Romance', 'Supernatural']",29 min. per ep.,PG-13 - Teens 13 or older,6.30,#8273,#9220,"4,564",4,2033,"Brother and younger sister-in-law live in the house which parents are often away from. Yuki who is the younger sister is secretly yearning for Kenji who is the elder brother. However, one girl came to show up from the closet in Kenji's room after a certain night. Moreover, her body is transparent, and she looks like the ghost. Her name is Hiyori. She is a friend in their childhood. They are pleased with reunion though Kenji and Yuki are perplexed with the way of Hiyori's strange appearance. However, Yuki gets the mind shaken as Kenji and Hiyori become intimate, and the pain in her mind in the childhood is recalled. At the childhood, Yuki was going to pass the light blue toy ring which Kenji had had to Hiyori in exchange for Hiyori's yoyo. However, because Hiyori became sick, and had moved, the promise was not an accomplishment. Their events in the childhood seem to be related to Hiyori's showing up in front of them. A painful love story of Kenji and two girls progresses. (Source: AniDB)","['Adaptation (Light Novel) Mizuiro', '']",Mizuiro (2003),,,,,
106,,肢体を洗う THE ANIMATION,,,,,['OVA'],3,Finished Airing,"Jun 27, 2003 to Jan 23, 2004",,,['Pink Pineapple'],"None found,",['ORADA COMPANY'],Visual novel,,30 min. per ep.,Rx - Hentai,5.40,N/A,#10354,"3,171",8,1144,"The dream of Seiji Yasaka, a ronin, is to become a doctor, something which he wants so badly to fulfill that he joins a hospital as a part-time corpse washer. He falls in love with Nurse Yuuki Midou, but Chigusa Tsuyusaki, the hospital's deputy director, wants him for her own. Everything goes well until suddenly he realizes that all of the nurses are in fact dead bodies—part of a project to bring them back to life—and then he finds out that he is also already one of the walking dead. With the walking dead, the body isn't a problem, but the mind on the other hand gets corrupted easily… (Source: ANN)",[],Shitai wo Arau The Animation,,,,['Hentai'],
107,"Shirakigi Hotel, White Heron Inn",旅館白鷺,Swallowtail Inn,,,,['OVA'],2,Finished Airing,"Jun 27, 2003 to Apr 30, 2004",,,['Discovery'],['Media Blasters'],['AT-2'],Visual novel,,29 min. per ep.,Rx - Hentai,6.09,N/A,#10442,"3,105",2,1159,"Yuriko is running her dead husband's inn, which isn't doing too good financially, so she needs to provide customers with a special kind of service. One day, an injured man, who can't remember who he is, ends up staying in the inn. Although Yuriko, who develops feelings for him, tries to keep her extra work duties a secret, he finds out and actually helps her... helps her in becoming much better in providing the service that is. (Source: AniDB)",[],Ryokan Shirasagi,,,,['Hentai'],
108,,特別授業２,Private Sessions 2,,,,['OVA'],2,Finished Airing,"Jun 13, 2003 to Oct 10, 2003",,,['Digital Works'],['Critical Mass Video'],['Y.O.U.C'],Visual novel,,28 min. per ep.,Rx - Hentai,5.62,N/A,#10587,"2,973",3,882,"The College of Sacred Maidens is bubbling over with sexy young ladies perfectly suited for Tomoya's lusts. So, when he crosses paths with a new student professor for the college, he's not about to let his chance pass by - he wastes no time drugging the guy, and taking his place. Now this dangerous sex fiend is surrounded by beautiful, buxom women... and he's already got a lot of ""assignments"" planned for them. The innocent cheerleader Yumi... the fiery swim girl Seira... even Asuka, the ravishing actress. One by one, he'll collect them all as his pets, eager sex slaves who'll fill his every burning desire. But the girls won't take it lying down, so to speak. What will it take for Tomoya to twist his way into the deepest parts of their hearts, minds, and luscious, energetic bodies?","['Prequel (OVA) Tokubetsu Jugyou', 'Adaptation (Light Novel) Tokubetsu Jugyou 2']",Tokubetsu Jugyou 2,,,,['Hentai'],
109,The Offering of the Shrike,百舌鳥ノ贄,House of 100 Tongues,,,,['OVA'],1,Finished Airing,"May 30, 2003",,,['Discovery'],['Adult Source Media'],['Studio Dolphin Night'],Visual novel,"['Mystery', 'Hentai']",27 min.,Rx - Hentai,5.26,N/A,#10828,"2,772",4,968,"The Takashiro family... a traceable Daimyo that leads back to a historical lineage of nobility, has recently been on a shameful course, ruining the image they have had since the old days. Nanako is the Takashio family's only daughter. She is in a weak condition, living most of her life sleeping and passing the day hiding her lustful thoughts for Yujiro. All the while the presence of a dark plot draws near. A rival family has their sights set on taking away the family's assets, especially the sweet young snatch of the beautiful Nanako. But Nanako isn't the only female member of the Takashiro's willing to pay back the family's debt - her mother is also getting in on the action in a jaw dropping display of eroticism that has the Takashiro women surrendering their bodies to a gang of carpet munching marauders. (Source: AniDB)",[],Mozu no Nie,,['Historical'],,,
110,,名探偵コナン 町探検！ 動物マークをゲットせよ！,Detective Conan: City Exploration! Get the Animal Mark!,,,,['OVA'],1,Finished Airing,"Jun 20, 2003",,,"None found,","None found,","None found,",['Manga'],,15 min.,PG-13 - Teens 13 or older,5.94,#10224,#11347,"2,372",3,513,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Meitantei Conan: Machi Tanken! Doubutsu Mark wo Get Seyo!,,['School'],['Kids'],['Mystery'],
111,,キャッスルファンタジア ～聖魔大戦～,,,,,['OVA'],3,Finished Airing,"Apr 25, 2003 to Oct 25, 2003",,,"['Milky Animation Label', 'MS Pictures']","None found,",['Studio Jam'],Visual novel,,29 min. per ep.,Rx - Hentai,5.53,N/A,#11346,"2,372",0,610,"A young knight named Varu has a very beautiful girlfriend and is very happy with her. However, one day their kingdom get involved in a war, and the girl's parents die in it. After some time, an unknown religious organization appears in the city. Varu's girlfriend is in such a grief after the death of her parents, that she decides the world has nothing to offer to her, joins the adepts of the new religion, and leaves the city. Varu becomes very depressed after this separation, but when he learns the religious group which took away his girlfriend became an evil cult that kidnaps girls and seeks resurrection of demons. But even more awful is the fact his ex-girlfriend is now the leader of this cult...",[],Castle Fantasia: Seima Taisen,,,,['Hentai'],
112,,隷嬢キャスター 〜淫虐の罠〜,,,,,['OVA'],1,Finished Airing,"Apr 18, 2003",,,['Japan Home Video'],"None found,",['Tryforce'],Visual novel,,51 min.,Rx - Hentai,5.37,N/A,#11523,"2,254",3,646,Based on the game by Will Was released together with the DVDPG (DVD Players Game) of the same name. (Source: AniDB),[],Reijou Caster: Ingyaku no Wana,,,,['Hentai'],
113,,タワー オブ エトルリア,Tower of Etruria,,,,['OVA'],2,Finished Airing,"Jun 25, 2003 to May 25, 2004",,,"['Milky Animation Label', 'MS Pictures']","None found,",['Shinkuukan'],['Manga'],"['Adventure', 'Comedy', 'Hentai']",29 min. per ep.,Rx - Hentai,5.66,N/A,#11907,"2,007",2,570,"A brave knight named Albion has been sent to recover a princess named Cecelia from a monster-infested tower held by the witch Etruria. Winning her safety (and her company in bed) from a nefarious (but inexperienced) beholder, they must learn to cooperate to face other threats, such as the ninja spy Palmyra and the seductive and deadly Sirena. (Source: THEM Anime Reviews)",[],Tower of Etruria,,['Harem'],,,
114,Flutter of Birds 2,flutter of birds II 天使たちの翼,,,Flutter of Birds II: La Aventura de Shin-ya,,['OVA'],2,Finished Airing,"May 23, 2003 to Aug 22, 2003",,,['Silky’s'],"None found,",['Arms'],Visual novel,"['Drama', 'Hentai']",31 min. per ep.,Rx - Hentai,5.54,N/A,#11989,"1,957",0,611,"The miracle happens again... in another country - The son of an Englishman and a Japanese woman, our main character is Shin'ya. Having grown up in his father's native land, he wanted to visit the homeland of his mother, who died when he was young. White snow covers the town of Kuramachi. His other hometown, the last trace of his mother. That is where his father and mother met and were married. And the time comes when Shin'ya's wish is granted. His aunt Miyu says she'll look after him at her church.. In his mother's hometown, Shin'ya injures his leg and goes to a clinic. As Shin'ya stays in the small, snow-covered town, waiting for his leg to heal, he encounters various young women. His encounter with the girl in the clinic who likes to read, Narumi, becomes one he'll never forget... (Source: AnimeNfo)","['Prequel (OVA) Flutter of Birds: Tori-tachi no Habataki', '']",Flutter of Birds II: Tenshi-tachi no Tsubasa,,,,,
