,Japanese,English,German,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Spanish,Genre,Theme,Demographic,Demographics
209,映画 プリキュアオールスターズ New Stage2 こころのともだち,,,,['Movie'],1,Finished Airing,"Mar 16, 2013",,,['Kinoshita Group Holdings'],"None found,",['Toei Animation'],Original,,,1 hr. 11 min.,G - All Ages,7.16,#3599,#8537,"5,664",2,2490,"One day, the Pretty Cures receive an invitation to a party in their honor. Everyone is heading to the party venue, the school of fairies, but awaits a mysterious shadow. The shadow steals transformation objects! What can they do? If the Cures can not be converted are in big trouble! If this continues, the school, our world and everything else will deborado by that shadow! The 32 Pretty Cures will fight to protect everyone! (Source: Wikipedia)","['Prequel (Movie) Precure All Stars Movie New Stage: Mirai no Tomodachi', 'Sequel (Movie) Precure All Stars Movie New Stage 3: Eien no Tomodachi']",Precure All Stars Movie New Stage 2: Kokoro no Tomodachi,"Pretty Cure All Stars New Stage Kokoro no Tomodachi, Eiga Precure All Stars New Stage 2: Kokoro no Tomodachi, Pretty Cure All Stars New Stage 2: Friends of the Heart",,['Action'],['Mahou Shoujo'],,
210,明日の希望 悲しみよありがとう 高江常男物語,,,,['Movie'],1,Finished Airing,"Feb 23, 2013",,,['Gendai Production'],"None found,","None found,",Other,"['Drama', 'Slice of Life']",,1 hr. 22 min.,G - All Ages,[],#16639,#16953,510,0,,"An animated biographical film about the life of Takae Tsuneo, who was dealt a heavy blow when he lost both of his arms but worked to help other people with disabilities. At the age of seventeen, Tsuneo is electrocuted during his job installing power lines and has both of his arms amputated. However, he decides to devote his life to poetry and literature, and begins to practice writing by holding a pen with his mouth. He eventually gets a job as a newspaper reporter, and turns his attention to other people dealing with disabilities. (Source: Japanese Film Database)",[],Ashita no Kibou: Kanashimi yo Arigatou - Takae Tsuneo Monogatari,"Tomorrow's Hope -Thank You, Sadness: The Story of Tsuneo Takae",,,,,
211,劇場版しまじろうのわお! しまじろうとフフのだいぼうけん 〜すくえ!七色の花〜,,,,['Movie'],1,Finished Airing,"Mar 15, 2013",,,['Benesse Corporation'],"None found,",['The Answer Studio'],Unknown,"['Adventure', 'Comedy', 'Fantasy']",,1 hr. 7 min.,G - All Ages,[],#14237,#17829,432,1,,Movie for the Shimajirou children's series.,[],Shimajirou no Wow! Movie 1: Shimajirou to Fufu no Daibouken: Sukue! Nanairo no Hana,Gekijouban Shimajirou to Fufu no Daibouken: Sukue! Nana-iro no Hana,,,,['Kids'],
212,こうこう,Koukou,,,['Movie'],1,Finished Airing,"Mar 12, 2013",,,"None found,","None found,","None found,",Original,,,6 min.,G - All Ages,5.70,#11373,#17964,423,0,153,"""Koukou"" is a work of abstract animation synchronized with a callisthenic song comprised of the unique syllabic sounds of the Japanese language, without actually using any full words.",[],Koukou,Kou kou,,,['Music'],,
213,뽀로로 극장판 슈퍼썰매 대모험,Pororo: The Racing Adventure,Pororo: The Racing Adventure,,['Movie'],1,Finished Airing,"Jan 23, 2013",,,"None found,","None found,","None found,",Unknown,,,1 hr. 16 min.,G - All Ages,5.70,#11386,#18004,418,0,130,Pororo and the gang entry a sleigh racing contest after getting guidance under a 'champion'. Turns out the champion was a liar and now the gang has to fight tooth and nail to win first place in order to keep their pride after talking big.,[],Pororo Geugjangpan Super Sseolmae Daemoheom,Pororo Geukjangpan Super Sseolmae Daemoheom,,,['Racing'],['Kids'],
214,美術教育,The art education,,,['Movie'],1,Finished Airing,"Jan 14, 2013",,,"None found,","None found,","None found,",Original,"['Comedy', 'Drama', 'Romance']",,6 min.,G - All Ages,5.72,#11275,#18030,418,0,154,"An early graduation silent short film by Megumi Ishitani, depicting the conflict between two artists and their mentees.",[],Bijutsu Kyouiku,,,,,,
215,喜羊羊与灰太狼之喜气羊羊过蛇年,The Mythical Ark: Adventures in Love & Happiness,,,['Movie'],1,Finished Airing,"Jan 24, 2013",,,"['Creative Power Entertaining', 'Alpha Group']","None found,","None found,",Unknown,"['Adventure', 'Comedy']",,1 hr. 28 min.,G - All Ages,5.63,#11664,#18399,388,0,137,"In the face of impending disaster, the animal world is looking to the Mythical Ark for salvation. The problem is that only the snake tribe can operate the ark, and the snakes have already escaped to Utopia. To save the animals, Pleasant Goat and Big Big Wolf travel to Utopia to convince the snakes to help. In the process, they become friends, and the snakes agree to help. However, Pleasant Goat and Big Big Wolf decide to stay behind to save their homes. (Source: YesAsia)","['Prequel (Movie) Xi Yangyang Yu Hui Tailang: Kaixin Chuang Long Nian', 'Sequel (Movie) Xi Yangyang Yu Hui Tailang: Fei Ma Qi Yu Ji']",Xi Yangyang Yu Hui Tailang: Xi Qi Yangyang Guo She Nian,Pleasant Goat and Big Big Wolf Movie 5: The Mythical Ark - Adventures in Love & Happiness,,,,['Kids'],
216,绿林大冒险,Jungle Master,,,['Movie'],1,Finished Airing,"Jan 19, 2013",,,['Gorilla Pictures'],"None found,",['Shanghai Hippo Animation'],Original,"['Adventure', 'Fantasy']",,1 hr. 30 min.,G - All Ages,[],#19889,#19779,296,0,,"When a girl named Rainie runs away from home after her mom forgot about her birthday, she is magically transported from the big city to an enchanted jungle in an unfamiliar land where she meets Blue. With the help of Blue's grandfather and their newfound friend Mulla, they embark on an epic adventure to help Blue become the leader he is destined to be and save the rainforest from the villainous Boss Cain. (Source: Wikipedia)","['Sequel (Movie) Lulin Da Maoxian: Tangguo Shijie', '']",Lulin Da Maoxian,Shou Hu Zhe Sen Lin,,,,,
217,我的老婆是只猫,,,,['Movie'],1,Finished Airing,"Feb 14, 2013",,,"None found,","None found,","None found,",Original,"['Fantasy', 'Romance']",,1 hr. 31 min.,G - All Ages,[],#15300,#23635,120,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Wo de Laopo Shi Zhi Mao,My Wife's a Cat,,,['Anthropomorphic'],,
218,洛克王国2：圣龙的心愿,Roco Kingdom: The Desire of Dragon,,,['Movie'],1,Finished Airing,"Jan 31, 2013",,,"None found,","None found,","None found,",Game,"['Adventure', 'Fantasy']",,1 hr. 23 min.,PG - Children,[],#21398,#25040,94,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Roco Wangguo: Sheng Long Qishi', 'Sequel (Movie) Roco Wangguo 3: Sheng Long De Shouhu']",Roco Wangguo 2: Sheng Long De Xinyuan,,,,,['Kids'],
219,黒子のバスケ 第22.5Q 「Tip Off」,Kuroko's Basketball: Tip Off,,,['Special'],1,Finished Airing,"Feb 22, 2013",,,"['Bandai Visual', 'Lantis']","None found,",['Production I.G'],['Manga'],,"['School', 'Team Sports']",23 min.,PG-13 - Teens 13 or older,7.79,#1070,#2105,"108,298",88,58724,"Episode 22.5 bundled with BD/DVD volume 8. The episode covers Kuroko's past, when he was part of the ""Generation of Miracles.""","['Sequel (TV) Kuroko no Basket', 'Adaptation (Manga) Kuroko no Basket']",Kuroko no Basket: Tip Off,"Kuroko no Basket Special, Kuroko no Basket Episode 22.5",,['Sports'],,['Shounen'],
220,フェアリーテイル: 序章「はじまりの朝」,Fairy Tail the Movie: The Phoenix Priestess - The First Morning,,,['Special'],1,Finished Airing,"Feb 15, 2013",,,['Dentsu'],['Funimation'],"['Satelight', 'A-1 Pictures']",['Manga'],,,12 min.,PG-13 - Teens 13 or older,7.33,#2694,#2330,"92,450",204,46776,"Under the scorching desert sun, a lonely girl called Éclair wanders, faithfully protecting the relic ""Phoenix Stone"" entrusted to her. Even though she hates magic, the power of the Stone brings her handcrafted plush toy to life. Finally graced with the warmth of friendship, Éclair names it Momon, and together, they commence their journey across Fiore, guided by the Stone. [Written by MAL Rewrite]","['Sequel (Movie) Fairy Tail Movie 1: Houou no Miko', 'Adaptation (One-shot) Fairy Tail: Houou no Miko - Hajimari no Asa']",Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa,Fairy Tail: Houou no Miko Prologue,,['Fantasy'],,['Shounen'],
221,好きっていいなよ。,"Say ""I Love You"".: Mei and Marshmallow Meow",,,['Special'],10,Finished Airing,"Dec 26, 2012 to May 22, 2013",,,['Starchild Records'],['Sentai Filmworks'],['Zexcs'],['Manga'],,,1 min. per ep.,PG-13 - Teens 13 or older,6.85,#5087,#2946,"62,632",174,27065,Specials released with the anime BD/DVD.,[],Suki tte Ii na yo.: Mei and Marshmallow,"Sukitte Ii na yo. Specials, Suki-tte Ii na yo. Specials, Sukinayo Specials",,['Romance'],['School'],['Shoujo'],
222,ガールズ&パンツァー,Girls und Panzer OVA,Girls & Panzer OVA,,['Special'],6,Finished Airing,"Dec 21, 2012 to Jun 21, 2013",,,"None found,",['Sentai Filmworks'],['Actas'],Original,,"['CGDCT', 'Military', 'School']",12 min. per ep.,PG-13 - Teens 13 or older,7.23,#3186,#3670,"41,826",48,22247,Mini episodes bundled with Blu-rays and DVDs.,[],Girls & Panzer Specials,Girls und Panzer,,,,,
223,恋と選挙とチョコレート 第13話「恋妹！」,,,,['Special'],1,Finished Airing,"Mar 27, 2013",,,"['Aniplex', 'AIC']",['Sentai Filmworks'],['AIC Build'],Visual novel,"['Drama', 'Romance']","['Harem', 'School']",23 min.,PG-13 - Teens 13 or older,6.83,#5199,#3743,"40,370",20,20971,Unaired 13th episode released on the 7th DVD/BD.,"['Prequel (TV) Koi to Senkyo to Chocolate', '']",Koi to Senkyo to Chocolate: Koi Imouto!,"Koichoco, Love, Elections & Chocolate Special, Koi to Senkyo to Chocolate Episode 13",,,,,
224,たまこまーけっと ぺったんこアニメ,,,,['Special'],6,Finished Airing,"Mar 20, 2013 to Aug 21, 2013",,,"None found,","None found,",['Kyoto Animation'],Original,,,4 min. per ep.,PG-13 - Teens 13 or older,6.45,#7420,#3958,"35,788",10,13799,"Dera's Bar Dera's Bar is a friendly establishment that welcomes only female patrons. Home to mellow music and captivating conversations, the owner—Dera Mochimazzi—serves up dashing compliments and inspiring wisdom to his customers. However, in reality, the bar allows Dera to talk about his ludicrous whims to Tamako Kitashirakawa and her friends, whose responses often lead the discussion into comical off-topic banter. Otchoko Choi-chan Exploring the world outside the tropical islands, Choi Mochimazzi passionately journals her experiences for the Prince. Choi's interest in her new friends' lifestyles spurs fruitful learning opportunities, yet growing accustomed to the different environment may be unexpectedly fascinating. [Written by MAL Rewrite]",[],Tamako Market Specials,"Tamako Market: Dera's BAR, Tamako Market: Oh Choco Choi-chan",,['Comedy'],,,
225,まおゆう魔王勇者 この物語は、駄肉だけではないのじゃ！,Maoyu: There's More to this Story than Useless Flesh!,,,['TV Special'],1,Finished Airing,"Mar 9, 2013",,,"['Genco', 'Kadokawa Shoten', 'Animax', 'Pony Canyon', 'Movic', 'Enterbrain', 'flying DOG']","None found,",['Arms'],Novel,"['Adventure', 'Fantasy', 'Romance']",,23 min.,PG-13 - Teens 13 or older,6.76,#5526,#4569,"26,620",22,9998,A recap of episodes 1-9 of Maoyuu Maou Yuusha.,[],"Maoyuu Maou Yuusha: Kono Monogatari wa, Niku dake de wa Nai no ja!","Maoyuu Maou Yuusha Recap, Maoyuu Maou Yuusha Episode 9.5, Maoyu Maou Yusha",,,,,
226,閃乱カグラ,,,,['Special'],6,Finished Airing,"Mar 27, 2013 to Aug 28, 2013",,,"['Genco', 'Media Factory', 'Marvelous AQL']","None found,",['Artland'],Unknown,,,3 min. per ep.,PG-13 - Teens 13 or older,6.42,#7605,#5251,"18,952",25,7096,"Special, unaired, episodes released with the Senran Kagura BD/DVDs.",[],Senran Kagura Specials,,,['Ecchi'],,,
227,バクマン。 スペシャル「デラマン。」,,,,['Special'],2,Finished Airing,"Sep 29, 2012 to Jan 2, 2013",,,['NHK'],"None found,",['J.C.Staff'],['Manga'],,"['Otaku Culture', 'School']",25 min. per ep.,PG-13 - Teens 13 or older,7.17,#3504,#5361,"17,875",11,5138,Summary of the previous two seasons of Bakuman.,"['Sequel (TV) Bakuman. 3rd Season', '']",Bakuman. Deraman.,,,['Comedy'],,['Shounen'],
228,咲-Saki-阿知賀編 episode of side-A スペシャルエピソード 13話～16話,Saki - Episode of Side A Specials,Saki - Episode of Side A,Saki - Episode of Side A,['Special'],4,Finished Airing,"Feb 20, 2013 to Aug 21, 2013",,,"['Sotsu', 'Lantis', 'TV Tokyo Music']","None found,",['Studio Gokumi'],['Manga'],,"['School', 'Strategy Game']",30 min. per ep.,PG-13 - Teens 13 or older,7.53,#1856,#5691,"15,322",22,8315,"The semifinal round of the Inter-High Mahjong Championship is still in full swing. After witnessing the extraordinary might of the champion Teru Miyanaga of Shiraitodai High School, the girls of Achiga High School are left bewildered. However, even if the odds are against them, it's not too late yet—the game has just begun. [Written by MAL Rewrite]","['Prequel (TV) Saki Achiga-hen: Episode of Side-A', 'Adaptation (Manga) Saki: Achiga-hen - Episode of Side-A']",Saki Achiga-hen: Episode of Side-A Specials,"Saki Achiga-hen: Episode of Side-A Episodes 13, 14, 15, and 16",Saki Episode of Side A,['Slice of Life'],,,
229,ガールズ＆パンツァー 不肖・秋山優花里の戦車講座,,,,['Special'],6,Finished Airing,"Dec 21, 2012 to Jun 21, 2013",,,"None found,","None found,",['Actas'],Original,,"['CGDCT', 'Educational', 'Military', 'School']",11 min. per ep.,PG-13 - Teens 13 or older,7.01,#4358,#5933,"13,802",13,5581,Girls & Panzer specials with Yukari Akiyama explaining the background of tank units that appear in the series.,[],Girls & Panzer: Fushou Akiyama Yukari no Sensha Kouza,"Girls und Panzer: Akiyama Yukari's Tank Course, Girls und Panzer: Akiyama Yukari's Tank Corner",,,,,
230,新テニスの王子様,The Prince of Tennis II Specials,,,['Special'],7,Finished Airing,"Apr 20, 2012 to Apr 24, 2013",,,"['TV Tokyo', 'Bandai Visual', 'Nihon Ad Systems', 'Marvelous AQL', 'Shueisha']","None found,","['Production I.G', 'M.S.C']",['Manga'],"['Comedy', 'Sports']",,23 min. per ep.,PG-13 - Teens 13 or older,7.48,#2030,#6110,"12,743",15,5166,"Shouhei Zenya (The Night Before The Invitation) Prior to the U-17 training camp invitations, the middle schoolers spend their last few days of leisure relaxing and goofing off with each other. Kami no Ko vs Koutei (Child of God vs. Emperor) The tiebreaker-style elimination match between Rikkai University-Affiliated Middle School's Seiichi Yukimura and Genichirou Sanada pits two of the ""Three Demons'' against each other. As the two fight to stay in the camp, the history between the ""Child of God"" and the ""Emperor'' is revealed. Densetsu wo Tsugusha-tachi (The One That Stands On Top) In the next set of tiebreaker-style elimination matches, Shitenhouji Middle School's Kenya Oshitari and Kuranosuke Shiraishi must face off. As both players have been harboring heavy feelings since the Nationals one year prior, they decide to settle it in this high-stakes match. Shousha no Imi (What it Means to be a Winner) Following the elimination matches, the winners are treated to a luxurious experience after a brutal training session. Some of the middle schoolers contend with each other over the point of the camp now that the losers are gone. They decide to settle their disagreements in the most appropriate way possible: by playing table tennis. Otoko-tachi no Kizuna (Bonds Between Men) After Hyoutei Academy's Choutarou Ootori loses his first court shuffle match, he becomes disheartened and begins to question if he deserves to stay in the camp. Rikkai's Bunta Marui decides to give him some advice to help him overcome his defeat. Tenshi to Seijo (Angel and Bible) The court shuffle matches between Courts 3 and 5 pairs Rikkai's Akaya Kirihara and Shitenhouji's Kuranosuke Shiraishi together. As the game grows progressively more difficult, Kirihara becomes agitated by their opponents. Remembering a promise he made to Kirihara's teammate, Shiraishi must prevent the young boy from losing control of his temper at all costs. Himitsu no Oujisama (Prince of Secrets) The middle schoolers become restless and irritated when the camp's food supply begins to run low from a harsh storm. Seishun Academy's Satoshi Horio must deliver a bag to his teammate, Ryouma Echizen, but the angry middle schoolers start to believe that he is hiding food from them. In an attempt to claim the bag's contents, they all begin to fight each other as Horio tries to outsmart and run past them. [Written by MAL Rewrite]","['Adaptation (Manga) Shin Tennis no Oujisama', '']",Shin Tennis no Oujisama Specials,New Prince of Tennis Specials,,,,['Shounen'],
