,Japanese,English,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,German,Spanish,French,Themes,Genre,Demographics
167,我的三体,,['ONA'],11,Finished Airing,"Feb 27, 2014 to Oct 6, 2015",,,"None found,","None found,","None found,",Book,,,,19 min. per ep.,PG-13 - Teens 13 or older,[],#15301,#25611,86,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (ONA) Wo De San Ti: Luo Ji Zhuan', 'Adaptation (Manhua) San Ti', 'Adaptation (Novel) San Ti', '']",Wo De San Ti,,,,,,['Sci-Fi'],
168,もう犬注意,,['ONA'],3,Finished Airing,"Mar 20, 2014 to Nov 10, 2014",,,"None found,","None found,",['Piso Studio'],Original,,,,51 sec. per ep.,PG-13 - Teens 13 or older,[],#20433,#27812,56,0,,"A short anime about a very cute animal called a dog. It has a cute face and also says dirty jokes! It's not just cute! (Source: Official site, translated)",[],Mou Inu Chuui,,,,,,['Comedy'],
169,ノラガミ OAD,Noragami OVA,['OVA'],2,Finished Airing,"Feb 17, 2014 to Jul 17, 2014",,,"['Avex Entertainment', 'Ai Addiction']","None found,",['Bones'],['Manga'],"['Comedy', 'Supernatural']",,['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.71,#1269,#777,"332,241",384,188809,"Hiyori Iki is excited to start high school alongside her two middle school friends, but ""Delivery God"" Yato seems to have other plans for the day. Will Hiyori be able to make a good impression on her first day? Or will Yato cost her a happy high school life? On another day, Hiyori decides to take advantage of the beautiful weather and invites a number of people to gaze at the cherry blossoms, including the fearsome combat god, Bishamon. But how long will their blissful day last when Yato and his old rival Bishamon start to drink together? [Written by MAL Rewrite]","['Adaptation (Manga) Noragami', 'Adaptation (Manga) Noragami: Shuuishuu']",Noragami OVA,Noragami OAD,,,,"['Mythology', 'School']",,
170,堀さんと宮村くん,,['OVA'],6,Finished Airing,"Sep 26, 2012 to May 25, 2021",,,"None found,","None found,","['Gonzo', 'Hoods Entertainment', 'Studio Kai', 'Marone']",['Web manga'],,['School'],,23 min. per ep.,PG-13 - Teens 13 or older,7.41,#2309,#1846,"128,830",706,47703,"Within everyone there exists a side preferably kept hidden, even from close friends. For the smart and popular Kyouko Hori, it's the fact that she has to do all the housework and care for her little brother, Souta, because of her parents' busy work schedules. For the gentle Izumi Miyamura, whom everybody sees as an otaku, it's his nine hidden piercings and large body tattoo. So what happens when they accidentally discover each other's hidden sides? Sharing parts of themselves that they couldn't with anyone else, strong bonds of friendship soon begin to form between Miyamura and Hori, as well as those around them. As their hidden personas start to dissipate, they slowly learn how to open up to others. [Written by MAL Rewrite]","['Adaptation (Manga) Hori-san to Miyamura-kun', '']",Hori-san to Miyamura-kun,Horimiya,,,,,['Romance'],
171,夏目友人帳 新作OVA いつかゆきのひに,Natsume’s Book of Friends: On a Certain Snowy Day,['OVA'],1,Finished Airing,"Feb 5, 2014",,,"['Aniplex', 'Nihon Ad Systems']","None found,","[""Brain's Base""]",['Manga'],"['Slice of Life', 'Supernatural']",,['Shoujo'],22 min.,PG-13 - Teens 13 or older,8.33,#253,#2497,"83,115",115,37520,"As the first delicate snowflake touches the cold ground, Nyanko-sensei dozes on his hot-water bottle next to Takashi Natsume. While his aunt prepares a warm dinner, Natsume takes a walk, welcoming the snow and the chilly weather. However, his peaceful promenade is disturbed by a white, fluffy snowman yokai with perturbing black eyes, searching for something warm and sparkly. With no further information, Natsume sets off to help find what the spirit desires. [Written by MAL Rewrite]",[],Natsume Yuujinchou: Itsuka Yuki no Hi ni,"Natsume Yuujinchou OVA, Natsume Yujincho OVA, Natsume's Book of Friends OVA, Natsume on One Snowy Day",,,,"['Iyashikei', 'Mythology']",,
172,いただきっ! セーエキ♥,Vampire Vixen,['OVA'],1,Finished Airing,"Mar 28, 2014",,,['Pashmina'],['Kitty Media'],['Peak Hunt'],['Manga'],"['Supernatural', 'Hentai']",,,23 min.,Rx - Hentai,7.40,N/A,#2768,"69,841",827,40061,"When Kanzaki receives a letter from Mari Setogaya asking to meet in their school's PE storage room during the lunch break, he believes he will be receiving a love confession. He turns up eagerly, only to be attacked by his supposed admirer. The beautiful girl tries to knock him unconscious, but when she fails miserably, she explains that she is a vampire and had wanted to feed on him. Feeling pity for her hopeless state, Kanzaki reluctantly yields and allows her to drink his blood. As it turns out, Mari cannot stand the taste of raw blood but will perish without the nutrients it contains. Kanzaki is quick to find a solution, offering her a different bodily fluid to consume—and Setogaya instantly falls head over heels with this new flavor. The two soon start meeting regularly, and as time goes by, their relationship evolves into something more than just casual ""meals"" spent together. [Written by MAL Rewrite]","['Adaptation (Manga) Itadaki! Seieki♥', '']",Itadaki! Seieki♥,,,,,,,
173,Fate/kaleid liner プリズマ☆イリヤ 運動会 DE ダンス！,Fate/Kaleid Liner Prisma Illya: Dance at the Sports Festival!,['OVA'],1,Finished Airing,"Mar 10, 2014",,,"None found,",['Sentai Filmworks'],['SILVER LINK.'],['Manga'],"['Comedy', 'Fantasy']",,,25 min.,PG-13 - Teens 13 or older,6.66,#6119,#3138,"55,378",21,27932,"Tatsuko of class 5-1 is really excited about the upcoming school sports festival, her proposal for a new ""Eel Scooping"" event is less than enthusiastically received though, especially by Suzuka. Illya mentions the main event dance to Miyu, and as teacher Taiga Fujimura points out, it entails a huge reward, but will require quite a bit of practice. And so the close friends: sarcastic Nanaki, level-headed Suzuka, excitable Tatsuko, energetic Illya, shy Mimi, and reserved but athletic Miyu are off to win the dance event for the honour of their class and for Fujimura, who seems to have some saucy bet going on that she most definitely needs to win, or so the girls misunderstand. (Source: AniDB)",[],Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!,Fate/kaleid liner Prisma☆Illya OVA,,,,,,
174,未確認で進行形 「鴨肉って緑っぽい味がするのね。」,Engaged to the Unidentified OVA,['OVA'],1,Finished Airing,"Mar 28, 2014",,,"['DAX Production', 'TOHO animation', 'Ichijinsha']","None found,",['Doga Kobo'],['4-koma manga'],"['Comedy', 'Romance']",,,11 min.,PG-13 - Teens 13 or older,7.13,#3770,#3178,"53,878",21,28355,OVA included with special edition of volume 5 of the Mikakunin de Shinkoukei manga. Mashiro and Kobeni share with each other a story from their pasts. Kobeni retells an episode of her childhood with Benio and Nadeshiko while Mashiro describes one of her days back on her home in the mountains.,"['Adaptation (Manga) Mikakunin de Shinkoukei', '']",Mikakunin de Shinkoukei: Kamoniku tte Midori-ppoi Aji ga Suru no ne.,"Mikakunin de Shinkoukei OVA, Engaged to the Unidentified OAD: Duck Meat Tastes Green-like",,,,,,
175,勇者になれなかった俺はしぶしぶ就職を決意しました。OVA,"Yusibu: I couldn't become a hero, so I reluctantly decided to get a job. OVA",['OVA'],1,Finished Airing,"Mar 7, 2014",,,"None found,",['Sentai Filmworks'],['asread.'],['Light novel'],"['Comedy', 'Fantasy', 'Ecchi']",,,25 min.,R+ - Mild Nudity,6.76,#5552,#3335,"49,553",18,24220,"Raul's sister has come all the way from Raul's home village to see her brother who has ""become a hero."" Raul and his fellow co-workers think its a better idea to trick his sister to thinking Raul is a real hero. (Source: Wikipedia)","['Prequel (TV) Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.', '']",Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. OVA,"Yusibu OVA, Yu-sibu OVA, Yuushibu OVA, I Couldn't Become a Hero, So I Reluctantly Decided to Get a Job. OVA, Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.: Yuusha ni Narenakatta Ore no Imouto ga Joukyou Shite Kimashita.",,,,,,
176,となりの関くん DVD,,['OVA'],1,Finished Airing,"Jan 4, 2014",,,"None found,","None found,",['Shin-Ei Animation'],['Manga'],,['School'],['Seinen'],13 min.,G - All Ages,7.39,#2412,#3716,"40,873",11,23873,OVA of Tonari no Seki-kun bundled with the fifth manga volume.,[],Tonari no Seki-kun OVA,Tonari no Seki-kun OAD,,,,,['Comedy'],
177,とある科学の超電磁砲S 大事なことはぜんぶ銭湯に教わった,A Certain Scientific Railgun S: All the Important Things I Learned in a Bathhouse,['OVA'],1,Finished Airing,"Mar 25, 2014",,,"None found,","None found,",['J.C.Staff'],['Manga'],,,,6 min.,PG-13 - Teens 13 or older,6.80,#5320,#4035,"34,395",21,15147,Bundled with the official visual book.,[],Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,,,,,,['Comedy'],
178,超次元ゲイム ネプテューヌ THE ANIMATION 約束の永遠（トゥルーエンド）,Hyperdimension Neptunia: The Eternity (True Ending) Promised,['OVA'],1,Finished Airing,"Mar 26, 2014",,,"['Frontier Works', 'Media Factory', 'Animax', 'Idea Factory', 'MAGES.', 'Cinema Sunshine']",['Funimation'],['David Production'],Game,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']",,,24 min.,PG-13 - Teens 13 or older,7.22,#3245,#4064,"33,988",57,17268,"Unaired episode 13 of Choujigen Game Neptune: The Animation, included in the 7th BD/DVD volume.","['Prequel (TV) Choujigen Game Neptune The Animation', '']",Choujigen Game Neptune The Animation: Yakusoku no Eien - True End,Choujigen Game Neptune: The Animation Episode 13,,,,,,
179,フェラピュア ~御手洗さん家の事情~ THE ANIMATION,,['OVA'],1,Finished Airing,"Mar 28, 2014",,,['Pink Pineapple'],"None found,",['Office TakeOut'],['Manga'],,,,29 min.,Rx - Hentai,7.38,N/A,#4141,"32,855",425,15796,"On the outside, Keiko Mitarai is absolutely perfect; she has a beautiful figure, astounding leadership, and a good reputation among the students. Unbeknownst to many, however, behind the charisma she exudes lies a complete pervert who cannot stop thinking about the sexual art of fellatio. Because of this, whenever her parents are away, she uses her younger brother to discover new ways of giving pleasure, which is bound to one day go too far. [Written by MAL Rewrite]","['Adaptation (Manga) Fella Pure: Mitarashi-san Chi no Jijou', '']",Fella Pure: Mitarashi-san Chi no Jijou The Animation,Fela Pure: Mitarashi-san Chi no Jijou - The Animation,,,,,['Hentai'],
180,ふた部!,,['OVA'],2,Finished Airing,"Feb 21, 2014 to May 2, 2014",,,"['D3', 'White Bear', 'Mediabank']","None found,",['Studio 9 Maiami'],['Manga'],"['Girls Love', 'Hentai']",['School'],,22 min. per ep.,Rx - Hentai,7.14,N/A,#4271,"30,455",460,15491,"Dissatisfied with an ordinary high school life, Akane Niimura decides to join the Futa Club. The organization consists solely of futanari—well-developed women with male genitals. The club's members spend their free time pursuing a single activity: indulging in as much sexual pleasure with each other as possible. However, there is a major problem with Akane—she is a regular girl! Therefore she can only be admitted to the club as a ""service specialist."" Despite ending up with the subservient role of being a sex toy for the other members, Niimura is content with her position and resolves to fully enjoy the club's exciting activities. [Written by MAL Rewrite]","['Sequel (OVA) Futa-bu!!', 'Adaptation (Manga) Futabu! Mix']",Futa-bu!,Futa Club!,,,,,,
181,Swing Out Sisters,,['OVA'],1,Finished Airing,"Jan 30, 2014",,,['BreakBottle'],"None found,",['Tryforce'],['Manga'],,,,50 min.,Rx - Hentai,7.48,N/A,#4868,"22,795",230,9230,"Yuuta has always been close to his elder sisters, Chiyo and Chinatsu. The only man in the house, he falls in love with the caring and affectionate Chiyo; with her well-endowed body and love of cosplay, she gives her brother everything an adolescent boy could dream of. Envious of her siblings' intimate relationship, Chinatsu soon steps in, seeking Yuuta's attention. As a strong-willed and dominant tomboy, she is the exact opposite of Chiyo and starts picking on him and making aggressive sexual advances. With the situation at home changing dramatically, the siblings must find a way to sort out both their private and school lives and establish a compromise between conflicting interests. [Written by MAL Rewrite]","['Prequel (OVA) Swing Out Sisters', 'Adaptation (Manga) Swing Out Sisters']",Swing Out Sisters (2014),Swing Out Sisters Complete Edition,,,,,['Hentai'],
182,君のいる町 OVA,,['OVA'],2,Finished Airing,"Jan 17, 2014 to Mar 17, 2014",,,"None found,","None found,",['Gonzo'],['Manga'],"['Drama', 'Romance']",['Love Polygon'],['Shounen'],28 min. per ep.,R+ - Mild Nudity,7.02,#4302,#5144,"19,917",17,9209,"The limited-edition of the 26th manga volume will include an anime adaptation of the popular special flashback chapter ""Uchi ga Kita Machi"" (The Town Where I Arrived). The story reveals how Haruto, Akari, and Takashi first met during childhood, and serves as a prologue to the TV anime. The 27th limited-edition manga volume will include a special anime episode produced in full cooperation with Seo Kouji. This OVA will be the animation of the end of the manga. (Volume 27 is the final volume of the long-running series.)","['Adaptation (Manga) Kimi no Iru Machi', '']",Kimi no Iru Machi OVA,"A Town Where You Live, Uchi ga Kita Machi, The Town Where I Came",,,,,,
183,鬼父2 -REVENGE-,,['OVA'],2,Finished Airing,"Nov 29, 2013 to Mar 28, 2014",,,"None found,","None found,",['PoRO'],Visual novel,,,,29 min. per ep.,Rx - Hentai,6.73,N/A,#5185,"19,563",30,8683,"Three of the Makino sisters—Natsume, Akira, and Fuyu—plan to attend a school training camp at the beach. Since they must find someone to come with them in their sick adviser's stead, the sisters choose to go along with their father, Kenichi. However, given his illicit desires, Kenichi plans to do more than simple training with them. [Written by MAL Rewrite]","['Prequel (OVA) Oni Chichi 2', 'Sequel (OVA) Oni Chichi 2: Harvest', 'Adaptation (Light Novel) Oni Chichi', '']",Oni Chichi 2: Revenge,,,,,,['Hentai'],
184,奥様は元ヤリマン,,['OVA'],2,Finished Airing,"Feb 28, 2014 to Nov 27, 2015",,,"None found,","None found,",['Circle Tribute'],Visual novel,,,,24 min. per ep.,Rx - Hentai,7.03,N/A,#5744,"15,002",142,6388,"Based on a doujin game by Orc Soft. Yuuto is living alone in an apartment complex but thanks to his neighbours Megumi, Anna and Mako he's not feeling lonely. Though he enjoys their company (and their looks) he is a bit disappointed that they always treat him as a child, not as a man. Things change on the night of his birthday when, after the party the three throw for him, Megumi tells him that as a birthday present she'll do something for him. It's the beginning of Yuuto's hot summer vacation with the three busty women... (Source: AniDB)",[],Okusama wa Moto Yariman,,,,,,['Hentai'],
185,絶滅危愚少女 Amazing Twins,,['OVA'],2,Finished Airing,"Feb 26, 2014 to Jun 25, 2014",,,"['Shochiku', 'AT-X', 'flying DOG', 'Q-Tec', 'Toppan Printing', 'Tablier Communications', 'Nippon Ichi Software']","None found,",['Encourage Films'],Original,,,,29 min. per ep.,PG-13 - Teens 13 or older,6.32,#8139,#6304,"11,763",10,4575,"Amane Todoroki is a young girl who is straightforward but also unthinking. She will try her very best in everything and say, ""I don't know how to answer you if you ask me whether this can be done. I just believe it can. If not, then nothing will get started!"" She easily gets stuck in her thinking, but she can also get easily moved at something small and start crying. (Source: MAL News)",[],Zetsumetsu Kigu Shoujo: Amazing Twins,,,,,,['Slice of Life'],
