,Synonyms,Japanese,English,German,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Theme,Spanish,Demographics
108,,おじゃる丸,Prince Mackaroo,,,['TV'],Unknown,Currently Airing,"Oct 5, 1998 to ?",['Fall 1998'],Not scheduled once per week,['NHK'],['Enoki Films'],['Gallop'],Original,"['Adventure', 'Award Winning', 'Comedy', 'Fantasy']",,['Kids'],10 min.,G - All Ages,6.39,#7747,#11557,"2,227",5,553,"In the Heian era, around 1000 years ago, a young boy of noble family named Ojarumaru is bored with his life of privilege. Meanwhile, three demons steal the power-stick of Enma, king of demons, and then lose it. Ojarumaru finds it, and uses it to transport himself to the present time. Here, he is befriended by a young boy named Kazuma, and becomes a member of his family. As time goes on, Ojarumaru makes many new friends, while dodging the comedic efforts of the three demons, Akane, Kisuke, and Aobee, as they try to recover the stick. (from ANN)","['Adaptation (Manga) Ojarumaru', '']",Ojarumaru,,,,
109,Card Ou Mix Master,카드왕 믹스마스터,Mix Master: King of Cards,,,['TV'],39,Finished Airing,"Oct 4, 2005 to Jul 18, 2006",['Fall 2005'],Unknown,"['Sunwoo Entertainment', 'KBS']","None found,",['Nippon Animation'],Unknown,"['Adventure', 'Fantasy']",,,25 min. per ep.,PG - Children,6.43,#7535,#11793,"2,071",8,778,"Mix Masters is a Korea-Japan co-produced anime series, also known by the name Mix Master: King of Cards. It is a co-production by Nippon Animation of Japan and Sunwoo Entertainment and KBS of Korea. The story centers on the fantasy and adventure card game, Mix Master, and the transference of this game from a video game to the real world after a scientist's new invention goes terribly wrong. Creatures from the video game called henches run loose upon the real world and it is up to the Mix Master to stop those creatures from causing trouble. All the while, an evil leader from the video game, Prince Brad, causes trouble for them for some nefarious purpose. (Source: Wikipedia)","['Sequel (TV) Choegang Habche: Mix Master', '']",Card Wang: Mix Master,,['Strategy Game'],"Mix Master, el Rey de las Cartas",
110,Wan Wan Celepoo Sore Yuke! Tetsunoshin,ワンワンセレプー それゆけ！徹之進,,,,['TV'],51,Finished Airing,"Jan 7, 2006 to Dec 30, 2006",['Winter 2006'],Unknown,"['Tokyu Agency', ""We've Inc.""]","None found,",['Studio Comet'],Original,"['Comedy', 'Fantasy']",,['Kids'],23 min. per ep.,G - All Ages,6.36,#7936,#12678,"1,560",2,493,"The Inuyama Family, along with their pet dog Tetsunoshin moves to the famous Hoppongi Hills (modeled after Roppongi Hills) from Kyushu. Rumi Inuyama's father owns an IT Company in Japan and is a step further to becoming number one. However, Tetsunoshin learned that his master's family loaned a lot of money renting their home in Hoppongi Hills, almost to the point of the whole company becoming Bankrupt. To make things even worse, the whole family spends a lot of money on everything, making Tetsunoshin's problems worse. To solve this problem, Tetsunoshin teamed up with the Hills Dogs and will do anything to pay all the Inuyama Family's expenses. (Source: Wikipedia)",[],Wanwan Celepoo Soreyuke! Tetsunoshin,,['Pets'],,
111,,まじめにふまじめ　かいけつゾロリ,,,,['TV'],97,Finished Airing,"Feb 13, 2005 to Jan 28, 2007",['Winter 2005'],Unknown,['Nagoya Broadcasting Network'],"None found,",['Ajia-do'],Original,,,['Kids'],24 min. per ep.,PG - Children,6.72,#5774,#12856,"1,473",7,451,"Season 1 focuses on the wizard Nelly and the mysterious Najo as Zorori, Ishishi, and Noshishi help them restore the magic forest in a magical country (episodes 1-50). Season 2 focuses on Puppe's search for the Minus Eel (episodes 51-97). (Source: Wikipedia)","['Prequel (TV) Kaiketsu Zorori', 'Sequel (TV) Motto! Majime ni Fumajime Kaiketsu Zorori']",Majime ni Fumajime Kaiketsu Zorori,['Adventure'],,,
112,,しましまとらのしまじろう,,,,['TV'],726,Finished Airing,"Dec 13, 1993 to Mar 31, 2008",['Winter 1994'],Mondays at 18:00 (JST),"['TV Tokyo', 'Azeta Pictures']","None found,",['Studio Kikan'],Original,"['Adventure', 'Comedy', 'Fantasy']",,['Kids'],23 min. per ep.,G - All Ages,5.92,#10325,#13245,"1,322",4,558,"Shimajiro, a preschool-aged tiger boy, has adventures with his friends Mimirin, Ramurin, Nyakki, and Toriipi on Challenge Island.","['Sequel (TV) Hakken Taiken Daisuki! Shimajirou', '']",Shima Shima Tora no Shimajirou,,['Anthropomorphic'],,
113,,太鼓の達人,Taiko Drum Master,,,['TV'],26,Finished Airing,"Apr 4, 2005 to May 15, 2006",['Spring 2005'],Unknown,['Nikkatsu'],"None found,",['Studio Bingo'],Game,,,,4 min. per ep.,G - All Ages,5.92,#10331,#13319,"1,294",9,401,A series of four minute claymation shows. Each episode shows the different antics of the various Taiko no Tatsujin characters.,[],Taiko no Tatsujin,,['Video Game'],,
114,,ザ・ワールド・オブ・ゴールデン・エッグス,,,,['TV'],26,Finished Airing,"Jan 7, 2005 to Dec 9, 2006",['Winter 2005'],Fridays at 22:45 (JST),"None found,","None found,","['Plus Heads', 'Studio Crocodile']",Original,,,,13 min. per ep.,PG-13 - Teens 13 or older,6.43,#7518,#13487,"1,237",4,281,The citizens of Turkey's Hill model a bizzare American-esque town and engage in non-sequitur behavior. (Source: ANN),[],The World of Golden Eggs,['Comedy'],['Parody'],,
115,,親子クラブ,,,,['TV'],1818,Finished Airing,"Oct 3, 1994 to Mar 30, 2013",['Fall 1994'],Unknown,['Fuji TV'],"None found,",['Eiken'],Original,"['Comedy', 'Slice of Life']",,,5 min. per ep.,G - All Ages,5.47,#12199,#13606,"1,198",0,442,This anime was running almost 20 years and has over 1800 episodes.,[],Oyako Club,,,,
116,,뽀롱뽀롱 뽀로로 2,Pororo the Little Penguin 2,,,['TV'],52,Finished Airing,"Dec 3, 2005 to May 28, 2006",['Winter 2006'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],5 min. per ep.,G - All Ages,5.88,#10543,#15925,639,0,254,A direct continuation of the previous season that starts with the introduction of a new character called Petty who is a female penguin.,"['Prequel (TV) Porong Porong Pororo', 'Sequel (TV) Porong Porong Pororo 3']",Porong Porong Pororo 2,,,Pororo el Pequeño Pingüino Serie 2,
117,"Kotenkotenko, Kotenco and Matenco",こてんこてんこ,,,,['TV'],52,Finished Airing,"Oct 6, 2005 to Sep 28, 2006",['Fall 2005'],Thursdays at 18:00 (JST),"['TV Tokyo', 'Nihon Ad Systems']","None found,",['I-move'],Unknown,"['Adventure', 'Comedy', 'Fantasy']",,['Kids'],14 min. per ep.,G - All Ages,[],#19563,#16919,514,1,,"Kotencotenco is a gag strip anime for young children featuring the flourishes of the Prince of the country of the Paradice, Kotenco. Kotenco guards the “Angel Star” for the Queen in the Paradice. Kotenco is a very good child, but when the bad spirits rise, Kotenco transforms into Matenco. Unlike Kotenco, Matenco is a very naughty child and troubles everyone. But don't worry! By changing the angel ring, Matenco goes back to being Kotenco. Will Kotenco be able to guard the “Angel Star” from the ruler and the Devil of the Country of the Ground, who is aiming for the Paradice?",[],Kotencotenco,,,,
118,Odenkun,おでんくん,,,,['TV'],156,Finished Airing,"Aug 4, 2005 to Feb 27, 2009",['Summer 2005'],Unknown,['Studio Egg'],"None found,","None found,",Picture book,,,,7 min. per ep.,G - All Ages,[],#20789,#17009,506,1,,"In an odd dimensional bubble inside the kettle of an Oden food cart exists Oden village. The residents of Oden village spend their idyllic days waiting for customers to come and eat them. In the meantime, Oden-kun helps other troubled dwellers to realize their dreams. One day, he hears that a customer's mother suffers from cancer so he leaves the kettle and after being eaten, faces the cancer cell Gannosuke. Oden-kun's dream is to meet his own mother. Looking forward to this day, Oden-kun spends his days doing one good deed a day. (Source: ANN)","['Sequel (TV) Ganbare! Oden-kun', '']",Oden-kun,['Comedy'],,,
119,星际飚车王,,Galaxy Racers,,,['TV'],52,Finished Airing,"Feb 1, 2006 to Jun 2006",['Winter 2006'],Unknown,"None found,","None found,","None found,",Original,"['Action', 'Adventure']",,,22 min. per ep.,G - All Ages,[],#15838,#17375,469,0,,"Set in the future on the Yellow River Planet, the realm of car racing has advanced beyond Formula One - into the domain of the Galaxy Racers. Riders steer their simulator-racers which remotely control the actual customized speedsters hurtling around a track. The hero, a teenager named Roy, was born to race and aspires to be the King of Galaxy Racers. But his guardian, his grandfather, sees a threat from and great danger in the evil and greedy Taz, the CEO of the Titan Space Navigation Auto Group which seeks to swallow or destroy all competitors, and whose Mosha Racing Team would just as ruthlessly run over and crush Roy under its thundering wheels. He arranges for him to join the good guys in the Matela Racing Team to race for the highest honors. Many years ago, Ray’s father, Dr Renault, worked for the Titan Group and he invented the Galaxy Racers but he was against CEO Taz’s destructive greed. He tries to escape - and disappears! Monopolizing the technology and construction of the Racers, Taz, the Titan Group and Mosha Racing Team swallowed, crushed and beat all rival companies, racers and teams. Desperately, Ray’s grandfather uses a secret design hidden by Dr Renault from Taz and builds for him a superior racer, The Lion King. But he has first to learn the skills and garner experience from racing at the highest levels. To acquire these qualities plus humility and resilience, he relies on his Matela friends who have their own cool cars, to help him. But arrayed against them are the Mosha baddies and their menacing machines. In a series of hair-raising and nail-biting races with thrills & spills, growling engines, screeching wheels, burning rubber, smashing metal against metal, intense bitter rivalry, persevering friendships & loyalties forged in grueling teamwork and battle, Ray and Team Matela must conquer their fears and overcome the arrogant and powerful Team Mosha which uses cheating as a winning strategy. Will justice prevail or evil triumph? Find out on The Galaxy Racers on a track near you! (Source: CHINAnimax)",[],Xingji Biaoche Wang,,['Racing'],,
120,"Nalong 2, Longman: The Little Big Hero, Kaiketsu: Longman Nalong",쾌걸롱맨 나롱이,,,,['TV'],52,Finished Airing,Jan 2006 to Mar 2007,['Winter 2006'],Unknown,['Studio Kaab'],"None found,","None found,",Original,,,['Kids'],15 min. per ep.,G - All Ages,[],#19702,#19323,325,2,,Someone is out to conquer Lulu forest and it's up to the Nalong and his friends to to figure out who and stop them! When Nalong's girlfriend Ukkya is taken by force and Longman is zapped by a laser beam resulting in an unfavorable transformation--Nalong has more on his plate than he can handle!,"['Prequel (TV) Turuturutu Narongi', 'Sequel (TV) Green Saver']",Kwaegeol Longman Narongi,['Adventure'],,,
121,,パンツぱんくろう,,,,['TV'],85,Finished Airing,Apr 2004 to Mar 2008,['Spring 2004'],Unknown,['NHK'],"None found,","None found,",Unknown,"['Comedy', 'Slice of Life']",,['Kids'],1 min. per ep.,G - All Ages,[],#20968,#19434,319,0,,"A series of minute-long animated shorts that aired on Japanese public television. Aimed at toddlers and young children, the comedic series is mostly about toilet training.",[],Pants Pankurou,,,,
122,,南の島の小さな飛行機 バーディー,,,,['TV'],105,Finished Airing,"Dec 26, 2005 to Apr 2, 2007",['Winter 2006'],Saturdays at 17:50 (JST),['NHK'],"None found,",['Studio Deen'],Original,,,['Kids'],10 min. per ep.,PG - Children,[],#20273,#23093,135,0,,"This is Bird Paradise Island, a small island in the southern sea. Birdie is a newcomer and small plane that has been working at Bird Paradise Airport on this island for two years. Aiming to become the first airplane someday, he is working day and night on sightseeing flights with his rival Philip, a small helicopter, and his good friend, Annie, a goldfish-shaped helicopter. A small airplane, Birdy, and his funny and unique friends fly fast!",[],Minami no Shima no Chiisana Hikouki Birdy,['Adventure'],['Anthropomorphic'],,
123,,FLAG（フラッグ）,,,,['ONA'],13,Finished Airing,"Jun 16, 2006 to Mar 2, 2007",,,['Aniplex'],['Bandai Entertainment'],['The Answer Studio'],Original,,"['Adult Cast', 'Mecha', 'Military']",,24 min. per ep.,PG-13 - Teens 13 or older,7.12,#3821,#4851,"22,997",78,5134,"In 20xx, a civil war broke out in a small country in Asia in spite of the dispatch of UN forces. But a picture taken by accident in the battlefield accelerates the peace process: a photograph of a flag, which became the symbol of peace. However, just before the peace agreement is finalized, the flag is stolen by an armed extremist group in order to obstruct the truce. To rescue the flag, the UN sends the Special Development Command (SDC, which is armed with the High Agility Versatile Weapon Carrier (HAVWC)), along with an embedded photojournalist to record their activities. That photojournalist is Saeko Shirasu—the young camerawoman who took the picture of the flag. (Source: ANN)",[],Flag,,,,
124,Chimidoro no Yoru,血みどろの夜,Bloody Night,,,['ONA'],1,Finished Airing,"Apr 5, 2006",,,"None found,","None found,","None found,",Original,"['Horror', 'Supernatural', 'Suspense']",,,5 min.,R - 17+ (violence & profanity),3.93,#13778,#10111,"3,425",1,2098,"A little girl is wandering the streets late at night, but something is eerily amiss. Suddenly, a vicious red monster appears and begins chasing her. As she desperately tries to get away, she encounters a homeless old man in an alleyway and later an armed policeman who both try to save her. Can either of these brave men save the girl from the monster that pursues her so relentlessly? [Written by MAL Rewrite]",[],Bloody Night,,['Gore'],,
125,,WITHIN THE BLOODY WOODS,Within the Bloody Woods,,,['ONA'],2,Finished Airing,"May 22, 2006 to Aug 5, 2006",,,"None found,","None found,","None found,",Original,,,,1 min. per ep.,R - 17+ (violence & profanity),3.41,#13824,#10640,"2,926",1,1843,"A man wanders lost in the forest when he happens upon another person. At first thinking the stranger is injured, the man quickly realizes that isn't the case. The stranger, in fact, isn't even human—he's a zombie! Suddenly finding himself in danger, the man pulls out a machete to fight. The lost man must now defend himself against the dangers lurking in the forest... [Written by MAL Rewrite]",[],Within the Bloody Woods,['Horror'],,,
126,,花の翳,Shadow of the Cherry Blossoms,,,['ONA'],1,Finished Airing,Apr 2006,,,"None found,","None found,","None found,",Original,"['Drama', 'Romance']","['Historical', 'Mythology', 'Reincarnation']",,17 min.,PG-13 - Teens 13 or older,5.83,#10797,#11299,"2,409",1,688,"In ancient Japan, a princess and her lover run away from their pursuers. When it became apparent that they would be caught, they vowed to commit suicide rather than have the princess return to her former life. Both of them took their blades to end their lives but something went wrong. Now one of them seeks revenge for being abandoned.",[],Hana no Kage,,,,
127,Detective Gordon,名探偵ゴードン,Meitantei Gordon,,,['ONA'],1,Finished Airing,Jun 2006,,,"None found,","None found,","None found,",Original,"['Comedy', 'Mystery']",,,2 min.,PG - Children,4.85,#13380,#14181,"1,029",5,630,Gordon is a famous detective from England providing input on a murder during a dinner party.,[],Meitantei Gordon,,,,
128,,Be Rockin',Be Rockin',,,['ONA'],5,Finished Airing,"May 30, 2006 to Jun 6, 2006",,,"None found,","None found,",['Anon Pictures'],Original,,,,2 min. per ep.,G - All Ages,5.17,#12982,#17480,461,0,130,"---- A guitar has been a friend since he was a child. ---- If he has as guitar, he was happy. A guitarist Shun, who has been swallowed by the huge vibration of rock & roll, is around by it and always feels ""thirst"" in his daily life. --- ""How can I express myself through music?"" Ignoring his concerns, he is announced by his business company that he will be transferred to the Shanghai office. His colleague and girlfriend Kaori is very pleased with his opportunity. ""It would be an ordinary life but it won't be bad building a happy life with her...."" Just as he is thinking about his new life, Shun meets a mysterious girl name Kyoko. She made her an idol debut in the past, but she disappeared from the show business because she couldn't stand being an idol anymore. Like Shun, she started to think how she can express herself through music. The two has met by chance. ""You shouldn't stay here!"" Kyoko's advice moved him greatly. What has occurred between Kyoko and a veteran guitarist Terada? Which should Shun must take, ""an ordinary happy life"" or the ""unforeseen future?"" Kaori worries about her boyfriend Shun. What will happen between them? ...and the story reaches to the climax. People don't live to comfort each other. Life is to insist ourselves to each other and express ""something"" that born by the confrontation even if we hurt someone. And even if that ""something"" seems like a ""spiral."" When Shun and Kyoko know that they had a same feeling, a new ""What if...?"" appears in their mind. (Source: Official site)",[],Be Rockin',,['Music'],,
129,,ピンキーモンキーの生まれた日,,,,['ONA'],1,Finished Airing,"Apr 30, 2006",,,"None found,","None found,","None found,",Other,,,,2 min.,G - All Ages,5.06,#13161,#18257,403,0,183,"Produced by Kenji Eno, commissioned by Frente International, this short shows the birth of Pinky.",[],Pinky Monkey no Umareta Hi,['Adventure'],,,
130,"PoT OVA, Tennis no Ouji-sama: Zenkoku Taikai hen, Prince of Tennis: The National Tournament",テニスの王子様 Original Video Animation 全国大会編,The Prince of Tennis: National Championship Chapter,,,['OVA'],13,Finished Airing,"Mar 24, 2006 to Mar 23, 2007",,,"['Production I.G', 'TV Tokyo', 'Bandai Visual', 'Marvelous Entertainment', 'Nihon Ad Systems', 'Shueisha']","None found,",['M.S.C'],['Manga'],,,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.88,#857,#3391,"47,917",64,26183,"Freshman tennis prodigy Ryouma Echizen and the Seishun Academy Boys' Tennis Team have finally reached the National Tournament, eager to fight for the championship title and claim it as their own. Seishun's first match is against Higa Middle School, the Okinawa-based team labeled as the ""dark horse"" of the tournament. After watching Higa defeat their first round of opponents using dirty tactics, the Seishun team is determined to show them the value of a fair, hard-earned victory. Awaiting the winners of the matchup in the quarterfinals is one of Seishun's old rivals: Hyoutei Academy, who are determined to restore their pride after the events at the Kanto Regionals. Hyoutei seeks to prove to everyone that they deserve to be at the Nationals despite only qualifying through a special invitation. Tennis no Oujisama: Zenkoku Taikai-hen covers the beginning of the long-awaited National Tournament as Ryouma and the Seishun team meet foes of past and present, each with their own unique ideals on how tennis should be played! [Written by MAL Rewrite]","['Prequel (TV) Tennis no Oujisama', 'Sequel (OVA) Tennis no Oujisama: Zenkoku Taikai-hen - Semifinal', 'Adaptation (Manga) Tennis no Oujisama', '']",Tennis no Oujisama: Zenkoku Taikai-hen,['Sports'],,,
131,Honey & Honey Drops,蜜×蜜ドロップス,Honey x Honey Drops,,,['OVA'],2,Finished Airing,"Apr 28, 2006 to Jul 28, 2006",,,['Soft Garage'],"None found,",['Radix'],['Manga'],"['Drama', 'Romance']",,['Shoujo'],27 min. per ep.,PG-13 - Teens 13 or older,5.87,#10595,#4574,"26,566",60,13639,"Students at the Houjou academy are perfectly normal—except for those who take the Kuge course. This special course is reserved only for elite and rich students and their ""honeys."" Hagino Yuzuru enrolls in the course through Kai Renge, and she quickly regrets it. To become a honey, a student must get someone already in the Kuge course to sponsor her. Kai becomes Hagino's sponsor, getting her into the course and paying the price to cover it. But in return, Hagino must submit to him as her master, catering to his every whim. Hagino may have gotten herself into something she can't handle. But if she pulls out now, she gets expelled from the school. Can she make things work with Kai, or will she call it quits before he does something she'll regret?","['Adaptation (Manga) Mitsu x Mitsu Drops', '']",Mitsu x Mitsu Drops,,['School'],,
132,,エンジェルズフェザー Angel's Feather,Angel's Feather,,,['OVA'],2,Finished Airing,"Apr 28, 2006 to May 26, 2006",,,"None found,",['Media Blasters'],['Venet'],Visual novel,"['Boys Love', 'Drama', 'Fantasy', 'Sci-Fi', 'Supernatural']",,,29 min. per ep.,PG-13 - Teens 13 or older,5.42,#12354,#5026,"21,157",32,10358,"In the Binfield Kingdom Chronicle, it is said that there was once a small, peaceful country called the Kingdom of Winfield, whose king and royal family possessed great white wings. Hamura Shou is newly enrolled at Yuusei Academy. After hearing about a student named Misonou Kai from the headmaster, Shou comes to believe that Kai is his younger twin brother, who he was separated from when he was younger. However, after a mysterious earthquake, Shou is suddenly carried into another world with two other students. It is in this new world that, after being attacked by a monster, Shou suddenly unleashes great, white wings. [Written by MAL Rewrite]",[],Angel's Feather,,['School'],,
133,,バイブルブラック・オンリー版,Bible Black Only,,,['OVA'],2,Finished Airing,"Jul 25, 2005 to Apr 25, 2006",,,"['Milky Animation Label', 'Active', 'MS Pictures']","['Media Blasters', 'Kitty Media']",['Studio Jam'],Visual novel,,,,27 min. per ep.,Rx - Hentai,6.76,N/A,#5172,"19,735",72,9622,"Bible Black Only explores the sexual misadventures of the supporting cast from the main Bible Black series. Miss Takashiro reminisces on her demonic capture, Itoh reveals her sadistic side, and Saeki is stalked by her classmates. Bible Black Only is a series of stand-alone episodes that do not affect the continuity of the main Bible Black series, and it contains footage that was previously only available on the R2 Bible Black Perfect Collection DVD. (Source: ANN)",[],Bible Black Only Version,['Hentai'],,,
134,,機動戦士ガンダム MS IGLOO -黙示録0079-,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,,,['OVA'],3,Finished Airing,"Apr 26, 2006 to Aug 25, 2006",,,['Bandai Visual'],"['Nozomi Entertainment', 'Bandai Visual USA']",['Sunrise'],Original,,"['Mecha', 'Military', 'Space']",,28 min. per ep.,PG-13 - Teens 13 or older,6.68,#6037,#5667,"15,484",9,7739,"Lieutenant Oliver May and the 603 Technical Division Unit aboard the Jotunheim continue testing and evaluating experimental weapons to aid the Zeon war effort against the Federation Forces. At the end of each experiment, the tale of the trials and tribulations faced by the weapon and its test pilot adds a small chapter to the long history of the One Year War (Source: ANN)","['Prequel (OVA) Kidou Senshi Gundam MS IGLOO: 1-nen Sensou Hiroku', 'Sequel (OVA) Kidou Senshi Gundam MS IGLOO 2: Juuryoku Sensen']",Kidou Senshi Gundam MS IGLOO: Mokushiroku 0079,['Sci-Fi'],,,
135,Princess Knight Lilia,姫騎士リリア,Himekishi Lilia,,,['OVA'],6,Finished Airing,"Jun 2, 2006 to Jul 30, 2010",,,['Pixy'],"None found,",['Anime Antenna Iinkai'],Visual novel,"['Fantasy', 'Horror', 'Supernatural', 'Hentai']",,,27 min. per ep.,Rx - Hentai,6.74,N/A,#6160,"12,509",113,4027,"The princess knight Lilia Evelvine is set to succeed her father as the ruler of the Leuven kingdom, but her jealous brother, Dirk, will do anything to halt her ascension to the throne. With the aid of Kiriko, his court enchantress, and Sand, the servant of the King of Demons, the dastardly prince enacts a coup to gain control of the castle and become the next king. He succeeds, but not before being reminded of his agreement with Sand: to extract the holy energy within Lilia as a tribute to the King of Demons. Dirk then proceeds to corrupt his mother and Lilia with all sorts of perversions, hoping to fulfill his task on time while turning the two into his loyal slaves. [Written by MAL Rewrite]",[],Himekishi Lilia,,['Mythology'],,
136,,義母の吐息 ～背徳心に漂う母の色香～,Do You Know the Milfing Man?,,,['OVA'],2,Finished Airing,"May 25, 2006 to Oct 25, 2006",,,"['Milky Animation Label', 'MS Pictures']",['Media Blasters'],['Dream Entertainment'],Visual novel,,,,25 min. per ep.,Rx - Hentai,6.68,N/A,#7070,"8,989",46,3547,"When his mother dies and his father remarries, Kaito takes a shine to his sexy new stepmother, Sayoko. Driven mad with lust, Kaito is soon spying on her and sneaking into her bedroom for some covert late-night action. Though racked with guilt, Sayoko eventually finds herself a willing participant. And when Kaito tells her that his father is cheating on her with a younger woman, theirs becomes a full-fledged affair. The sex, sin and betrayal will turn Kaito's whole household upside down!","['Adaptation (Light Novel) Gibo no Toiki: Haitoku Kokoro ni Tadayou Haha no Iroka', '']",Gibo no Toiki: Haitoku Kokoro ni Tadayou Haha no Iroka,['Hentai'],,,
137,,義妹 [いもうと],Sex Exchange (1),,,['OVA'],1,Finished Airing,"Apr 14, 2006",,,['Digital Works'],['Media Blasters'],['Y.O.U.C'],Original,,,,28 min.,Rx - Hentai,5.92,N/A,#8531,"5,680",6,2158,"Yoshugara Hikaru and his little sister, Mioto, are childhood friends of Sugihara Hakuro, and Hakuro's little sister, Akimi. Although Mioto and Hakuro love each other, Hikaru is also secretly in love with Mioto. One day, Akimi walks into Hikaru’s room whilst he was playing with himself while spying on Mioto and Hakuro. Akimi demands that Hikaru finds a way to break-up their sibling as Akimi also loves her brother. Hikaru refuses her but Akimi threatens to reveal his shameful act. Hikaru loses his temper and rapes her. Horrified by what he had done, Hikaru eventually agrees to cooperate with Akimi on condition that his indiscretions be kept secret. (Source: AnimeNfo)",[],Imouto,['Hentai'],,,
138,,どんぶり家族,Like Mother Like Daughter,,,['OVA'],2,Finished Airing,"Jun 9, 2006 to Oct 10, 2006",,,['Digital Works'],['Media Blasters'],['Y.O.U.C'],Original,,,,26 min. per ep.,Rx - Hentai,5.91,N/A,#8597,"5,561",8,2127,"Yukiko is a young wife who is feeling lonely and unsatisfied. Her husband Koichi won't satisfy her needs, and in fact they sleep on separate beds. To add to her frustration Yukiko finds some pictures on her husband's cell phone – pictures of an unknown naked woman; also one night she sees her two children – who are not related by blood – together in bed. Yukiko spends her time at home trying to satisfy her needs on her own. Until one day the father of her husband comes to visit and sees her in compromising situation. That's when things in her family start to change… (Source: AniDB)",[],Donburi Kazoku,['Hentai'],,,
139,Seikoujyo,聖肛女～背徳の美臀奴隷～,Dark Chapel,,,['OVA'],2,Finished Airing,"Apr 25, 2006 to Dec 25, 2006",,,"['Milky Animation Label', 'MS Pictures']",['JapanAnime'],['Studio Jam'],Visual novel,,,,28 min. per ep.,Rx - Hentai,5.88,N/A,#9271,"4,489",9,1591,"Sister Rosaria is working at the village`s local church. Everything has been peaceful and many days of happiness have passed. One day a new priest and a sister arrive...and her happiness is suddenly shattered. The two are imposters, villains on the run for theft and murder. But that isn`t the only problem...the man is a former priest who sexually assaulted sister Rosaria many times in the past. Now, the village`s peace is in her hands; if she doesn`t obey ""Father Edwards"", he has sworn to kill every single one of the villagers... (Source: AniDB)",[],Seikoujo: Haitoku no Biden Dorei,['Hentai'],,,
140,,ふたりの兄嫁,Destined for Love,,,['OVA'],2,Finished Airing,"Jun 25, 2006 to Feb 25, 2007",,,"['Milky Animation Label', 'MS Pictures']",['Critical Mass Video'],['Dream Entertainment'],Visual novel,,,,30 min. per ep.,Rx - Hentai,6.24,N/A,#9642,"3,968",6,1364,"Shinya's school days are boring until Akane, a woman that his brother was to marry due to a family arrangement, started attending the same school that he was attending. Shinya remembers meeting Akane when they were younger and that they made a promise to be together when they were older. In order to make Akane, his and his alone, he gets his sister-in-law to teach him everyway possible to please a woman. After he approaches Akane, and they begin to make love, the gradual distance between the two begins to close and affects everyone around them...",[],Futari no Aniyome,['Hentai'],,,
141,Kyouhaku 2 The Animation: Kizu ni Saku Hana Senketsu no Kurenai,新・脅迫2 THE ANIMATION ～傷に咲く花 鮮血の紅～,,,,['OVA'],2,Finished Airing,"May 26, 2006 to Aug 25, 2006",,,['Pink Pineapple'],"None found,",['Flavors Soft'],Visual novel,,,,28 min. per ep.,Rx - Hentai,6.07,N/A,#10869,"2,728",5,825,"Akehime Saki has a beautiful girl who has an English mother. She has a secret. She is going out with her teacher, Tsuge Akito, and holding such an immoral secret makes her exited. However there is a figure looking at their acts. One day, Saki receives a phone. “Do not meet the man again, or else...” Although she is suspicious about the phone, she goes out with Akito not knowing there is a trap full of shame is waiting for her... (Source: AnimeNfo)","['Adaptation (Light Novel) Kyouhaku 2: Kizu ni Saku Hana Senketsu no Kurenai', '']",Shin Kyouhaku 2 The Animation: Kizu ni Saku Hana Senketsu no Kurenai,['Hentai'],,,
142,"Shimai Ningyo, Necromancer",死妹人形,,,,['OVA'],1,Finished Airing,"Apr 28, 2006",,,['Animac'],['JapanAnime'],"None found,",Visual novel,,,,31 min.,Rx - Hentai,5.44,N/A,#11292,"2,410",0,823,"Based on the game by Nine Heads. A brother and his sister were madly in love with each other, but their love would not last forever. His sister suffering from an illness that could not be cured, the brother did everything he could to help her. Things were going well until one day when he met a girl. With her introduction, things quickly changed for him and suddenly his sister's illness took a turn for the worse and eventually led her to death. However, his love for her was far too great for him to forget his memories of her. Feeling that god betrayed him, he went against his teachings and turned to a greater power: the demon! The demon agrees to help him out in exchange for the blood of a virgin girl—his new friend. (Source: AniDB)",[],Shimai Ningyou,['Hentai'],,,
143,,魔法少女沙枝,,,,['OVA'],2,Finished Airing,"Apr 28, 2006 to Dec 22, 2006",,,"None found,","None found,",['Himajin Planning'],['Light novel'],,,,29 min. per ep.,Rx - Hentai,5.52,N/A,#11419,"2,323",3,773,"Evil magicians from the parallel universe are invading Earth and sucking out the consciousness from humans, and then use it for power. Our magical girl, Kusunoki Sae, is here to stop them! It's not an easy task, because all of her enemies seems to be nothing but perverts! (Source: AniDB)","['Adaptation (Light Novel) Mahou Shoujo Sae', '']",Mahou Shoujo Sae,['Hentai'],,,
