,Japanese,English,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Synonyms,Theme,Demographic,Spanish,Genre,German,Demographics
85,戦闘妖精雪風,Yukikaze,Yukikaze,['OVA'],5,Finished Airing,"Aug 25, 2002 to Aug 26, 2005",,,['Bandai Visual'],['Bandai Entertainment'],['Gonzo'],Novel,"['Action', 'Award Winning', 'Drama', 'Sci-Fi', 'Suspense']","['Military', 'Psychological', 'Space']",37 min. per ep.,PG-13 - Teens 13 or older,7.19,#3391,#5055,"20,933",199,7307,"It has been 33 years since an alien race, known as the JAM, emerged from a hyperspace passage over Antarctica with the sole purpose of invading Earth. Despite their unexpected initial assaults, a combined effort by humanity not only pushed the JAM force off of Earth but also moved the frontlines of the battle onto the JAM's homeworld of Fairy. Though out of sight and mind for the majority of Earth's inhabitants, the conflict still rages on Fairy, where the United Nations has established five bases and a powerful, technologically advanced military—including the Fairy Air Force (FAF). Lieutenant Rei Fukai acts as a pilot for the FAF Special Air Force’s Boomerang reconnaissance squadron, flying a Super Sylph fighter jet with the personal name ""Yukikaze."" Soaring high above and observing the battles for air superiority, he is responsible for collecting and analyzing valuable intelligence on JAM methods. While his flying skills are unmatched, he also heavily relies on the highly advanced weaponry and near-sentient AI system of his aircraft. Though despised by other members of the FAF for his antisocial and standoffish nature, Lt. Fukai continues to carry out his duties along with Yukikaze. However, during a particularly bloody battle, the appearance of an unresponsive and hostile aircraft catches the lieutenant off-guard—an aircraft which is of the same make and model as his own. [Written by MAL Rewrite]","['Adaptation (Novel) Sentou Yousei Yukikaze', 'Adaptation (Manga) Yukikaze: Sentou Yousei']",Sentou Yousei Yukikaze,"Battle Fairy Yukikaze, Yukikaze Operation, Fairy Air Force",,,,,Yukikaze,
86,ナースウィッチ小麦ちゃんマジカルて,Nurse Witch Komugi,,['OVA'],5,Finished Airing,"Aug 23, 2002 to Apr 2, 2004",,,"['Rondo Robe', 'Pioneer LDC', 'Toshiba Entertainment', 'Toshiba Digital Frontiers']",['ADV Films'],"['Kyoto Animation', 'Tatsunoko Production']",Original,"['Comedy', 'Fantasy']","['Gag Humor', 'Mahou Shoujo', 'Otaku Culture', 'Parody']",24 min. per ep.,PG-13 - Teens 13 or older,6.64,#6226,#5229,"19,263",88,6798,"Ungrar, the King of Viruses, has escaped from his prison cell in Vaccine World. Maya, the Goddess of Vaccine World sends Mugimaru down to Earth to find a human to accept the powers of Vaccine World and become the Magical Nurse. He finds the best (and the only willing) person for the job when he meets Komugi Nakahara. Komugi is a playful, lazy, and easily distracted (typical) teenager whose dream is to become a cosplay idol. Balancing her career with the Kiri-Pro Promotion Company and her new job battling Ungrar's loyal henchman, the Magical Maid Koyori, Komugi delights audiences in this parody anime series. (Source: ANN)","['Sequel (OVA) Nurse Witch Komugi-chan Magikarte Z', '']",Nurse Witch Komugi-chan Magikarte,,,,,,,
87,ジャングルはいつもハレのちグゥ　デラックス,Haré+Guu Deluxe,,['OVA'],6,Finished Airing,"Aug 25, 2002 to Jan 25, 2003",,,"['Bandai Visual', 'Square Enix', 'Sotsu', 'Nippon Columbia']","['Funimation', 'AN Entertainment']",['Shin-Ei Animation'],['Manga'],,,26 min. per ep.,PG-13 - Teens 13 or older,7.78,#1082,#6044,"13,102",22,7195,"After the events in the city, Haré and family come back to the Jungle. But it is never calm for Haré as he first must deal with an unstable substitute teacher, then with some big news: Weda is pregnant. The answer to how and who will change his family forever. Poor Haré, now has to deal with a father in addition to his drunk mother and Guu, and soon a sibling too. (Source: ANN)","['Prequel (TV) Jungle wa Itsumo Hare nochi Guu', 'Sequel (OVA) Jungle wa Itsumo Hare nochi Guu Final']",Jungle wa Itsumo Hare nochi Guu Deluxe,"Jungle wa Itsumo Haré nochi Guu Deluxe, Jungle wa Itsumo Hale Nochi Guu Deluxe, Hare+Guu Deluxe",['Gag Humor'],['Shounen'],,['Comedy'],,
88,アニメ店長,Animation Store Manager,,['OVA'],1,Finished Airing,"Aug 19, 2002",,,['animate Film'],"None found,",['Gainax'],Other,,,2 min.,G - All Ages,6.05,#9660,#6299,"11,828",6,5896,"This is the Animation Store Manager!! Anime Tenchou is a CM character for Animate, one of Japan's biggest retailer of anime, games, and manga. The character series was created by Shimamoto Kazuhiko for publicity purposes. Later adapted into a manga, a weekly radio drama and this OVA animated by GAINAX and directed by Anno Hideaki. Anizawa Meito is the blazing store manager. He is a fireball who loves animation merchandise at heart. He takes over the dying wish of the former store manager, though still alive, who was attacked by the rival store and becomes a ""store manager"" of newly opened animation goods specialty store, Animate. The scarlet, ""store manager visor"" is his trademark. (Source: AniDB)","['Adaptation (Manga) Anime Tenchou', '']",Anime Tenchou,,['Parody'],,,['Action'],,
89,殺し屋１ THE ANIMATION EPISODE 0,Ichi The Killer: Episode 0,,['OVA'],1,Finished Airing,"Sep 27, 2002",,,"['Amuse', 'Omnibus Promotion']",['Central Park Media'],['AIC'],['Manga'],"['Action', 'Avant Garde', 'Drama', 'Horror', 'Suspense']","['Gore', 'Martial Arts', 'Organized Crime', 'Psychological']",45 min.,R+ - Mild Nudity,5.62,#11702,#6311,"11,767",30,5471,"A masochistic mobster meets his match in the dark streets of Tokyo. His nemesis, Ichi, is a psychopathic killer with an unrelenting thirst for bloodshed. A horrifying secret burns in his mind, and his hands deal death without mercy. At last, the shrouds of mystery are parted to reveal the origin of the monster. The city will know its greatest fear at the unveiling of Ichi the Killer. (Source: ANN)","['Adaptation (Manga) 1', '']",Koroshiya 1 The Animation: Episode 0,Koroshiya Ichi The Animation: Episode 0,,['Seinen'],,,,
90,超昂天使エスカレイヤー,Beat Angel Escalayer,,['OVA'],3,Finished Airing,"Sep 27, 2002 to Mar 28, 2003",,,['Pink Pineapple'],"['Media Blasters', 'Kitty Media']",['Chaos Project'],Visual novel,"['Sci-Fi', 'Hentai']","['Mythology', 'Super Power']",28 min. per ep.,Rx - Hentai,6.50,N/A,#6413,"11,324",38,4718,"Sayuka Kouenji, is the Escalayer, guardian of the Earth against the dark forces of the Dielast. By her side is the android Madoka, and it is Madoka's job to track and recharge the source of Sayuka's power, the Doki Doki Dynamo. Located within Sayuka's body, the Doki Doki Dynamo can only be recharged when Sayuka experiences a high level of sexual arousal which, until recently, Madoka has been able to provide her. With unacceptably low energy levels facing them, Madoka brings in the assistance of Kyohei Yanase, a boy from Sayuka's school. Kyohei once harboured a crush for Sayuka, and his sexual prowess could not have come sooner. For now arrayed against these three defenders of the Earth is the Dielast version of the escalayer, the FM77, who is ruthless in combat, and brimming with violent desire. (Source: ANN)","['Adaptation (Light Novel) Choukou Tenshi Escalayer', '']",Choukou Tenshi Escalayer,,,,,,,
91,終ノ空,,,['OVA'],1,Finished Airing,"Aug 10, 2002",,,['Obtain Future'],"None found,","None found,",Visual novel,,,23 min.,Rx - Hentai,2.32,N/A,#7953,"6,706",31,3865,"After the sudden death of a student, mysterious things start to happen and a school seemingly falls into madness. Based on the game by KeroQ.",[],Tsui no Sora,Endsky,,,,['Hentai'],,
92,ウルトラマニアック,,,['OVA'],1,Finished Airing,"Aug 6, 2002",,,"None found,","None found,",['Ashi Productions'],['Manga'],"['Comedy', 'Fantasy', 'Romance']",,21 min.,G - All Ages,6.62,#6365,#8368,"5,915",3,2503,"Ayu Tateishi is a popular second-year student at her middle school admired for being calm, cool, and collected. But this carefully preserved image was all crafted to catch the eye of her crush Tetsushi Kaji, who once complimented her for those qualities. Studying, playing tennis, and finding chances to speak with Tetsushi are all that are on Ayu's mind—until the day she finds a mini-computer underneath a bench. After returning the item to Nina Sakura, a girl who was searching for a lost item earlier, Ayu is chosen by Nina as a confidante for her secret. When the school's two tennis teams have a dispute regarding use of the courts, Ayu is forced to settle the matter by playing against Hiroki Tsujiai, the captain of the boys' team and Tetsushi's best friend. While dreading the prospect of losing and embarrassing herself, Ayu is approached by Nina, who is revealed to be a witch who came to Earth after failing to graduate from the Magic Kingdom's middle school. Wanting to help Ayu win the match, Nina imbues a piece of chocolate with a spell that just might come in handy... [Written by MAL Rewrite]","['Adaptation (Manga) Ultra Maniac', '']",Ultra Maniac OVA,Tokimeki Fushigi Diary: Ultra Maniac,['School'],,,,,
93,堕落 ～女教師破壊～,Depravity: Destruction of a Female Teacher,,['OVA'],3,Finished Airing,"Sep 18, 2002 to Apr 18, 2003",,,['Five Ways'],['NuTech Digital'],['Shinjukuza'],['Manga'],,,25 min. per ep.,Rx - Hentai,6.02,N/A,#8641,"5,479",16,2024,"In a dark, empty school building, Kiriko is bound and gagged, wearing only her underwear. In front of her, there are three men wearing masks. They tell her, ""I want to see your body drown in pleasure, and your face contort in ecstacy."" These men had much experience with other female teachers. They would continue their perverse assault until their prey cried out in ecstacy. However, Kiriko is a strong-minded, marital arts expert. Two of the men were already lying wounded in the nurse`s room. As Kiriko threatens to turn the men into the police, her epithets start to excite them. They tell her that if she can stand the men playing with her pussy for ten minutes without getting wet, she can go. As they play with her body, her mind and reason dims in a wave of sexual pleasure....","['Adaptation (Manga) Daraku', '']",Daraku: Onna Kyoushi Hakai,,,,,['Hentai'],,
94,ブラッドロイヤル,,,['OVA'],2,Finished Airing,"Aug 30, 2002 to Nov 29, 2002",,,['Discovery'],['Critical Mass Video'],['AT-2'],Visual novel,,,30 min. per ep.,Rx - Hentai,5.54,N/A,#8715,"5,378",8,1849,"A perverted pirate sails the seven seas, armed with a torture chamber and his depraved imagination. Nothing is off limits in this bizarre excursion into a world of erotic peril. (Source: AniDB)",[],Blood Royale,Blood Royale Princesses,,,,['Hentai'],,
95,最終痴漢電車,Midnight Sleazy Train,Les Pervers du train,['OVA'],3,Finished Airing,"Sep 25, 2002 to Feb 25, 2003",,,"['Milky Animation Label', 'MS Pictures']",['Media Blasters'],['T-Rex'],Visual novel,,,29 min. per ep.,Rx - Hentai,6.37,N/A,#8815,"5,195",9,1828,"In a crowded train, strangers are likely to end up being too close for comfort. But for some people, being too close is a comfort. When a poor conductor witnesses the bizarre yet inviting ritual of anonymous train sex, he jumps on the opportunity to turn it into a business. Every night after the midnight train ends its route, he turns it into a rolling bordello. Get ready to climb aboard... the sleazy train is coming. (Source: ANN)","['Sequel (OVA) Shin Saishuu Chikan Densha', 'Adaptation (Light Novel) Saishuu Chikan Densha']",Saishuu Chikan Densha,"Saisyu Tikan Densya, The Last Molestor Train",,,,['Hentai'],,
96,幻想魔伝最遊記-希望の罪過-,Saiyuki Interactive,,['OVA'],1,Finished Airing,"Sep 19, 2002",,,"None found,","None found,",['Pierrot'],['Manga'],"['Adventure', 'Fantasy']",,46 min.,PG-13 - Teens 13 or older,6.87,#4972,#8977,"4,954",7,1621,"A mysterious light falls from the Heavens. It's the Pearl Jade. It can grant any wish. Dr. Ni tells Gyokumen Koushu about it. Lirin overhears and tells Kougaiji. Then Kanzeon Bosatsu (The Merciful Goddess) requests ""orders"" Sanzo and company to go and find and seal it before it falls into the wrong hands. (Source: ANN)","['Prequel (Movie) Gensoumaden Saiyuuki Movie: Requiem - Erabarezaru Mono e no Chinkonka', '']",Gensoumaden Saiyuuki: Kibou no Zaika,"Gensou Maden Saiyuuki: Kibou no Zaika, Gensoumaden Saiyuuki OVA",['Mythology'],,,,,
97,ロックマン星に願いを,MegaMan: Wishing upon a Star,,['OVA'],3,Finished Airing,"Sep 20, 2002",,,['Capcom'],['ADV Films'],['Ashi Productions'],Game,"['Action', 'Adventure', 'Sci-Fi']",,28 min. per ep.,G - All Ages,6.44,#7484,#9078,"4,765",14,2236,"""This Anime (Episode 2, to be exact), where Rockman travels from the Game-World to the real world, to learn some cultural differences about Japan, was intended to be a Special Episode for the original Mega Man Cartoon Series by Ruby-Spears, which aired around 1995 in the US. As it seems, the special was finished before Ruby-Spears decided to redo their whole show with a completely new design, better suited for American audiences. Thus, not fitting the new style anymore, it never was included in the series. Still, two more episodes about the same story were produced a bit later, this time under the main title ""Rockman"" (unlike Episode 2, where he's called Mega Man, even in the japanese dub). It's unknown if these 3 Episodes ever saw an official release, until 2002, when Capcom of Japan decided to finally (re)release them on DVD for Rockman's 15th Anniversary (all featuring a Japanese and English dub, but no subs). It's unknown if there are any more secret animated works of the original Rockman game-series."" (Source: AniDB)",[],Rockman Hoshi ni Negai wo,Rockman OVA,,,,,,
98,ワーズ・ワース外伝,,,['OVA'],2,Finished Airing,"Jul 25, 2002 to Sep 25, 2002",,,['Green Bunny'],['NuTech Digital'],['Arms'],Visual novel,"['Action', 'Adventure', 'Fantasy', 'Hentai']",,27 min. per ep.,Rx - Hentai,5.74,N/A,#9150,"4,677",6,1815,"The skill of sword-fighting is known to two tribes, the Tribes of Light (which consists of humans living on the world’s surface) and Shadow (mostly part humans, part animals or monsters living in an underground city, who also seem to age at half the normal speed of the Light tribe). The two tribes lived in peace and harmony, their domains separated by the “Words Worth” tablet—a huge monolith slab erected by a guardian spirit. Although the tablet has writing on it, neither Tribe can read the text. One day, Words Worth was mysteriously destroyed by an unknown entity; its component parts scattered among the domain of the Tribes of Shadow. The two Tribes blamed each other for the tablet’s destruction, and started a war that has been on-going for 100 years. Astral, prince of the Tribe of Shadow, desires to become a Swordsman of Shadow but his father, King Wortoshika, forbids him to do so. He is engaged to Sharon, a beautiful swordswoman who generally like Astral but wishes he was stronger. (Source: Urhentai)","['Sequel (OVA) Words Worth', '']",Words Worth Gaiden,Words Worth: Outer Story,,,,,,
99,カレン,Karen,,['OVA'],1,Finished Airing,"Aug 18, 2002",,,['Five Ways'],['NuTech Digital'],['Shinjukuza'],['Manga'],,,25 min.,Rx - Hentai,5.80,N/A,#9965,"3,593",6,1609,"During the school soccer game, the cheering squad rebels against its captain, Ryo, and threatens to quit. To keep her squad together, Ryo accepts a challenge from her squad members. The first challenge is to keep cheering perfectly while having a sex toy inside her the whole time. However, the challenges keep getting worse. Ryo is sexually assaulted by the cheerleading squad. She is forced to agree to group sex with the rugby team. Will Ryo be able to complete the challenges? Will she be able to keep the team together, and remain the captain?",[],Karen,,,,,['Hentai'],,
100,肉欲玩具宅配人,,,['OVA'],3,Finished Airing,"Jul 18, 2002 to Nov 18, 2002",,,['Five Ways'],['NuTech Digital'],['Shindeban Film'],Visual novel,,,25 min. per ep.,Rx - Hentai,6.16,N/A,#10176,"3,361",11,1259,"Working for a moving company, Shouji is invited to a party by a girl named Yuika. However, he is drugged, and multiple women take advantage of him, and rape him repeatedly. When he recovers his memory, he finds himself stuffed in a cardboard box on the railroad tracks, with a suicide note stuffed inside. Shocked, he frantically escapes from the cardboard box. Vowing revenge, he sets off to Yuika's residence. He pretends to be a delivery man, and enters her apartment. There, he stuffs her in a box and takes her to a hideout where she will be used as a lure to contact the other party members that violated him. Watch the depravity of Shouji's revenge as he hunts down and boxes up the women for his carnal revenge... (Source: AniDB)",[],Nikuyoku Gangu Takuhainin,Living Sex Toy Delivery,,,,['Hentai'],,
101,あしたの雪之丞,Tomorrow's Yukinojou,,['OVA'],4,Finished Airing,"Sep 27, 2002 to May 23, 2003",,,['Pink Pineapple'],"None found,",['Triple X'],Visual novel,"['Sports', 'Hentai']",,28 min. per ep.,Rx - Hentai,5.54,N/A,#10426,"3,114",1,878,"Kasuga Serina is a cheerful girl and enjoys her school life. One day, she meets a handsome transfer student, Yukimura Yukinojo, who acts as if he were indifferent of others. Despite his behavior, she cannot help caring about him. (Source: animenfo)","['Sequel (OVA) Masaru Ashita no Yukinojou 2', '']",Ashita no Yukinojou,Ashita no Yukinojou I,['School'],,,,,
102,隷従学園,Xtra Credit,,['OVA'],2,Finished Airing,"Sep 27, 2002 to Dec 27, 2002",,,['Discovery'],"['Central Park Media', 'Critical Mass Video']",['Tsubo Production'],Visual novel,,,27 min. per ep.,Rx - Hentai,5.52,N/A,#10549,"3,006",6,837,"When the new instructor arrives, her lesson plan is filled with debased acts and sinful examinations. And the only way to get some extra credit is to volunteer for some hands-on learning!",[],Reiju Gakuen,Slavery Academy,['School'],,,['Hentai'],X-tra Credit,
103,みずいろ,,,['OVA'],2,Finished Airing,"Aug 23, 2002 to Dec 6, 2002",,,['Pink Pineapple'],"None found,",['Arms'],Visual novel,,,30 min. per ep.,Rx - Hentai,5.72,N/A,#10627,"2,939",3,1006,"Based on a hentai videogame, Mizuiro tells the scenario of two girls who like Kenji a lot. The first episode covers Yuki's story, Kenji's younger sister, whose obsession with her brother makes her sad. This is especially considering they're brother and sister, despite being fact that Yuki was adopted by Kenji's father. The second episode goes through clumsy Hiyori's story, where she appears out of Kenji's dresser - naked and ghost-like, trying to convince Kenji to fall in love with her, even though Hiyori does not remember why she appears out of dresser. (Source: AniDB)","['Adaptation (Light Novel) Mizuiro', '']",Mizuiro,Mizuiro OVA 1,,,,['Hentai'],,
104,メイドの館～絶望編～,,,['OVA'],2,Finished Airing,"Sep 6, 2002 to Dec 13, 2002",,,['Digital Works'],['Critical Mass Video'],['Y.O.U.C'],Visual novel,,,28 min. per ep.,Rx - Hentai,5.42,N/A,#10932,"2,680",4,763,"Momoko is having major money trouble. After the untimely death of her parents, she finds herself strapped for cash to pay for her college tuition. Desperate, Momoko even considers selling her most precious possession - her mother's ring... But everything changes when Takaaki, a charming young man in her class, generously offers to pay her tuition if she simply agrees to work off her debt by serving as his own, personal, live-in maid. At least, the offer sounded generous at first... Now completely under Takaaki's control, Momoko has no choice but to satisfy his every twisted sexual fantasy. Yet Momoko isn't the only one he's drafting into this new maid service. Using blackmail and bribery, Takaaki's staff continues to grow with gorgeous young maids who are willing to serve him on their hands and knees. But even with all of this beauty surrounding him, for some inexplicable reason, Momoko still remains the target for his ever growing sadistic experiments. Could his unhealthy fixation lead to disaster? (Source: AniDB)",[],Maid no Yakata: Zetsubou-hen,Maid Service,,,,['Hentai'],,
105,胸キュン!はぁとふるCafe,Heartful Cafe,,['OVA'],2,Finished Airing,"Aug 25, 2002 to Oct 25, 2002",,,['Milky Animation Label'],"None found,",['Shinkuukan'],Visual novel,,,30 min. per ep.,Rx - Hentai,5.69,N/A,#11116,"2,541",2,783,"Shinya is the manager of a small coffee house staffed by his twin stepsisters Chiyori and Chika. When a franchise for a large café chain opens across the street, the siblings are forced to improvise to hang onto their business. The girls start wearing revealing costumes to attract more clientele, although when regular customer Aya becomes close to Shinya, it inspires feelings of jealousy in Chika. Chika decides to seduce Shinya herself, although this soon causes problems for her twin, whose feelings towards him remain purely platonic. Erotic high jinks ensue.",[],Mune Kyun! Heartful Cafe,,,,,['Hentai'],,
106,同窓会again,,,['OVA'],2,Finished Airing,"Jul 25, 2002 to Dec 20, 2002",,,['Lemon Heart'],['NuTech Digital'],['Arms'],Visual novel,,,27 min. per ep.,Rx - Hentai,5.66,N/A,#11113,"2,542",4,845,"The members of the tennis club at Sakura Junior High School. Have a class reunion on New Years Eve. They're all twenty, and Mizuho is happy to get to see Tatsuya again, her secret love. At the reunion, they plan to stay at Mizuho's mother's lodge in the hot spring resort for a ski trip. Unfortunately, however, Mizuho's mother's become ill. She doesn't know whether she should care for her mother or finally give her self to Tatsuya. (Source: ANN)","['Prequel (OVA) Dousou Kai', '']",Dousou Kai Again,Class Reunion Again,,,,['Hentai'],,
107,淫獄病棟,Rxxx: Prescription for Pain,,['OVA'],2,Finished Airing,"Aug 9, 2002 to Nov 15, 2002",,,['Digital Works'],['Critical Mass Video'],['Y.O.U.C'],Visual novel,,,28 min. per ep.,Rx - Hentai,5.72,N/A,#11362,"2,362",7,698,"Jyunichi thought he had it made. He was all set to take over his boss' cushy job as President of Misono General Hospital... but then Serika appeared. Serika just happens to be the President's daughter, she had been studying in the same field as Jyunichi and was posed to take over as President of the hospital. Outraged, Jyunichi has come up with a devious plan to take over the hospital,even if it means taking it over one Nurse at a time. (Source: ANN)",[],Ingoku Byoutou,Obscene Prison Ward,,,,['Hentai'],,
108,Septem Charm まじかるカナン SP どきどき♥サマーキャンプ!,,,['OVA'],2,Finished Airing,"Aug 25, 2002 to Feb 25, 2003",,,['Lemon Heart'],"None found,",['Triple X'],Visual novel,,,28 min. per ep.,Rx - Hentai,5.80,N/A,#11375,"2,353",0,686,"Chihaya & friends come to the beach for summer camp. There they meet their classmate Nami Minami. She likes Natsuki, but doesn't have the courage to talk to him. As the darkness inside Nami grows, she finds an old mansion where the ""Netherworld Tree"" awaits her. It was the start of the incident that would rock the boat? (Source: AnimeDB)","['Prequel (OVA) Septem Charm Magical Kanan', '']",Septem Charm Magical Kanan: SP Summer Camp,"Septem Charm Magical Canan: SP Dokidoki Summer Camp, Magical Kanan: Dokidoki Summer Camp, Magical Canan, Septem Charm Summer Camp, Septem Charm Magical Kanan: SP Summer Camp",,,,['Hentai'],,
109,けらく[快楽]の王,,,['OVA'],3,Finished Airing,"Jul 18, 2002 to Dec 18, 2002",,,['Five Ways'],['NuTech Digital'],"['Image House', 'Onion Studio']",Visual novel,,,28 min. per ep.,Rx - Hentai,5.80,N/A,#11444,"2,306",6,812,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Keraku no Ou,Keraku-No-OH King of Pleasure,,,,['Hentai'],,
110,自慰倒錯,,,['OVA'],2,Finished Airing,"Aug 2, 2002 to Apr 16, 2004",,,['Japan Home Video'],"None found,",['Rikuentai'],Visual novel,,,28 min. per ep.,Rx - Hentai,5.67,N/A,#12000,"1,953",3,626,"Based on the game by TinkerBell. Saeko is introduced to an online sex shop by her co-worker, Sayaka. Curiosity gets the best of her and she orders herself a small vibrator. After discovering the pleasures the sex toys bring her, she gets addicted to masturbation and finds herself doing it all the time. Soon enough, Sayaka joins her in her sex escapades and things start to escalate to new heights. (Source: AniDB)",[],Jii Tousaku,"Jii Tousaku: Koukishin, Jii Tousaku Koukishin, Jii Tousaku II: Hametsu e no Kairaku, Jii Tousaku II ~Hamestu e no Kairaku~",,,,['Hentai'],,
111,少女小悪魔系 -蠢く女たち-,Shojyo Koakuma Kei: The Writhing Women,,['OVA'],1,Finished Airing,"Aug 17, 2002",,,['Five Ways'],['NuTech Digital'],['IKK Room'],['Manga'],,,30 min.,Rx - Hentai,5.23,N/A,#12219,"1,813",4,576,"Kyouichi is the head of an exclusive, prostitution business. Ayaka is one of his prized whores. She may look and sound like a little girl,but her carnal techniques will make any man blow a load of his life! Youri was recently rescued from a dangerous situation by Kyouichi, and has started working at his business to show her appreciation. Youri`s job for the time being is to escort the clients to their room. Suddenly, a mysterious woman takes her into a room to watch Ayaka and a client in action. She tells Youri that Kyouichi set her up, and tricked her into working for his business. However, Youri cannot believe that Kyouichi would do something of that nature. The woman makes a bet with Youri. Youri will entertain a client, as the woman and Kyouichi watch from another room. If Kyouichi does not come in to save Youri, then she has been set up by the man she loves....!A delicious tale of double-crossing, perversion and debauchery with an unexpected twist at the end!",[],Shoujo Koakuma Kei,,,,,['Hentai'],,
112,屈折,,,['OVA'],3,Finished Airing,"Feb 22, 2002 to Jul 26, 2002",,,['Pink Pineapple'],"None found,",['AIC'],Visual novel,,,28 min. per ep.,Rx - Hentai,5.69,N/A,#12428,"1,692",0,510,"* Based on a game by Candy House The best friend of a high school boy decides to destroy the perfect world around his friend by taking his stepmother, stepsisters, and female friends from him. Deceit, lust, and revenge are preformed by all parties before it all crashes down. (Source: Fakku)",[],Kussetsu,,,,,['Hentai'],,
113,愛しの言霊,,,['OVA'],2,Finished Airing,"Jul 26, 2002 to Oct 25, 2002",,,['Pink Pineapple'],"None found,",['Dream Entertainment'],Visual novel,,,30 min. per ep.,Rx - Hentai,5.50,N/A,#12629,"1,588",1,486,"Koga Shigemaro, a young man that have an extraordinary gift. He can see and talk to spirits. Most of those spirits are deceased people with regrets and because of that, they can't move on to the ""after life"". From the help of his grandfather, (who works as an exorcist in a shrine), and hard work, he helps them to fulfill their last desire. And after he is done helping them, he has sex with them. (Source: bakaBT)",[],Itoshi no Kotodama,,,,,['Hentai'],,
114,猫の恩返し,The Cat Returns,Le Royaume des chats,['Movie'],1,Finished Airing,"Jul 20, 2002",,,"None found,","['Disney Platform Distribution', 'GKIDS']",['Studio Ghibli'],Other,"['Adventure', 'Award Winning', 'Drama', 'Fantasy']",,1 hr. 15 min.,G - All Ages,7.71,#1272,#896,"290,729","1,644",181670,"High school student Haru Yoshioka is bored with the monotony of life. One day, she saves Prince Lune of the Cat Kingdom from being run over by a truck. As a token of gratitude, the Cat King sends her ""presents"" and invites her to the Cat Kingdom to become Lune's wife. Haru's inability to properly communicate with the cats leads to the misunderstanding that she has accepted the proposal. As Haru ponders on ways to escape the predicament, a mysterious voice instructs her to search for the Cat Bureau. However, not long after she finally arrives at the bureau, a horde of cats swarms in and forcibly takes her to the Cat Kingdom, along with a member of the Cat Bureau. Concerned for their safety, owner of the Cat Bureau, Baron Humbert von Gikkingen, follows close behind. The more Haru immerses herself in the activities of the Cat Kingdom, the more cat-like she becomes. To her dismay, she soon learns that, unless she can find her true self, she may become a cat permanently. Haru's adventures in the world of cats lead her down a path to self-discovery, allowing her to return as a more confident person. [Written by MAL Rewrite]","['Adaptation (Manga) Baron: Neko no Danshaku', '']",Neko no Ongaeshi,The Cat's Repayment,['Anthropomorphic'],,Haru en el Reino de los Gatos,,Das Königreich der Katzen,
115,千年女優,Millennium Actress,Millennium Actress,['Movie'],1,Finished Airing,"Sep 14, 2002",,,"['Bandai Visual', 'WOWOW', 'Genco', 'Kadokawa Shoten', 'KlockWorx']","['Eleven Arts', 'DreamWorks']",['Madhouse'],Original,"['Action', 'Adventure', 'Award Winning', 'Drama', 'Fantasy', 'Romance']","['Adult Cast', 'Historical', 'Showbiz']",1 hr. 26 min.,PG-13 - Teens 13 or older,8.24,#341,#1294,"197,905","2,822",89696,"At the turn of the millennium, Ginei Studio's dilapidated buildings are set to be demolished. Ex-employee and filmmaker Genya Tachibana decides to honor this occasion with a commemorative documentary about the company's star actress: Chiyoko Fujiwara, the reclusive sweetheart of Shouwa Era cinema. Having finally obtained permission to interview the retired starlet, an enamored Genya drags along cynical cameraman Kyouji Ida to meet her, ready to put his lifelong idol back in the spotlight once more. Hidden in this secluded mountain retreat is a thousand years of history condensed into one lifetime, waiting to be narrated. Chiyoko's recollections take them on an illusionary journey through Japanese cinematic history that transcends the boundaries of reality; the saga of her acting career intertwines with her filmography, the actors in her life blend seamlessly with the characters on screen, and the present melds with the past. Though the actress may have retired at the height of her career 30 years ago, the curtain on her life's stage has yet to fall. [Written by MAL Rewrite]",[],Sennen Joyuu,Chiyoko Millennial Actress,,,Millennium Actress,,Millenium Actress,
