,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Theme,Synonyms,Demographics
58,少年アシベ GO！GO！ゴマちゃん,,Shonen Ashibe GO! GO! Goma-chan,Shonen Ashibe GO! GO! Goma-chan Temporada 2,Shônen Ashibe Go! Go! Goma-chan,['TV'],32,Finished Airing,"Apr 4, 2017 to Feb 13, 2018",['Spring 2017'],Unknown,"None found,","None found,","['Bridge', 'Husio Studio']",['4-koma manga'],"['Comedy', 'Slice of Life']",,['Seinen'],9 min. per ep.,G - All Ages,5.97,#10065,#13628,"1,187",2,380,Second season of Shounen Ashibe: Go! Go! Goma-chan.,"['Prequel (TV) Shounen Ashibe: Go! Go! Goma-chan', 'Sequel (TV) Shounen Ashibe: Go! Go! Goma-chan 3', 'Adaptation (Manga) Shounen Ashibe', 'Adaptation (Manga) Shounen Ashibe: Go! Go! Goma-chan']",Shounen Ashibe: Go! Go! Goma-chan 2,,['Pets'],Young Ashibe: Go! Go! Goma-chan 2,
59,ふるさとめぐり 日本の昔ばなし,,,,,['TV'],50,Finished Airing,"Apr 2, 2017 to Mar 25, 2018",['Spring 2017'],Unknown,"None found,","None found,","None found,",Other,,,['Kids'],22 min. per ep.,G - All Ages,6.16,#9059,#13668,"1,174",1,249,Sequel series to Furusato Saisei: Nihon no Mukashibanashi.,"['Prequel (TV) Furusato Saisei: Nippon no Mukashibanashi', '']",Furusato Meguri: Nippon no Mukashibanashi,['Supernatural'],['Historical'],Hometown Visiting: Folktales from Japan,
60,ダッピィズ,Dappys,,,,['TV'],4,Finished Airing,"May 2, 2017 to Oct 25, 2017",['Spring 2017'],Unknown,"None found,","None found,",['DLE'],Original,,,,50 sec. per ep.,G - All Ages,4.84,#13388,#13695,"1,167",8,278,"Love trouble, friendship, busy work. When the mind is tight and painful, you ought to shed it! Very cute ""Dappys"" sing and dance to give encouragement.",[],Dappys,['Comedy'],['Music'],Dappies,
61,妖精ランドむかし話,Forest Fairy Five ~Fairy Tale~,Forest Fairy Five ~Fairy Tale~,Forest Fairy Five: Fairy Tale,Forest Fairy Five ~Fairy Tale~,['TV'],12,Finished Airing,"Apr 10, 2017 to Jun 26, 2017",['Spring 2017'],Mondays at 20:00 (JST),"None found,","None found,","None found,",Picture book,"['Comedy', 'Fantasy']",,,10 min. per ep.,PG - Children,4.68,#13534,#14161,"1,030",2,398,A direct sequel to Forest Fairy Five.,"['Prequel (TV) Forest Fairy Five', '']",Yousei Land Mukashibanashi,,['Historical'],"Fairy Land Folktales, Forest Fairy Five: Fairy Tale",
62,ねこねこ日本史,Meow Meow Japanese History,,,,['TV'],32,Finished Airing,"Apr 5, 2017 to Feb 28, 2018",['Spring 2017'],Wednesdays at 18:45 (JST),"['NHK', 'Neft Film']","None found,",['Joker Films'],['Web manga'],,"['Anthropomorphic', 'Historical', 'Parody', 'Samurai']",['Kids'],9 min. per ep.,G - All Ages,6.18,#8940,#14557,925,1,263,Second season of Neko Neko Nihonshi.,"['Prequel (TV) Neko Neko Nihonshi', 'Sequel (TV) Neko Neko Nihonshi 3rd Season', 'Adaptation (Manga) Neko Neko Nihonshi', '']",Neko Neko Nihonshi 2nd Season,,,,
63,巴啦啦小魔仙之飞越彩灵堡 第2季,Balala the Faries: Over the Rainbow Season 2,,,,['TV'],26,Finished Airing,"May 9, 2017 to Jun 3, 2017",['Spring 2017'],Not scheduled once per week,"['B.CMAY PICTURES', 'Alpha Group']","None found,",['Qianqi Animation'],Original,"['Comedy', 'Fantasy']",,,22 min. per ep.,PG - Children,5.99,#9962,#14573,918,2,166,Second Season of Balala Xiao Mo Xian: Feiyue Cai Ling Bao. One episode aired every night.,"['Prequel (TV) Balala Xiao Mo Xian: Feiyue Cai Ling Bao', 'Sequel (TV) Balala Xiao Mo Xian: Mofa Hai Ying Bao']",Balala Xiao Mo Xian: Feiyue Cai Ling Bao 2nd Season,,['Mahou Shoujo'],"Balala the Fairies: Flying Over Fort Crescent Di Er Ji, Balala, Little Magic Fairy: Over the Rainbow 2nd Season, Balala the Fairies Season 5",
64,スナックワールド (TV),Snack World,,,,['TV'],50,Finished Airing,"Apr 13, 2017 to Apr 19, 2018",['Spring 2017'],Thursdays at 19:25 (JST),"['TOHO animation', 'Level-5']","None found,","['OLM', 'OLM Digital']",Mixed media,"['Adventure', 'Comedy', 'Fantasy']",,['Kids'],23 min. per ep.,G - All Ages,[],#14834,#14918,829,1,,"In ""a certain era"" on ""a certain continent,"" banal things are happening. The construction of ""Large-Scale Leisure Facilities"" has demanded that all the villages are to be evicted. When these demands are denied, the village and its residents are obliterated. A boy named Chap once lived in tranquility, but that happiness soon came crumbling down. He decides to embark on a journey of revenge, but soon falls madly in love with the king's daughter, Princess Melora. In order to fulfill her selfish wishes, he gathers his friends in order to overcome the impossible.","['Adaptation (Manga) The Snack World', '']",The Snack World (TV),,,,
65,ね子とま太,,,,,['TV'],88,Finished Airing,"Apr 21, 2017 to Sep 17, 2020",['Spring 2017'],Fridays at 01:25 (JST),"['Fuji TV', 'Creek & River']","None found,","None found,",Original,,,,42 sec. per ep.,G - All Ages,[],#18152,#15533,698,0,,"The series centers around two cats: a younger sister named Neko, and an older brother named Mata. Neko is a nekomata (a mythical two-tailed cat), innocently selfish, and spoiled by her brother. Mata is a neighborhood cat with an eartipped mark as a sign of being neutered. They meet under a streetlight in the city at night to talk. (Source: ANN)",[],Neko to Mata,['Supernatural'],,,
66,터닝메카드 W 시즌2,Turning Mecard W Season 2,,,,['TV'],26,Finished Airing,"Mar 2, 2017 to Aug 24, 2017",['Spring 2017'],Thursdays at 17:00 (JST),"None found,","None found,","None found,",Unknown,,"['Mecha', 'Racing', 'Strategy Game']",['Kids'],28 min. per ep.,PG - Children,6.00,#9938,#16195,598,2,176,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Turning Mecard W', 'Sequel (TV) Turning Mecard W: Vandyne-ui Bimil']",Turning Mecard W Season 2,['Adventure'],,"Turning Mecard Wing Season 2, 터닝메카드 Wing 시즌2",
67,Caribadix,Caribadix,,,,['TV'],46,Finished Airing,"May 7, 2017 to Mar 25, 2018",['Spring 2017'],Sundays at 09:30 (JST),"['TV Osaka', 'Sanrio']","None found,","None found,",Original,,,,45 sec. per ep.,PG - Children,[],#19776,#16244,593,0,,Deeky is a wolf whose wild appearance belies his pure-hearted and slightly gossipy moe nature. Carina is a squirrel whose soft and cuddly appearance hides the black and beating heart of a hard rock monster. Together they form a band to compete in a rock music competition. (Source: Crunchyroll),"['Sequel (TV) Caribadix 2nd Season', '']",Caribadix,['Comedy'],['Music'],"Deeky & Carina, Deeky and Carina",
68,アキンド星のリトル・ペソ,,,,,['TV'],12,Finished Airing,"Apr 3, 2017 to Jun 19, 2017",['Spring 2017'],Unknown,"None found,","None found,",['Fanworks'],Game,"['Comedy', 'Sci-Fi']",,,3 min. per ep.,PG - Children,[],#19152,#16420,568,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Akindo Sei no Little Peso,,,,
69,秋田県立いぶり学校中等部,,,,,['TV'],27,Finished Airing,"Mar 14, 2017 to Dec 30, 2017",['Spring 2017'],Unknown,"None found,","None found,","None found,",Original,,,,2 min. per ep.,G - All Ages,[],#19153,#17147,489,0,,"A tourism promotional anime for the Akita prefecture. Highlighting Akita cuisine, actors, landmarks, etc. through the banter of two high school friends who are a red oni and an akita (dog breed).",[],Akita Kenritsu Iburi Gakkou Chuutou-bu,['Comedy'],,,
70,ぶっぷな毎日,,,,,['TV'],27,Finished Airing,"Mar 11, 2017 to Sep 9, 2017",['Spring 2017'],Saturdays at 01:55 (JST),['TV Tokyo'],"None found,",['MMDGP'],Unknown,,,,1 min. per ep.,PG - Children,[],#19718,#17562,454,0,,"The story will focus on a cat who begins living with 10 dogs, and the animals' busy everyday life. The story draws inspiration from real-life singer Noriyuki Makihara and his pets. (Source: ANN)",[],Buppu na Mainichi,['Comedy'],,,
71,オトッペ,,,,,['TV'],265,Finished Airing,"Apr 3, 2017 to Mar 31, 2023",['Spring 2017'],Mondays at 08:40 (JST),['NHK'],"None found,","None found,",Original,,,['Kids'],3 min. per ep.,G - All Ages,[],#18442,#17774,435,0,,"The series follows a young girl named Shina who hopes to become the world's best DJ, and is interested in new sounds. Shina explores a mysterious world filled with Otoppe, strange creatures capable of unique sounds.",[],Otoppe,['Fantasy'],['Music'],,
72,출동! 슈퍼윙스2,Super Wings 2,Super Wings Staffel 2,Super Wings. Temporada 2,Super Wings Saison 2,['TV'],52,Finished Airing,"Apr 1, 2017 to Dec 30, 2017",['Spring 2017'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],12 min. per ep.,PG - Children,5.81,#10877,#18198,404,0,138,"The second season of Chuldong! Super Wings. One major change in the story is that uncle Jimbo has retired to travel the world and his niece, Sky, takes over being the main traffic controller for the airport.","['Prequel (TV) Chuldong! Super Wings', 'Sequel (TV) Chuldong! Super Wings 3']",Chuldong! Super Wings 2,['Adventure'],['Racing'],,
73,パンパカパンツ おNEWさん,,,,,['TV'],24,Finished Airing,"Apr 7, 2017 to Sep 14, 2017",['Spring 2017'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],5 min. per ep.,G - All Ages,[],#18484,#18278,401,0,,Sequel to Panpaka Pants W-O-New!.,"['Prequel (TV) Panpaka Pants W-O-New!', '']",Panpaka Pants O New-san,['Comedy'],,,
74,熊出没之熊熊乐园,Boonie Cubs,,,,['TV'],52,Finished Airing,"Apr 28, 2017 to May 1, 2017",['Spring 2017'],Unknown,['Fantawild Animation'],"None found,","None found,",Original,"['Adventure', 'Comedy']",,['Kids'],10 min. per ep.,G - All Ages,[],#15888,#18794,357,0,,"Eighth season of Boonie Bears. Targeted at preschool kids, Boonie Cubs is a brand-new edutainment series showing children that learning can be fun. At this scenic Pine Tree Kindergarten, all the cubs observe the world in their own creative and wondrous ways. Here you will learn everything from the value of friendship to exploring the mysteries of science and language. Boonie Cubs will teach kids how to help others while preparing themselves for life in this beautiful world. This show is a colorful paradise for kids, teeming with adventures around every corner. Got your notebook? Got your pencil? Packed your lunch? Good! Class starts soon and we can’t do it alone. Come along and join us on a whirlwind of adventure at Pine Tree Kindergarten! Follow Little Briar Bear and Little Bramble Bear down a mysterious and magical tunnel that leads you to a knowledge-seeking escapade full of furry friends and fun! (Source: Official Vimeo Channel)","['Prequel (TV) Xiong Chumo: Qiu Ri Tuantuanzhuan', 'Sequel (TV) Xiong Chumo: Tanxian Riji']",Xiong Chumo: Xiongxiong Leyuan,,,,
75,わしも-wasimo-(第5シリーズ),,,,,['TV'],44,Finished Airing,"Apr 3, 2017 to Nov 14, 2017",['Spring 2017'],Unknown,"None found,","None found,",['Studio Deen'],Picture book,"['Comedy', 'Sci-Fi', 'Slice of Life']",,['Kids'],10 min. per ep.,G - All Ages,[],#15262,#18846,355,0,,Fifth season of the Washimo series.,"['Prequel (TV) Washimo 4th Season', 'Sequel (TV) Washimo 6th Season']",Washimo 5th Season,,['School'],Wasimo 5,
76,小花仙 第3季 守护天使,,,,,['TV'],40,Finished Airing,"Apr 7, 2017 to Aug 18, 2017",['Spring 2017'],Unknown,"None found,","None found,",['Taomee'],Game,,,['Kids'],15 min. per ep.,G - All Ages,[],#15540,#18847,355,0,,Third season of Xiao Hua Xian.,"['Prequel (TV) Xiao Hua Xian 2nd Season', 'Sequel (ONA) Xiao Hua Xian 4th Season: Shou Hu Tian Shi 2']",Xiao Hua Xian 3rd Season: Shou Hu Tian Shi,['Fantasy'],['Mahou Shoujo'],Flower Angel 3,
77,猪猪侠 超星萌宠,GG Bond Season 13: Agent G,,,,['TV'],124,Finished Airing,"May 27, 2017 to Dec 28, 2017",['Spring 2017'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],15 min. per ep.,G - All Ages,[],#16361,#19372,321,0,,"Attempting to make GG Bond the partner for Iron Fist, Mr. Mihoo disguised himself as a school teacher, showing GG Bond the charm of interstellar shuttling. GG Bond took his invitation and became an agent. As GG Bond’s pet and mission partner, Iron Fist had the power to absorb everything. His biggest secret was that his stomach linked to the infinite fifth dimension. One day Iron Fist ate the stone of eternal energy. The universe would lose balance without the stone. GG Bond had to enter into Iron Fist’s fifth dimension searching for it. After all adventures and difficulties, he finally brought it out and saved the world. (Source: Official YouTube channel)","['Prequel (TV) Zhu Zhu Xia: Meng Xiang Shou Wei Zhe', 'Sequel (TV) Zhu Zhu Xia: Jing Qiu Xiao Yingxiong']",Zhu Zhu Xia: Chao Xing Meng Chong,['Sci-Fi'],['Super Power'],"GG Bond 13, GG Bond: Super Agent G",
78,オトナの一休さん 第2シリーズ,,,,,['TV'],13,Finished Airing,"Apr 4, 2017 to Jun 27, 2017",['Spring 2017'],Tuesdays at 22:45 (JST),"None found,","None found,","None found,",Other,,,,5 min. per ep.,PG-13 - Teens 13 or older,[],#18441,#19483,314,0,,The second season of Otona no Ikkyuu-san.,"['Prequel (TV) Otona no Ikkyuu-san', '']",Otona no Ikkyuu-san 2nd Season,['Comedy'],['Historical'],"Otona no Ikkyuu-san Dai 2 Series, Otona no Ikkyuu-san Dai Ni Series",
79,きもしば２,,,,,['TV'],13,Finished Airing,"Apr 2, 2017 to Jun 25, 2017",['Spring 2017'],Sundays at 07:14 (JST),"None found,","None found,",['Jinnis Animation Studios'],Original,"['Comedy', 'Horror', 'Supernatural']",,['Kids'],1 min. per ep.,G - All Ages,[],#16962,#20043,282,0,,The second season of Kimoshiba.,"['Prequel (TV) Kimoshiba', '']",Kimoshiba 2,,,,
80,레인보우 루비,Rainbow Ruby,,,,['TV'],26,Finished Airing,"Mar 2, 2017 to Aug 25, 2017",['Spring 2017'],Unknown,"None found,","None found,",['Studio BAZOOKA'],Original,,,['Kids'],24 min. per ep.,PG - Children,[],#18845,#20379,264,0,,"At Ruby's house, a small event related to the main plot of each episode occurs, before a red jewellery on the chest of Choco, Ruby's Teddy bear, flashes with a melody. Ruby then takes Choco to her room, and the two 'transport' themselves to the Rainbow Village. There, Ruby hears an explanation from Ling Ling, the mayor of Rainbow Village, and transforms herself using her Rainbow Roller into an appropriate clothing to solve problems. Each episode concludes, back home, with another small event. (Source: AniDB)","['Sequel (TV) Rainbow Ruby 2nd Season', '']",Rainbow Ruby,['Fantasy'],['Mahou Shoujo'],"Caihong Baobao, 彩虹宝宝",
81,虹猫蓝兔七侠 外传,,,,,['TV'],52,Finished Airing,"Mar 11, 2017 to Oct 15, 2017",['Spring 2017'],Unknown,"None found,","None found,","None found,",Unknown,,,['Kids'],12 min. per ep.,G - All Ages,[],#21271,#21271,214,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Hong Mao Lan Tu: Kuaile Shizi', '']",Hong Mao Lan Tu: Qi Xia Waizhuan,,,,
