,Synonyms,Japanese,English,German,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Theme,Spanish,Genre,Demographics
281,,Hunter,,,,['Movie'],1,Finished Airing,"Sep 14, 2017",,,"None found,","None found,","None found,",Original,"['Avant Garde', 'Horror']",,,8 min.,R+ - Mild Nudity,5.65,#11623,#17978,422,0,155,Hunter is looking for Gossip every night. A short animated film by Ryoji Yamada.,[],Hunter,['Psychological'],,,
282,,それいけ！アンパンマン ブルブルの宝探し大冒険！,,,,['Movie'],1,Finished Airing,"Jul 1, 2017",,,['Nippon Television Network'],"None found,",['TMS Entertainment'],Picture book,"['Comedy', 'Fantasy']",,['Kids'],Unknown,PG - Children,[],#14502,#18183,406,0,,"The film centers on Buruburu, a cowardly lion who is a member of a clan of treasure hunters. He is given a treasure map by his father. With the help of Anpanman, he sets out on an adventure to prove himself to the other clan members. Baikinman, however, appears and schemes to take the treasure for himself. (Source: ANN)",[],Sore Ike! Anpanman: Buruburu no Takarasagashi Daibouken!,,,,
283,,九爺一助☆新畫帖,,,,['Movie'],1,Finished Airing,"Sep 22, 2017",,,"None found,","None found,","None found,",Original,,,,6 min.,PG-13 - Teens 13 or older,[],#18827,#18248,403,0,,Anthology film by animation collective G9+1 to commemorate the 100th anniversary of Junichi Kouchi's Namakura Gatana.,[],Ichijo Kujiji☆Shin Eiga,['Samurai'],,['Comedy'],
284,Bonobono: A Friend From Outer Space,ぼのぼの 宇宙から来たともだち,,,,['Movie'],1,Finished Airing,"Sep 16, 2017",,,"None found,","None found,","['Eiken', 'TYO Animations']",['4-koma manga'],"['Adventure', 'Comedy']",,['Kids'],22 min.,G - All Ages,[],#17018,#18529,380,0,,"A planetarium film for Bonobono screened on a full dome. Bonobono meets and alient hat looks just like him, together with everyone they go to space and explore the planets and stars. The film was first screened at the Shinagawa Gotanda Cultural Center Planetarium.","['Adaptation (Manga) Bonobono', '']",Bonobono: Uchuu kara Kita Tomodachi,['Anthropomorphic'],,,
285,Eiga Kuma no Gakkou: Patissier Jackie to Ohisama no Sweets,映画くまのがっこう パティシエ・ジャッキーとおひさまのスイーツ,,,,['Movie'],1,Finished Airing,"Aug 25, 2017",,,['TOHO'],"None found,",['Bandai Namco Pictures'],Picture book,,,['Kids'],30 min.,G - All Ages,[],#19649,#18742,362,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Kuma no Gakkou: Jackie to Katie', '']",Kuma no Gakkou: Patissier Jackie to Ohisama no Sweets,,,['Comedy'],
286,Tinny Ballon Dog: The Somewhat Mysterious Country of Dinosaurs,ふうせんいぬティニー なんだかふしぎな きょうりゅうのくに,,,,['Movie'],1,Finished Airing,"Aug 25, 2017",,,['NHK'],"None found,",['Craftar Studios'],Picture book,,,['Kids'],49 min.,G - All Ages,[],#18056,#18811,358,0,,Follows a dog and his friends who wear balloons and explore a kingdom in the clouds.,[],Fuusen Inu Tinny: Nandaka Fushigi na - Kyouryuu no Kuni,,,['Adventure'],
287,High & Low: G-Sword Manner Movies,HiGH&LOW g-sword,,,,['Movie'],5,Finished Airing,"Aug 14, 2017 to Nov 11, 2017",,,"None found,","None found,","None found,",Other,,,,1 min. per ep.,G - All Ages,[],#18563,#18791,359,0,,"High & Low: G-Sword manner movies that aired in theaters before main features in part promote the live-action ""HiGH&LOW The Movie 2: End of Sky"" film that opened August 19, 2017. Each episode stars a different G-Sword gang member. In the shorts, the characters are at a theater in the Sword district and they interact with one another and the camera-headed man known as Movie Thief (Eiga Dorobou), a stand-in character used to represent piracy. The commercials will rotate out at the end of each week. (Source: ANN)","['Adaptation (Manga) High & Low: G-Sword', '']",High & Low: G-Sword (Movie),['Parody'],,,
288,,Space Dreamers 宇宙兄弟 南波六太がやってきた！,,,,['Movie'],1,Finished Airing,"Jul 15, 2017",,,"None found,","None found,","None found,",Original,"['Comedy', 'Sci-Fi']",,,25 min.,PG-13 - Teens 13 or older,[],#14569,#19931,289,1,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Space Dreamers: Uchuu Kyoudai Nanba Mutta ga Yattekita!,['Space'],,,
289,,化け猫ダンス,The Magical Cat Dance,,,['Movie'],1,Finished Airing,Aug 2017,,,"None found,","None found,","None found,",Original,,,,2 min.,PG-13 - Teens 13 or older,[],#16781,#21211,216,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Bakeneko Dance,['Music'],,['Fantasy'],
290,,うみうし姉妹劇場～七夕編～,Sea Slug Sisters Go to Heaven,,,['Movie'],1,Finished Airing,"Aug 4, 2017",,,"None found,","None found,","None found,",Original,,,,5 min.,G - All Ages,[],#15141,#21565,200,0,,"The Sea Slug Sisters will perform a puppet show ""The Tale of Tanabata"", using puppets with their figure in a small theater. (Source: Yuko Asano)",[],Umiushi Shimai Gekijou: Tanabata-hen,['Music'],,['Avant Garde'],
291,,暗房夜空,Losing Sight of a Longed Place,,,['Movie'],1,Finished Airing,"Sep 16, 2017",,,"None found,","None found,","None found,",Original,"['Drama', 'Suspense']",,,7 min.,PG-13 - Teens 13 or older,[],#16570,#21811,185,0,,"Adam Wan, a young gay man who grew up in Hong Kong, fights for the rights of the LGBT and realises that the difficulties include the conflicts with his father. Frustrated, he begins to re-examine the society, his family and himself. (Source: IMDB)",[],Anfang Yekong,['Psychological'],,,
292,"Big Ear Tutu's Gourmet Rhapsody, Da Er Duo Tutu Zhi Mei Shi Kuang Xiang Qu",大耳朵图图之美食狂想曲,,,,['Movie'],1,Finished Airing,"Jul 28, 2017",,,"None found,","None found,","None found,",Unknown,"['Comedy', 'Gourmet']",,['Kids'],1 hr. 30 min.,G - All Ages,[],#17456,#22443,157,0,,"Hu Tutu, a confused and greedy kindergarten kid, has an unparalleled obsession with ""eating"". His dream is to eat delicious food all over the world. Tutu's mother is troubled by her son's ""nothing good"". Under the guidance of Jackie Chan's mother, Tutu, unable to withstand the temptation of food, embarked on the difficult road of the ""Little Chef God"" competition. After many tests, Hu Tutu, an ordinary child who was not optimistic by the organizers, won the championship unexpectedly and became a dazzling star in one fell swoop. Tutu's mother felt a sense of satisfaction and pride that she had never had before. The Tutu family has not yet enjoyed the happiness of being famous, but they are facing a sudden crisis of trust. (Source: Baike.baidu)",[],Da Erduo Tu Tu: Meishi Kuangxiangqu,,,,
293,,（迷）留,St(r)ay,,,['Movie'],1,Finished Airing,"Sep 20, 2017",,,"None found,","None found,","None found,",Original,"['Drama', 'Fantasy']",,,8 min.,PG-13 - Teens 13 or older,[],#16432,#22366,160,0,,"A camel, on a quest to find his missing wife in the desert, faces the dilemma of chasing his treasure or continuing his journey. It's the story of how someone recognizes the most important thing in life amid chaos caused by dementia. (Source: IMDB)",[],(Mi) Liu,,,,
294,,狗狗傷心誌,A Dog's Life,,,['Movie'],1,Finished Airing,"Sep 16, 2017",,,"None found,","None found,","None found,",Original,,,,1 hr. 20 min.,PG-13 - Teens 13 or older,[],#18233,#23599,120,0,,"The film consists of four stories about four different dogs and their owners' lives, reflecting love, life and departure. (Source: IMDB)",[],Gou Gou Shangxin Zhi,['Pets'],,['Drama'],
295,,關於他的故事,Stories About Him,,,['Movie'],1,Finished Airing,"Jul 1, 2017",,,"None found,","None found,","None found,",Original,,,,13 min.,PG-13 - Teens 13 or older,[],#18282,#24021,111,0,,"One day I asked my aunts and uncles about my grandpa. They said Grandpa was a gold miner, a trainee, a businessman and a hero. The stories they told are so difficult to imagine. I'm trying to find out who my grandpa is. But are these tales all real? Who on earth is he? (Source: IMDB)",[],Guanyu Ta De Gushi,,,['Drama'],
296,,大象林旺之一炮成名,Instant Hit of The Elephant Lin Wang,,,['Movie'],1,Finished Airing,"Aug 4, 2017 to ?",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 16 min.,PG - Children,[],#17489,#24446,103,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Da Xiang Lin Wang: Yi Pao Cheng Ming,['Anthropomorphic'],,,
297,,牧野传奇,Muye Legend,,,['Movie'],1,Finished Airing,"Jul 1, 2017",,,"None found,","None found,","None found,",Unknown,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 20 min.,G - All Ages,[],#20491,#24542,101,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Muye Chuanqi,['Historical'],,,
298,,玩偶奇兵,T-Guardians,,,['Movie'],1,Finished Airing,"Aug 4, 2017",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 28 min.,PG - Children,[],#15216,#24594,100,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Wan Ou Qibing,,,,
299,,真假森林王,King of Forest,,,['Movie'],1,Finished Airing,"Sep 16, 2017",,,"None found,","None found,","None found,",Unknown,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 16 min.,PG - Children,[],#16270,#24822,97,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Zhen Jia Senlin Wang,['Anthropomorphic'],,,
300,,豆福传,Tofu,,,['Movie'],1,Finished Airing,"Jul 28, 2017",,,"None found,","None found,","None found,",Original,"['Adventure', 'Fantasy']",,['Kids'],1 hr. 20 min.,G - All Ages,[],#17756,#25293,91,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Dou Fu Chuan,['Anthropomorphic'],,,
301,Umeboshi Denka & Doraemon: Papparopan's SuperPappa,ウメ星デンカ＆ドラえもん 『パンパロパンのスッパッパ！』,,,,['Movie'],1,Finished Airing,"Sep 1, 2017",,,"None found,","None found,","None found,",['Manga'],,,['Kids'],Unknown,PG - Children,[],#15135,#26169,77,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Umeboshi Denka & Doraemon: Panparopan no Suppappa!,,,['Sci-Fi'],
302,End Story 2nd Season,終物語,Owarimonogatari Second Season,,Owarimonogatari Saison 2,['TV Special'],7,Finished Airing,"Aug 12, 2017 to Aug 13, 2017",,,"['Aniplex', 'Kodansha']",['Aniplex of America'],['Shaft'],['Light novel'],"['Comedy', 'Mystery', 'Supernatural']",,,22 min. per ep.,R - 17+ (violence & profanity),8.86,#27,#593,"415,887","8,896",200860,"Following an encounter with oddity specialist Izuko Gaen, third-year high school student Koyomi Araragi wakes up in a strange, deserted void only to be greeted by a joyfully familiar face in an alarmingly unfamiliar place. Araragi, with the help of his girlfriend Hitagi Senjougahara, maneuvers through the webs of his past and the perplexities of the present in search of answers. However, fate once again delivers him to the eccentric transfer student Ougi Oshino, who brings forth an unexpected proposal that may unearth the very foundation to which he is anchored. As Araragi peels back the layers of mystery surrounding an apparition, he discovers a truth not meant to be revealed. [Written by MAL Rewrite]","['Prequel (ONA) Koyomimonogatari', 'Sequel (TV) Zoku Owarimonogatari', 'Adaptation (Light Novel) Monogatari Series: Final Season', '']",Owarimonogatari 2nd Season,['Vampire'],,,
303,Kobayashi-san Chi no Maid Dragon Episode 14,"小林さんちのメイドラゴン バレンタイン, そして温泉! (あまり期待しないでください)","Miss Kobayashi's Dragon Maid: Valentine's, and Then Hot Springs! (Please Don't Get Your Hopes Up)",Miss Kobayashi's Dragon Maid Folge 14: Valentinstag und Onsen (Erwartet nicht zu viel!),Miss Kobayashi's Dragon Maid Épisode 14: Valentines and Hot Springs!,['Special'],1,Finished Airing,"Sep 20, 2017",,,"None found,",['Funimation'],['Kyoto Animation'],['Manga'],"['Slice of Life', 'Supernatural']",,,23 min.,PG-13 - Teens 13 or older,7.70,#1300,#1160,"224,868",270,131538,"Wanting to take her affection for Kobayashi a step further, dragon maid Tooru is confident in her latest creation: a love potion! With Valentine's Day just around the corner, Tooru decides there is no better way to use the potion than in homemade chocolates. However, on the special holiday, Tooru's plan is quickly foiled after Kobayashi sees through her heartfelt yet deceptive gift. Despite the unsuccessful attempt, many opportunities still await. Between the lively atmosphere and a trip to the hot springs, Kobayashi and the dragons indulge themselves in the sweet festivities. [Written by MAL Rewrite]","['Prequel (TV) Kobayashi-san Chi no Maid Dragon', 'Sequel (TV) Kobayashi-san Chi no Maid Dragon S', 'Adaptation (Manga) Kobayashi-san Chi no Maid Dragon', '']","Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai",,"Miss Kobayashi's Dragon Maid Episodio 14 – ¡San Valentín y las Aguas Termales! (Por favor, no se hagan muchas Ilusiones)",,
304,"The Maid Dragon of Kobayashi-san Specials, Kobayashi-san Chi no Maid Dragon Specials",小林さんちの○○ドラゴン,Miss Kobayashi's Dragon Something,,,['Special'],7,Finished Airing,"Mar 15, 2017 to Sep 20, 2017",,,"None found,",['Funimation'],['Kyoto Animation'],['Manga'],"['Slice of Life', 'Supernatural']",,,3 min. per ep.,PG-13 - Teens 13 or older,7.25,#3108,#2139,"105,441",133,51609,Specials included with the BD/DVD release of Kobayashi-san Chi no Maid Dragon.,[],Kobayashi-san Chi no OO Dragon,,,,
305,"91 Days Episode 13, 91 Days Special",91Days Day13「時の浅瀬／すべての昨日／明日、また明日」,91 Days: Shoal of Time/All Our Yesterdays/Tomorrow and Tomorrow,91 Days: Folge 13 Untiefen der Zeit/Alle gestrigen Tage/ Morgen und wieder Morgen,91 Days Episode 13,['Special'],1,Finished Airing,"Jul 5, 2017",,,"None found,",['Funimation'],['Shuka'],Original,"['Action', 'Drama', 'Suspense']","['Adult Cast', 'Historical', 'Organized Crime']",,24 min.,R - 17+ (violence & profanity),6.90,#4811,#3055,"58,495",33,30906,"1. Toki no Asase (Shoal of Time) 2. Subete no Kinou (All Our Yesterdays) 3. Ashita, Mata Ashita (Tomorrow and Tomorrow)","['Prequel (TV) 91 Days', '']","91 Days: Toki no Asase/Subete no Kinou/Ashita, Mata Ashita",,91 Days Episodio 13 – El Bajío del Tiempo / Todo nuestro Ayer / Mañana y mañana,,
