,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Theme,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Demographic,Genre,Themes,Demographics
118,,HELLSING OVA,Hellsing Ultimate,,,,['OVA'],10,Finished Airing,"Feb 10, 2006 to Dec 26, 2012",,,"['GDH', 'Geneon Entertainment USA', 'Shounen Gahousha']",['Funimation'],"['Madhouse', 'Satelight', 'Graphinica']",['Manga'],"['Action', 'Horror', 'Supernatural']",,49 min. per ep.,R - 17+ (violence & profanity),8.35,#235,#181,"971,166","22,617",502482,"There exist creatures of darkness and evil that plague the night, devouring any human unfortunate enough to be caught in their grasp. On the other side is Hellsing, an organization dedicated to destroying these supernatural forces that threaten the very existence of humanity. At its head is Integra Fairbrook Wingates Hellsing, who commands a powerful military and spends her life fighting the undead. Integra's vast army, however, pales in comparison with her ultimate weapon: the vampire Alucard, who works against his own kind as an exterminator for Hellsing. With his new vampire servant, Seras Victoria, at his side, Alucard must battle not only monsters, but all those who stand to oppose Hellsing, be they in the guise of good or evil. In a battle for mankind's survival, Hellsing Ultimate proves that appearances are not all they may seem, and sometimes the greatest weapon can come in the form of one's worst nightmare. [Written by MAL Rewrite]","['Prequel (Special) Hellsing: The Dawn', 'Adaptation (Manga) Hellsing']",Hellsing Ultimate,['Seinen'],,"['Adult Cast', 'Gore', 'Military', 'Vampire']",
119,"Boku no Piko OVA 2, Boku no Pico, Pico & Chico",ぴことちこ,,,,,['OVA'],1,Finished Airing,"Apr 19, 2007",,,['Natural High'],"None found,","['Sugar Boy', 'Blue Cat']",Original,"['Boys Love', 'Hentai']",,36 min.,Rx - Hentai,4.36,N/A,#2708,"72,994",322,46004,"The crisp rays of summer sun find the effeminate Pico embroiled in yet another heated and lustful fling. While out biking, Pico meets and befriends Chico—a lively boy not much younger than him, but leagues behind in the affairs of the flesh. After the innocent Chico shows his sister in the midst of self-pleasure to Pico, Pico takes it upon himself to educate this confused youth. [Written by MAL Rewrite]","['Prequel (OVA) Boku no Pico', 'Sequel (OVA) Pico x CoCo x Chico']",Pico to Chico,,,,
120,"Crow, Raven, Karas: The Prophecy, Karas: The Revelation",鴉 -KARAS-,Karas,,,,['OVA'],6,Finished Airing,"Mar 25, 2005 to Aug 3, 2007",,,"['Shochiku', 'AT-X', 'Magic Capsule', 'Toshiba Entertainment', 'Showgate']",['Manga Entertainment'],['Tatsunoko Production'],Original,"['Action', 'Fantasy', 'Sci-Fi']",,30 min. per ep.,R - 17+ (violence & profanity),7.36,#2509,#2870,"65,653",317,28689,"The world of the humans and the world of the demons (youkai) have overlapped one another, leaving humans to walk the streets of life as they normally would, while demons walk, hidden from the naked eye, down the very same streets. A seemingly young woman named Yurine and her servant, the Karas (from the Japanese word for ""Crow""), have long maintained order and balance between the overlapped worlds, ultimately keeping the demons from interrupting the lives of humans. However, humans have come to forget and jest at the existence of demons, and no longer understand the privilege it is to live without fear. Disgusted by this arrogance, an old Karas turns his back on the laws he had once upheld, and in his human form, named Eko, he creates an army of Mikura, or mechanized demons, to ready an attack on the human race. A young man named Otoha inherits the powers of the Karas and takes his place at the side of Yurine, who claims that his soul called out for her while he lived the life of a human. They live in the world of the demons. It is now up to Otoha to prove himself as a Karas, and restore the balance that Eko threatens to upset. Meanwhile, a superstitious police officer named Sagisaka and his rational new recruit, Kure, follow the trail of the murders dealt by Eko's Mikura, as well as the trail of a rogue Mikura named Nue. The prophecy unfolds from here into a grave revelation for all in the city. (Source: Wikipedia)",[],Karas,,,"['Gore', 'Super Power']",
121,,マーダープリンセス,Murder Princess,,,,['OVA'],6,Finished Airing,"Mar 28, 2007 to Aug 29, 2007",,,['Marvelous Entertainment'],['Funimation'],['Bee Train'],['Manga'],"['Action', 'Adventure', 'Fantasy']",['Gore'],24 min. per ep.,R - 17+ (violence & profanity),6.96,#4552,#3030,"59,505",164,29899,"After a sudden coup d'etat by the court scientist Dr. Akamashi results in the king's death, Princess Alita Castilia Arago Forland is forced to flee the capital. During her mad dash for survival deep into the forest, Alita collides with the brutal and temperamental bounty hunter Falis, which causes the two women to magically switch bodies. Using her original body as collateral, Alita convinces Falis—and her henchmen Dominikov and Pete—to help take back the capital from the treasonous scientist by pretending to be the real princess. However, while the plan was initially successful, the only diplomacy Falis knows is with her sword. Alita must now work hard to make sure the kingdom is not trading one royal scandal for another, all while the two displaced women look for a way to return to their original bodies. [Written by MAL Rewrite]","['Adaptation (Manga) Murder Princess', '']",Murder Princess,,,,
122,Tales of Symphonia The Animation: Sylvarant Chapter,テイルズオブシンフォニア THE ANIMATION シルヴァラント編,,Tales of Symphonia: Sylvarant Arc,,,['OVA'],4,Finished Airing,"Jun 8, 2007 to Dec 21, 2007",,,"['Frontier Works', 'Geneon Entertainment']",['Discotek Media'],['ufotable'],Game,"['Action', 'Adventure', 'Fantasy']",['Martial Arts'],32 min. per ep.,PG-13 - Teens 13 or older,7.13,#3744,#3178,"53,998",145,23634,"Two worlds exist, both unaware of the existance of the other. In order for one world to flourish, the other will have to perish. On the perishing world, a Chosen one is sent on a journey to restore that world's mana by awakening the Spirits and becoming an angel. Colette Brunel, the Chosen of Sylvarant, sets out on her journey accompanied by her best friends Lloyd Irving and Genis Sage. As they travel further they meet more friends and even more enemies, while they learn more and more about the truth behind the World Regeneration. (Source: ANN)","[""Sequel (OVA) Tales of Symphonia The Animation: Tethe'alla-hen"", 'Adaptation (Light Novel) Tales of Symphonia: Toki no Kagayaki', 'Adaptation (Manga) Tales of Symphonia', '']",Tales of Symphonia The Animation: Sylvarant-hen,,,,
123,The Society for the Study of Modern Visual Culture OVA,げんしけん OVA,,,,,['OVA'],3,Finished Airing,"Dec 22, 2006 to Apr 25, 2007",,,"['Genco', 'Lantis', 'Media Factory']",['Media Blasters'],['Ajia-do'],['Manga'],,,24 min. per ep.,PG-13 - Teens 13 or older,7.62,#1525,#3228,"52,399",28,30661,"It's the start of a new year for the Genshiken crew, and that means recruiting new members. Always a dreaded task, The Society for the Study of Modern Visual Culture manages to get Chika Ogiue pushed onto them from the Manga Club. With her introduction of ""I'm Ogiue and I hate otaku,"" this year certainly will be anything but boring. (Source: ANN)","['Prequel (TV) Genshiken', 'Sequel (TV) Genshiken 2', 'Adaptation (Manga) Genshiken Read Manga', '']",Genshiken OVA,['Seinen'],['Slice of Life'],"['Adult Cast', 'Otaku Culture', 'Parody']",
124,,お金がないっ,No Money,,,,['OVA'],4,Finished Airing,"Feb 9, 2007 to Dec 21, 2007",,,"['KlockWorx', 'Happinet Pictures']",['Media Blasters'],['Lyrics'],['Manga'],"['Boys Love', 'Drama', 'Erotica']",,29 min. per ep.,R+ - Mild Nudity,6.12,N/A,#3453,"46,637",159,25959,"Yukiya Ayase is a gentle, kind hearted, and innocent university student. The only relative he has left, his cousin Tetsuo, betrays Ayase by selling him to the highest bidder in an auction with hopes of making an enormous profit to be able to pay off his debts. Somuku Kanou, a bad-tempered (though very rich) loan shark, comes to Ayase's rescue and buys Ayase for an impressive 1.2 billion. Kanou apparently knows Ayase from something that happened between them in the past, but Ayase cannot remember who Kanou is nor does he understand why he ""saved"" him. In a desperate effort to keep Ayase close to him, Kanou demands the debt be repaid in full and suggests the perfect way to do it: by selling his body to Kanou for 500,000 each time. Ayase is horrified in the beginning, but something soon begins to grow between them that can't be bought for any price. (Source: ANN)","['Adaptation (Manga) Okane ga Nai', '']",Okane ga Nai,,,,
125,"Prince of Tennis OVA 2, Prince of Tennis OVA Semifinal",テニスの王子様 全国大会篇 Semifinal,The Prince of Tennis: The National Tournament Semifinals,,,,['OVA'],6,Finished Airing,"Jun 22, 2007 to Jan 25, 2008",,,"['Production I.G', 'TV Tokyo', 'Bandai Visual', 'Marvelous Entertainment', 'Nihon Ad Systems', 'Shueisha']","None found,",['M.S.C'],['Manga'],,,23 min. per ep.,PG-13 - Teens 13 or older,7.87,#892,#3828,"38,671",39,21287,"The National Tournament continues for Ryouma Echizen and the Seishun Academy Boys' Tennis Team as they face off against last year's semifinalist, Shitenhouji Middle School. As winners of the Kansai Regionals, Shitenhouji is one of the top contenders to win this year's tournament. What's more, each member of the Shitenhouji team has skills that are said to surpass their Seishun counterparts. Shitenhouji also has Kintarou Tooyama, another ""super rookie"" who rivals Ryouma in strength and technique. Seishun will have to push the limits of their abilities to stand a chance at defeating the Kansai champions in this East versus West matchup. [Written by MAL Rewrite]","['Prequel (OVA) Tennis no Oujisama: Zenkoku Taikai-hen', 'Sequel (OVA) Tennis no Oujisama: Zenkoku Taikai-hen - Final', 'Adaptation (Manga) Tennis no Oujisama', '']",Tennis no Oujisama: Zenkoku Taikai-hen - Semifinal,['Shounen'],['Sports'],,
126,,頭文字〈イニシャル〉D BATTLE STAGE 2,,,,,['OVA'],1,Finished Airing,"May 30, 2007",,,['OB Planning'],"None found,",['A.C.G.T.'],['Manga'],"['Action', 'Drama']",['Racing'],1 hr. 20 min.,PG-13 - Teens 13 or older,7.66,#1407,#4114,"33,312",44,15441,"This is simply the OVA summing up the major events and battles of ""Initial D 4th Stage"" much like the ""Initial D Battle Stage"" original summed up the first 3 seasons. Additionally, has 2 extra battles from the manga that were not incorporated into the original 4th Stage. (Source: ANN)","['Prequel (OVA) Initial D Battle Stage', 'Sequel (OVA) Initial D Battle Stage 3']",Initial D Battle Stage 2,['Seinen'],,,
127,,AIKa R-16:VIRGIN MISSION,AIKa R-16: Virgin Mission,Aika R-16: Virgin Mission,,,['OVA'],3,Finished Airing,"Apr 25, 2007 to Oct 26, 2007",,,"['Bandai Visual', 'Omnibus Promotion']",['Bandai Entertainment'],['Studio Fantasia'],Original,"['Action', 'Comedy', 'Ecchi']",,26 min. per ep.,R+ - Mild Nudity,5.88,#10538,#4504,"27,414",57,10643,"Aika is a smart and athletic high school girl. She is so competent that she successfully passes the salvagers license test, obtaining a C-class license. Yet, she is young and hotheaded, so much so that Gota still treats her as a child. Due to this personality, no one is willing to hire her for salvaging jobs. Since she had taken the trouble to get her license, she decides to post an ad in her school to attract clients. She manages to get the attention of Erika, a daughter of a rich family and the leader of the treasure hunting club. She asks Aika to salvage something from the sea and Aika delightfully accepts the request. However, upon seeing the state-of-the-art submarine loaded onto Erika's private cruiser and discovering their destination, Aika realizes the terrible nature of her assignment. This results in a clash with a group of high school girls in the southern islands. Who is the mysterious girl named Karen? So begins Aika's newest challenge! (Source: AnimeNfo)","['Sequel (OVA) AIKa Zero', 'Adaptation (Manga) AIKa R-16: School Mission']",AIKa R-16: Virgin Mission,,,,
128,"Hatsuinu The Animation, Strange Kind of Woman",初犬 The Animation,A Strange Kind of Woman,,,,['OVA'],2,Finished Airing,"May 25, 2007 to Jul 27, 2007",,,['Pink Pineapple'],"None found,",['Cafe de Jeilhouse'],['Manga'],,,28 min. per ep.,Rx - Hentai,7.26,N/A,#4534,"27,006",252,12304,"By chance, Fukaya became the lover of a very quiet and beautiful girl, Fujino, yet he worries about the vibrator she's always carrying. ""Perhaps, she considers me no more fondly than that vibrator?"" In fact, their relationship began when he found her using a vibrator aboard a crowded train. Although they have passionate sex, he can't be certain that she loves him, and feels threatened by her vibrator. Now, the two of them are going to a pool. As she will be unable to use the vibrator in the water, he expects they will be alone, but... (Source: AnimeNfo)","['Sequel (OVA) Hatsu Inu 2 The Animation: Strange Kind of Woman - Again', 'Adaptation (Manga) Hatsu Inu']",Hatsu Inu The Animation,,['Hentai'],,
129,"MariMite OVA, La Vierge Marie Vous Regarde, The Virgin Mary is Watching You",マリア様がみてる〜３rd〜,Maria Watches Over Us 3rd,,María Nos Mira. Los Ovas.,,['OVA'],5,Finished Airing,"Dec 29, 2006 to Jul 25, 2007",,,"None found,",['Nozomi Entertainment'],['Studio Deen'],['Light novel'],"['Drama', 'Girls Love']",['School'],51 min. per ep.,PG-13 - Teens 13 or older,7.79,#1076,#4775,"23,938",99,11034,"Summer has arrived, and the students of Lillian Girls' Academy are on break! Yumi and Sachiko head out to the Ogasawara family's summer home, but what was supposed to be a relaxing vacation takes a turn for the worse when some of Sachiko's old acquaintances drop by for tea. These rich and snobby debutantes don't think Yumi is worthy of Sachiko's affection and they're out to make this summer one she'll regret. (Source: RightStuf)","['Prequel (TV) Maria-sama ga Miteru: Haru', 'Sequel (TV) Maria-sama ga Miteru 4th', 'Adaptation (Manga) Maria-sama ga Miteru', 'Adaptation (Light Novel) Maria-sama ga Miteru']",Maria-sama ga Miteru 3rd,['Shoujo'],,,
130,Winter Cicada,冬の蝉,Embracing Love: A Cicada in Winter,,,Samouraï Dans La Tourmente: Cicada in Winter,['OVA'],3,Finished Airing,"Feb 23, 2007 to Apr 27, 2007",,,['On-Lead'],"['Media Blasters', 'Kitty Media']",['Venet'],['Manga'],"['Boys Love', 'Drama', 'Erotica']",,32 min. per ep.,R - 17+ (violence & profanity),7.45,N/A,#4928,"22,063",147,10595,"Touma Kusaka stands out from the rest of the Choshu Clan, as he does not share their anti-foreigner sentiment. After reuniting with Keiichirou Akizuki, a vassal of the Tokugawa family who once helped him escape from government authorities, the pair begin studying English in secret. As they continue to meet behind their feuding families' backs, romance between the two begins to bloom. But with war looming on the horizon between their respective clans, Kusaka and Akizuki's hope for a world where they can be together may never come to fruition if their obligations and bloodlines get in the way. [Written by MAL Rewrite]","['Adaptation (Manga) Haru wo Daiteita', '']",Fuyu no Semi,,,"['Historical', 'Samurai']",
131,,家庭教師のおねえさん THE ANIMATION～Hの偏差値あげちゃいます～,,,,,['OVA'],2,Finished Airing,"Apr 27, 2007 to Jun 22, 2007",,,['Pink Pineapple'],"None found,",['Flavors Soft'],Visual novel,,,26 min. per ep.,Rx - Hentai,7.15,N/A,#5866,"14,172",79,5736,"While his dad will be away on a business trip, Touya will be taken care of by 4 beautiful tutors during the summer.","['Sequel (OVA) Kateikyoushi no Oneesan 2 The Animation: H no Hensachi Agechaimasu', 'Adaptation (Light Novel) Kateikyoushi no Oneesan: H no Hensachi Agechaimasu']",Kateikyoushi no Oneesan The Animation: H no Hensachi Agechaimasu,,['Hentai'],,
