,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genre,Theme,Demographics
255,,銀魂 THE FINAL,Gintama: The Very Final,N/A,,,['Movie'],1,Finished Airing,"Jan 8, 2021",,,"['TV Tokyo', 'Aniplex', 'Dentsu', 'Bandai', 'Warner Bros. Japan', 'Shueisha']",['Eleven Arts'],['Bandai Namco Pictures'],['Manga'],"['Action', 'Comedy', 'Drama', 'Sci-Fi']","['Gag Humor', 'Historical', 'Parody', 'Samurai']",['Shounen'],1 hr. 44 min.,PG-13 - Teens 13 or older,9.04,#7,#1536,"163,446","4,436",78045,"Two years have passed following the Tendoshuu's invasion of the O-Edo Central Terminal. Since then, the Yorozuya have gone their separate ways. Foreseeing Utsuro's return, Gintoki Sakata begins surveying Earth's ley lines for traces of the other man's Altana. After an encounter with the remnants of the Tendoshuu—who continue to press on in search of immortality—Gintoki returns to Edo. Later, the regrouped Shinsengumi and Yorozuya begin an attack on the occupied Central Terminal. With the Altana harvested by the wreckage of the Tendoshuu's ship in danger of detonating, the Yorozuya and their allies fight their enemies while the safety of Edo—and the rest of the world—hangs in the balance. Fulfilling the wishes of their teacher, Shouyou Yoshida's former students unite and relive their pasts one final time in an attempt to save their futures. [Written by MAL Rewrite]","['Prequel (Special) Gintama: The Semi-Final', 'Adaptation (Manga) Gintama']",Gintama: The Final,,,
256,,プリンセス・プリンシパル Crown Handler,Princess Principal: Crown Handler - Chapter 1,,,,['Movie'],1,Finished Airing,"Feb 11, 2021",,,"None found,",['Sentai Filmworks'],['Actas'],Original,"['Action', 'Mystery']",,,53 min.,R - 17+ (violence & profanity),7.53,#1856,#3544,"44,586",72,9991,"A failed assassination attempt on the Kingdom of Albion's queen causes spies on all sides to be questioned on their loyalty to their respective alliances. Amid the increasing tensions, Ange le Carré, Dorothy, Charlotte, and Chise Toudou have returned with a new assignment: to collect an antique bookstore owner held captive at the kingdom's prison. However, this simple mission is soon followed by fear when Control assigns the team to investigate a suspected double agent within the royal family. Ange and the other members of Team White Pigeon must face betrayal and bloodshed as they attempt to make contact with another spy while aware of only one thing: their codename, Bishop. [Written by MAL Rewrite]","['Prequel (TV) Princess Principal', 'Sequel (Movie) Princess Principal: Crown Handler Movie 2']",Princess Principal: Crown Handler Movie 1,,['Historical'],
257,,夏目友人帳 石起こしと怪しき来訪者,Natsume's Book of Friends: The Waking Rock and the Strange Visitor,,,,['Movie'],1,Finished Airing,"Jan 16, 2021",,,"['Aniplex', 'Ai Addiction']","None found,",['Shuka'],['Manga'],"['Slice of Life', 'Supernatural']","['Iyashikei', 'Mythology']",['Shoujo'],51 min.,PG-13 - Teens 13 or older,8.16,#451,#3806,"38,986",109,12543,"Ishi Okoshi While searching for Nyanko-sensei, Takashi Natsume encounters meek and small-looking youkai Mitsumi. Mitsumi was entrusted by his leader Gantetsu, a powerful and strong ayakashi, to be the year's ""Ishi Okoshi,"" whose role consists of waking him from his deep slumber. Seeing how much Mitsumi wants to prove himself as Gantetsu's worthy servant, Natsume decides to help him fulfill his task. However, time is running out—for they are not the only ones who want to awaken the divine being. Ayashiki Raihousha One day, Natsume's friend Kaname Tanuma is visited by a strange man. In the subsequent days, the visitor briefly talks with Tanuma and leaves. Natsume soon discovers that the outsider is a youkai disguised as a human, who claims to bear no danger. Despite trusting the youkai, Tanuma's health slowly begins to deteriorate, causing Natsume to become more suspicious of the interloper. What is the truth of his sudden appearance and his connection with Tanuma? [Written by MAL Rewrite]","['Adaptation (Manga) Natsume Yuujinchou', '']",Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,,,
258,Gekijouban Seitokai Yakuindomo 2,劇場版 生徒会役員共 2,,,,,['Movie'],1,Finished Airing,"Jan 1, 2021",,,"['Glovision', 'King Records']",['Sentai Filmworks'],['GoHands'],['4-koma manga'],,"['Gag Humor', 'School']",['Shounen'],1 hr. 19 min.,R - 17+ (violence & profanity),7.77,#1114,#4028,"34,609",50,10522,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (Movie) Seitokai Yakuindomo Movie', 'Adaptation (Manga) Seitokai Yakuindomo']",Seitokai Yakuindomo Movie 2,['Comedy'],,
259,"Gekijouban Bishoujo Senshi Sailor Moon Eternal, Pretty Guardians Sailor Moon Eternal The Movie",劇場版 美少女戦士セーラームーンEternal,Pretty Guardian Sailor Moon Eternal The Movie Part 1,Pretty Guardian Sailor Moon Eternal: Der Film,Pretty Guardian Sailor Moon Eternal: La Película,Pretty Guardian Sailor Moon Eternal: Le Film,['Movie'],1,Finished Airing,"Jan 8, 2021",,,"None found,","None found,","['Toei Animation', 'Studio Deen']",['Manga'],,,['Shoujo'],1 hr. 21 min.,PG-13 - Teens 13 or older,7.58,#1646,#4079,"33,761",140,13876,"The Dead Moon Circus has arrived in Juban with the hopes of liberating their queen, Nehellenia, by stealing the Legendary Silver Crystal for themselves. Using ""Lemures,"" the Circus begins to convert people's dreams into nightmares in order to collect enough energy to plunge the Earth into darkness and turn it into a planet of death. In order to stop the Circus in their tracks, Usagi Tsukino and her friends must reprise their roles as the Inner Sailor Guardians. When Mamoru Chiba suddenly falls ill after the appearance of a total solar eclipse, Usagi and Chibiusa encounter a pegasus by the name of Helios who is desperate to unseal the Golden Crystal, which Helios claims is the only way to save their world from the impending threat. Meanwhile, the Sailor Guardians discover that they can no longer transform following the eclipse and begin to fall victim to the Circus' Lemures. Will they be able to recover their powers in time to stop the darkness from taking over? [Written by MAL Rewrite]","['Prequel (TV) Bishoujo Senshi Sailor Moon Crystal Season III', 'Sequel (Movie) Bishoujo Senshi Sailor Moon Eternal Movie 2', 'Adaptation (Manga) Bishoujo Senshi Sailor Moon', '']",Bishoujo Senshi Sailor Moon Eternal Movie 1,['Romance'],['Mahou Shoujo'],
260,,『ガールズ＆パンツァー 最終章』第3話,Girls und Panzer das Finale – Part 3,,,,['Movie'],1,Finished Airing,"Mar 26, 2021",,,"['Bandai Visual', 'Lantis', 'Movic', 'Q-Tec', 'Hakuhodo DY Music & Pictures']",['Sentai Filmworks'],['Actas'],Original,,"['CGDCT', 'Military', 'School']",,48 min.,PG-13 - Teens 13 or older,8.17,#443,#4210,"31,236",118,13830,"The quarterfinal round of the Winter Continuous Track Cup is in full swing, and each school is going all out. What started as a furious back-and-forth firefight between Ooarai Girls Academy and Chi-Ha-Tan Academy has become a 12-hour jungle slugfest with neither team having the advantage and almost everyone running on fumes. In spite of this, Miho Nishizumi and her teammates continue to fight into the morning, hoping to land a decisive blow before their rivals. Meanwhile, Kuromorimine Girls Academy—now led by Erika Itsumi—is struggling in its match against Pravda High School. Taking Maho Nishizumi's words of advice to heart, Erika manages to break free of Kuromorimine's rigid, traditional tactics and turn the tide in her favor. At the same time, St. Gloriana Girls College faces off against Anzio High School, while Saunders University High School has a tough fixture with underdog Continuation High School and its mysterious sharpshooter, Jouko. With only four semifinal spots up for grabs, the members of each team must give their absolute best performance if they want to survive and successfully make it to the next round! [Written by MAL Rewrite]","['Prequel (Movie) Girls & Panzer: Saishuushou Part 2', 'Sequel (Movie) Girls & Panzer: Saishuushou Part 4']",Girls & Panzer: Saishuushou Part 3,,,
261,"Gekijouban Bishoujo Senshi Sailor Moon Eternal 2, Pretty Guardians Sailor Moon Eternal The Movie 2",劇場版 美少女戦士セーラームーンEternal,Pretty Guardian Sailor Moon Eternal The Movie Part 2,Pretty Guardian Sailor Moon Eternal: Der Film Teil 2,Pretty Guardian Sailor Moon Eternal: La película parte 2,Pretty Guardian Sailor Moon Eternal: Le Film Partie 2,['Movie'],1,Finished Airing,"Feb 11, 2021",,,"None found,","None found,","['Toei Animation', 'Studio Deen']",['Manga'],,,['Shoujo'],1 hr. 20 min.,PG-13 - Teens 13 or older,7.74,#1176,#4444,"28,079",111,12109,"The threat of the Dead Moon Circus still looms over Usagi Tsukino and the Sailor Guardians. Driven into a corner, the Earth plunges further into darkness as nightmares continue to spread. The Outer Sailor Guardians sense that something is amiss when the young Hotaru Tomoe begins to rapidly age following the total solar eclipse. Believing that their prince and princess are in danger, the four reawaken their powers once more to reunite and aid their fellow Sailor Guardians. Due to the influence of the eclipse, Usagi and Mamoru Chiba's conditions begin to worsen, causing their powers to deteriorate. Without their leader, the Guardians are at a loss as to what they should do next. Frustrated by the situation, Hotaru and Chibiusa set off on their own to confront the Amazoness Quartet, who have been causing the brunt of the chaos thus far. As Queen Nehelenia's liberation quickly approaches, the Sailor Guardians are running out of time to stop her. [Written by MAL Rewrite]","['Prequel (Movie) Bishoujo Senshi Sailor Moon Eternal Movie 1', 'Sequel (Movie) Bishoujo Senshi Sailor Moon Cosmos Movie', 'Adaptation (Manga) Bishoujo Senshi Sailor Moon', '']",Bishoujo Senshi Sailor Moon Eternal Movie 2,['Romance'],['Mahou Shoujo'],
262,,ARIA The CREPUSCOLO,,,,,['Movie'],1,Finished Airing,"Mar 5, 2021",,,['Shochiku'],"None found,",['J.C.Staff'],['Manga'],"['Fantasy', 'Sci-Fi', 'Slice of Life']",,['Shounen'],1 hr.,PG-13 - Teens 13 or older,7.76,#1126,#5904,"13,909",40,4737,"Aspiring Orange Company Undine Anya Dostoyevskaya feels dejected upon learning that her gondolier mentor, Alice Carroll, is not spending much time with her own mentor, Athena Glory. Athena—the Undine-turned-opera singer—has been attempting to arrange a meeting with Alice, but the latter seems to be avoiding her for unknown reasons. To try and resolve this predicament, Anya calls upon her fellow Undines Ai Aino and Azusa B. McLaren. As the trio works to bring Alice and Athena together, Anya gains a deeper insight into her seniors' feelings, which might just be the key to untangling the uncertainties between them. [Written by MAL Rewrite]","['Prequel (Special) Aria the Avvenire', 'Sequel (Movie) Aria the Benedizione', 'Adaptation (Manga) Aria', '']",Aria the Crepuscolo,,['Iyashikei'],
263,Case Closed: The Scarlet Alibi,名探偵コナン 緋色の不在証明,Detective Conan: The Scarlet Alibi,,,,['Movie'],1,Finished Airing,"Feb 11, 2021",,,"None found,","None found,",['TMS Entertainment'],['Manga'],"['Action', 'Comedy', 'Drama', 'Mystery']",,['Shounen'],1 hr. 32 min.,PG-13 - Teens 13 or older,7.41,#2321,#7668,"7,276",34,2101,Compilation film combining footage from various television anime episodes that center on the Akai family. (Source: ANN),"['Sequel (Movie) Meitantei Conan Movie 24: Hiiro no Dangan', '']",Meitantei Conan: Hiiro no Fuzai Shoumei,,['Detective'],
264,"New Seal God: Nezha Reborn, New Seal God: Rebirth of Nezha",新神榜：哪吒重生,New Gods: Nezha Reborn,,,,['Movie'],1,Finished Airing,"Feb 12, 2021",,,"['bilibili', 'Netflix', 'Alibaba Pictures']","None found,",['Light Chaser Animation Studios'],Original,"['Action', 'Fantasy', 'Sci-Fi']",,,1 hr. 57 min.,PG-13 - Teens 13 or older,7.34,#2625,#8618,"5,499",15,3005,"Donghai City, a coastal city, is short of rain and fresh water all the year round. Lin Yunxiang, a young man who loves motorcycles, was attacked by superpowers when his car collided with the rich son of the water supply company, and he awakened the dormant mysterious power in his body-Nezha. Awaiting Li Yunxiang, in addition to the vengeance from the enemy, there is a bigger conspiracy... (Source: V2Anime)","['Sequel (Movie) Xin Shen Bang: Yang Jian', '']",Xin Shen Bang: Nezha Chongsheng,,,
265,T7S,Tokyo 7th シスターズ -僕らは青空になる-,,,,,['Movie'],1,Finished Airing,"Feb 26, 2021",,,['Toei Animation'],"None found,",['LandQ studios'],Game,"['Comedy', 'Slice of Life']","['Idols (Female)', 'Music', 'School']",,1 hr. 16 min.,PG-13 - Teens 13 or older,6.47,#7250,#9740,"3,844",6,771,"In the year 2032, the legendary idol unit ""7th Sisters"" suddenly retired from the industry and disappeared. That was the end of the idol industry... until two years later, when a young glory-seeking employee is appointed to be the leader of Tokyo's next generation idol studio, ""777 (Three Seven),"" commonly referred to as Nanastar. However, the city continues to believe that idols are a thing of the past, and Nanastar is no exception. Their slump continues, but one day a mysterious and beautiful female manager approaches you and says, ""If the idols of the past are gone, we'll just have to make new idols! True ""sisters"" linked by powerful bonds!"" The story of the idols of the future, the Nanastar Sisters, will now unfold. (Source: Tokyo 7th Sisters Wiki)","['Adaptation (Manga) Tokyo 7th Sisters Comic Anthology', '']",Tokyo 7th Sisters: Bokura wa Aozora ni Naru,,,
266,,映画ヒーリングっど♥プリキュア　ゆめのまちでキュン！っとGoGo！大変身！！,,,,,['Movie'],1,Finished Airing,"Mar 20, 2021",,,"None found,","None found,",['Toei Animation'],Original,,,,1 hr. 9 min.,G - All Ages,7.22,#3264,#10310,"3,192",6,1219,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Healin' Good♡Precure Movie: Yume no Machi de Kyun! Tto GoGo! Daihenshin!!,['Action'],['Mahou Shoujo'],
267,,サンタ・カンパニー ～真夏のメリークリスマス～,SANTA COMPANY ~Midsummer Merry Christmas~,,,,['Movie'],1,Finished Airing,"Jan 28, 2021",,,"None found,","None found,",['ORENDA'],Original,,,,26 min.,PG - Children,5.24,#12814,#11090,"2,543",4,1241,"Santa Company is a worldwide organization dedicated to delivering presents to children. Santa Company's elves—known as ""tonttus""—aid several Santas every year by wrapping presents, raising reindeer, and helping with deliveries. Mint Rondo is one of the many new tonttus arriving at Santa Company's tropical island office. Following in her older brother's footsteps, Mint begins training alongside her friend, Thomas Dou, and rival, Noah, to eventually become a Santa herself. Unfortunately, her clumsiness causes her to fall far behind her peers and into her brother's shadow. One day, while sitting on the beach, Mint, Thomas, and Noah discover the biggest threat that Santa Company has faced yet: ocean pollution! With the accumulation of litter going unnoticed, the growing hazard will soon endanger the surrounding ocean wildlife and the members of the Santa Company. As trouble looms over the horizon, Mint might just be able to clean up her act and save everyone on the island in time for Christmas Eve. [Written by MAL Rewrite]",[],Santa Company: Manatsu no Merry Christmas,['Fantasy'],,
268,,セカイが滅びる前にキミに会いたい,"World, Before You End",,,,['Movie'],1,Finished Airing,"Feb 6, 2021",,,"None found,",['Sentai Filmworks'],['Studio Kingyoiro'],Original,"['Drama', 'Romance', 'Sci-Fi']",,,31 min.,PG-13 - Teens 13 or older,4.94,#13269,#11176,"2,478",5,747,Two people separated by time and space must unravel their tangled history before the world comes to an end. (Source: HIDIVE),[],Sekai ga Horobiru Mae ni Kimi ni Aitai,,,
269,,映画トロピカル～ジュ！プリキュア プチ とびこめ！コラボ♡ダンスパーティ！,,,,,['Movie'],1,Finished Airing,"Mar 20, 2021",,,"None found,","None found,",['Toei Animation'],Original,,,,5 min.,G - All Ages,6.49,#7149,#12309,"1,745",2,547,Short movie screened alongside of Healin' Good♡Precure Movie: Yume no Machi de Kyun! Tto GoGo! Dai Henshin!!,[],Tropical-Rouge! Precure Petit Tobikome! Collaboration ♡ Dance Party!,,['Mahou Shoujo'],
270,,トムとジェリー,Tom and Jerry,,,,['Movie'],1,Finished Airing,"Mar 12, 2021",,,"None found,","None found,","None found,",Other,,,['Kids'],1 min.,G - All Ages,6.39,#7771,#16196,596,0,271,"A Japanese animated Tom and Jerry short that was shown at the Tom and Jerry Cartoon Carnival in Japan from March 12th-28th, 2021. Limited edition plushies, based on designs from the short by Chara Chara Maki Art, were also sold at the event.","['Adaptation (Manga) Tom to Jerry: Nanairo', '']",Tom to Jerry,['Comedy'],,
271,,わたしのトーチカ,Our Little Pond,,,,['Movie'],1,Finished Airing,"Mar 7, 2021",,,['Geidai Animation'],"None found,","None found,",Original,,,,14 min.,PG - Children,6.62,#6374,#17760,436,0,181,"I’m the only one who can't live without an oxygen tank in the underwater world. No matter how suffocated I feel, I preserve peace and harmony by pretending the selfish girl and my friends with complicated family backgrounds don’t bother me.",[],Watashi no Touchika,['Drama'],,
