,Synonyms,Japanese,English,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Theme,Genres,German,Demographics
130,,聖闘士星矢: Knights of the Zodiac,Knights of the Zodiac: Saint Seiya,Saint Seiya: Los Caballeros del Zodiaco,SAINT SEIYA : Les Chevaliers du Zodiaque,['ONA'],12,Finished Airing,"Jul 19, 2019 to Jan 23, 2020",,,['Netflix'],"None found,",['Toei Animation'],['Manga'],,,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,5.20,#12879,#5167,"19,536",47,8539,"Zeus had a daughter named Athena, the goddess of war. A group of youths flocked to Athena fighting to protect her amidst heroic battles as her ""Saints"". Their proof of being a Saint laid with the battle protector known as Sacred Cloth. After a virtual eternity, a new struggle is about to unfold now again over the Cloth. A boy named Seiya has crossed way over to Greece to undergo the training to become a Saint and obtained the Cloth, Bronze cloth, the lowest position among Saints. Every Saint takes a constellation as their tutelary god. And Seiya's guardian star is Pegasus. Now, the saints gather together from all over the world to participate in the ""Galatic War"" - championship of Saints, aiming at the Gold Cloth, the symbol of ruler of the Saints. The curtain for Galatic War has been cut open. During the death battle between the Saints, Phoenix, the Black Saint, suddenly appeared on the scene and runs off with Gold Cloth in front of a full house in his ambition to become ruler of the world. Seiya and his fellow bronze cloth warriors go after Phoenix and his ""Shadow Army"" to retrieve the lost Gold Cloth... The battles waged among the saints, the strongest young men on earth, begin now! (Source: Toei Animation)","['Sequel (ONA) Saint Seiya: Knights of the Zodiac - Battle Sanctuary', 'Adaptation (Manga) Saint Seiya']",Saint Seiya: Knights of the Zodiac,['Mythology'],"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",Saint Seiya: Die Krieger des Zodiac,
131,,オルタード・カーボン: リスリーブド,Altered Carbon: Resleeved,Altered Carbon: Reenfundados,,['ONA'],1,Finished Airing,"Mar 19, 2020",,,"None found,","None found,",['Anima'],Other,,,,1 hr. 13 min.,R+ - Mild Nudity,6.45,#7362,#6582,"10,516",12,6047,Set in the same universe as the live-action series. This work will explore new elements of the story mythology.,[],Altered Carbon: Resleeved,,"['Action', 'Drama', 'Sci-Fi']",,
132,Invented Divination,虚構占い,,,,['ONA'],12,Finished Airing,"Jan 17, 2020 to Apr 3, 2020",,,"None found,","None found,",['AQUA ARIS'],['Light novel'],['Supernatural'],,,55 sec. per ep.,G - All Ages,6.11,#9337,#7317,"8,189",2,1538,Short episodes of Kotoko doing fortune telling posted on the official Twitter account.,[],Kyokou Uranai,,,,
133,"Martial Master, Wu Shen Zhu Zai",武神主宰,The God of War Dominates,,,['ONA'],608,Currently Airing,"Mar 8, 2020 to ?",,,"['Tencent Penguin Pictures', 'Quyue Technology', 'Manhoo Culture']","None found,",['Ruo Hong Culture'],Novel,,"['Historical', 'Martial Arts']",,8 min. per ep.,PG-13 - Teens 13 or older,7.53,#1858,#8175,"6,155",82,1595,"The protagonist Qin Chen, who was originally the top genius in the military domain, was conspired by the people to fall into the death canyon in the forbidden land of the mainland. Qin Chen, who was inevitably dead, unexpectedly triggered the power of the mysterious ancient sword. Three hundred years later, in a remote part of the Tianwu mainland, a boy of the same name accidentally inherited Qin Chen’s will. As the beloved grandson of King Dingwu of the Daqi National Army, due to the birth father’s birth, the mother and son were treated coldly in Dingwu’s palace and lived together. In order to rewrite the myth of the strong man in hope of the sun, and to protect everything he loves, Qin Chen resolutely took up the responsibility of maintaining the five kingdoms of the world and set foot on the road of martial arts again.",[],Wushen Zhuzai,,"['Action', 'Drama', 'Fantasy']",,
134,,映像研ミニアニメ,,,,['ONA'],13,Finished Airing,"Jan 8, 2020 to Mar 24, 2020",,,"None found,","None found,",['AQUA ARIS'],['Manga'],['Comedy'],,,1 min. per ep.,PG-13 - Teens 13 or older,5.55,#11922,#9001,"4,821",5,1133,Short episodes with super-deformed characters posted in official Twitter account and later released with the BD Box. Includes one recap episode of the first 4 episodes of the main series,[],Eizouken Mini Anime,['Otaku Culture'],,,
135,Katarina's Brain Conference,カタリナ脳内会議,,,,['ONA'],26,Finished Airing,"Feb 29, 2020 to May 8, 2020",,,['Grooove'],"None found,",['AQUA ARIS'],['Light novel'],['Comedy'],"['Isekai', 'Villainess']",,44 sec. per ep.,PG-13 - Teens 13 or older,5.72,#11266,#9042,"4,740",2,1632,"Short specials posted on the official twitter account where the ""Katarina Five"" will introduce Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...","['Sequel (ONA) Katarina Nounai Kaigi X', '']",Katarina Nounai Kaigi,,,,
136,Da Wang Bu Gao Xing,大王不高兴,The Furious Yama,,,['ONA'],12,Finished Airing,"Jan 1, 2020 to Mar 11, 2020",,,['bilibili'],"None found,",['Haoliners Animation League'],['Web manga'],,"['Mythology', 'School']",,7 min. per ep.,PG-13 - Teens 13 or older,6.50,#7070,#9268,"4,407",12,985,"We follow the daily life of Xiao Luo, a young yama (god and judge of the dead) who is afraid of ghosts. In order to properly reign in the underworld, she will have to face her fears.","['Sequel (ONA) Da Wang Bu Gaoxing 2', '']",Da Wang Bu Gaoxing,,"['Comedy', 'Fantasy']",,
137,Kidou Senshi Gundam G40,機動戦士ガンダムG40,Mobile Suit Gundam G40,,,['ONA'],1,Finished Airing,"Jan 1, 2020",,,['Sunrise'],"None found,","['A-1 Pictures', 'GEMBA', 'Artner', 'uzupiyo Animation & Digital Works', 'VROOOOM']",Original,,,,10 min.,PG-13 - Teens 13 or older,6.07,#9530,#9336,"4,307",2,1626,"U.C. 0079 - A squadron of Zakus from the Principality of Zeon invades a neutral space colony. Amuro Ray reluctantly pilots the Gundam G40 prototype mobile suit to combat the threat, as well as Zeon ace pilot Char Aznable and his custom red Zaku II. (Source: ANN)",[],Kidou Senshi Gundam G40,['Mecha'],"['Action', 'Sci-Fi']",,
138,,うしちち食べ放題!ジ・アニメーション,All-You-Can-Eat Cow Tits: The Animation,,,['ONA'],1,Finished Airing,"Mar 11, 2020",,,"None found,","None found,","None found,",['Manga'],['Hentai'],,,21 min.,Rx - Hentai,5.63,N/A,#9534,"4,042",13,1733,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Adaptation (One-shot) Ushichichi Tabehoudai!', '']",Ushichichi Tabehoudai! The Animation,,,,
139,,メルティス・クエスト,,,,['ONA'],2,Finished Airing,"Feb 21, 2020 to Feb 28, 2020",,,['BOMB! CUTE! BOMB!'],"None found,",['Office No. 8'],Game,,,,15 min. per ep.,Rx - Hentai,6.02,N/A,#9869,"3,648",5,1346,The anime adaptation of circle Remtairy's popular RPG Meltys Quest.,[],Meltys Quest,,"['Fantasy', 'Hentai']",,
140,,恋する小惑星 「KiraKira増刊号」,,,,['ONA'],12,Finished Airing,"Jan 4, 2020 to Mar 27, 2020",,,"None found,","None found,","None found,",['4-koma manga'],,"['CGDCT', 'Educational', 'School']",,44 sec. per ep.,PG-13 - Teens 13 or older,6.14,#9171,#10598,"2,905",1,634,Mini anime of Koisuru Asteroid where characters explain astronomy and geology. Later included in the Blu-ray/DVD.,[],Koisuru Asteroid: Kirakira Zoukan-gou,,,,
141,Aikatsu on Parade!: Dream Story,アイカツオンパレード!,,,,['ONA'],6,Finished Airing,"Mar 28, 2020 to Jul 11, 2020",,,['Sunrise Music'],"None found,",['Bandai Namco Pictures'],Game,['Slice of Life'],"['Idols (Female)', 'Music', 'School']",,12 min. per ep.,PG - Children,6.68,#6008,#10652,"2,868",3,1272,"""Dream School Grand Prix"" to decide the No.1 idol school among five schools representing the Aikatsu world will be held! In this competition where top idols representing each school compete on stage, Dream Academy's new idol Noel Otoshiro is selected as one of them?! For each idol's dream, a new story starts running into the shining future! (Source: Crunchyroll)","['Prequel (TV) Aikatsu Friends!: Kagayaki no Jewel', '']",Aikatsu on Parade! (ONA),,,,
142,"Lord Xue Ying 2nd Season, Snow Eagle Lord 2nd Season, Snow Eagle Lord's Adventures,  Xueying Lingzhu Zhi Qiyu Pian",雪鹰领主之奇遇篇,,,,['ONA'],4,Finished Airing,"Jan 2, 2020 to Jan 23, 2020",,,['Tencent Penguin Pictures'],"None found,",['Mili Pictures'],Novel,,"['Historical', 'Martial Arts']",,18 min. per ep.,PG-13 - Teens 13 or older,7.38,#2469,#10774,"2,762",7,1248,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Xue Ying Ling Zhu', 'Sequel (ONA) Xue Ying Ling Zhu 2nd Season']",Xue Ying Ling Zhu Zhi Qi Yu Pian,,"['Action', 'Adventure', 'Fantasy', 'Romance']",,
143,,腐界に眠る王女のアバドーン THE ANIMATION,,,,['ONA'],1,Finished Airing,"Jan 24, 2020",,,"None found,","None found,",['Peak Hunt'],Visual novel,['Hentai'],,,24 min.,Rx - Hentai,5.67,N/A,#10964,"2,608",1,883,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Fukai ni Nemuru Oujo no Abaddon The Animation,,,,
144,"Way of Choices 5th Season, Fighter of the Destiny 5th Season",择天记 第五季,,,,['ONA'],12,Finished Airing,"Mar 16, 2020 to May 25, 2020",,,"['Tencent Penguin Pictures', 'China Literature Limited']","None found,",['Foch Film'],Novel,,,,21 min. per ep.,PG-13 - Teens 13 or older,7.15,#3637,#11102,"2,503",2,881,The fifth season of Ze Tian Ji.,"['Prequel (ONA) Ze Tian Ji 4th Season', '']",Ze Tian Ji 5th Season,,"['Action', 'Adventure', 'Fantasy']",,
145,The Huntress of Niplheim,ニプルへイムの狩人,,,,['ONA'],2,Finished Airing,"Jan 25, 2020 to Jan 31, 2020",,,['BOMB! CUTE! BOMB!'],"None found,",['SELFISH'],Game,['Hentai'],,,15 min. per ep.,Rx - Hentai,5.19,N/A,#11122,"2,487",3,795,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Niplheim no Karyuudo,,,,
146,THE IDOLM@STER Cinderella Girls Theater: Extra Stage,アイドルマスター シンデレラガールズ劇場 Extra Stage,,,,['ONA'],48,Finished Airing,"Mar 24, 2020 to Apr 13, 2021",,,"None found,","None found,",['Zero-G'],['4-koma manga'],,,,2 min. per ep.,PG-13 - Teens 13 or older,6.30,#8253,#12196,"1,788",3,345,Fifth season of Cinderella Girls Gekijou.,"['Prequel (TV) Cinderella Girls Gekijou: Climax Season', 'Adaptation (Manga) Cinderella Girls Gekijou']",Cinderella Girls Gekijou: Extra Stage,,"['Comedy', 'Slice of Life']",,
147,PianoMan,PIANOMAN,,,,['ONA'],1,Finished Airing,"Jan 17, 2020",,,"None found,","None found,",['Echoes'],Original,['Fantasy'],"['Music', 'Mythology', 'Psychological']",,5 min.,PG-13 - Teens 13 or older,6.31,#8194,#12559,"1,583",1,800,"The still, white space expands as far as the eye can see. A man who's lost his memory awakens. An enormous door stands before him, and there's an old temple in the distance. The building seems to be calling to him, and the man approaches it. There's an old piano there. The moment he touches it, horrifying memories return to him. Who is this man, really? And what is the truth of this space...? (Source: YouTube)",[],Pianoman,,,,
148,,『RabbiTube』クリエイターにチャレンジ！,,,,['ONA'],16,Finished Airing,"Jan 24, 2020 to Dec 5, 2021",,,['Bandai Namco Online'],"None found,",['DandeLion Animation Studio'],Game,['Comedy'],,,9 min. per ep.,G - All Ages,7.13,#3776,#12564,"1,580",10,503,Short videos are released each month on YouTube to celebrate the character's birthdays.,[],RabbiTube: Creator ni Challenge!,['Idols (Male)'],,,
149,Anime Tamago 2020,レベッカ,The Chronicles of Rebecca,,,['ONA'],1,Finished Airing,"Mar 27, 2020",,,"None found,","None found,",['Vega Entertainment'],Novel,['Slice of Life'],,,24 min.,G - All Ages,6.38,#7823,#12604,"1,563",3,551,"Set in a rural town in Maine, USA, at the end of the 19th century. The second of seven siblings, Rebecca, is a bright and energetic 10-year-old girl. When her father dies, Rebecca’s life becomes harder and she is sent to live with her two aunts, Miranda and Jane. Rebecca, who admires the gentle Jane, constantly cowers from the strict and nagging Miranda. One day, Rebecca is scolded by Miranda for going out in a pink dress that Jane had made for her by hand. After Miranda insults her father, Rebecca explodes and leaves the house in a rage… (Source: JMAF Overseas Promotion)",[],Rebecca,,,,
150,Lord of the Universe 2nd Season,万界神主 第二季,,,,['ONA'],48,Finished Airing,"Feb 1, 2020 to Jul 8, 2020",,,"None found,","None found,",['Ruo Hong Culture'],['Manga'],,,,9 min. per ep.,PG-13 - Teens 13 or older,6.92,#4718,#12628,"1,548",4,568,Second season of Wan Jie She Zhu.,"['Prequel (ONA) Wan Jie Shen Zhu', 'Sequel (ONA) Wan Jie Shen Zhu 3rd Season']",Wan Jie Shen Zhu 2nd Season,,"['Adventure', 'Fantasy']",,
151,"Semi and the Magic Cube 2, Semi in the Magic Cube 2",세미와 매직큐브 시즌2,,,,['ONA'],26,Finished Airing,"Mar 30, 2020 to May 26, 2020",,,"None found,","None found,",['Durufix'],Original,,,,13 min. per ep.,PG-13 - Teens 13 or older,[],#13850,#12952,"1,401",5,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Semi wa Magic Cube', '']",Semi wa Magic Cube 2nd Season,,"['Action', 'Fantasy']",,
152,"Shenme Gui Part 2, Non-human Part 2",非人哉 第二季,,,,['ONA'],12,Finished Airing,"Jan 8, 2020 to Mar 18, 2020",,,"['Tencent Penguin Pictures', 'Fenz']","None found,","None found,",['Manga'],,,,6 min. per ep.,PG-13 - Teens 13 or older,7.04,#4186,#13433,"1,229",1,424,Second part of first season of Fei Ren Zai.,"['Prequel (ONA) Fei Ren Zai', 'Sequel (ONA) Fei Ren Zai Part 3', 'Adaptation (Manhua) Fei Ren Zai', '']",Fei Ren Zai Part 2,['Mythology'],"['Comedy', 'Supernatural']",,
153,,시타를 위하여,For the Sake of Sita,,,['ONA'],1,Finished Airing,"Feb 26, 2020",,,"None found,","None found,","None found,",['Web manga'],,,,4 min.,PG-13 - Teens 13 or older,6.20,#8804,#13519,"1,201",4,280,"For her sake, he would sacrifice anything... While volunteering in Nepal, a Korean medical student named Sangmin Han encounters the beautiful yet tragic Sita. Previously, she was a Kumari—a prepubescent girl worshipped as the vessel of a goddess. But she has since been forsaken as a Kumari, and cast out from society. Falling in love, they marry and move to Korea, but their blissful love is short-lived; Sita dies only a year later. Losing the woman dearest to him, Sangmin desperately begs the gods to bring Sita back. His prayers are answered but in exchange for a sacrifice, and he awakens in the streets of Nepal. However, something is amiss—his body has suddenly aged, and standing in front of him is a young Sita, with no memory of him. Through two lovers bound together by a destiny running deeper than it first appears, For the Sake of Sita is the story of Sita growing up as a Kumari, and Sangmin's tribulations in trying to avert her terrible fate. [Written by MAL Rewrite]","['Adaptation (Manhwa) For the Sake of Sita', '']",Sita Wihayeo,,"['Drama', 'Fantasy', 'Romance']",,
154,Microphone Soul Spinners  ～言霊少女～,,,,,['ONA'],24,Finished Airing,"Jan 11, 2020 to Aug 15, 2020",,,"None found,","None found,","None found,",Mixed media,,,,9 min. per ep.,PG-13 - Teens 13 or older,[],#17601,#13605,"1,171",1,,"This is ""Holy Hierarchy Academy,"" the world's best girls' high school that trains future stars. Here, the top dog students have all the control, and they possess a unique beverage: the Hierar Milk, extracted from the mythical bovine, the Hierar Beef. One swig from these divine drops bestows enough radiance and go-getter energy that nothing but the position of top dog will satisfy. Getting it means winning in battle at the academy. This year will feature the highest form of competitive self-expression, the rap battle! This youth story is about four students at the bottom of the hierarchy who meet in a rap battle and climb to to the top! (Source: ANN)",[],Microphone Soul Spinners: Kotodama Shoujo,['Music'],,,
155,,恐竜少女ガウ子シーズン2,Dino Girl Gauko Season 2,,,['ONA'],19,Finished Airing,"Mar 20, 2020",,,"None found,","None found,",['Ascension'],Original,['Comedy'],,,9 min. per ep.,G - All Ages,6.39,#7731,#13598,"1,171",3,610,"The comedy series is set in Japan and follows Naoko Watanabe, a typical tween girl aside from the fact that she possesses strange and sometimes troubling powers. When her anger exceeds a maximum level, she turns into Gauko, the fire-breathing dinosaur girl. (Source: Variety)","['Prequel (ONA) Kyouryuu Shoujo Gauko', '']",Kyouryuu Shoujo Gauko 2nd Season,['Super Power'],,,
156,,千雪のファッションチェック,,,,['ONA'],9,Finished Airing,"Mar 8, 2020 to Apr 5, 2020",,,['Bit Promotion'],"None found,",['AQUA ARIS'],['Manga'],['Comedy'],,,1 min. per ep.,PG-13 - Teens 13 or older,5.39,#12421,#13851,"1,091",0,278,Another set of short episodes with super-deformed characters posted on the official Twitter account. Chiyuki talks about the style of a famous person and famous anime characters.,[],Chiyuki no Fashion Check,,,,
