,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genres,Synonyms,Theme,Demographics
130,XL上司。,XL Boss,,,,['ONA'],8,Finished Airing,"Oct 7, 2019 to Nov 25, 2019",,,"['Picante Circus', 'Suiseisha']","None found,",['Magic Bus'],['Manga'],['Hentai'],,['Josei'],6 min. per ep.,Rx - Hentai,6.18,N/A,#4056,"34,123",129,11764,"With the hopes of making a bit of extra cash, office worker Saki Watase registers for a product review program. But when the first product her new part-time job sends her is a huge box of XL condoms, Saki decides to put the task to the side. Later on, while at a drinking party with her coworkers—including her competent but infuriating ""demon boss"" Keisuke Sudou—Saki ends up drunk out of her mind, so Keisuke offers to escort her home. Upon their arrival at Saki's apartment, however, Keisuke immediately takes notice of his subordinate's substantial number of XL condoms. When she explains the circumstances of her part-time job, Keisuke offers to help out with the testing—revealing himself to be XL-sized! [Written by MAL Rewrite]","['Adaptation (Manga) Joushi no Asoko wa XL Size!? Futoi Sakippo... Haitteru...!', '']",XL Joushi.,,,,
131,Levius -レビウス-,,,,,['ONA'],12,Finished Airing,"Nov 28, 2019",,,['Netflix'],['VIZ Media'],['Polygon Pictures'],['Manga'],,,['Seinen'],25 min. per ep.,PG-13 - Teens 13 or older,7.13,#3767,#4609,"25,959",72,11587,"As society rises from the ashes of war, cybernetically augmented arena fighters battle for fame and fortune... or die trying. It's the 19th century, and the world has entered the Era of Rebirth, recovering from the devastating flames of war. The sport of mechanical martial arts has galvanized the nations. Cybernetically augmented fighters turn their blood into steam and their bodies into brutal fighting—and killing—machines. Young Levius is one of those arena battlers, hell-bent on winning in order to simply survive. (Source: VIZ Media)","['Adaptation (Manga) Levius', '']",Levius,"['Sci-Fi', 'Sports']",,['Combat Sports'],
132,ぬるぺた,Null & Peta,Null & Peta,Null & Peta,Null & Peta,['ONA'],12,Finished Airing,"Oct 4, 2019 to Dec 20, 2019",,,"None found,","None found,",['Shin-Ei Animation'],Mixed media,,,,5 min. per ep.,PG-13 - Teens 13 or older,6.40,#7682,#4803,"23,475",20,10316,"Genius inventor Null tragically loses her older sister Peta in an accident. To get over the grief, Null develops ""Peta Robo,"" a robot with the same characteristics as her late sister. However, the robot is a little different as to what Null expected. (Source: MAL News)",[],Null Peta,"['Comedy', 'Sci-Fi']",,,
133,ガンダムビルドダイバーズRe:RISE,GUNDAM BUILD DIVERS Re:RISE,,,,['ONA'],13,Finished Airing,"Oct 10, 2019 to Dec 26, 2019",,,"['Sunrise', 'Sotsu', 'Asatsu DK']",['Nozomi Entertainment'],['Sunrise Beyond'],Original,,,,24 min. per ep.,PG-13 - Teens 13 or older,7.06,#4126,#5383,"17,727",63,8047,"Two years have passed since the EL-Divers incident, and the popularity of the game Gunpla Battle Nexus Online (GBN) has continued to skyrocket. With the addition of exciting new features such as missions and story events, the GBN experience is more immersive than ever before. Amidst the player base, a user known as Hiroto Kuga has been gaining notoriety for his top-notch skills. Through a series of coincidences, Hiroto meets three other players: the boastful Kazami Torimachi, the mysterious May, and the timid Parviz. Forming the ""BUILD DiVERS,"" the unlikely group sets on a story mission rumored to carry bountiful in-game rewards. Together, the BUILD DiVERS must confront their own weaknesses as they join arms in a journey that may very well transcend the existence of GBN itself. [Written by MAL Rewrite]","['Prequel (TV) Gundam Build Divers', 'Sequel (ONA) Gundam Build Divers Re:Rise 2nd Season']",Gundam Build Divers Re:Rise,"['Action', 'Sci-Fi']",,['Mecha'],
134,어느 날 잠에서 깨어보니 베이글녀가 되어 있었다,When I Woke Up I Became a Bagel Girl,,,,['ONA'],15,Finished Airing,"Nov 25, 2019 to Dec 2, 2019",,,"None found,","None found,",['Studio Animal'],['Web manga'],,,,12 min. per ep.,PG-13 - Teens 13 or older,6.28,#8417,#5910,"13,912",62,3857,"Bong Gi used to have dreams of making something of his life. But now all that seems like a distant memory. He has become fat, lazy, unemployed, and altogether unlovable. In the real world, people are grossed out by him. He has never had a girlfriend and he spends his late nights fantasizing about women whose pictures he leers at on the internet. His own life appalls him, but he has one escape – his online life. Gaming has become his everything, and he excels at it. After another long, lonely night of gaming, he wakes up – and is shocked to find that he has transformed into a woman. Or to be more precise, a woman who looks a lot like those he used to lust after online! Confused, he does not know where to turn – so looks for answers on the net. He encounters a young woman in a chat forum named Sae Mi, who offers him advice. He soon falls for her charms – which makes things complicated to say the least. And things get even more bizarre when he attempts to take revenge on Sang Woo, a school bully who turns out to be Sae Mi’s older brother! (Source: Viki)","['Adaptation (Manhwa) When I Woke Up I Became a Bagel Girl', '']",Eoneu Nal Jameseo Kkaeeoboni Bagelyeoga Doeeo Isseotda,"['Comedy', 'Romance', 'Ecchi']","When I Woke Up I Became a Bagel Girl, He Woke Up as a Bagel Girl",['Magical Sex Shift'],
135,镇魂街 北落师门篇 上,Rakshasa Street,,,,['ONA'],5,Finished Airing,"Dec 28, 2019 to Jan 18, 2020",,,"None found,",['bilibili'],['L²Studio'],['Manga'],,,,23 min. per ep.,PG-13 - Teens 13 or older,7.08,#4038,#7411,"7,900",8,1639,First half of the second season of Zhen Hun Jie.,"['Prequel (ONA) Zhen Hun Jie', 'Sequel (ONA) Zhen Hun Jie: Bei Luo Shi Men Pian Part 2']",Zhen Hun Jie: Bei Luo Shi Men Pian Part 1,"['Action', 'Supernatural']","Requiem Street, Rakshasa Street 2 Part 1",,
136,虚構推理 ミニアニメ,In/Spectre Mini Anime,,,,['ONA'],38,Finished Airing,"Nov 15, 2019 to Feb 10, 2020",,,"None found,","None found,",['AQUA ARIS'],['Manga'],,,,1 min. per ep.,PG-13 - Teens 13 or older,5.88,#10545,#7470,"7,759",5,1504,Short episodes with super-deformed characters posted on the official Twitter account. Includes the extra episode commemorating the BD/DVD releases.,"['Sequel (ONA) Kyokou Suiri Mini Anime Season 2', '']",Kyokou Suiri Mini Anime,"['Comedy', 'Supernatural']",,['Mythology'],
137,OBSOLETE,Obsolete,,,,['ONA'],12,Finished Airing,"Dec 3, 2019 to Dec 1, 2020",,,"['Nitroplus', 'Good Smile Company', 'Bandai Namco Arts', 'Bandai Namco Online']",['Sentai Filmworks'],['Buemon'],Original,,,,13 min. per ep.,PG-13 - Teens 13 or older,5.94,#10237,#7643,"7,341",14,2179,"In 2014, aliens revealed themselves to request trade with humanity. In exchange for limestone, they would provide a consciousness-controlled general-use robot known as an ""Exoframe."" Cheaper than an aircraft, tank, or firearm, and easy enough for anyone to operate, the ""Exoframe"" spreads change throughout the world in the blink of an eye... (Source: Official site)",[],Obsolete,,,['Mecha'],
138,デジモンアドベンチャー20周年メモリアルストーリー,Digimon Adventure: 20th Memorial Story,,,,['ONA'],5,Finished Airing,"Nov 22, 2019 to Dec 25, 2020",,,"None found,","None found,",['Toei Animation'],Original,,,,6 min. per ep.,G - All Ages,6.76,#5570,#7810,"6,971",2,2322,"A crowdfunding campaign opened for the ""Digimon Adventure Memorial Story Project."" It was for 5 shorts that included a prequel of the upcoming film and side stories about the daily lives of the Digimon characters and their partners, which are stories that did not make it into the film. The campaign was successfully backed. (Source: ANN)","['Prequel (Movie) Digimon Adventure tri. 6: Bokura no Mirai', 'Sequel (Movie) Digimon Adventure: Last Evolution Kizuna']",Digimon Adventure: 20-shuunen Memorial Story,"['Adventure', 'Drama']",To Sora,,
139,FASTENING DAYS,,,,,['ONA'],1,Finished Airing,"Oct 30, 2014",,,"None found,","None found,",['Studio Colorido'],Original,,,['Kids'],11 min.,G - All Ages,6.37,#7894,#8091,"6,388",2,2989,"Yoji and Kei, a boy and girl, live in a town in the not-so-distant future with their foster parent, Anna. But these seemingly ordinary children have a secret hidden even from their unsuspecting mother. Yoji and Kei are superhero defenders of their town! With a flap of their capes, the two of them and their robot bear sidekick, Oscar, protect the citizens in their town with their handmade high-tech machinery. But from what menace? And will our little heroes be able to overcome the crisis about to threaten the town's peaceful everyday serenity? Check out this utterly electrifying near-future animation to find out! (Source: Official website)","['Sequel (ONA) Fastening Days 2', '']",Fastening Days,,,,
140,天体のメソッド もうひとつの願い,,,,,['ONA'],1,Finished Airing,"Oct 11, 2019",,,"None found,","None found,",['Studio 3Hz'],Original,,,,29 min.,PG-13 - Teens 13 or older,7.14,#3712,#8477,"5,747",4,1824,The official website of Sora no Method (Celestial Method) announced a new episode for the anime series. The episode will feature a new character. (Source: MAL News),"['Adaptation (Manga) Sora no Method', '']",Sora no Method: Mou Hitotsu no Negai,"['Comedy', 'Fantasy']",,['School'],
141,狐妖小红娘 尾生篇,Fox Spirit Matchmaker 8th Season,,,,['ONA'],10,Finished Airing,"Nov 22, 2019 to Jan 17, 2020",,,"['Tencent Animation & Comics', 'Tencent Penguin Pictures']","None found,","['Haoliners Animation League', 'Garden Culture']",['Manga'],,,,18 min. per ep.,PG-13 - Teens 13 or older,6.93,#4669,#10022,"3,514",3,849,The 8th season of Huyao Xiao Hongniang.,"['Prequel (ONA) Huyao Xiao Hongniang: Zhu Ye', 'Sequel (ONA) Huyao Xiao Hongniang: Jin Chenxi', 'Adaptation (Manhua) Xiangsishu Xia', '']",Huyao Xiao Hongniang: Wei Sheng,"['Comedy', 'Drama', 'Romance', 'Supernatural']","Little Foxspirit Matchmaker Season 8, Enmusubi no Youko-chan",['Historical'],
142,今天开始做明星,Re:STARS,,,,['ONA'],13,Finished Airing,"Dec 27, 2019 to Mar 20, 2020",,,"['TMS Entertainment', 'Bushiroad Move']",['iQIYI'],['ASK Animation Studio'],['Manga'],['Comedy'],"['Crossdressing', 'Music']",,23 min. per ep.,PG-13 - Teens 13 or older,6.93,#4671,#10135,"3,389",25,851,"Qin Ze is a young man who has just entered university. From an early age he excels in singing but following a trauma, he is no longer able to sing in public. However one day, his twin sister Qin Ya, a popular singer, will change his fate by asking him to replace her. (Source: Nautiljon)","['Sequel (ONA) Jintian Kaishi Shanyao Dengchang', '']",Jintian Kaishi Zuo Mingxing,,"Jintian Wo Kaishi Zuo Mingxing, Start to be a star today, Super Star",,
143,SDガンダムワールド 三国創傑伝,SD Gundam World: Sangoku Soketsuden,SD Gundam World: Sangoku Soketsuden,SD Gundam World Sangoku Soketsuden,SD Gundam World: Sangoku Soketsuden,['ONA'],10,Finished Airing,"Jul 26, 2019 to Mar 25, 2021",,,"None found,",['Nozomi Entertainment'],['Sunrise'],Original,['Action'],"['Historical', 'Mecha']",,15 min. per ep.,PG - Children,5.69,#11404,#10502,"3,042",6,688,"As if led by fate, after meeting Guan Yu Nu Gundam and Zhang Fei God Gundam, Liu Bei Unicorn Gundam resolves to save the world. Repeated warfare has destroyed countries that once prospered gloriously, leaving the land in ruins. Just when revival is in sight, an epidemics of the mysterious Yellow Zombie Virus breaks out. The virus carriers lose themselves and start attacking people. The survivors are forced to live inside fortified cities for protection relying on a form of energy known as ""Trinity."" However, this finite energy has caused social stratification and much conflict. Each fortified city is isolated by walls, and each country is ruled by a lord. The lord Dong Zhuo has been acting in an outrageous manner since the passing of the previous lord. As if drawn together by destiny, Liu Bei Unicorn Gundam meets Guan Yu Nu Gundam and Zhang Fei God Gundam, and decides to save the world. Eventually, the passion of the three young men will bring about great change in the world. The new heroes unveil a new chapter in history! (Source: Official Site)","['Prequel (TV) SD Gundam Sangokuden Brave Battle Warriors', '']",SD Gundam World: Sangoku Souketsuden,,,,
144,武庚纪之三界,,,,,['ONA'],42,Finished Airing,"Dec 20, 2019 to Oct 9, 2020",,,['Tencent Penguin Pictures'],"None found,",['Sparkly Key Animation Studio'],['Manga'],,"['Historical', 'Martial Arts']",,16 min. per ep.,PG-13 - Teens 13 or older,7.24,#3152,#10551,"2,990",11,961,Third season of Wu Geng Ji.,"['Prequel (ONA) Wu Geng Ji Zhi Tianqi', 'Sequel (ONA) Wu Geng Ji 4th Season', 'Adaptation (Manhua) Feng Shen Ji II', '']",Wu Geng Ji Zhi San Jie,"['Action', 'Fantasy', 'Supernatural']","Wu Geng Ji 3rd Season, The Legend and the Hero, Feng Shen Ji, Chronicles of the God's Order",,
145,万界仙踪 第3季,The Wonderland of Ten Thousand 3rd Season,,,,['ONA'],48,Finished Airing,"Oct 17, 2019 to Apr 9, 2020",,,['Tencent Penguin Pictures'],"None found,",['Ruo Hong Culture'],['Web manga'],,"['Historical', 'Martial Arts', 'Mythology']",,7 min. per ep.,PG-13 - Teens 13 or older,7.21,#3314,#10641,"2,915",7,1390,Third season of Wan Jie Xian Zong.,"['Prequel (ONA) Wan Jie Xian Zong 2nd Season', 'Sequel (ONA) Wan Jie Xian Zong 4th Season']",Wan Jie Xian Zong 3rd Season,"['Action', 'Adventure', 'Fantasy', 'Romance']","Wan Jie Xian Zong Di San Ji, Wanjie Xianzong 3rd Season",,
146,灵剑尊,,,,,['ONA'],40,Finished Airing,"Dec 24, 2019 to May 15, 2020",,,"None found,","None found,",['Suoyi Technology'],Novel,,,,10 min. per ep.,PG-13 - Teens 13 or older,7.12,#3793,#10694,"2,875",7,1324,Third season of Ling Jian Zun.,"['Prequel (ONA) Ling Jian Zun 2nd Season', 'Sequel (ONA) Ling Jian Zun 4th Season']",Ling Jian Zun 3rd Season,"['Action', 'Adventure', 'Fantasy', 'Romance']",Spirit Sword Sovereign 3rd Season,['Martial Arts'],
147,囀る動物はやるしかない！,,,,,['ONA'],25,Finished Airing,"Dec 19, 2019 to Feb 14, 2020",,,"None found,","None found,",['AQUA ARIS'],['Manga'],['Comedy'],,,50 sec. per ep.,PG-13 - Teens 13 or older,6.45,#7421,#11077,"2,561",9,823,"Mini anime to promote the movie Saezuru Tori wa Habatakanai: The Clouds Gather, in which the characters turned into cats and dogs.",[],Saezuru Doubutsu wa Yarushikanai!,,,,
148,ランウェイで笑って ミニアニメ,,,,,['ONA'],42,Finished Airing,"Nov 5, 2019 to Mar 26, 2020",,,['Bit Promotion'],"None found,",['AQUA ARIS'],['Manga'],['Comedy'],,,45 sec. per ep.,PG-13 - Teens 13 or older,5.49,#12155,#11092,"2,549",0,444,Short episodes with chibi characters posted on the official Twitter account.,[],Runway de Waratte Mini Anime,,Smile Down the Runway Mini Anime,['Visual Arts'],
149,あの日の心をとらえて,,,,,['ONA'],1,Finished Airing,"Oct 23, 2019",,,"['A-1 Pictures', 'Omnibus Japan', 'Tohokushinsha Film Corporation', 'Sunrise Music']","None found,",['Sunrise'],Original,,,,7 min.,G - All Ages,5.92,#10351,#11168,"2,490",2,943,"The story is set in a town that preserves nature and its natural attractions using technology. It centers on a protagonist who has drifted apart from his childhood friend, and uses the FlatFormer to reconnect through time and space. (Source: ANN)",[],Ano Hi no Kokoro wo Toraete,"['Drama', 'Sci-Fi']",Seize Your Heart From That Day,,
150,アイドルマスター シンデレラガールズ Spin-off!,,,,,['ONA'],1,Finished Airing,"Nov 10, 2019",,,['Bandai Namco Entertainment'],"None found,",['Orange'],Game,,,,6 min.,PG-13 - Teens 13 or older,6.18,#8968,#11367,"2,352",2,694,The Idolm@ster Cinderella Girls 8th anniversary special promotional film. (Source: AniDB),[],The iDOLM@STER Cinderella Girls: Spin-off!,,,['Music'],
151,恐竜少女ガウ子,Dino Girl Gauko,Dino Girl Gauko,Dino Girl Gauko,Dino Girl Gauko,['ONA'],20,Finished Airing,"Nov 22, 2019",,,"None found,","None found,",['Ascension'],Original,['Comedy'],,,7 min. per ep.,G - All Ages,6.33,#8092,#11413,"2,323",11,1183,"The comedy series is set in Japan and follows Naoko Watanabe, a typical tween girl aside from the fact that she possesses strange and sometimes troubling powers. When her anger exceeds a maximum level, she turns into Gauko, the fire-breathing dinosaur girl. (Source: Variety)","['Sequel (ONA) Kyouryuu Shoujo Gauko 2nd Season', '']",Kyouryuu Shoujo Gauko,,,['Super Power'],
152,灵笼:INCARNATION 中章,Ling Cage,,,,['ONA'],1,Finished Airing,"Nov 17, 2019",,,"None found,","None found,",['YHKT Entertainment'],Original,,,,46 min.,R - 17+ (violence & profanity),7.36,#2514,#11992,"1,950",6,878,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (ONA) Ling Long: Incarnation', 'Sequel (ONA) Ling Long: Incarnation Part 2']",Ling Long: Incarnation Middle Chapter,"['Action', 'Drama', 'Horror', 'Sci-Fi', 'Suspense']","Spirit Cage: Incarnation Middle Chapter, Ling Long Episode 6.5",['Mythology'],
