,Synonyms,Japanese,English,German,Spanish,French,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genre,Themes,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,Scorers,Synopsis,Related_Entries,Title,Genres,Theme,Demographics
72,Dayan the Cat: Wonder Theater,猫のダヤン ふしぎ劇場,,,,,['TV'],30,Finished Airing,"Oct 1, 2016 to Apr 20, 2017",['Fall 2016'],Saturdays at 07:00 (JST),"None found,","None found,",['Kachidoki Studio'],Picture book,,,['Kids'],1 min. per ep.,G - All Ages,[],#20612,#17866,429,0,,"Third season of Dayan the Cat. The shorts will be ""theatrical-style,"" with a curtain opening on the everyday adventures of Dayan and his friends.","['Prequel (TV) Neko no Dayan: Nihon e Iku', 'Sequel (TV) Neko no Dayan (2017)']",Neko no Dayan: Fushigi Gekijou,,,
73,Perfect! Nekozakana,ぴったんこ! ねこざかな,,,,,['TV'],50,Finished Airing,"Oct 2, 2016 to Sep 17, 2017",['Fall 2016'],Unknown,['TMS Music'],"None found,","['TMS Entertainment', 'Studio Comet']",Original,['Comedy'],,['Kids'],5 min. per ep.,G - All Ages,[],#21056,#18602,375,0,,"On a distant southern island, a fish (sakana) opened its mouth for a cat (neko), thus ""nekozakana"" (cat-fish) is born. (Source: ANN)","['Sequel (TV) Pittanko!! Nekozakana', '']",Pittanko! Nekozakana,,,
74,,おはよう! コケッコーさん,,,,,['TV'],50,Finished Airing,"Oct 2, 2016 to Sep 17, 2016",['Fall 2016'],Unknown,['TMS Music'],"None found,","['TMS Entertainment', 'TOCSIS']",Original,['Comedy'],,['Kids'],3 min. per ep.,G - All Ages,[],#20784,#19192,333,0,,Kokekkou-san is a mother hen in a big chicken family. Keeping everyone and everything right is not an easy job for her. (Source: ANN),[],Ohayou! Kokekkou-san,,,
75,,ラララ ララちゃん~パタパタだいせんそう~,,,,,['TV'],12,Finished Airing,"Oct 21, 2016 to Jan 13, 2017",['Fall 2016'],Unknown,"None found,","None found,",['Usagi Ou'],Original,,,['Kids'],4 min. per ep.,G - All Ages,[],#19715,#19217,331,0,,The 2nd season of Lalala Lala-chan. A prince from another country washes ashore and asks for help from the group. His kingdom is overrun by an evil monster that has laid the land to waste.,"['Prequel (ONA) Lalala Lala-chan', 'Sequel (TV) Lalala Lala-chan ★Uchuu ni Muchuu★']",Lalala Lala-chan: Patapata Daisensou,"['Adventure', 'Fantasy']",,
76,,どちゃもん じゅにあ 2,,,,,['TV'],16,Finished Airing,"Oct 10, 2016 to Feb 27, 2017",['Fall 2016'],Unknown,"None found,","None found,",['Calf Studio'],Original,['Comedy'],,['Kids'],9 min. per ep.,G - All Ages,[],#17665,#19318,324,0,,The second season of Dochamon Junior.,"['Prequel (TV) Dochamon Junior', '']",Dochamon Junior 2,,,
77,GG Bond 12,猪猪侠 梦想守卫者,GG Bond Season 12: Dream Guardians,,,,['TV'],52,Finished Airing,"Oct 28, 2016 to Dec 29, 2016",['Fall 2016'],Unknown,"None found,","None found,","None found,",Original,['Sci-Fi'],,['Kids'],15 min. per ep.,G - All Ages,[],#16370,#19312,322,0,,G.G. Bonds enters the realm of dreams to stop evil's power from growing. They must get the citizens of Crystal City to remember their dreams so that the 5 element powers can recharge.,"['Prequel (TV) Zhu Zhu Xia: Guang Ming Shou Wei Zhe', 'Sequel (TV) Zhu Zhu Xia: Chao Xing Meng Chong']",Zhu Zhu Xia: Meng Xiang Shou Wei Zhe,,['Super Power'],
78,,매직 어드벤처-더 크리스탈 오브 다크,Magic Adventures: The Crystal of Dark,,,,['TV'],52,Finished Airing,"Sep 24, 2016 to Oct 14, 2017",['Fall 2016'],Unknown,"None found,","None found,","None found,",Unknown,['Adventure'],,['Kids'],Unknown,PG - Children,[],#19939,#22294,163,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Magic Adventures: The Crystal of Dark,,,
79,Athlon Tobot 2nd Season,애슬론 또봇 2기,Athlon Tobot 2,,,,['TV'],13,Finished Airing,"Sep 7, 2016 to Jan 11, 2017",['Fall 2016'],Unknown,"None found,","None found,","None found,",Unknown,,,['Kids'],20 min. per ep.,PG - Children,[],#16658,#22768,143,0,,"Team Typhoon, led by the talented but headstrong Taren Swift (something of a legacy in the Robot Dodgeball League due to his grandfather, Mr. Swift, being a founder of the sport), pairs up with Team Athlon in their search for a mysterious villain within the members of the Robot Dodgeball League. It's not easy, but the two young pilots learn to work together and combine their respective strengths, and so do their Athlons! Dr. Hughes introduces integration technology to Alpha, Beta and Theta, who combine to form the impressive Champion. What's more, Dr. Hughes outdoes herself and designs a six-part integration involving Kyle and Taren's Athlons. Together, they form the massive and powerful Magma 6! (Source: Tobos Wiki)","['Prequel (TV) Athlon Tobot', 'Sequel (TV) Athlon Tobot 3']",Athlon Tobot 2,"['Sci-Fi', 'Sports']",,
80,Battle Claw,兽王争锋,BattleClaw,,,,['TV'],26,Finished Airing,"Nov 25, 2016 to Dec 2016",['Fall 2016'],Unknown,"None found,","None found,","None found,",Original,['Sci-Fi'],,['Kids'],22 min. per ep.,PG - Children,[],#14323,#23475,123,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Sequel (TV) Shouwang Zhengfeng: Yuanshi Zhi Li', '']",Shouwang Zhengfeng,,,
81,,森巴幸福岛,Senba Happy Island,,,,['TV'],52,Finished Airing,"Nov 21, 2016 to Dec 22, 2016",['Fall 2016'],Unknown,"None found,","None found,","None found,",Original,['Fantasy'],,['Kids'],13 min. per ep.,PG - Children,[],#13973,#24559,101,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,[],Senba Xingfu Dao,,['Anthropomorphic'],
82,,바이클론즈 5기,,,,,['TV'],14,Finished Airing,"Sep 23, 2016 to Nov 10, 2016",['Fall 2016'],Unknown,"None found,","None found,","None found,",Original,,,['Kids'],10 min. per ep.,PG - Children,[],#16952,#27809,57,0,,No synopsis information has been added to this title. Help improve our database by adding a synopsis here.,"['Prequel (TV) Biklonz 4th Season', 'Sequel (TV Special) Biklonz: Barbarian King Special']",Biklonz 5th Season,"['Action', 'Sci-Fi']",,
83,Naruto Hurricane Chronicles,-ナルト- 疾風伝,Naruto Shippuden,Naruto Shippuden,Naruto Shippuden,Naruto Shippuden,['TV'],500,Finished Airing,"Feb 15, 2007 to Mar 23, 2017",['Winter 2007'],Thursdays at 19:30 (JST),"['TV Tokyo', 'Aniplex', 'KSS', 'Rakuonsha', 'TV Tokyo Music', 'Shueisha']",['VIZ Media'],['Pierrot'],['Manga'],,,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,8.28,#303,#16,"2,596,462","115,576",1727657,"It has been two and a half years since Naruto Uzumaki left Konohagakure, the Hidden Leaf Village, for intense training following events which fueled his desire to be stronger. Now Akatsuki, the mysterious organization of elite rogue ninja, is closing in on their grand plan which may threaten the safety of the entire shinobi world. Although Naruto is older and sinister events loom on the horizon, he has changed little in personality—still rambunctious and childish—though he is now far more confident and possesses an even greater determination to protect his friends and home. Come whatever may, Naruto will carry on with the fight for what is important to him, even at the expense of his own body, in the continuation of the saga about the boy who wishes to become Hokage. [Written by MAL Rewrite]","['Prequel (TV) Naruto', 'Sequel (Movie) Boruto: Naruto the Movie', 'Sequel (TV) Boruto: Naruto Next Generations', 'Adaptation (Manga) Naruto']",Naruto: Shippuuden,"['Action', 'Adventure', 'Fantasy']",['Martial Arts'],
84,OP,ONE PIECE,One Piece,,,,['TV'],Unknown,Currently Airing,"Oct 20, 1999 to ?",['Fall 1999'],Sundays at 09:30 (JST),"['Fuji TV', 'TAP', 'Shueisha']","['Funimation', '4Kids Entertainment']",['Toei Animation'],['Manga'],,,['Shounen'],24 min.,PG-13 - Teens 13 or older,8.73,#51,#17,"2,494,626","234,524",1418445,"Barely surviving in a barrel after passing through a terrible whirlpool at sea, carefree Monkey D. Luffy ends up aboard a ship under attack by fearsome pirates. Despite being a naive-looking teenager, he is not to be underestimated. Unmatched in battle, Luffy is a pirate himself who resolutely pursues the coveted One Piece treasure and the King of the Pirates title that comes with it. The late King of the Pirates, Gol D. Roger, stirred up the world before his death by disclosing the whereabouts of his hoard of riches and daring everyone to obtain it. Ever since then, countless powerful pirates have sailed dangerous seas for the prized One Piece only to never return. Although Luffy lacks a crew and a proper ship, he is endowed with a superhuman ability and an unbreakable spirit that make him not only a formidable adversary but also an inspiration to many. As he faces numerous challenges with a big smile on his face, Luffy gathers one-of-a-kind companions to join him in his ambitious endeavor, together embracing perils and wonders on their once-in-a-lifetime adventure. [Written by MAL Rewrite]","['Adaptation (Manga) One Piece', 'Adaptation (Light Novel) One Piece: Loguetown-hen']",One Piece,"['Action', 'Adventure', 'Fantasy']",,
85,"JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai, Diamond is not Crash",ジョジョの奇妙な冒険 ダイヤモンドは砕けない,JoJo's Bizarre Adventure: Diamond Is Unbreakable,,Jojo's Bizarre Adventure: Diamond Is Unbreakable Temporada 3,JoJo's Bizarre Adventure: Diamond is Unbreakable,['TV'],39,Finished Airing,"Apr 2, 2016 to Dec 24, 2016",['Spring 2016'],Saturdays at 00:30 (JST),['Warner Bros. Japan'],['VIZ Media'],['David Production'],['Manga'],,,['Shounen'],23 min. per ep.,R - 17+ (violence & profanity),8.50,#141,#128,"1,182,295","41,128",816210,"The year is 1999. Morioh, a normally quiet and peaceful town, has recently become a hotbed of strange activity. Joutarou Kuujou, now a marine biologist, heads to the mysterious town to meet Jousuke Higashikata. While the two may seem like strangers at first, Jousuke is actually the illegitimate child of Joutarou's grandfather, Joseph Joestar. When they meet, Joutarou realizes that he may have more in common with Jousuke than just a blood relation. Along with the mild-mannered Kouichi Hirose and the boisterous Okuyasu Nijimura, the group dedicates themselves to investigating recent disappearances and other suspicious occurrences within Morioh. Aided by the power of Stands, the four men will encounter danger at every street corner, as it is up to them to unravel the town's secrets, before another occurs. [Written by MAL Rewrite]","['Prequel (TV) JoJo no Kimyou na Bouken Part 3: Stardust Crusaders - Egypt-hen', 'Sequel (TV) JoJo no Kimyou na Bouken Part 5: Ougon no Kaze', 'Adaptation (Manga) JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai', '']",JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,"['Action', 'Adventure']",['Super Power'],
86,"Saiki Kusuo no Psi Nan, Saiki Kusuo no Sainan",斉木楠雄のΨ難,The Disastrous Life of Saiki K.,The Disastrous Life of Saiki K.,The Disastrous Life of Saiki K.,The Disastrous Life of Saiki K.,['TV'],120,Finished Airing,"Jul 4, 2016 to Dec 26, 2016",['Summer 2016'],Not scheduled once per week,"['TV Tokyo', 'Shogakukan-Shueisha Productions', 'Pony Canyon', 'Nippon Columbia', 'KlockWorx', 'Asmik Ace', 'Bandai Namco Entertainment', 'Shueisha', ""Toy's Factory"", 'Dear Stage inc.']",['Funimation'],"['J.C.Staff', 'Egg Firm']",['Manga'],['Comedy'],"['Gag Humor', 'School', 'Super Power']",['Shounen'],5 min. per ep.,PG-13 - Teens 13 or older,8.41,#193,#132,"1,169,040","31,508",653098,"To the average person, psychic abilities might seem a blessing; for Kusuo Saiki, however, this could not be further from the truth. Gifted with a wide assortment of supernatural abilities ranging from telepathy to x-ray vision, he finds this so-called blessing to be nothing but a curse. As all the inconveniences his powers cause constantly pile up, all Kusuo aims for is an ordinary, hassle-free life—a life where ignorance is bliss. Unfortunately, the life of a psychic is far from quiet. Though Kusuo tries to stay out of the spotlight by keeping his powers a secret from his classmates, he ends up inadvertently attracting the attention of many odd characters, such as the empty-headed Riki Nendou and the delusional Shun Kaidou. Forced to deal with the craziness of the people around him, Kusuo comes to learn that the ordinary life he has been striving for is a lot more difficult to achieve than expected. [Written by MAL Rewrite]","['Sequel (TV) Saiki Kusuo no Ψ-nan 2', 'Adaptation (Manga) Saiki Kusuo no Ψ-nan']",Saiki Kusuo no Ψ-nan,,,
87,"Dragon Ball Chou, DB Super, DBS",ドラゴンボール超（スーパー）,Dragon Ball Super,,,,['TV'],131,Finished Airing,"Jul 5, 2015 to Mar 25, 2018",['Summer 2015'],Sundays at 09:00 (JST),"['Yomiko Advertising', 'Fuji TV']",['Funimation'],['Toei Animation'],['Manga'],,,['Shounen'],23 min. per ep.,PG-13 - Teens 13 or older,7.46,#2106,#218,"868,872","10,978",559123,"Seven years after the defeat of Majin Buu, Earth is at peace, and its people live free from any dangers lurking in the universe. However, this peace is short-lived; a sleeping threat awakens in the dark reaches of the galaxy: Beerus, the ruthless God of Destruction. Disturbed by a prophecy that he will be defeated by a ""Super Saiyan God,"" Beerus and his angelic attendant Whis search the universe for this mysterious being. Before long, they reach Earth and encounter Gokuu Son, one of the planet's mightiest warriors, and his powerful friends. [Written by MAL Rewrite]","['Sequel (Movie) Dragon Ball Super: Broly', 'Adaptation (Manga) Dragon Ball Super']",Dragon Ball Super,"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Martial Arts'],
88,,双星の陰陽師,Twin Star Exorcists,Twin Star Exorcists,Twin Star Exorcists,Twin Star Exorcists,['TV'],50,Finished Airing,"Apr 6, 2016 to Mar 29, 2017",['Spring 2016'],Wednesdays at 18:25 (JST),"['TV Tokyo', 'Nihon Ad Systems', 'TV Tokyo Music', 'Avex Pictures', 'Shueisha']",['Crunchyroll'],['Pierrot'],['Manga'],,"['Mythology', 'Urban Fantasy']",['Shounen'],24 min. per ep.,PG-13 - Teens 13 or older,7.29,#2890,#444,"533,134","3,080",222054,"Magano, a parallel realm filled with monsters known as ""Kegare,"" is a place where exorcists deal with all impurities. Benio Adashino is a prodigy exorcist who is recognized for her strength and is summoned to Tokyo by the Exorcist Union. On her way, she plummets into the arms of Rokuro Enmadou, a young exorcist with a troubled past. But the impurities of Magano do not rest. When these two exorcists witness a couple of children stolen by a Kegare, Benio rushes to save them, dragging Rokuro along with her into Magano. Engaged in a fight she is on the verge of being defeated in, Benio is saved by Rokuro, revealing himself capable of being her rival in talent. Sousei no Onmyouji tells the story of two talented exorcists who are destined to become the ""Twin Star Exorcists"" and the prophesised parents of the Miko—the reincarnation of Abe no Seimei—who will cleanse the world of all impurities. [Written by MAL Rewrite]","['Adaptation (Manga) Sousei no Onmyouji', '']",Sousei no Onmyouji,"['Action', 'Fantasy', 'Romance']",,
89,Detective Conan,名探偵コナン,Case Closed,Case Closed,,,['TV'],Unknown,Currently Airing,"Jan 8, 1996 to ?",['Winter 1996'],Saturdays at 18:00 (JST),"['Yomiuri Telecasting', 'Shogakukan', 'Audio Planning U', 'Tokyo Movie', 'Polydor Records']","['Funimation', 'Crunchyroll']",['TMS Entertainment'],['Manga'],,,['Shounen'],24 min.,PG-13 - Teens 13 or older,8.17,#433,#704,"360,650","15,327",164261,"Shinichi Kudou, a high school student of astounding talent in detective work, is well known for having solved several challenging cases. One day, when Shinichi spots two suspicious men and decides to follow them, he inadvertently becomes witness to a disturbing illegal activity. Unfortunately, he is caught in the act, so the men dose him with an experimental drug formulated by their criminal organization, leaving him to his death. However, to his own astonishment, Shinichi lives to see another day, but now in the body of a seven-year-old child. Perfectly preserving his original intelligence, he hides his real identity from everyone, including his childhood friend Ran Mouri and her father, private detective Kogorou Mouri. To this end, he takes on the alias of Conan Edogawa, inspired by the mystery writers Arthur Conan Doyle and Ranpo Edogawa. Shinichi, as Conan, starts secretly solving the senior Mouri's cases from behind the scenes with his still exceptional sleuthing skills, while covertly investigating the organization responsible for his current state, hoping to reverse the drug's effects someday. [Written by MAL Rewrite]","['Adaptation (Manga) Meitantei Conan', '']",Meitantei Conan,"['Adventure', 'Comedy', 'Mystery']",['Detective'],
